date_x,symbol,date_y,revenueLow,revenueHigh,revenueAvg,ebitdaLow,ebitdaHigh,ebitdaAvg,ebitLow,ebitHigh,ebitAvg,netIncomeLow,netIncomeHigh,netIncomeAvg,sgaExpenseLow,sgaExpenseHigh,sgaExpenseAvg,epsAvg,epsHigh,epsLow,numAnalystsRevenue,numAnalystsEps
2020-12-31,AMZN,2020-12-29,116625854352,122038222767,119700689635,12152878517,18229317775,15191098146,5280152604,7920228906,6600190755,5548270348,8322405523,6935337935,7627143177,11440714765,9533928971,0.35958,0.36871,0.34757,10,9
2021-03-31,AMZN,2021-03-29,101825558162,106551074968,104510184317,12041704338,18062556507,15052130422,5875052776,8812579165,7343815970,5372707598,8059061398,6715884498,5430364631,8145546945,6787955788,0.47692,0.48903,0.46099,10,9
2021-06-30,AMZN,2021-06-29,112456566414,117675446665,115421478612,10445111620,15667667430,13056389525,4699354500,7049031751,5874193125,4745725695,7118588543,5932157119,5907446153,8861169230,7384307691,0.61158,0.62711,0.59116,18,17
2021-09-30,AMZN,2021-09-29,108685493400,113729365832,111550981432,14455017040,21682525560,18068771300,5100039461,7650059191,6375049326,3317338116,4976007174,4146672645,10682543497,16023815246,13353179371,0.44489,0.45618,0.43003,18,25
2021-12-31,AMZN,2021-12-29,134145134298,140370536820,137681864590,104826270252,157239405378,131032837815,14381969747,21572954621,17977462184,59535535462,89303303193,74419419327,55428776470,83143164705,69285970587,0.18061,0.1852,0.17458,18,17
2022-03-31,AMZN,2022-03-29,113458933486,118724331552,116450273046,8749164401,13123746602,10936455501,7672247655,11508371483,9590309569,-12057285358,-8038190239,-10047737798,22822270622,34233405933,28527838277,0.41753,0.42813,0.40359,17,30
2022-06-30,AMZN,2022-06-29,115942643532,121323305523,118999465993,18546377142,27819565713,23182971428,8188251428,12282377142,10235314285,-7509394285,-5006262857,-6257828571,32064274285,48096411428,40080342856,0.1199,0.12294,0.1159,18,18
2022-09-30,AMZN,2022-09-29,124037268003,129793585033,127307504866,15900518744,23850778116,19875648430,5610043407,8415065111,7012554259,3649071927,5473607891,4561339909,11750797846,17626196770,14688497308,0.2176,0.22312,0.21033,22,18
2022-12-31,AMZN,2022-12-29,141969857515,148558389508,145712886275,20293039946,21234798607,20828065010,18193191729,27289787595,22741489662,75312452359,112968678539,94140565449,70117402234,105176103351,87646752792,0.1739,0.17831,0.16809,26,30
2023-03-31,AMZN,2023-03-29,121401764724,127035773414,124602516664,8180468714,12270703072,10225585893,7173551557,10760327336,8966939446,-11273561809,-7515707873,-9394634841,21338823031,32008234547,26673528789,0.2132,0.21861,0.20608,25,21
2023-06-30,AMZN,2023-06-29,128116255161,134061869679,131494034332,20401014856,30601522285,25501268570,9007076570,13510614856,11258845713,-8260333713,-5506889142,-6883611427,35270701713,52906052570,44088377141,0.35391,0.36289,0.34209,29,33
2023-09-30,AMZN,2023-09-29,138060854127,143255586298,141503146530,17490570618,26235855927,21863213272,6171047747,9256571622,7713809684,4013979119,6020968680,5017473899,12925877630,19388816447,16157347038,0.58539,0.71311,0.43638,37,36
2023-12-31,AMZN,2023-12-30,155033169168,173092692582,165925896620,22160297615,24741709166,23717293988,20012510901,30018766353,25015638627,82843697594,124265546392,103554621993,77129142457,115693713686,96411428071,0.79459,1.11499,0.41011,36,34
2024-03-31,AMZN,2024-03-31,140822482852,144575747320,142654075913,7648738247,11473107372,9560922809,6707270705,10060906059,8384088382,-10540780291,-7027186861,-8783983576,19951799533,29927699301,24939749417,0.84166,0.97509,0.62611,30,26
2024-06-30,AMZN,2024-06-30,147034959595,150225718242,148665347243,23020632272,23520195652,23275895065,11645121945,11897829013,11774248127,9627442380,13157482861,11232016111,13500094735,13793055974,13649789663,1.03397,1.21122,0.88626,28,26
2024-09-30,AMZN,2024-09-30,156253825142,158636933785,157275157418,24463990465,24837103553,24623896074,12375253158,12563994604,12456142349,11732365891,13361815891,12384145891,14346529886,14565336301,14440304064,1.14003,1.23003,1.08003,29,28
2024-12-31,AMZN,2024-12-31,185056676634,189448021555,187337375136,28973529247,29661063266,29330608419,14656429818,15004222937,14837060413,14233788901,19438686721,16145785531,16991079351,17394273072,17200482924,1.48631,1.78944,1.3103,31,29
2025-03-31,AMZN,2025-03-31,153175215004,156905955385,155148014892,23981985695,24566091697,24290858503,12131428217,12426901666,12287673339,13262202181,16525121491,14841030601,14063865623,14406405578,14244999317,1.3662,1.52123,1.22086,31,28
2025-06-30,AMZN,2025-06-30,159318488692,164677066322,162426484699,24943811678,25782781169,25430417268,12617973535,13042371176,12864125828,10828781550,16676334451,14433668101,14627913635,15119914353,14913275978,1.3287,1.53515,0.99685,45,41
2025-09-30,AMZN,2025-09-30,174032490401,179403493122,177913214900,27247519745,28088434579,27855108117,13783317782,14208699486,14090669925,12723614641,21026205541,17036660161,15978887700,16472029234,16335198529,1.56832,1.93558,1.17128,33,30
