date_x,symbol,date_y,revenueLow,revenueHigh,revenueAvg,ebitdaLow,ebitdaHigh,ebitdaAvg,ebitLow,ebitHigh,ebitAvg,netIncomeLow,netIncomeHigh,netIncomeAvg,sgaExpenseLow,sgaExpenseHigh,sgaExpenseAvg,epsAvg,epsHigh,epsLow,numAnalystsRevenue,numAnalystsEps
2020-12-31,LLY,2020-12-29,6760805797,7865520231,7267537464,1942233191,2913349787,2427791489,1322415319,1983622978,1653019148,1405194893,2107792339,1756493616,1031525106,1547287659,1289406382,2.36834,2.62167,2.15367,6,5
2021-03-31,LLY,2021-03-29,6448840276,7502579601,6932189700,1718555868,2577833802,2148194835,1037058028,1555587042,1296322535,1216588544,1824882816,1520735680,1414700469,2122050704,1768375586,2.11833,2.34492,1.92632,4,3
2021-06-30,LLY,2021-06-29,6135474752,7138010208,6595337000,1657435343,2486153015,2071794179,1154812275,1732218412,1443515343,1123928888,1685893333,1404911110,1362830476,2044245714,1703538095,1.8925,2.09493,1.72096,11,4
2021-09-30,LLY,2021-09-29,6176442187,7185671714,6639375000,1396615757,2094923635,1745769696,1535363232,2303044848,1919204040,906021009,1359031515,1132526262,1287821414,1931732121,1609776767,1.96273,2.17267,1.78482,12,4
2021-12-31,LLY,2021-12-29,7151466366,8320014666,7687478579,1870507317,2805760975,2338134146,1515055609,2272583414,1893819511,1364040000,2046059999,1705049999,1258068292,1887102439,1572585365,2.44607,2.70772,2.22435,6,4
2022-03-31,LLY,2022-03-29,6779019941,7886710563,7287116783,1376177241,2064265862,1720221551,1674719310,2512078965,2093399137,1325468275,1988202413,1656835344,1085157931,1627736896,1356447413,2.29229,2.53749,2.08451,5,5
2022-06-30,LLY,2022-06-29,6371343493,7412419858,6848884427,1451727337,2177591005,1814659171,1664172780,2496259171,2080215976,960390532,1440585798,1200488165,1638562366,2457843550,2048202958,1.70027,1.88214,1.54615,5,5
2022-09-30,LLY,2022-09-29,6407581344,7454578967,6887838354,1536277332,2304415999,1920346665,1688899555,2533349332,2111124443,996623110,1494934666,1245778888,1416603555,2124905333,1770754444,1.91408,2.11882,1.74058,5,5
2022-12-31,LLY,2022-12-29,6821230749,7935818609,7332491349,2057558048,3086337072,2571947560,1666561169,2499841755,2083201462,1500444000,2250665998,1875554999,1383875121,2075812681,1729843901,1.78291,1.86842,1.6974,5,5
2023-03-31,LLY,2023-03-29,6384976590,7428280601,6863539343,1513794965,2270692448,1892243706,1842191241,2763286861,2302739051,1458015102,2187022654,1822518878,1193673724,1790510585,1492092154,1.72566,1.91025,1.56924,6,4
2023-06-30,LLY,2023-06-29,7053995070,8206616578,7582701675,1596900070,2395350105,1996125087,1830590059,2745885088,2288237573,1056429585,1584644377,1320536981,1802418602,2703627905,2253023253,1.97915,2.19085,1.79975,6,4
2023-09-30,LLY,2023-09-29,8287989304,9532790018,8967111715,1689905065,2534857598,2112381331,1857789510,2786684265,2322236887,1096285422,1644428132,1370356777,1558263910,2337395866,1947829888,-0.17894,0.41753,-1.07364,13,10
2023-12-31,LLY,2023-12-30,8459631669,9460004670,8946256892,2263313852,3394970779,2829142315,1833217285,2749825930,2291521607,1650488400,2475732597,2063110498,1522262632,2283393950,1902828291,2.29593,2.66119,1.95303,11,15
2024-03-31,LLY,2024-03-30,8732927005,9351636119,8935782453,1665174461,2497761692,2081468076,2026410365,3039615547,2533012956,1603816612,2405724919,2004770765,1313041096,1969561643,1641301369,2.46568,2.70932,2.28051,11,12
2024-06-30,LLY,2024-06-30,9585484798,10316581096,9981495293,2951990686,3177142517,3073947928,2480537386,2669730915,2583017214,2072884466,2754507423,2465048882,2017944880,2171855930,2101313365,2.7426,3.06465,2.30628,11,9
2024-09-30,LLY,2024-09-30,11846371039,12570427673,12097779593,3648263776,3871247640,3725688729,3065610855,3252982656,3130670508,983197321,1563040165,1277320633,2493908684,2646337738,2546835439,1.42114,1.73903,1.0939,11,11
2024-12-31,LLY,2024-12-30,13453484310,13533505035,13473489492,4143197888,4167841445,4149358778,3481500571,3502208381,3486677524,4218850360,4903969649,4534365113,2832239616,2849085651,2836451124,5.04491,5.45613,4.69387,8,12
2025-03-31,LLY,2025-03-30,12288357352,13395506432,12667381362,3784379946,4125342750,3901105951,3179988333,3466497022,3278072389,2487923342,3586077183,2928425223,2586956040,2820034061,2666748516,3.25815,3.98985,2.76805,12,11
2025-06-30,LLY,2025-06-30,14337508937,15026166466,14704131561,4415446243,4627528433,4528353059,3710268983,3888480183,3805143801,4744639373,5329848053,5032228409,3018345275,3163322077,3095527000,5.59883,5.92996,5.27886,19,19
2025-09-30,LLY,2025-09-30,15451046939,16614136780,16052645133,4758376609,5116567191,4943647600,3998431002,4299416074,4154112936,4809919217,6127128594,5115852761,3252768297,3497623016,3379417289,5.69187,6.81701,5.35149,13,13
