date,symbol,reportedCurrency,cik,filingDate,acceptedDate,fiscalYear,period,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,netInterestIncome,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebit,nonOperatingIncomeExcludingInterest,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncomeFromContinuingOperations,netIncomeFromDiscontinuedOperations,otherAdjustmentsToNetIncome,netIncome,netIncomeDeductions,bottomLineNetIncome,eps,epsDiluted,weightedAverageShsOut,weightedAverageShsOutDil
2020-12-31,LLY,USD,0000059478,2021-02-17,2021-02-17 10:59:12,2020,Q4,7440000000,1719800000,5720200000,1838000000,1496600000,0,1496600000,0,3334600000,5054400000,-83400000,5800000,89200000,367500000,2925800000,2558300000,-172700000,2385600000,83500000,2469100000,352300000,2116800000,0,0,2116800000,0,2116800000,2.21,2.21,956590000,956590000
2021-03-31,LLY,USD,0000059478,2021-04-30,2021-04-30 09:23:35,2021,Q1,6805600000,1878600000,4927000000,1672100000,1502600000,0,1502600000,0,3174700000,5053300000,-82300000,5500000,87800000,350300000,1914500000,1564200000,188100000,1752300000,-275900000,1476400000,121100000,1355300000,0,0,1355300000,0,1355300000,1.41,1.41,959482000,959482000
2021-06-30,LLY,USD,0000059478,2021-08-03,2021-08-03 12:04:04,2021,Q2,6740100000,1953200000,4786900000,1655000000,1614600000,0,1614600000,0,3269600000,5222800000,-81500000,5400000,86900000,369300000,2050100000,1680800000,-163500000,1517300000,76600000,1593900000,203700000,1390200000,0,0,1390200000,0,1390200000,1.53,1.53,907300000,910400000
2021-09-30,LLY,USD,0000059478,2021-10-27,2021-10-27 09:06:59,2021,Q3,6772800000,1430800000,5342000000,1705300000,1505300000,0,1505300000,0,3210600000,4641400000,-76600000,7000000,83600000,382300000,1711200000,1328900000,802500000,2131400000,-886100000,1245300000,135200000,1110100000,0,0,1110100000,0,1110100000,1.16,1.16,956589000,956589000
2021-12-31,LLY,USD,0000059478,2022-02-23,2022-02-23 11:00:57,2021,Q4,7999900000,2050200000,5949700000,1959400000,1519400000,0,1519400000,0,3478800000,5529000000,-74000000,7400000,81400000,445700000,2367000000,1921300000,549600000,2470900000,-631000000,1839900000,113800000,1726100000,0,0,1726100000,0,1726100000,1.81,1.81,953653000,953653000
2022-03-31,LLY,USD,0000059478,2022-04-29,2022-04-29 11:57:54,2022,Q1,7810000000,2072100000,5737900000,1610100000,1464600000,0,1464600000,0,3074700000,5146800000,-77900000,7000000,84900000,435700000,2574200000,2138500000,524700000,2663200000,-609600000,2053600000,150700000,1902900000,0,0,1902900000,0,1902900000,2.0,2.0,950605000,950605000
2022-06-30,LLY,USD,0000059478,2022-08-04,2022-08-04 11:31:24,2022,Q2,6488000000,1430500000,5057500000,1781900000,1530800000,0,1530800000,0,3312700000,4743200000,-71000000,10200000,81200000,348900000,1521000000,1172100000,572700000,1744800000,-653900000,1090900000,138400000,952500000,0,0,952500000,0,952500000,1.06,1.05,900300000,902900000
2022-09-30,LLY,USD,0000059478,2022-11-01,2022-11-01 11:16:21,2022,Q3,6941600000,1579100000,5362500000,1802900000,1521800000,0,1521800000,0,3324700000,4903800000,-61400000,20100000,81500000,362900000,2009900000,1647000000,390800000,2037800000,-472300000,1565500000,113800000,1451700000,0,0,1451700000,0,1451700000,1.61,1.61,900700000,903800000
2022-12-31,LLY,USD,0000059478,2023-02-22,2023-02-22 10:26:53,2022,Q4,7301800000,1548100000,5753700000,1995900000,1550300000,0,1550300000,0,3546200000,5094300000,-58500000,25500000,84000000,375000000,2555400000,2180400000,27100000,2207500000,-111100000,2096400000,158700000,1937700000,0,0,1937700000,0,1937700000,2.04,2.04,950182000,950182000
2023-03-31,LLY,USD,0000059478,2023-04-27,2023-04-27 11:56:56,2023,Q1,6960000000,1626700000,5333300000,1985100000,1633400000,0,1633400000,0,3618500000,5245200000,-68600000,34200000,102800000,362300000,1994800000,1632500000,82300000,1714800000,-185100000,1529700000,184800000,1344900000,0,0,1344900000,0,1344900000,1.42,1.42,949267000,949267000
2023-06-30,LLY,USD,0000059478,2023-08-08,2023-08-08 13:23:19,2023,Q2,8312100000,1807400000,6504700000,2356500000,1809800000,0,1809800000,0,4166300000,5973700000,-74300000,46000000,120300000,366300000,2575500000,2209200000,129200000,2338400000,-249500000,2088900000,325700000,1763200000,0,0,1763200000,0,1763200000,1.86,1.86,949286000,949286000
2023-09-30,LLY,USD,0000059478,2023-11-02,2023-11-02 11:21:53,2023,Q3,9498600000,1860100000,7638500000,2409100000,1688400000,0,1688400000,0,4097500000,5957600000,-75700000,48900000,124600000,411000000,962800000,551800000,2989200000,3541000000,-3113800000,427200000,484600000,-57400000,0,0,-57400000,0,-57400000,-0.0605,-0.0605,949303000,949303000
2023-12-31,LLY,USD,0000059478,2024-02-21,2024-02-21 11:44:37,2023,Q4,9353400000,1788000000,7565400000,2562700000,1809600000,0,1809600000,0,4372300000,6160300000,-93700000,44500000,138200000,387700000,3034700000,2647000000,546100000,3193100000,-684300000,2508800000,319100000,2189700000,0,0,2189700000,0,2189700000,2.43,2.42,899379000,903980000
2024-03-31,LLY,USD,0000059478,2024-04-30,2024-04-30 12:04:51,2024,Q1,8768000000,1673500000,7094500000,2522800000,1836100000,0,1836100000,0,4358900000,6032400000,-133800000,45800000,179600000,400600000,3116300000,2715700000,19900000,2735600000,-199500000,2536100000,293200000,2242900000,0,0,2242900000,0,2242900000,2.49,2.48,900800000,903800000
2024-06-30,LLY,USD,0000059478,2024-08-08,2024-08-08 11:28:54,2024,Q2,11302800000,2170200000,9132600000,2711200000,2002900000,0,2002900000,0,4714100000,6884300000,-146300000,37300000,183600000,414400000,4115200000,3700800000,717700000,4418500000,-901300000,3517200000,550200000,2967000000,0,0,2967000000,0,2967000000,3.29,3.28,900900000,904200000
2024-09-30,LLY,USD,0000059478,2024-10-30,2024-10-30 11:54:10,2024,Q3,11439100000,2170800000,9268300000,2734100000,1984400000,0,1984400000,0,4718500000,6889300000,-144900000,47800000,192700000,466800000,2247900000,1781100000,2768700000,4549800000,-2961400000,1588400000,618100000,970300000,0,0,970300000,0,970300000,1.08,1.07,901000000,905000000
2024-12-31,LLY,USD,0000059478,2025-02-19,2025-02-19 10:10:59,2024,Q4,13532800000,2403800000,11129000000,3022500000,2308700000,0,2308700000,0,5331200000,7735000000,-180400000,44300000,224700000,484800000,5748200000,5263400000,534400000,5797800000,-759100000,5038700000,628900000,4409800000,0,0,4409800000,0,4409800000,4.91,4.88,897538000,903158000
2025-03-31,LLY,USD,0000059478,2025-05-01,2025-05-01 11:30:18,2025,Q1,12728500000,2224200000,10504300000,2733700000,2362200000,0,2362200000,0,5095900000,7320100000,-195400000,48300000,243700000,462800000,4162600000,3699800000,1708600000,5408400000,-1952300000,3456100000,696800000,2759300000,0,0,2759300000,0,2759300000,3.07,3.06,897989000,900604000
2025-06-30,LLY,USD,0000059478,2025-08-07,2025-08-07 09:59:55,2025,Q2,15557700000,2447800000,13109900000,3336100000,2647600000,0,2647600000,0,5983700000,8431500000,-209000000,40000000,249000000,478500000,7503900000,7025400000,100800000,7126200000,-349800000,6776400000,1115900000,5660500000,0,0,5660500000,0,5660500000,6.3,6.29,897900000,899793000
2025-09-30,LLY,USD,0000059478,2025-10-30,2025-10-30 11:15:28,2025,Q3,17600800000,3008300000,14592500000,4121400000,2740700000,0,2740700000,0,6862100000,9870400000,-114600000,65000000,179600000,470000000,7882000000,7412000000,318400000,7730400000,-498000000,7232400000,1649900000,5582500000,0,0,5582500000,0,5582500000,6.22,6.21,896900000,898800000
