ticker,earnings_date,announce_timing,eps_est,eps_actual,revenue_est,revenue_actual,event_datetime_et_placeholder
MU,2021-03-31,amc,0.95,0.98,,6236000000.0,2021-03-31T16:30:00-04:00
MU,2021-06-30,amc,1.72,1.88,,7422000000.0,2021-06-30T16:30:00-04:00
MU,2021-09-28,amc,2.33,2.42,,8274000000.0,2021-09-28T16:30:00-04:00
MU,2021-12-20,amc,2.11,2.16,7519290000.0,7687000000.0,2021-12-20T16:30:00-05:00
MU,2022-03-29,amc,1.97,2.14,7527711316.0,7786000000.0,2022-03-29T16:30:00-04:00
MU,2022-06-30,amc,2.43,2.59,8642347225.0,8642000000.0,2022-06-30T16:30:00-04:00
MU,2022-09-29,amc,1.3,1.45,6728346474.0,6643000000.0,2022-09-29T16:30:00-04:00
MU,2022-12-21,amc,-0.01358,-0.04,4133514968.0,4085000000.0,2022-12-21T16:30:00-05:00
MU,2023-03-28,amc,-0.66,-1.91,3718630000.0,3693000000.0,2023-03-28T16:30:00-04:00
MU,2023-06-28,amc,-1.58,-1.43,3646190000.0,3752000000.0,2023-06-28T16:30:00-04:00
MU,2023-09-27,amc,-1.18,-1.07,3910360000.0,4010000000.0,2023-09-27T16:30:00-04:00
MU,2023-12-20,amc,-0.99,-0.95,4809320000.0,4726000000.0,2023-12-20T16:30:00-05:00
MU,2024-03-20,amc,-0.25268,0.42,5346816980.0,5824000000.0,2024-03-20T16:30:00-04:00
MU,2024-06-26,amc,0.4801,0.62,6668667523.0,6811000000.0,2024-06-26T16:30:00-04:00
MU,2024-09-25,amc,1.12,1.18,7649013878.0,7750000000.0,2024-09-25T16:30:00-04:00
MU,2024-12-18,amc,1.75,1.79,8714396051.0,8709000000.0,2024-12-18T16:30:00-05:00
MU,2025-03-20,amc,1.43,1.56,7897155150.0,8053000000.0,2025-03-20T16:30:00-04:00
MU,2025-06-25,amc,1.6,1.91,8863291621.0,9301000000.0,2025-06-25T16:30:00-04:00
MU,2025-09-23,amc,2.86,3.03,11217035053.0,11315000000.0,2025-09-23T16:30:00-04:00
MU,2025-12-17,amc,3.96,4.78,12906739080.0,13643000000.0,2025-12-17T16:30:00-05:00
