period_end,quarter_rank,actual_revenue,actual_ebitda,actual_ebit,actual_netIncome,actual_eps,est_revenue,est_ebitda,est_ebit,est_netIncome,est_eps,surprise_revenue,surprise_revenue_pct,surprise_ebitda,surprise_ebitda_pct,surprise_ebit,surprise_ebit_pct,surprise_netIncome,surprise_netIncome_pct,surprise_eps,surprise_eps_pct
2020-12-26,1,111439000000,36883000000,34217000000,28755000000,1.7,103266489504,29820297871,27112595744,23248723404,1.41599,8172510496,7.914000500310839,7062702129,23.684210531875408,7104404256,26.203334874611556,5506276596,23.6842105276741,0.2840099999999999,20.05734503774743
2021-03-27,2,89584000000,31478000000,28681000000,23630000000,1.41,77088700724,20285822221,17724155555,15228222221,0.9864,12495299276,16.208989331311745,11192177779,55.1724138024526,10956844445,61.8187106911791,8401777779,55.17241380555764,0.42359999999999987,42.944038929440374
2021-06-26,3,81434000000,27866000000,25034000000,21744000000,1.31,73334747261,19506200000,16888199999,15220799999,1.01066,8099252739,11.044222611383086,8359800000,42.857142857142854,8145800001,48.23367796143068,6523200001,42.857142866528505,0.29934000000000016,29.61826924979718
2021-09-25,4,83360000000,26909000000,23920000000,20551000000,1.25,85054907222,26909000000,23786000000,20551000000,1.23878,-1694907222,-1.992721263661083,0,0.0,134000000,0.5633565963171614,0,0.0,0.011220000000000008,0.905729830962722
2021-12-25,5,123945000000,44632000000,41935000000,34630000000,2.11,119002502550,39672888888,36878222221,30782222221,1.89912,4942497450,4.153271859071505,4959111112,12.500000002520615,5056777779,13.712097477737037,3847777779,12.500000004466862,0.21087999999999996,11.104090315514553
2022-03-26,6,97278000000,33567000000,30830000000,25010000000,1.54,94033796672,31454391608,28092209790,23435944055,1.42404,3244203328,3.4500397121219413,2112608392,6.716417911776384,2737790210,9.7457274826937,1574055945,6.716417914746555,0.11596000000000006,8.143029690177245
2022-06-25,7,82959000000,26590000000,23785000000,19442000000,1.2,82791243730,25673103447,22280275861,18771586206,1.1635,167756270,0.20262561889647313,916896553,3.571428576575704,1504724139,6.753615387832383,670413794,3.5714285763752573,0.03649999999999998,3.137086377309839
2022-09-24,8,90146000000,28349000000,25484000000,20721000000,1.29,88739279089,25159915000,22239910000,19215185000,1.26798,1406720911,1.585229140287635,3189085000,12.675261422783027,3244090000,14.58679464080565,1505815000,7.836588614681565,0.02201999999999993,1.736620451426673
2022-12-31,9,117154000000,38932000000,36016000000,29998000000,1.89,121333299852,43640177777,40566044443,33860444443,1.93875,-4179299852,-3.4444788504869055,-4708177777,-10.788631066212991,-4550044443,-11.216386772423277,-3862444443,-11.406951404615974,-0.04875000000000007,-2.5145067698259225
2023-04-01,10,94836000000,31216000000,28318000000,24160000000,1.53,92906049631,34599830768,30901430768,25779538460,1.42908,1929950369,2.077313992646645,-3383830768,-9.779905545461713,-2583430768,-8.360230266992277,-1619538460,-6.282263208524487,0.10092000000000012,7.061885968595188
2023-07-01,11,81797000000,26050000000,22998000000,19881000000,1.27,81794915987,28240413791,24508303447,20648744826,1.19527,2084013,0.0025478515074594866,-2190413791,-7.756309122134987,-1510303447,-6.162415322896911,-767744826,-3.718118619168024,0.07472999999999996,6.252143867076054
2023-09-30,12,89498000000,30653000000,28000000000,22956000000,1.47,89303802150,27675906500,24463901000,21136703500,1.39314,194197850,0.2174575385646108,2977093500,10.756986406208592,3536099000,14.454354601909156,1819296500,8.607285899620061,0.07685999999999993,5.517033463973465
2023-12-30,13,119575000000,43221000000,40373000000,33916000000,2.19,117986596460,48004195554,44622648887,37246488887,2.10071,1588403540,1.346257615405071,-4783195554,-9.964119799944102,-4249648887,-9.523524472430093,-3330488887,-8.941752596074707,0.08929000000000009,4.250467699016052
2024-03-30,14,90753000000,30736000000,27900000000,23636000000,1.53,90366105851,38059813845,33991573845,28357492306,1.50508,386894149,0.42814077839973513,-7323813845,-19.242905062085967,-6091573845,-17.92083494802946,-4721492306,-16.649893633228658,0.024920000000000053,1.6557259414781973
2024-06-29,15,85777000000,28202000000,25352000000,21448000000,1.4,84480707659,28769219812,26295008476,19927778310,1.34553,1296292341,1.5344241033495911,-567219812,-1.9716204183034727,-943008476,-3.5862642024272526,1520221690,7.628656172058751,0.05447000000000002,4.048218917452604
2024-09-28,16,94930000000,32502000000,29591000000,14736000000,0.97,94511953345,32185279172,29417279793,23702197536,1.60038,418046655,0.4423214632692978,316720828,0.9840549348894118,173720207,0.5905379702760201,-8966197536,-37.828549535888904,-0.6303799999999999,-39.38939501868306
2024-12-28,17,124300000000,45912000000,42832000000,36330000000,2.41,124257393152,42314847448,38675684624,34770124679,2.34769,42606848,0.03428918547154811,3597152552,8.50092288863969,4156315376,10.746585138458855,1559875321,4.486251733063566,0.06231000000000009,2.654098283844975
2025-03-29,18,95359000000,32250000000,29589000000,24780000000,1.65,94542181546,32195573141,29426688460,24101484734,1.62734,816818454,0.863972504804718,54426859,0.16905075353570642,162311540,0.5515793604184573,678515266,2.8152426022236607,0.022659999999999902,1.3924564012437415
2025-06-28,19,94036000000,31032000000,28202000000,23434000000,1.57,89562736363,30499863470,27876813264,21297588136,1.43802,4473263637,4.994558918867497,532136530,1.7447177444693003,325186736,1.166513305952172,2136411864,10.031238515636211,0.13198,9.177897386684467
2025-09-27,20,102466000000,35931000000,32804000000,27466000000,1.85,102227074560,34812601129,31818646725,26320224167,1.77715,238925440,0.23372031433783014,1118398871,3.212626562593561,985353275,3.096779330422639,1145775833,4.353214568881069,0.07285000000000008,4.099260051205587
