ticker,earnings_date,announce_timing,pre_date,react_date,d5,d10,d20,pre_adj_close,react_adj_close,adj_close_p5,adj_close_p10,adj_close_p20
AMD,2021-01-26,amc,2021-01-26,2021-01-27,2021-02-03,2021-02-10,2021-02-25,94.70999908447266,88.83999633789062,87.88999938964844,92.3499984741211,82.41999816894531
AMD,2021-04-27,amc,2021-04-27,2021-04-28,2021-05-05,2021-05-12,2021-05-26,85.20999908447266,84.0199966430664,77.83000183105469,74.63999938964844,78.33999633789062
AMD,2021-07-27,amc,2021-07-27,2021-07-28,2021-08-04,2021-08-11,2021-08-25,91.02999877929688,97.93000030517578,118.7699966430664,107.68000030517578,108.3000030517578
AMD,2021-10-26,amc,2021-10-26,2021-10-27,2021-11-03,2021-11-10,2021-11-24,122.93000030517578,122.27999877929688,130.52999877929688,139.8699951171875,157.8000030517578
AMD,2022-02-01,amc,2022-02-01,2022-02-02,2022-02-09,2022-02-16,2022-03-03,116.77999877929688,122.76000213623048,132.85000610351562,117.69000244140624,111.9800033569336
AMD,2022-05-03,amc,2022-05-03,2022-05-04,2022-05-11,2022-05-18,2022-06-02,91.12999725341795,99.41999816894533,87.91999816894531,96.27999877929688,108.58999633789062
AMD,2022-08-02,amc,2022-08-02,2022-08-03,2022-08-10,2022-08-17,2022-08-31,99.29000091552734,98.08999633789062,99.0500030517578,98.2699966430664,84.87000274658203
AMD,2022-11-01,amc,2022-11-01,2022-11-02,2022-11-09,2022-11-16,2022-12-01,59.65999984741211,58.630001068115234,59.91999816894531,72.69999694824219,77.4800033569336
AMD,2023-01-31,amc,2023-01-31,2023-02-01,2023-02-08,2023-02-15,2023-03-02,75.1500015258789,84.63999938964844,84.69000244140625,85.18000030517578,80.44000244140625
AMD,2023-05-02,amc,2023-05-02,2023-05-03,2023-05-10,2023-05-17,2023-06-01,89.91000366210938,81.62000274658203,97.0199966430664,103.75,119.47000122070312
AMD,2023-08-01,amc,2023-08-01,2023-08-02,2023-08-09,2023-08-16,2023-08-30,117.5999984741211,109.3499984741211,110.47000122070312,107.19000244140624,106.58999633789062
AMD,2023-10-31,amc,2023-10-31,2023-11-01,2023-11-08,2023-11-15,2023-11-30,98.5,108.04000091552734,113.58999633789062,118.0,121.16000366210938
AMD,2024-01-30,amc,2024-01-30,2024-01-31,2024-02-07,2024-02-14,2024-02-29,172.05999755859375,167.69000244140625,170.94000244140625,178.6999969482422,192.52999877929688
AMD,2024-04-30,amc,2024-04-30,2024-05-01,2024-05-08,2024-05-15,2024-05-30,158.3800048828125,144.27000427246094,153.6199951171875,159.6699981689453,166.75
AMD,2024-07-30,amc,2024-07-30,2024-07-31,2024-08-07,2024-08-14,2024-08-28,138.44000244140625,144.47999572753906,128.6699981689453,140.75,146.36000061035156
AMD,2024-10-29,amc,2024-10-29,2024-10-30,2024-11-06,2024-11-13,2024-11-27,166.25,148.60000610351562,145.10000610351562,139.3000030517578,136.24000549316406
AMD,2025-02-04,amc,2025-02-04,2025-02-05,2025-02-12,2025-02-20,2025-03-06,119.5,112.01000213623048,111.72000122070312,114.16999816894533,98.8499984741211
AMD,2025-05-06,amc,2025-05-06,2025-05-07,2025-05-14,2025-05-21,2025-06-05,98.62000274658205,100.36000061035156,117.72000122070312,112.05999755859376,115.69000244140624
AMD,2025-08-05,amc,2025-08-05,2025-08-06,2025-08-13,2025-08-20,2025-09-04,174.30999755859375,163.1199951171875,184.4199981689453,165.1999969482422,161.7899932861328
AMD,2025-11-04,amc,2025-11-04,2025-11-05,2025-11-12,2025-11-19,2025-12-04,250.0500030517578,256.3299865722656,258.8900146484375,223.5500030517578,215.97999572753903
