date_x,symbol,date_y,revenueLow,revenueHigh,revenueAvg,ebitdaLow,ebitdaHigh,ebitdaAvg,ebitLow,ebitHigh,ebitAvg,netIncomeLow,netIncomeHigh,netIncomeAvg,sgaExpenseLow,sgaExpenseHigh,sgaExpenseAvg,epsAvg,epsHigh,epsLow,numAnalystsRevenue,numAnalystsEps
2021-03-04,MU,2021-02-27,5313709832,7580075573,6192240214,1457088539,2185632809,1821360674,349003242,523504863,436254052,321241620,481862431,401552025,176881189,265321783,221101486,0.94711,1.22306,0.77243,3,2
2021-06-03,MU,2021-05-27,6208463020,8856452530,7234925428,1956939485,2935409230,2446174358,741366153,1112049230,926707691,670402051,1005603076,838002563,180332307,270498461,225415384,1.71991,2.22103,1.40269,3,2
2021-09-02,MU,2021-08-27,7059570067,10070567705,8226748364,1811190856,2716786284,2263988570,563828570,845742856,704785713,486627428,729941142,608284285,183894856,275842284,229868570,2.33318,3.01298,1.90285,12,11
2021-12-02,MU,2021-11-27,6587992186,9397855779,7677203204,1895049013,2842573519,2368811266,686945351,1030418027,858681689,636971266,955456901,796214083,169753238,254629859,212191548,2.09905,2.71063,1.7119,8,7
2022-03-03,MU,2022-02-27,6459709612,9214859033,7527711316,1602797392,2404196089,2003496740,383903566,575855349,479879457,353365782,530048673,441707228,194569307,291853961,243211634,1.97568,2.55132,1.61129,7,8
2022-06-02,MU,2022-05-27,7416205417,10579312629,8642347225,2152633434,3228950153,2690791793,815502768,1223254153,1019378460,737442256,1106163383,921802819,198365536,297548307,247956922,2.44297,3.15476,1.99239,7,8
2022-09-01,MU,2022-08-27,5773755470,8236336607,6728346474,1992309941,2988464912,2490387426,620211427,930317141,775264284,535290170,802935256,669112713,202284341,303426512,252855426,1.36988,1.41899,1.32077,11,12
2022-12-01,MU,2022-11-27,3547068325,5059938690,4133514968,2084553914,3126830872,2605692393,755639886,1133459829,944549857,700668392,1051002591,875835491,186728561,280092844,233410702,-0.019823,-0.01616687,-0.02559868,7,8
2023-03-02,MU,2023-02-27,3187266215,4546676342,3714225777,1763077131,2644615697,2203846414,422293922,633440883,527867402,388702360,583053541,485877950,214026236,321039357,267532797,-0.66723,-0.54417,-0.86164,8,7
2023-06-01,MU,2023-05-27,3131900286,4467696131,3649706046,2367896777,3551845168,2959870972,897053044,1345579568,1121316306,811186481,1216779721,1013983101,218202090,327303137,272752613,-1.61046,-1.31343,-2.07969,8,7
2023-08-31,MU,2023-08-27,3394923750,4842902492,3956215908,2191540935,3287311403,2739426169,682232569,1023348855,852790712,588819187,883228781,736023984,222512775,333769163,278140969,-1.1442,-0.93317,-1.47758,12,11
2023-11-30,MU,2023-11-27,5541039231,8311558848,6926299040,2293009305,3439513959,2866261632,831203874,1246805811,1039004842,770735231,1156102850,963419040,205401417,308102128,256751772,2.08841,2.21104,1.97281,15,7
2024-02-29,MU,2024-02-27,5306690773,5396974737,5346816980,1939384844,2909077266,2424231055,464523314,696784971,580654142,427572596,641358895,534465745,235428860,353143292,294286076,-0.25268,-0.19653,-0.29011,15,16
2024-05-30,MU,2024-05-27,6489509291,6897591930,6668667523,2601080079,2764644931,2672889039,688629940,731933356,707641196,491763940,699392040,546399320,263898288,280493119,271183823,0.48014,0.61458,0.43213,16,15
2024-08-29,MU,2024-08-27,7608966684,7749131860,7649013878,3049773223,3105953256,3065824661,807420413,822293947,811669994,1246804181,1339164261,1269894201,309421436,315121304,311049969,1.1159,1.17677,1.09561,16,16
2024-11-28,MU,2024-11-27,8704391003,8734406145,8714396051,3488833597,3500864058,3492843751,923660632,926845669,924722311,1994686401,2029076761,2006146061,353967269,355187846,354374128,1.76287,1.78302,1.7528,16,17
2025-02-27,MU,2025-02-27,7877162352,7927144346,7897155150,3157269550,3177302986,3165282924,835879817,841183623,838001339,1615368241,1672256861,1626748241,320327711,322360247,321140726,1.42948,1.46947,1.41948,14,16
2025-05-29,MU,2025-05-27,8378338528,9461744373,8863291621,3358147507,3792390719,3552523040,889061792,1004026679,940522265,1558058561,2065868301,1823508441,340708225,384765323,360429022,1.60238,1.81535,1.36912,15,15
2025-08-28,MU,2025-08-27,10745478123,11528061964,11217035053,4306927972,4620597797,4495934148,1140249227,1223292588,1190288176,3154183222,3370539782,3256671502,436968830,468792890,456144866,2.86175,2.96181,2.77169,18,16
2025-11-27,MU,2025-11-27,12683509316,13241583725,12906739080,5083716186,5307399698,5173189591,1345902112,1405121805,1369589989,4312018563,4911551104,4508016303,515779583,538473885,524857304,3.96135,4.31595,3.78912,18,17
