date,symbol,reportedCurrency,cik,filingDate,acceptedDate,fiscalYear,period,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,netInterestIncome,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebit,nonOperatingIncomeExcludingInterest,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncomeFromContinuingOperations,netIncomeFromDiscontinuedOperations,otherAdjustmentsToNetIncome,netIncome,netIncomeDeductions,bottomLineNetIncome,eps,epsDiluted,weightedAverageShsOut,weightedAverageShsOutDil
2021-03-04,MU,USD,0000723125,2021-04-01,2021-04-01 13:49:08,2021,Q2,6236000000,4587000000,1649000000,641000000,0,0,214000000,131000000,986000000,5573000000,-32000000,10000000,42000000,1549000000,2217000000,668000000,-5000000,663000000,-12000000,651000000,48000000,603000000,0,0,603000000,0,603000000,0.54,0.53,1120000000,1144000000
2021-06-03,MU,USD,0000723125,2021-07-01,2021-07-01 14:04:20,2021,Q3,7422000000,4296000000,3126000000,670000000,0,0,230000000,427000000,1327000000,5623000000,-38000000,8000000,46000000,1557000000,3809000000,2252000000,-453000000,1799000000,1000000,1800000000,65000000,1735000000,0,0,1735000000,0,1735000000,1.55,1.52,1121000000,1145000000
2021-09-02,MU,USD,0000723125,2021-10-08,2021-10-08 13:23:24,2021,Q4,8274000000,4362000000,3912000000,705000000,0,0,236000000,16000000,957000000,5319000000,-38000000,9000000,47000000,1621000000,4574000000,2953000000,2000000,2955000000,-5000000,2950000000,230000000,2720000000,0,0,2720000000,0,2720000000,2.42,2.39,1123000000,1138000000
2021-12-02,MU,USD,0000723125,2022-01-06,2022-01-06 15:27:43,2022,Q1,7687000000,4122000000,3565000000,732000000,0,0,254000000,-52000000,934000000,5056000000,-35000000,10000000,45000000,1671000000,4345000000,2674000000,-43000000,2631000000,-106000000,2525000000,219000000,2306000000,0,0,2306000000,0,2306000000,2.06,2.04,1119000000,1130000000
2022-03-03,MU,USD,0000723125,2022-03-30,2022-03-30 15:47:32,2022,Q2,7786000000,4110000000,3676000000,792000000,0,0,263000000,75000000,1130000000,5240000000,-43000000,12000000,55000000,1742000000,4293000000,2551000000,-5000000,2546000000,-28000000,2518000000,255000000,2263000000,0,0,2263000000,0,2263000000,2.0,2.0,1119000000,1130000000
2022-06-02,MU,USD,0000723125,2022-07-01,2022-06-30 17:47:52,2022,Q3,8642000000,4607000000,4035000000,773000000,0,0,264000000,-6000000,1031000000,5638000000,-24000000,20000000,44000000,1821000000,4820000000,2999000000,5000000,3004000000,-20000000,2984000000,358000000,2626000000,0,0,2626000000,0,2626000000,2.36,2.34,1112000000,1121000000
2022-09-01,MU,USD,0000723125,2022-10-07,2022-10-07 14:57:09,2022,Q4,6643000000,4021000000,2622000000,839000000,0,0,280000000,-18000000,1101000000,5122000000,9000000,54000000,45000000,1797000000,3298000000,1501000000,20000000,1521000000,27000000,1548000000,56000000,1492000000,0,0,1492000000,0,1492000000,1.36,1.35,1097000000,1106000000
2022-12-01,MU,USD,0000723125,2022-12-22,2022-12-22 12:38:24,2023,Q1,4085000000,3192000000,893000000,872000000,0,0,251000000,-21000000,1102000000,4294000000,37000000,88000000,51000000,1921000000,1725000000,-196000000,-13000000,-209000000,22000000,-187000000,8000000,-195000000,0,0,-195000000,0,-195000000,-0.17,-0.17,1090000000,1090000000
2023-03-02,MU,USD,0000723125,2023-03-29,2023-03-29 16:48:21,2023,Q2,3693000000,4899000000,-1206000000,788000000,36000000,195000000,231000000,78000000,1097000000,5996000000,30000000,119000000,89000000,1942000000,-275000000,-2217000000,-86000000,-2303000000,45000000,-2258000000,54000000,-2312000000,0,0,-2312000000,0,-2312000000,-2.13,-2.13,1091000000,1091000000
2023-06-01,MU,USD,0000723125,2023-06-29,2023-06-29 15:34:20,2023,Q3,3752000000,4420000000,-668000000,758000000,0,0,219000000,116000000,1093000000,5513000000,8000000,127000000,119000000,1956000000,307000000,-1649000000,-112000000,-1761000000,4000000,-1757000000,139000000,-1896000000,0,0,-1896000000,0,-1896000000,-1.73,-1.73,1094000000,1094000000
