ticker,earnings_date,announce_timing,eps_est,eps_actual,revenue_est,revenue_actual,event_datetime_et_placeholder
AMD,2021-01-26,amc,0.47,0.52,3016740000.0,3244000000.0,2021-01-26T16:30:00-05:00
AMD,2021-04-27,amc,0.44,0.52,3204420000.0,3445000000.0,2021-04-27T16:30:00-04:00
AMD,2021-07-27,amc,0.54,0.63,4112030000.0,3850000000.0,2021-07-27T16:30:00-04:00
AMD,2021-10-26,amc,0.67,0.73,4107640000.0,4313000000.0,2021-10-26T16:30:00-04:00
AMD,2022-02-01,amc,0.76,0.92,4522709249.0,4826000000.0,2022-02-01T16:30:00-05:00
AMD,2022-05-03,amc,0.91,1.13,5006769973.0,5887000000.0,2022-05-03T16:30:00-04:00
AMD,2022-08-02,amc,1.03,1.05,6529838164.0,6550000000.0,2022-08-02T16:30:00-04:00
AMD,2022-11-01,amc,0.67,0.67,5650883725.0,5565000000.0,2022-11-01T16:30:00-04:00
AMD,2023-01-31,amc,0.66,0.69,5511663759.0,5599000000.0,2023-01-31T16:30:00-05:00
AMD,2023-05-02,amc,0.56,0.6,5299960000.0,5353000000.0,2023-05-02T16:30:00-04:00
AMD,2023-08-01,amc,0.57,0.58,5310690000.0,5359000000.0,2023-08-01T16:30:00-04:00
AMD,2023-10-31,amc,0.68,0.7,5369880000.0,5800000000.0,2023-10-31T16:30:00-04:00
AMD,2024-01-30,amc,0.77,0.77,5643760000.0,6168000000.0,2024-01-30T16:30:00-05:00
AMD,2024-04-30,amc,0.616,0.62,5476961340.0,5473000000.0,2024-04-30T16:30:00-04:00
AMD,2024-07-30,amc,0.678,0.69,5728584992.0,5835000000.0,2024-07-30T16:30:00-04:00
AMD,2024-10-29,amc,0.922,0.92,6714743758.0,6819000000.0,2024-10-29T16:30:00-04:00
AMD,2025-02-04,amc,1.08,1.09,7532859637.0,7658000000.0,2025-02-04T16:30:00-05:00
AMD,2025-05-06,amc,0.944,0.96,7124413064.0,7438000000.0,2025-05-06T16:30:00-04:00
AMD,2025-08-05,amc,0.4787,0.48,7414245177.0,7685000000.0,2025-08-05T16:30:00-04:00
AMD,2025-11-04,amc,1.17,1.2,8756463065.0,9246000000.0,2025-11-04T16:30:00-05:00
