,abs_corr_with_target
revenue_surprise_pct,0.48714093518357626
rt_debtRatio,0.3715857244698039
rt_payoutRatio,0.3578547459347993
km_peRatio,0.3463663508161026
rt_priceEarningsRatio,0.3463663508161026
rt_cashRatio,0.33489434504268856
rt_receivablesTurnover,0.33066200794519884
rt_quickRatio,0.32291273713703383
km_bookValuePerShare,0.31459893987911197
rt_priceToOperatingCashFlowsRatio,0.3075155712770094
km_pocfratio,0.3075155712770094
rt_daysOfSalesOutstanding,0.3058327874451677
km_capexToRevenue,0.3021112106691005
km_cashPerShare,0.2991846052341363
rt_netProfitMargin,0.2868933160065244
rt_returnOnAssets,0.283707826385124
rt_debtEquityRatio,0.28331273669709617
km_debtToEquity,0.28331273669709617
rt_returnOnEquity,0.28262824445875756
km_operatingCashFlowPerShare,0.27254758267898893
rt_currentRatio,0.27169018935918804
km_revenuePerShare,0.2699644443576781
rt_operatingCashFlowSalesRatio,0.26220269931872703
km_freeCashFlowPerShare,0.25445796944787186
rt_cashFlowToDebtRatio,0.249840932205362
km_freeCashFlowYield,0.2497688398503959
km_roic,0.24722949627934765
km_earningsYield,0.23457692591316878
rt_dividendYield,0.17150979506021627
rt_assetTurnover,0.15459193042287236
km_netDebtToEBITDA,0.15060856011938495
rt_enterpriseValueMultiple,0.14426492727148005
km_enterpriseValueOverEBITDA,0.14426492727148005
rt_returnOnCapitalEmployed,0.1407330885748516
km_enterpriseValue,0.13275580132134757
eps_surprise_pct,0.13166602801351057
km_marketCap,0.12931490324131406
rt_interestCoverage,0.12366345466776667
rt_daysOfPayablesOutstanding,0.1228466051719307
rt_effectiveTaxRate,0.12017480377831627
rt_grossProfitMargin,0.10564233022836579
km_incomeQuality,0.09252006721515449
rt_priceFairValue,0.08641303764921843
km_pbRatio,0.08641303764921843
rt_inventoryTurnover,0.08409320200210321
km_priceToSalesRatio,0.08023780031889213
km_evToSales,0.07889135620616446
rt_daysOfInventoryOutstanding,0.06618001643909856
km_pfcfRatio,0.052218394063059934
rt_priceToFreeCashFlowsRatio,0.052218394063059934
rt_cashConversionCycle,0.04673807257168691
rt_ebitPerRevenue,0.013690849864378254
rt_operatingProfitMargin,0.013690849864378254
