date,symbol,reportedCurrency,cik,filingDate,acceptedDate,fiscalYear,period,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,netInterestIncome,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebit,nonOperatingIncomeExcludingInterest,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncomeFromContinuingOperations,netIncomeFromDiscontinuedOperations,otherAdjustmentsToNetIncome,netIncome,netIncomeDeductions,bottomLineNetIncome,eps,epsDiluted,weightedAverageShsOut,weightedAverageShsOutDil
2021-02-28,ORCL,USD,0001341439,2021-03-11,2021-03-11 16:26:29,2021,Q3,10085000000,1915000000,8170000000,1621000000,330000000,1915000000,2245000000,426000000,4292000000,6207000000,-562000000,23000000,585000000,732000000,4593000000,3861000000,17000000,3878000000,-602000000,3276000000,-1745000000,5021000000,0,0,5021000000,0,5021000000,1.72,1.68,2913000000,2994000000
2021-05-31,ORCL,USD,0001341439,2021-06-21,2021-06-21 16:10:31,2021,Q4,11227000000,2122000000,9105000000,1715000000,305000000,2077000000,2382000000,467000000,4564000000,6686000000,-676000000,21000000,697000000,752000000,5605000000,4853000000,-312000000,4541000000,-385000000,4156000000,124000000,4032000000,0,0,4033000000,0,4032000000,1.42,1.37,2847000000,2949007000
2021-08-31,ORCL,USD,0001341439,2021-09-13,2021-09-13 17:23:09,2022,Q1,9728000000,2103000000,7625000000,1684000000,298000000,1854000000,2152000000,362000000,4198000000,6301000000,-685000000,20000000,705000000,757000000,4143000000,3386000000,41000000,3427000000,-746000000,2681000000,224000000,2457000000,0,0,2457000000,0,2457000000,0.89,0.86,2769000000,2861000000
2021-11-30,ORCL,USD,0001341439,2021-12-10,2021-12-10 16:12:50,2022,Q2,10360000000,2159000000,8201000000,1754000000,319000000,1954000000,2273000000,4998000000,9039000000,11184000000,-658000000,21000000,679000000,759000000,-58000000,-817000000,-7000000,-824000000,-672000000,-1496000000,-249000000,-1247000000,0,0,-1247000000,0,-1247000000,-0.46,-0.46,2694000000,2694003000
2022-02-28,ORCL,USD,0001341439,2022-03-11,2022-03-11 16:14:54,2022,Q3,10513000000,2218000000,8295000000,1816000000,335000000,2004000000,2339000000,318000000,4473000000,6691000000,-651000000,16000000,667000000,775000000,4282000000,3507000000,315000000,3822000000,-982000000,2840000000,521000000,2319000000,0,0,2319000000,0,2319000000,0.87,0.84,2668000000,2754000000
2022-05-31,ORCL,USD,0001341439,2022-06-21,2022-06-21 08:04:37,2022,Q4,11840000000,2397000000,9444000000,1965000000,364000000,2238000000,2602000000,376000000,4941000000,7338000000,-666000000,38000000,704000000,831000000,5159000000,4328000000,174000000,4503000000,-878000000,3624000000,435000000,3189000000,0,0,3189000000,0,3189000000,1.2,1.16,2667000000,2742000000
2022-08-31,ORCL,USD,0001341439,2022-09-13,2022-09-13 16:12:07,2023,Q1,11445000000,3037000000,8408000000,2093000000,411000000,2177000000,2588000000,1104000000,5785000000,8822000000,-749000000,38000000,787000000,1466000000,3909000000,2443000000,180000000,2623000000,-967000000,1656000000,108000000,1548000000,0,0,1548000000,0,1548000000,0.58,0.56,2685000000,2747000000
2022-11-30,ORCL,USD,0001341439,2022-12-13,2022-12-13 16:07:10,2023,Q2,12275000000,3358000000,8917000000,2158000000,366000000,2216000000,2582000000,1106000000,5846000000,9204000000,-804000000,52000000,856000000,1498000000,4498000000,3000000000,71000000,3071000000,-927000000,2144000000,403000000,1741000000,0,0,1741000000,0,1741000000,0.65,0.63,2695000000,2746000000
2023-02-28,ORCL,USD,0001341439,2023-03-10,2023-03-10 16:06:25,2023,Q3,12398000000,3439000000,8959000000,2146000000,402000000,2150000000,2552000000,1001000000,5699000000,9138000000,-818000000,90000000,907000000,1558000000,4684000000,3126000000,134000000,3260000000,-1042000000,2218000000,322000000,1896000000,0,0,1896000000,0,1896000000,0.7,0.68,2698000000,2776000000
2023-05-31,ORCL,USD,0001341439,2023-06-20,2023-06-20 16:06:29,2023,Q4,13836000000,3730000000,10106000000,2226000000,400000000,2289000000,2689000000,1051000000,5966000000,9696000000,-850000000,105000000,955000000,1586000000,5650000000,4064000000,76000000,4140000000,-1031000000,3109000000,-210000000,3319000000,0,0,3319000000,0,3319000000,1.23,1.19,2707000000,2796000000
2023-08-31,ORCL,USD,0001341439,2023-09-12,2023-09-12 16:08:07,2024,Q1,12453000000,3610000000,8843000000,2216000000,393000000,2026000000,2419000000,912000000,5547000000,9157000000,-736000000,136000000,872000000,1475000000,4722000000,3247000000,49000000,3296000000,-921000000,2375000000,-45000000,2420000000,0,0,2420000000,0,2420000000,0.89,0.86,2728000000,2823000000
2023-11-30,ORCL,USD,0001341439,2023-12-12,2023-12-12 16:04:41,2024,Q2,12941000000,3740000000,9201000000,2226000000,375000000,2093000000,2468000000,885000000,5579000000,9319000000,-755000000,133000000,888000000,1553000000,5161000000,3608000000,14000000,3622000000,-902000000,2720000000,217000000,2503000000,0,0,2503000000,0,2503000000,0.91,0.89,2746000000,2817000000
2024-02-29,ORCL,USD,0001341439,2024-03-12,2024-03-12 16:05:03,2024,Q3,13280000000,3869000000,9411000000,2248000000,377000000,2042000000,2419000000,994000000,5661000000,9530000000,-765000000,111000000,876000000,1557000000,5298000000,3741000000,9000000,3750000000,-885000000,2865000000,464000000,2401000000,0,0,2401000000,0,2401000000,0.87,0.85,2748000000,2819000000
2024-05-31,ORCL,USD,0001341439,2024-06-20,2024-06-20 16:21:35,2024,Q4,14287000000,3924000000,10363000000,2226000000,402000000,2113000000,2515000000,936000000,5677000000,9601000000,-807000000,71000000,878000000,1554000000,6214000000,4660000000,26000000,4686000000,-904000000,3782000000,639000000,3144000000,0,0,3144000000,0,3144000000,1.14,1.11,2753000000,2834000000
2024-08-31,ORCL,USD,0001341439,2024-09-10,2024-09-10 06:05:11,2025,Q1,13307000000,3906000000,9401000000,2306000000,358000000,2036000000,2394000000,710000000,5410000000,9316000000,-709000000,133000000,842000000,1428000000,5439000000,4011000000,-20000000,3991000000,-822000000,3169000000,240000000,2929000000,0,0,2929000000,0,2929000000,1.06,1.03,2761000000,2851000000
2024-11-30,ORCL,USD,0001341439,2024-12-10,2024-12-10 16:11:21,2025,Q2,14059000000,4085000000,9974000000,2471000000,387000000,2190000000,2577000000,706000000,5754000000,9839000000,-717000000,149000000,866000000,1499000000,5755000000,4256000000,-36000000,4220000000,-830000000,3390000000,239000000,3151000000,0,0,3151000000,0,3151000000,1.13,1.1,2790000000,2869000000
2025-02-28,ORCL,USD,0001341439,2025-03-11,2025-03-11 16:11:43,2025,Q3,14130000000,4195000000,9935000000,2429000000,390000000,2119000000,2509000000,639000000,5577000000,9772000000,-757000000,135000000,892000000,1551000000,5891000000,4340000000,18000000,4358000000,-910000000,3448000000,512000000,2936000000,0,0,2936000000,0,2936000000,1.05,1.02,2799000000,2874000000
2025-05-31,ORCL,USD,0001341439,2025-06-18,2025-06-18 16:31:22,2025,Q4,15903000000,4740000000,11162000000,2654000000,467000000,2306000000,2773000000,626000000,6053000000,10794000000,-818000000,160000000,978000000,1696000000,6826000000,5130000000,-21000000,5109000000,-958000000,4151000000,724000000,3427000000,0,0,3427000000,0,3427000000,1.22,1.19,2805000000,2871000000
2025-08-31,ORCL,USD,0001341439,2025-09-10,2025-09-10 16:11:23,2026,Q1,14926000000,4884000000,10042000000,2491000000,376000000,2063000000,2439000000,835000000,5765000000,10649000000,-850000000,73000000,923000000,420000000,4770000000,4350000000,-73000000,4277000000,-850000000,3427000000,500000000,2927000000,0,0,2927000000,0,2927000000,1.04,1.01,2826000000,2909000000
2025-11-30,ORCL,USD,0001341439,2025-12-11,2025-12-11 16:07:47,2026,Q2,16058000000,5374000000,10684000000,2561000000,409000000,2149000000,2558000000,834000000,5953000000,11327000000,-865000000,192000000,1057000000,2110000000,9509000000,7399000000,-2668000000,4731000000,1611000000,6342000000,207000000,6135000000,0,0,6135000000,0,6135000000,2.15,2.1,2864000000,2922000000
