period_end,quarter_rank,actual_revenue,actual_ebitda,actual_ebit,actual_netIncome,actual_eps,est_revenue,est_ebitda,est_ebit,est_netIncome,est_eps,surprise_revenue,surprise_revenue_pct,surprise_ebitda,surprise_ebitda_pct,surprise_ebit,surprise_ebit_pct,surprise_netIncome,surprise_netIncome_pct,surprise_eps,surprise_eps_pct
2020-12-31,1,5687000000,4081000000,3884000000,3126000000,1.42,5522366651,3634640625,3423562500,2784093750,1.2761,164633349,2.98121003918108,446359375,12.280701754385964,460437500,13.449075341840553,341906250,12.280701754385964,0.14389999999999992,11.276545725256634
2021-03-31,2,5729000000,3950000000,3749000000,3026000000,1.38,5564529348,3607874015,3270834645,2763905511,1.27478,164470652,2.9556974492211805,342125985,9.48275864338905,478165355,14.619062315820615,262094489,9.48275865281561,0.10521999999999987,8.253973234597332
2021-06-30,3,6130000000,4724000000,4520000000,2575000000,1.18,5856568370,4155699247,3575097744,2265225563,1.34331,273431630,4.668802833424448,568300753,13.675213705858441,944902256,26.430109710589218,309774437,13.675213720868646,-0.16331000000000007,-12.157283128987357
2021-09-30,4,6559000000,4625000000,4423000000,3584000000,1.65,6523167429,4352941176,4061176470,3373176470,1.55042,35832571,0.5493124527311593,272058824,6.250000011486486,361823530,8.909327941614908,210823530,6.25000001852853,0.09958,6.422775763986534
2021-12-31,5,7059000000,5229000000,5031000000,3959000000,1.84,6792172282,4890652940,4466964705,3702829411,1.70298,266827718,3.928459216311734,338347060,6.9182390194304,564035295,12.626813334089238,256170589,6.918239015791376,0.13702000000000014,8.045896017569211
2022-03-31,6,7189000000,4883000000,4676000000,3647000000,1.7,6832936649,4468684848,4394557575,3337557575,1.65137,356063351,5.210985690202614,414315152,9.271523190663814,281442425,6.404340373217206,309442425,9.27152320361095,0.04862999999999995,2.9448276279695014
2022-06-30,7,7275000000,4170000000,3940000000,3411000000,1.6,7076579410,4571269171,3932607518,2491748119,1.74875,198420590,2.8039053687380298,-401269171,-8.778069196748248,7392482,0.1879791452913558,919251881,36.89184608952041,-0.14874999999999994,-8.506075768406001
2022-09-30,8,7787000000,5253000000,5027000000,3940000000,1.86,7554182372,4788235293,4467294116,3710494116,1.86582,232817628,3.081969914612488,464764707,9.706388231995348,559705884,12.52896875527772,229505884,6.185318634797156,-0.005819999999999936,-0.31192719554940646
2022-12-31,9,7936000000,5341000000,5114000000,4179000000,1.99,7702909080,5379718234,4913661175,4073112352,2.0089,233090920,3.026011570163827,-38718234,-0.7197074700920107,200338825,4.077180291129863,105887648,2.599674127525761,-0.01890000000000014,-0.9408133804569733
2023-03-31,10,7985000000,5654000000,5420000000,4257000000,2.04,7798919399,4915553332,4834013332,3671313332,1.98993,186080601,2.385979280973974,738446668,15.022656008892227,585986668,12.122156637858442,585686668,15.953055896782825,0.05007000000000006,2.5161689104641902
2023-06-30,11,8123000000,5563000000,5328000000,4156000000,2.0,8063928880,5028396088,4325868269,2740922931,2.11489,59071120,0.7325352303950379,534603912,10.631698510700138,1002131731,23.166025146476784,1415077069,51.62775840923489,-0.11488999999999994,-5.432433838166522
2023-09-30,12,8609000000,6066000000,5819000000,4681000000,2.27,8557196570,5267058822,4914023528,4081543528,2.24556,51803430,0.6053785205964948,798941178,15.168639747536124,904976472,18.416201445586566,599456472,14.68700426413779,0.02444000000000024,1.0883699389016657
2023-12-31,13,8634000000,6476000000,6229000000,4890000000,2.39,8553917724,5917690057,5405027293,4480423587,2.33859,80082276,0.9362058250257728,558309943,9.43459251198157,823972707,15.244561448692762,409576413,9.141466315559775,0.05141000000000018,2.19833318367051
2024-03-31,14,8775000000,5844000000,5595000000,4663000000,2.29,8620904071,5407108664,5317414665,4038444665,2.43696,154095929,1.7874683180661506,436891336,8.07994370279221,277585335,5.220306342236335,624555335,15.465244340546139,-0.14695999999999998,-6.030464184886087
2024-06-30,15,8900000000,6449000000,6185000000,4872000000,2.4,8918546662,6140900887,5871756043,5305421102,2.41815,-18546662,-0.20795610207460505,308099113,5.01716472337522,313243957,5.334757689285015,-433421102,-8.169400574755734,-0.01814999999999989,-0.7505737857452967
2024-09-30,16,9617000000,6822000000,6548000000,5318000000,2.66,9485071952,6530984136,6244742631,5660827162,2.58014,131928048,1.3909019211201867,291015864,4.455926671079576,303257369,4.856202840043033,-342827162,-6.056131943072386,0.07986000000000004,3.095180881657586
2024-12-31,17,9510000000,6664000000,6382000000,5119000000,2.58,9348406752,6436882767,6154765559,5839089662,2.66139,161593248,1.7285645809691446,227117233,3.528372990795531,227234441,3.6920080679225755,-720089662,-12.33222477617094,-0.08138999999999985,-3.0581763664851773
2025-03-31,18,9594000000,5901000000,5596000000,4577000000,2.32,9551392546,6576649445,6288406511,5879898062,2.67999,42607454,0.44608630411534544,-675649445,-10.273459922874146,-692406511,-11.010842091534753,-1302898062,-22.158514454871852,-0.35999000000000025,-13.43251280788362
2025-06-30,19,10172000000,6689000000,6372000000,5272000000,2.69,9847707112,6780678022,6483492875,6245923082,2.84682,324292888,3.2930801486249566,-91678022,-1.3520480061514415,-111492875,-1.7196421304002742,-973923082,-15.59294069449445,-0.15682000000000018,-5.508602581125613
2025-09-30,20,10724000000,6749000000,6433000000,5090000000,2.62,10618837361,7311642832,6991186435,6512296622,2.96823,105162639,0.9903404245198515,-562642832,-7.695162974011091,-558186435,-7.984144611071296,-1422296622,-21.840169521688598,-0.34823000000000004,-11.731907567809772
