date,symbol,reportedCurrency,cik,filingDate,acceptedDate,fiscalYear,period,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,netInterestIncome,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebit,nonOperatingIncomeExcludingInterest,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncomeFromContinuingOperations,netIncomeFromDiscontinuedOperations,otherAdjustmentsToNetIncome,netIncome,netIncomeDeductions,bottomLineNetIncome,eps,epsDiluted,weightedAverageShsOut,weightedAverageShsOutDil
2020-12-31,V,USD,0001403161,2021-01-29,2021-01-29 16:02:28,2021,Q1,5687000000,1154000000,4533000000,0,286000000,205000000,491000000,198000000,689000000,1843000000,-136000000,0,136000000,197000000,4081000000,3884000000,-40000000,3844000000,-96000000,3748000000,622000000,3126000000,0,0,3126000000,0,3126000000,1.42,1.42,2135586000,2200000000
2021-03-31,V,USD,0001403161,2021-04-29,2021-04-29 16:06:43,2021,Q2,5729000000,1293000000,4436000000,0,445000000,206000000,651000000,204000000,855000000,2148000000,-121000000,0,121000000,201000000,3950000000,3749000000,-168000000,3581000000,47000000,3628000000,602000000,3026000000,0,0,3026000000,0,3026000000,1.38,1.38,2193000000,2193000000
2021-06-30,V,USD,0001403161,2021-07-29,2021-07-29 16:03:32,2021,Q3,6130000000,1284000000,4846000000,0,312000000,268000000,580000000,202000000,782000000,2066000000,-131000000,0,131000000,204000000,4724000000,4520000000,-456000000,4064000000,325000000,4389000000,1814000000,2575000000,0,0,2575000000,0,2575000000,1.18,1.18,2128586000,2184000000
2021-09-30,V,USD,0001403161,2021-11-18,2021-11-18 16:06:50,2021,Q4,6559000000,1239000000,5320000000,0,345000000,457000000,802000000,203000000,1005000000,2244000000,-125000000,0,125000000,202000000,4625000000,4423000000,-108000000,4315000000,-17000000,4298000000,714000000,3584000000,0,0,3584000000,0,3584000000,1.65,1.65,2124301000,2175000000
2021-12-31,V,USD,0001403161,2022-01-28,2022-01-28 16:06:16,2022,Q1,7059000000,1315000000,5744000000,0,342000000,280000000,622000000,346000000,968000000,2283000000,-134000000,0,134000000,198000000,5229000000,5031000000,-255000000,4776000000,121000000,4897000000,938000000,3959000000,0,0,3959000000,0,3959000000,1.84,1.83,2106586000,2159000000
2022-03-31,V,USD,0001403161,2022-04-28,2022-04-28 16:07:54,2022,Q2,7189000000,1416000000,5773000000,0,450000000,314000000,764000000,207000000,971000000,2387000000,-134000000,0,134000000,207000000,4883000000,4676000000,126000000,4802000000,-260000000,4542000000,895000000,3647000000,0,0,3647000000,0,3647000000,1.7,1.7,2093301000,2142000000
2022-06-30,V,USD,0001403161,2022-07-28,2022-07-28 16:04:21,2022,Q3,7275000000,1461000000,5814000000,0,406000000,313000000,719000000,947000000,1666000000,3127000000,-111000000,0,111000000,230000000,4170000000,3940000000,208000000,4148000000,-319000000,3829000000,418000000,3411000000,0,0,3411000000,0,3411000000,1.6,1.6,1897000000,2129000000
2022-09-30,V,USD,0001403161,2022-11-16,2022-11-16 16:06:43,2022,Q4,7787000000,1541000000,6246000000,0,501000000,429000000,930000000,229000000,1159000000,2700000000,-159000000,0,159000000,226000000,5253000000,5027000000,60000000,5087000000,-219000000,4868000000,928000000,3940000000,0,0,3940000000,0,3940000000,1.86,1.86,2116000000,2116000000
2022-12-31,V,USD,0001403161,2023-01-27,2023-01-27 16:05:51,2023,Q1,7936000000,1515000000,6421000000,0,431000000,332000000,763000000,568000000,1331000000,2846000000,-137000000,0,137000000,227000000,5341000000,5114000000,-24000000,5090000000,-113000000,4977000000,798000000,4179000000,0,0,4179000000,0,4179000000,1.99,1.99,2102000000,2102000000
2023-03-31,V,USD,0001403161,2023-04-27,2023-04-26 17:36:19,2023,Q2,7985000000,1694000000,6291000000,0,412000000,309000000,721000000,234000000,955000000,2649000000,-142000000,0,142000000,234000000,5654000000,5420000000,-84000000,5336000000,-58000000,5278000000,1021000000,4257000000,0,0,4257000000,0,4257000000,2.04,2.03,2093000000,2093000000
