,abs_corr_with_target
km_revenuePerShare,0.5673720091407592
rt_grossProfitMargin,0.5338971377968729
km_marketCap,0.3659115791957412
km_enterpriseValue,0.36373338466897176
km_operatingCashFlowPerShare,0.3240815442982246
km_freeCashFlowPerShare,0.3067771758451332
rt_operatingProfitMargin,0.25046603927850386
rt_ebitPerRevenue,0.25046603927850386
rt_cashConversionCycle,0.25015775765766224
rt_netProfitMargin,0.2192452198236924
km_earningsYield,0.218294529976691
rt_priceEarningsRatio,0.21535275095261647
km_peRatio,0.21535275095261647
rt_daysOfInventoryOutstanding,0.2147787350691823
rt_daysOfSalesOutstanding,0.2122326426703835
rt_receivablesTurnover,0.1909607670000135
km_bookValuePerShare,0.1752855956592762
rt_inventoryTurnover,0.1410321834525549
rt_effectiveTaxRate,0.1346144274516653
km_incomeQuality,0.1266563183292854
rt_operatingCashFlowSalesRatio,0.12656904088293466
rt_currentRatio,0.1245596486535414
km_netDebtToEBITDA,0.11742517139751697
rt_enterpriseValueMultiple,0.10670960891433928
km_enterpriseValueOverEBITDA,0.10670960891433928
revenue_surprise_pct,0.08911022178339861
rt_priceToFreeCashFlowsRatio,0.08536975911003451
km_pfcfRatio,0.08536975911003451
rt_assetTurnover,0.0773284806444517
km_freeCashFlowYield,0.07557901157594285
rt_cashRatio,0.0682332558959563
rt_returnOnEquity,0.06758073633698726
eps_surprise_pct,0.06431267263432047
km_roic,0.05821811232294418
rt_quickRatio,0.057550410017081804
rt_debtEquityRatio,0.05641233042850643
km_debtToEquity,0.05641233042850643
km_capexToRevenue,0.05450383024878878
rt_returnOnAssets,0.05439224979863382
km_researchAndDdevelopementToRevenue,0.05416432239459567
rt_priceToOperatingCashFlowsRatio,0.051011128421771655
km_pocfratio,0.051011128421771655
rt_cashFlowToDebtRatio,0.049063859237109236
km_pbRatio,0.046734870654993
rt_priceFairValue,0.046734870654993
rt_interestCoverage,0.03766239868179318
rt_returnOnCapitalEmployed,0.0346152469958123
km_cashPerShare,0.03145179427330954
rt_daysOfPayablesOutstanding,0.027769256643581115
km_evToSales,0.025179119092400115
km_priceToSalesRatio,0.02469283174328529
rt_debtRatio,0.024517827108317413
