date,symbol,reportedCurrency,cik,filingDate,acceptedDate,fiscalYear,period,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,netInterestIncome,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebit,nonOperatingIncomeExcludingInterest,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncomeFromContinuingOperations,netIncomeFromDiscontinuedOperations,otherAdjustmentsToNetIncome,netIncome,netIncomeDeductions,bottomLineNetIncome,eps,epsDiluted,weightedAverageShsOut,weightedAverageShsOutDil
2020-12-31,META,USD,0001326801,2021-01-28,2021-01-27 21:13:48,2020,Q4,28072000000,5210000000,22862000000,5208000000,1599000000,3280000000,4879000000,0,10087000000,15297000000,136000000,136000000,0,1863000000,14638000000,12775000000,0,12775000000,280000000,13055000000,1836000000,11219000000,0,0,11219000000,0,11219000000,3.94,3.88,2890000000,2892924000
2021-03-31,META,USD,0001326801,2021-04-29,2021-04-28 20:12:05,2021,Q1,26171000000,5131000000,21040000000,5197000000,1622000000,2843000000,4465000000,0,9662000000,14793000000,118000000,118000000,0,1972000000,13350000000,11378000000,0,11378000000,125000000,11503000000,2006000000,9497000000,0,0,9497000000,0,9497000000,3.34,3.3,2877879000,2882000000
2021-06-30,META,USD,0001326801,2021-07-29,2021-07-28 20:13:08,2021,Q2,29077000000,5399000000,23678000000,6096000000,1956000000,3259000000,5215000000,0,11311000000,16710000000,121000000,121000000,0,1986000000,14353000000,12367000000,0,12367000000,146000000,12513000000,2119000000,10394000000,0,0,10394000000,0,10394000000,3.67,3.61,2877000000,2879224000
2021-09-30,META,USD,0001326801,2021-10-26,2021-10-25 20:44:20,2021,Q3,29010000000,5771000000,23239000000,6316000000,2946000000,3554000000,6500000000,0,12816000000,18587000000,120000000,120000000,0,1995000000,12418000000,10423000000,0,10423000000,142000000,10565000000,1371000000,9194000000,0,0,9194000000,0,9194000000,3.27,3.22,2855280000,2859000000
2021-12-31,META,USD,0001326801,2022-02-03,2022-02-02 21:11:04,2021,Q4,33671000000,6348000000,27323000000,7046000000,3305000000,4387000000,7692000000,0,14738000000,21086000000,102000000,102000000,0,2014000000,14599000000,12585000000,0,12585000000,118000000,12703000000,2418000000,10285000000,0,0,10285000000,0,10285000000,3.72,3.68,2797078000,2799000000
2022-03-31,META,USD,0001326801,2022-04-28,2022-04-27 20:42:59,2022,Q1,27908000000,6005000000,21903000000,7707000000,2360000000,3312000000,5672000000,0,13379000000,19384000000,76000000,81000000,5000000,2156000000,11069000000,8913000000,-389000000,8524000000,384000000,8908000000,1443000000,7465000000,0,0,7465000000,0,7465000000,2.74,2.72,2725000000,2742000000
2022-06-30,META,USD,0001326801,2022-07-28,2022-07-27 20:44:34,2022,Q2,28822000000,5192000000,23630000000,8690000000,2987000000,3595000000,6582000000,0,15272000000,20464000000,91000000,96000000,5000000,1979000000,10170000000,8191000000,167000000,8358000000,-172000000,8186000000,1499000000,6687000000,0,0,6687000000,0,6687000000,2.47,2.46,2704000000,2713000000
2022-09-30,META,USD,0001326801,2022-10-27,2022-10-26 20:26:36,2022,Q3,27714000000,5716000000,21998000000,9170000000,3384000000,3780000000,7164000000,0,16334000000,22050000000,77000000,142000000,65000000,2175000000,7839000000,5641000000,23000000,5664000000,-88000000,5576000000,1181000000,4395000000,0,0,4395000000,0,4395000000,1.64,1.64,2682000000,2687000000
2022-12-31,META,USD,0001326801,2023-02-02,2023-02-01 20:26:31,2022,Q4,32165000000,8336000000,23829000000,9771000000,3085000000,4574000000,7659000000,0,17430000000,25766000000,32000000,142000000,110000000,2376000000,8775000000,6399000000,0,6399000000,-250000000,6149000000,1496000000,4653000000,0,0,4653000000,0,4653000000,1.76,1.76,2638000000,2640000000
2023-03-31,META,USD,0001326801,2023-04-27,2023-04-26 20:56:18,2023,Q1,28645000000,6108000000,22537000000,9381000000,2885000000,3044000000,5929000000,0,15310000000,21418000000,138000000,193000000,55000000,2524000000,9886000000,7362000000,-135000000,7227000000,80000000,7307000000,1598000000,5709000000,0,0,5709000000,0,5709000000,2.21,2.2,2587000000,2596000000
