earnings_date,fiscalYear,period,transcript_dir,symbol,fiscal_period_end,calendarYear,revenuePerShare,netIncomePerShare,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,bookValuePerShare,tangibleBookValuePerShare,shareholdersEquityPerShare,interestDebtPerShare,marketCap,enterpriseValue,peRatio,priceToSalesRatio,pocfratio,pfcfRatio,pbRatio,ptbRatio,evToSales,enterpriseValueOverEBITDA,evToOperatingCashFlow,evToFreeCashFlow,earningsYield,freeCashFlowYield,debtToEquity,debtToAssets,netDebtToEBITDA,currentRatio,interestCoverage,incomeQuality,dividendYield,payoutRatio,salesGeneralAndAdministrativeToRevenue,researchAndDdevelopementToRevenue,intangiblesToTotalAssets,capexToOperatingCashFlow,capexToRevenue,capexToDepreciation,stockBasedCompensationToRevenue,grahamNumber,roic,returnOnTangibleAssets,grahamNetNet,workingCapital,tangibleAssetValue,netCurrentAssetValue,investedCapital,averageReceivables,averagePayables,averageInventory,daysSalesOutstanding,daysPayablesOutstanding,daysOfInventoryOnHand,receivablesTurnover,payablesTurnover,inventoryTurnover,roe,capexPerShare
2021-02-23,2020,Q4,data/HD/transcripts/2021-02-23,HD,2021-01-31,2020,30.038175046554933,2.660148975791434,1.3258845437616387,0.43202979515828677,7.351024208566108,3.0716945996275604,-3.563314711359404,3.0716945996275604,40.743947858473,290055180000.0,325582180000.0,25.381097304865243,8.9908924087908,203.69043539325844,625.1189224137931,87.92215216732343,87.92215216732343,10.092129196243143,68.4139903341038,228.63917134831462,701.6857327586207,0.009849849949240692,0.0015996956165375154,13.162170354652925,0.6152080588260297,7.465223786509771,1.2292583959250627,12.11572700296736,0.4984249212460623,0.00556445845924903,0.5649282464123206,0.16360311211679737,0,0.10096201527323218,0.6741573033707865,0.029757292086420136,1.4414414414414414,0.0023557856235082606,13.559174678818952,0.06254117940584822,0.04502403277913482,-45.46508379888268,5311000000,-3827000000,-38805000000,43104000000,2829000000,12252500000,16391000000,8.346920430240848,48.741950536630895,69.82874475034998,10.782419786096257,1.8464587282440117,1.2888675046610933,0.8660200060624431,0.8938547486033519
2021-05-18,2021,Q1,data/HD/transcripts/2021-05-18,HD,2021-05-02,2021,35.0140056022409,3.8702147525676938,5.8916900093370685,5.402427637721756,6.207282913165266,1.6321195144724556,-5.031746031746032,1.6321195144724556,39.47899159663866,353719170000.0,389014170000.0,21.334087454764777,9.4325112,56.0569207606973,61.133627722087795,202.35650457665903,202.35650457665903,10.3737112,59.9405500770416,61.65042313787639,67.23369685447632,0.011718335763368438,0.01635760934302769,23.994851258581235,0.5779899954524784,5.438366718027735,1.1049787448663448,17.053097345132745,1.5223160434258143,0.005018105182142094,0.428226779252111,0.0,0,0.09835048989209971,0.08304278922345483,0.013973333333333334,0.7453769559032717,0.0038933333333333333,11.921606142397955,0.09403019235362237,0.06335014519333639,-48.42577030812325,2914000000,-5389000000,-40147000000,40588000000,3308000000,13050000000,17902500000,8.6976,52.688423943775746,69.71564746748525,10.347682119205299,1.708155098661515,1.2909583898216708,2.3712814645308926,0.4892623716153128
2021-08-17,2021,Q2,data/HD/transcripts/2021-08-17,HD,2021-08-01,2021,38.863894139886575,4.543478260869565,3.437618147448015,2.948015122873346,4.3156899810964084,1.9555765595463137,-5.089792060491494,1.9555765595463137,40.33459357277883,346198760000.0,383980760000.0,18.004928229665072,8.419640060314217,95.18800109980754,110.99671689644117,167.32661188980185,167.32661188980185,9.338507709518945,52.20676546566961,105.57623315919714,123.11021481243988,0.013885087283385994,0.009009275480940486,20.46785886901885,0.5983976034704461,5.136913664174031,1.0598514962874073,20.365030674846626,0.7566049511129602,0.005057788190806922,0.3642604535053048,0.0,0,0.10532860433240543,0.14242507561176795,0.012597889002383384,0.7285513361462729,0.001945619923148013,14.139136843517266,0.10668983618960738,0.07592197741451473,-49.32703213610586,1596000000,-5385000000,-40438000000,39760000000,3473000000,13655500000,19043500000,7.271268057784911,42.01835864932794,61.98994645393947,12.37748344370861,2.1419208863228523,1.451848326193876,2.3233446109231513,0.4896030245746692
2021-11-16,2021,Q3,data/HD/transcripts/2021-11-16,HD,2021-10-31,2021,35.10009532888465,3.936129647283127,3.278360343183985,2.6158245948522403,4.830314585319352,0.9866539561487131,-6.110581506196377,0.9866539561487131,43.47569113441373,384437520000.0,424635520000.0,23.27667231775248,10.440997284084737,111.78758941552776,140.10113702623906,371.43721739130433,371.43721739130433,11.532740901683868,65.08821581851625,123.47645245710963,154.75055393586007,0.010740366861174216,0.007137700815466711,43.734299516908216,0.6198052881652997,6.161557326793378,1.1324387614764153,16.994134897360702,0.8328893194478082,0.004520890676851728,0.42092516347783965,0.0,0,0.1019430105023894,0.20209363186972956,0.018875611080934274,0.9733893557422969,0.0023356871265616513,9.34777794393609,0.0885814082965147,0.06295550879760925,-51.46639656816015,3563000000,-6410000000,-41530000000,41846000000,3427500000,13096000000,19745500000,8.635795763172188,49.62485055860164,76.36476068763656,10.421737899801869,1.813607476635514,1.1785540763774172,3.9893719806763284,0.6625357483317446
2022-02-22,2021,Q4,data/HD/transcripts/2022-02-22,HD,2022-01-31,2021,34.41136801541426,3.229287090558767,3.0684007707129095,2.2697495183044314,2.2572254335260116,-1.6339113680154143,-8.810211946050096,-1.6339113680154143,44.90366088631985,380925240000.0,424851240000.0,28.410295346062053,10.66449900613119,119.59976138147567,161.683039049236,-224.6021462264151,-224.6021462264151,11.894264677062628,76.17917159763314,133.391284144427,180.32735144312394,0.008799626929420587,0.006184940646096331,-27.28125,0.6437336524013579,7.876277568585261,1.012616317568745,14.149560117302054,0.9501789976133651,0.004517946881125546,0.5134248210023866,0.1508160922758196,0,0.103636818965997,0.26028257456828885,0.02320893642039251,1.1294277929155314,0.002435678490439262,,0.07563937731713814,0.0520278765114005,-55.51589595375722,362000000,-9145000000,-44517000000,38978000000,3479500000,13418500000,21325000000,8.632380525770598,50.78509452152408,83.25103743136187,10.425861062463515,1.7721735254791264,1.0810676092079028,-1.9764150943396226,0.7986512524084779
2022-05-17,2022,Q1,data/HD/transcripts/2022-05-17,HD,2022-05-01,2022,37.7747572815534,4.107766990291262,3.6786407766990292,2.995145631067961,2.761165048543689,-1.659223300970874,-8.892233009708738,-1.659223300970874,46.783495145631065,316179100000.0,361150100000.0,18.682291420467976,8.126326205407628,83.44658221166536,102.4891734197731,-185.00825043885314,-185.00825043885314,9.282155340803948,54.23488511788557,95.31541303774083,117.0664829821718,0.013381656156273453,0.009757128159324889,-27.978349912229373,0.624485744511343,6.753416428893227,1.1145226577154703,15.938172043010752,0.8955329709288584,0.006205343743466914,0.46372016071850625,0.0,0,0.09730040356811681,0.18580100290314067,0.018093965251362188,0.9683631361760661,0.002955690346458312,,0.0911437594702227,0.06121504116208747,-58.08883495145631,3480000000,-9159000000,-44409000000,42076000000,3681000000,14414500000,23682500000,9.104554333299065,53.68280091604238,88.37208399642898,9.885162601626016,1.6765146092275656,1.0184211566588923,-2.47571679344646,0.683495145631068
2022-08-16,2022,Q2,data/HD/transcripts/2022-08-16,HD,2022-07-31,2022,42.80742913000977,5.056695992179863,3.3167155425219943,2.590420332355816,1.23069403714565,0.2316715542521994,-7.051808406647116,0.2316715542521994,46.68523949169111,312853860000.0,358972860000.0,15.119556350280302,7.144087047862623,92.20567639257294,118.05806037735849,1320.0584810126584,1320.0584810126584,8.197224607234197,45.10842674038703,105.79807250221043,135.4614566037736,0.016534876699299796,0.008470408515976118,199.9071729957806,0.6248334981866139,5.795300326715255,1.1834806351943665,18.923884514435695,0.6559056640247438,0.006226549354385463,0.37657065532572975,0.0,0,0.09826574348829542,0.2189802534630121,0.016966569236390207,0.9959785522788204,0.001849652904640117,5.134061155411617,0.10776265118127286,0.07565741363676251,-57.176197458455526,5107000000,-7214000000,-42647000000,43937000000,3830500000,14857500000,25692500000,7.655507855316039,44.058821522399256,80.10918148009144,11.756241610738256,2.0427237245609144,1.1234667279975468,21.827004219409282,0.7262952101661779
2022-11-15,2022,Q3,data/HD/transcripts/2022-11-15,HD,2022-10-30,2022,38.10980392156863,4.253921568627451,2.783333333333333,2.0294117647058822,2.4137254901960783,1.272549019607843,-6.015686274509804,1.272549019607843,49.14313725490196,302052600000.0,349303600000.0,17.403353307213642,7.77044144885779,106.3940119760479,145.9191304347826,232.70616332819725,232.70616332819725,8.985995060712082,50.63838793853291,123.03754843254667,168.74570048309178,0.014365047677126434,0.006853111014439207,38.29969183359014,0.6467488876746545,6.849956509133082,1.387191103789127,14.886198547215496,0.654298225397557,0.006442586489902752,0.448490435584236,0.0,0,0.09671376161111545,0.27087002465656923,0.019782877135213008,1.034993270524899,0.002315291212183577,11.036293931253562,0.08485165801793504,0.06249279870952875,-56.32107843137255,9401000000,-6136000000,-41887000000,48598000000,3728500000,13375000000,25903500000,8.64066680386911,43.51918278228322,90.24914223331254,10.415862808145766,2.068053539751653,0.9972393949998056,3.342835130970724,0.753921568627451
2023-02-21,2022,Q4,data/HD/transcripts/2023-02-21,HD,2023-01-31,2022,35.30147783251231,3.3123152709359607,4.526108374384236,3.6364532019704434,2.716256157635468,1.5389162561576355,-5.7950738916256155,1.5389162561576355,50.064039408866996,329032550000.0,376639550000.0,24.4670248364069,9.182901677318522,71.6222355245973,89.14455432132213,210.64823943661972,210.64823943661972,10.51155563618096,67.81410694994598,81.98510013060513,102.04268490923869,0.010217834071431535,0.011217735145048719,32.24327784891165,0.658826607364772,8.571660064818149,1.4050627434011251,10.536585365853659,1.366448542534206,0.005874798709124674,0.5749553837001785,0.18277469230554547,0,0.09737719929360979,0.19656073138876795,0.025201641037090786,1.1897233201581028,0.00223270352488069,10.709386343724695,0.06625295807679749,0.0487239315372241,-56.35,9361000000,-5882000000,-42412000000,49377000000,3524500000,11922500000,25302500000,8.331612291032904,43.08178205396361,93.69336958795232,10.802230931564667,2.08905007428122,0.9605802459214016,2.1523687580025608,0.8896551724137931
2023-05-16,2023,Q1,data/HD/transcripts/2023-05-16,HD,2023-04-30,2023,36.888118811881185,3.8346534653465345,5.558415841584158,4.6623762376237625,1.2475247524752475,0.3584158415841584,-7.014851485148514,0.3584158415841584,49.40792079207921,300677000000.0,348845000000.0,19.408533436612444,8.070349196124218,53.558425365158534,63.851560840942874,830.5994475138122,830.5994475138122,9.36320691413694,54.70362239297475,62.13840399002494,74.08048417923126,0.012880932030052182,0.01566132427821217,136.5414364640884,0.6470819260073836,7.553395013329151,1.2741884775603238,11.710970464135022,1.4495223341079266,0.007044103805745036,0.546862896979086,0.0,0,0.09749168695834315,0.1612041325258283,0.024290737311109322,1.141235813366961,0.003328233620527686,5.560936283732284,0.07901820309292037,0.05618010124893021,-58.335396039603964,6977000000,-7085000000,-43601000000,47029000000,3765000000,12036500000,25128500000,10.177147918511958,46.02024291497976,92.44493927125507,8.843342036553524,1.955661124307205,0.9735524811792992,10.69889502762431,0.8960396039603961
2023-08-15,2023,Q2,data/HD/transcripts/2023-08-15,HD,2023-07-30,2023,42.916,4.659,6.591,5.799,2.814,1.335,-6.329,1.335,49.962,333840000000.0,380519000000.0,17.913715389568576,7.778916954049771,50.65088757396449,57.56854630108639,250.06741573033707,250.06741573033707,8.866599869512536,51.24835016835017,57.733120922470036,65.6180375926884,0.013955787203450755,0.0173705966930266,37.07340823970038,0.6479243850393391,6.286734006734007,1.313823420151071,14.049040511727078,1.4146812620734064,0.006281452192667146,0.45009658725048296,0.0,0,0.10033120818987525,0.12016385980883022,0.01845465560630068,0.9962264150943396,0.0021204212880976793,11.829823012200986,0.0913863360142827,0.0677938972396432,-57.7285,7603000000,-6329000000,-43222000000,48285000000,4024500000,12367000000,24318000000,8.044552148382888,37.87892485830523,72.80677353176398,11.18769551616267,2.3759914077990745,1.2361487212551043,3.4898876404494383,0.792
2023-11-14,2023,Q3,data/HD/transcripts/2023-11-14,HD,2023-10-29,2023,37.86144578313253,3.825301204819277,4.251004016064257,3.5773092369477912,2.066265060240964,1.4357429718875503,-6.533132530120482,1.4357429718875503,49.941767068273094,280354080000.0,327551080000.0,18.395937007874018,7.434475735879077,66.21494567784602,78.68483861914117,196.0518041958042,196.0518041958042,8.686053566693184,52.14120980579433,77.3620878601795,91.93126017401066,0.01358995738531788,0.012708928651939006,34.44405594405595,0.6517194384534978,7.513053167780962,1.3016290514169353,11.100616016427105,1.1112860892388452,0.007451291595256968,0.5482939632545932,0.0,0,0.10501872262725433,0.15847897968823807,0.01779368867674357,0.81136638452237,0.0022540440201538055,11.116355504565142,0.07622131151253744,0.056327616794795976,-57.96937751004016,7110000000,-6507000000,-43465000000,47853000000,3884000000,11791000000,23035000000,9.384248210023866,41.367131186929356,82.1900528592023,9.590539165818921,2.1756403554626242,1.095023021267266,2.664335664335664,0.6736947791164659
2024-02-20,2023,Q4,data/HD/transcripts/2024-02-20,HD,2024-01-31,2023,35.10191725529768,2.826437941473259,4.77598385469223,3.910191725529768,3.7941473259334004,1.053481331987891,-11.117053481331988,1.053481331987891,53.2351160443996,349783360000.0,398266360000.0,31.21950731881471,10.055291209107112,73.90309740122544,90.2666735483871,335.0415325670498,335.0415325670498,11.449041568447077,79.1782027833002,84.1467061060638,102.77841548387097,0.008007813750774194,0.011078285713762941,50.0411877394636,0.6826473278452895,9.638767395626243,1.3524869407222349,8.076023391812866,1.6897536594073546,0.00594367896746146,0.7422349161013924,0.1603806128902432,0,0.15759832745328628,0.18128037185717305,0.02466509515322256,1.03125,0.0022997757718622434,8.185107889679777,0.05531290666328945,0.043447238207510584,-59.27547931382442,7760000000,-11017000000,-45711000000,53859000000,3630000000,10757500000,21890500000,8.610360489852239,38.80616891485523,81.09975083770084,10.452524038461538,2.3192188901066055,1.109744469870328,2.6829501915708813,0.8657921291624622
2024-05-14,2024,Q1,data/HD/transcripts/2024-05-14,HD,2024-04-28,2024,36.823053589484324,3.640040444893832,5.558139534883721,4.701718907987867,4.311425682507584,1.840242669362993,-6.717896865520728,1.840242669362993,52.06875631951466,333095200000.0,379842200000.0,23.131611111111113,9.146444066121148,60.59581589958159,71.63337634408602,183.01934065934066,183.01934065934066,10.430067549014224,63.593202745688934,69.09990904129525,81.68649462365592,0.010807721035908052,0.013959973004714568,28.02802197802198,0.6438344061592831,7.826385400971036,1.3392175376657498,10.472164948453608,1.5269444444444444,0.006691780608066402,0.6191666666666666,0.0,0,0.10682822163321974,0.1540840458431872,0.02325772969410731,1.01194743130227,0.003404909660058213,12.276707590403273,0.06931646998017849,0.05087188762965266,-59.5139029322548,8263000000,-6644000000,-44788000000,50637000000,3716500000,11300000000,21696000000,10.144708660552475,47.14071294559099,84.1125703564728,8.871619975639463,1.9091777441693862,1.0699946466809422,1.978021978021978,0.8564206268958544
2024-08-13,2024,Q2,data/HD/transcripts/2024-08-13,HD,2024-07-28,2024,43.611111111111114,4.607070707070707,5.463636363636364,4.737373737373737,1.6292929292929292,4.4646464646464645,-24.452525252525252,4.4646464646464645,65.84343434343434,358053300000.0,421052300000.0,19.62581122560842,8.293070063694268,66.19584026622296,76.34398720682303,81.00753393665158,81.00753393665158,9.752224667052692,55.85729636508358,77.84290996487336,89.77660980810235,0.012738326947412577,0.01309860850325915,14.618099547511312,0.667162298907544,8.357521889095251,1.1475660491412722,11.403141361256544,1.1859241394431046,0.006230915899951208,0.4891471168603376,0.0,0,0.29560332899655123,0.13292660380846738,0.016653155761436018,0.7815217391304348,0.002269832078749276,21.51281464048206,0.06677350086592031,0.06685918672491131,-75.91489898989899,4150000000,-24208000000,-60153000000,68031000000,4804000000,12884500000,22738000000,11.471221771858715,41.32758440835912,72.1652352307104,7.845720516082137,2.1777222474632745,1.2471379011274935,1.031900452488688,0.7262626262626263
2024-11-12,2024,Q3,data/HD/transcripts/2024-11-12,HD,2024-10-27,2024,40.58224016145308,3.681130171543895,4.2714429868819375,3.4460141271442986,1.544904137235116,5.838546922300706,-22.960645812310798,5.838546922300706,64.58425832492432,399263990000.0,461110990000.0,27.36184141995614,9.92774175100082,94.32175525631939,116.91478477306003,69.00518320082959,69.00518320082959,11.465574010990377,71.9025401528146,108.93243326246161,135.02518008784773,0.009136811962431173,0.00855323817206756,10.953681299688904,0.6516079947359763,9.644004366131297,1.1325794032723773,8.6688,1.160361842105263,0.00559529548357216,0.612390350877193,0.0,0,0.2934281954268794,0.19324356248523505,0.020339657358828356,0.8221105527638191,0.0026357013203371707,21.99045594700704,0.05541341295081126,0.053081892788545484,-74.33097880928355,3857000000,-22754000000,-58529000000,67491000000,5642500000,13356000000,23478500000,12.939304274311857,45.36951328754852,80.27508211406389,6.955551712210307,1.9837109432844662,1.1211449135874796,0.6304873833390944,0.8254288597376388
2025-02-25,2024,Q4,data/HD/transcripts/2025-02-25,HD,2025-01-31,2024,40.064581231079714,3.024217961654894,4.713420787083754,3.602421796165489,1.674066599394551,6.700302724520686,-22.01614530776993,6.700302724520686,63.49949545913219,408272180000.0,468903180000.0,34.05673840507174,10.282897944791456,87.40573324769856,114.36195518207283,61.486774096385545,61.486774096385545,11.809973302438042,84.73132996024576,100.38603725112395,131.34542857142858,0.007340691202618802,0.008744166697814188,9.381024096385541,0.6480508536293553,10.956089627755691,1.1054394473326123,7.045454545454546,1.5585585585585586,0.005474289235186194,0.7457457457457457,0.19456477936731814,0,0.29607049594773144,0.2357096981374438,0.027730203505943987,1.0911793855302279,0.0028712472294982875,21.35231735855538,0.04707031426750423,0.044294349773133714,-73.07492431886983,3022000000,-21818000000,-57796000000,66774000000,5342500000,12722000000,23674000000,11.113993552286923,40.28571428571429,79.13723284589427,8.097899245359983,2.234042553191489,1.1372649353972113,0.45135542168674697,1.1109989909182645
2025-05-20,2025,Q1,data/HD/transcripts/2025-05-20,HD,2025-05-04,2025,40.17741935483871,3.4606854838709675,4.359879032258065,3.5473790322580645,1.3800403225806452,8.019153225806452,-20.666330645161292,8.019153225806452,62.40524193548387,358836160000.0,418758160000.0,26.13138362947859,9.003315937374548,82.96789826589595,101.97105996021597,45.108253928346954,45.108253928346954,10.506778402248093,68.07968785563322,96.82269595375722,118.99919295254334,0.00956704028936214,0.009806703984347619,7.704714016341923,0.6181207579898544,9.741830596650951,1.0930703725980564,8.346341463414634,1.2598310515584037,0.00637059542717211,0.6658898922225459,0.0,0,0.2869792349506338,0.18635838150289016,0.020222802087515056,0.8108651911468813,0.004265355279004416,24.988292481348584,0.05256901101046654,0.04855659750215697,-73.12197580645162,2940000000,-20501000000,-56673000000,66875000000,5394500000,13317000000,24607000000,13.291348855881173,50.10569382884419,87.83839072621889,6.771321780496092,1.7962030484485574,1.0246089352948027,0.4315524827152734,0.8125
2025-08-19,2025,Q2,data/HD/transcripts/2025-08-19,HD,2025-08-03,2025,45.64213709677419,4.587701612903226,4.680443548387097,3.756048387096774,2.8266129032258065,10.75100806451613,-17.866935483870968,10.75100806451613,62.395161290322584,377773440000.0,436290440000.0,20.752221489782464,8.343605804271485,81.36408356665949,101.38847020933977,35.42179465541491,35.42179465541491,9.636028005389049,60.69705620478575,93.96735731208271,117.09351583467526,0.012046903032674822,0.009863054427542603,5.749742147210502,0.6129096742596127,8.140929326655536,1.1473448745380277,11.4,1.020215337288508,0.006056540131566688,0.5027466490881125,0.0,0,0.283750962028606,0.19750161533491278,0.02025310864235705,0.9133466135458167,0.00260617973805685,33.312976200770706,0.0645683937096961,0.06350823332403015,-70.3125,4545000000,-17724000000,-53993000000,68492000000,5882000000,13891000000,25303000000,11.68407800870199,39.060095516052,74.15328999734677,7.702790064647839,2.3041418309643893,1.213702048866884,0.42672292545710266,0.9243951612903226
2025-11-18,2025,Q3,data/HD/transcripts/2025-11-18,HD,2025-11-02,2025,41.685483870967744,3.630040322580645,4.042338709677419,3.1370967741935485,1.6975806451612903,12.213709677419354,-20.732862903225808,12.213709677419354,60.05443548387097,375323200000.0,432585200000.0,26.05687309080811,9.076301025343394,93.59680798004989,120.6051413881748,30.977484318256852,30.977484318256852,10.461046624105244,69.64823699887297,107.87660847880299,139.0055269922879,0.009594397575209844,0.008291520481547637,4.865137008913833,0.554660594312814,9.219449364031558,1.0508627462391247,8.523885350318471,1.1135795612329908,0.006098743696099788,0.6356567620105527,0.0,0,0.30753523909893293,0.22394014962593517,0.02171599922615593,0.8601532567049809,0.002901915264074289,31.58426536884827,0.052952875710060396,0.04893261404247802,-74.89793346774194,1748000000,-20567000000,-58043000000,71155000000,6321500000,13161500000,25523000000,14.723592571096923,43.26288266695718,85.64004793550495,6.1126385809312636,2.0803052051068973,1.0509102011220088,0.29721030042918456,0.905241935483871
