date,symbol,reportedCurrency,cik,filingDate,acceptedDate,fiscalYear,period,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,netInterestIncome,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebit,nonOperatingIncomeExcludingInterest,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncomeFromContinuingOperations,netIncomeFromDiscontinuedOperations,otherAdjustmentsToNetIncome,netIncome,netIncomeDeductions,bottomLineNetIncome,eps,epsDiluted,weightedAverageShsOut,weightedAverageShsOutDil
2021-01-31,HD,USD,0000354950,2021-03-24,2021-03-24 16:46:14,2020,Q4,32261000000,21430000000,10831000000,0,5278000000,909000000,6187000000,561000000,6748000000,28178000000,-327000000,10000000,337000000,666000000,4759000000,4093000000,-10000000,4083000000,-327000000,3756000000,899000000,2857000000,0,0,2857000000,0,2857000000,2.66,2.65,1074000000,1078000000
2021-05-02,HD,USD,0000354950,2021-05-25,2021-05-24 17:55:43,2021,Q1,37500000000,24758000000,12742000000,0,0,0,6374000000,587000000,6961000000,31719000000,-333000000,6000000,339000000,703000000,6490000000,5781000000,-6000000,5781000000,-333000000,5448000000,1303000000,4145000000,0,0,4145000000,0,4145000000,3.87,3.86,1071000000,1075000000
2021-08-01,HD,USD,0000354950,2021-08-24,2021-08-23 17:47:11,2021,Q2,41118000000,27453000000,13665000000,0,0,0,6433000000,593000000,7026000000,34479000000,-321000000,5000000,326000000,711000000,7355000000,6639000000,-5000000,6639000000,-321000000,6318000000,1511000000,4807000000,0,0,4807000000,0,4807000000,4.54,4.53,1058000000,1062000000
2021-10-31,HD,USD,0000354950,2021-11-23,2021-11-22 17:44:32,2021,Q3,36820000000,24257000000,12563000000,0,0,0,6168000000,600000000,6768000000,31025000000,-326000000,15000000,341000000,714000000,6524000000,5795000000,-15000000,5795000000,-326000000,5469000000,1340000000,4129000000,0,0,4129000000,0,4129000000,3.94,3.92,1049000000,1053000000
2022-01-31,HD,USD,0000354950,2022-03-23,2022-03-23 16:25:53,2021,Q4,35719000000,23857000000,11862000000,0,5387000000,1044000000,6431000000,606000000,7037000000,30894000000,-323000000,18000000,341000000,734000000,5577000000,4825000000,-18000000,4825000000,-323000000,4502000000,1150000000,3352000000,0,0,3352000000,0,3352000000,3.23,3.21,1038000000,1043000000
2022-05-01,HD,USD,0000354950,2022-05-24,2022-05-23 17:52:20,2022,Q1,38908000000,25763000000,13145000000,0,0,0,6610000000,606000000,7216000000,32979000000,-369000000,3000000,372000000,727000000,6659000000,5929000000,-3000000,5929000000,-369000000,5560000000,1329000000,4231000000,0,0,4231000000,0,4231000000,4.11,4.09,1030000000,1034000000
2022-07-31,HD,USD,0000354950,2022-08-23,2022-08-22 17:50:39,2022,Q2,43792000000,29309000000,14483000000,0,0,0,6657000000,616000000,7273000000,36582000000,-379000000,2000000,381000000,746000000,7958000000,7210000000,-2000000,7210000000,-379000000,6831000000,1658000000,5173000000,0,0,5173000000,0,5173000000,5.06,5.05,1023000000,1025000000
2022-10-30,HD,USD,0000354950,2022-11-22,2022-11-21 17:47:45,2022,Q3,38872000000,25648000000,13224000000,0,0,0,6468000000,608000000,7076000000,32724000000,-406000000,7000000,413000000,743000000,6898000000,6148000000,-7000000,6148000000,-406000000,5742000000,1403000000,4339000000,0,0,4339000000,0,4339000000,4.25,4.24,1020000000,1023000000
2023-01-31,HD,USD,0000354950,2023-03-15,2023-03-15 16:22:15,2022,Q4,35831000000,23905000000,11926000000,0,6549000000,0,6549000000,625000000,7174000000,31079000000,-408000000,43000000,451000000,759000000,5554000000,4795000000,-43000000,4752000000,-408000000,4344000000,982000000,3362000000,0,0,3362000000,0,3362000000,3.31,3.3,1015000000,1018000000
2023-04-30,HD,USD,0000354950,2023-05-23,2023-05-22 17:42:46,2023,Q1,37257000000,24700000000,12557000000,0,0,0,6355000000,651000000,7006000000,31706000000,-441000000,33000000,474000000,793000000,6377000000,5584000000,-33000000,5551000000,-441000000,5110000000,1237000000,3873000000,0,0,3873000000,0,3873000000,3.83,3.82,1010000000,1013000000
2023-07-30,HD,USD,0000354950,2023-08-22,2023-08-21 17:46:19,2023,Q2,42916000000,28759000000,14157000000,0,0,0,6915000000,653000000,7568000000,36327000000,-428000000,41000000,469000000,795000000,7425000000,6630000000,-41000000,6589000000,-428000000,6161000000,1502000000,4659000000,0,0,4659000000,0,4659000000,4.66,4.65,1000000000,1003000000
2023-10-29,HD,USD,0000354950,2023-11-21,2023-11-20 17:41:31,2023,Q3,37710000000,24972000000,12738000000,0,0,0,6649000000,683000000,7332000000,32304000000,-438000000,49000000,487000000,827000000,6282000000,5455000000,-49000000,5406000000,-438000000,4968000000,1158000000,3810000000,0,0,3810000000,0,3810000000,3.83,3.81,996000000,999000000
2024-01-31,HD,USD,0000354950,2024-03-13,2024-03-13 16:31:59,2023,Q4,34786000000,23278000000,11508000000,0,5579000000,1100000000,6679000000,686000000,7365000000,30643000000,-458000000,55000000,513000000,832000000,5030000000,4198000000,-55000000,4143000000,-458000000,3685000000,884000000,2801000000,0,0,2801000000,0,2801000000,2.83,2.82,991000000,994000000
2024-04-28,HD,USD,0000354950,2024-05-21,2024-05-20 18:05:58,2024,Q1,36418000000,23985000000,12433000000,0,0,0,6667000000,687000000,7354000000,31339000000,-428000000,57000000,485000000,837000000,5973000000,5136000000,-57000000,5079000000,-428000000,4651000000,1051000000,3600000000,0,0,3600000000,0,3600000000,3.64,3.63,989000000,992000000
2024-07-28,HD,USD,0000354950,2024-08-20,2024-08-19 17:50:05,2024,Q2,43175000000,28759000000,14416000000,0,0,0,7144000000,738000000,7882000000,36641000000,-489000000,84000000,573000000,920000000,7538000000,6618000000,-84000000,6534000000,-489000000,6045000000,1484000000,4561000000,0,0,4561000000,0,4561000000,4.61,4.6,990000000,992000000
2024-10-27,HD,USD,0000354950,2024-11-19,2024-11-18 18:28:53,2024,Q3,40217000000,26792000000,13425000000,0,0,0,7212000000,795000000,8007000000,34799000000,-595000000,30000000,625000000,995000000,6413000000,5448000000,-30000000,5418000000,-595000000,4823000000,1175000000,3648000000,0,0,3648000000,0,3648000000,3.68,3.67,991000000,993000000
2025-01-31,HD,USD,0000354950,2025-03-21,2025-03-20 18:36:42,2024,Q4,39704000000,26670000000,13034000000,0,7725000000,0,7725000000,814000000,8539000000,35209000000,-608000000,30000000,638000000,1009000000,5534000000,4525000000,-30000000,4495000000,-608000000,3887000000,890000000,2997000000,0,0,2997000000,0,2997000000,3.02,3.02,991000000,994000000
2025-05-04,HD,USD,0000354950,2025-05-28,2025-05-27 17:48:16,2025,Q1,39856000000,26397000000,13459000000,0,0,0,7530000000,796000000,8326000000,34723000000,-591000000,24000000,615000000,994000000,6151000000,5157000000,-24000000,5133000000,-591000000,4542000000,1109000000,3433000000,0,0,3433000000,0,3433000000,3.46,3.45,992000000,994000000
2025-08-03,HD,USD,0000354950,2025-08-26,2025-08-25 17:53:51,2025,Q2,45277000000,30152000000,15125000000,0,0,0,7764000000,806000000,8570000000,38722000000,-550000000,25000000,575000000,608000000,7188000000,6580000000,-25000000,6555000000,-550000000,6005000000,1454000000,4551000000,0,0,4551000000,0,4551000000,4.59,4.58,992000000,994000000
2025-11-02,HD,USD,0000354950,2025-11-25,2025-11-24 17:52:00,2025,Q3,41352000000,27537000000,13815000000,0,0,0,7636000000,826000000,8462000000,35999000000,-579000000,49000000,628000000,826000000,6211000000,5385000000,-32000000,5353000000,-596000000,4757000000,1156000000,3601000000,0,0,3601000000,0,3601000000,3.63,3.62,992000000,994000000
