date,symbol,reportedCurrency,cik,filingDate,acceptedDate,fiscalYear,period,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,netInterestIncome,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebit,nonOperatingIncomeExcludingInterest,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncomeFromContinuingOperations,netIncomeFromDiscontinuedOperations,otherAdjustmentsToNetIncome,netIncome,netIncomeDeductions,bottomLineNetIncome,eps,epsDiluted,weightedAverageShsOut,weightedAverageShsOutDil
2020-12-31,TSLA,USD,0001318605,2021-02-08,2021-02-08 07:27:23,2020,Q4,10744000000,8678000000,2066000000,522000000,969000000,0,969000000,0,1491000000,10169000000,-240000000,6000000,246000000,618000000,1243000000,625000000,-50000000,575000000,-196000000,379000000,83000000,296000000,0,0,239000000,0,239000000,0.0838,0.0709,2853000000,3372000000
2021-03-31,TSLA,USD,0001318605,2021-04-28,2021-04-27 20:02:05,2021,Q1,10389000000,8174000000,2215000000,666000000,1056000000,0,1056000000,-101000000,1621000000,9795000000,-89000000,10000000,99000000,621000000,1253000000,632000000,-38000000,594000000,-61000000,533000000,69000000,464000000,0,0,438000000,0,438000000,0.15,0.13,2883000000,3399000000
2021-06-30,TSLA,USD,0001318605,2021-07-27,2021-07-27 06:47:13,2021,Q2,11958000000,9074000000,2884000000,576000000,973000000,0,973000000,23000000,1572000000,10646000000,-64000000,11000000,75000000,681000000,2049000000,1368000000,-56000000,1312000000,-19000000,1293000000,115000000,1178000000,0,0,1142000000,-2000000,1144000000,0.39,0.34,2913000000,3357000000
2021-09-30,TSLA,USD,0001318605,2021-10-25,2021-10-25 06:12:15,2021,Q3,13757000000,10097000000,3660000000,611000000,994000000,0,994000000,51000000,1656000000,11753000000,-116000000,10000000,126000000,761000000,2769000000,2008000000,-4000000,2004000000,-122000000,1882000000,223000000,1659000000,0,0,1618000000,-1000000,1619000000,0.54,0.48,2994000000,3369000000
2021-12-31,TSLA,USD,0001318605,2022-02-07,2022-02-04 20:11:27,2021,Q4,17719000000,12872000000,4847000000,740000000,1494000000,0,1494000000,0,2234000000,15106000000,-46000000,25000000,71000000,848000000,3554000000,2706000000,-93000000,2613000000,22000000,2635000000,292000000,2343000000,0,0,2321000000,-14000000,2335000000,0.77,0.54,3045000000,4305000000
2022-03-31,TSLA,USD,0001318605,2022-04-25,2022-04-22 21:36:59,2022,Q1,18756000000,13296000000,5460000000,865000000,992000000,0,992000000,0,1857000000,15153000000,-33000000,28000000,61000000,880000000,4567000000,3687000000,-84000000,3603000000,23000000,3626000000,346000000,3280000000,0,0,3318000000,0,3318000000,1.07,0.95,3103000000,3472000000
2022-06-30,TSLA,USD,0001318605,2022-07-25,2022-07-25 06:07:25,2022,Q2,16934000000,12700000000,4234000000,667000000,961000000,0,961000000,142000000,1770000000,14470000000,-18000000,26000000,44000000,922000000,3440000000,2518000000,-54000000,2464000000,10000000,2474000000,205000000,2269000000,0,0,2259000000,0,2256000000,0.73,0.65,3111000000,3464000000
2022-09-30,TSLA,USD,0001318605,2022-10-24,2022-10-24 06:08:50,2022,Q3,21454000000,16072000000,5382000000,733000000,961000000,0,961000000,0,1694000000,17766000000,33000000,86000000,53000000,956000000,4645000000,3689000000,-1000000,3688000000,-52000000,3636000000,305000000,3331000000,0,0,3292000000,0,3292000000,1.05,0.95,3146000000,3468000000
2022-12-31,TSLA,USD,0001318605,2023-01-31,2023-01-30 21:29:15,2022,Q4,24318000000,18541000000,5777000000,810000000,1032000000,0,1032000000,34000000,1876000000,20417000000,124000000,157000000,33000000,989000000,5005000000,4016000000,-115000000,3901000000,82000000,3983000000,276000000,3707000000,0,0,3714000000,-8000000,3722000000,1.18,1.07,3160000000,3475000000
2023-03-31,TSLA,USD,0001318605,2023-04-24,2023-04-21 18:05:23,2023,Q1,23329000000,18818000000,4511000000,771000000,1076000000,0,1076000000,0,1847000000,20665000000,184000000,213000000,29000000,1046000000,3875000000,2829000000,-165000000,2664000000,136000000,2800000000,261000000,2539000000,0,0,2513000000,0,2518000000,0.8,0.73,3166000000,3468000000
