period_end,quarter_rank,actual_revenue,actual_ebitda,actual_ebit,actual_netIncome,actual_eps,est_revenue,est_ebitda,est_ebit,est_netIncome,est_eps,surprise_revenue,surprise_revenue_pct,surprise_ebitda,surprise_ebitda_pct,surprise_ebit,surprise_ebit_pct,surprise_netIncome,surprise_netIncome_pct,surprise_eps,surprise_eps_pct
2020-12-31,1,10744000000,1243000000,625000000,239000000,0.0838,10472982841,1450834951,703398057,292368931,0.34116,271017159,2.5877743057022164,-207834951,-14.325196043612545,-78398057,-11.145617509148167,-53368931,-18.253967963511144,-0.25736000000000003,-75.43674522218315
2021-03-31,2,10389000000,1253000000,632000000,438000000,0.15,10482846667,1009556961,488734176,360379746,0.25503,-93846667,-0.895240290935756,243443039,24.113848787577226,143265824,29.313649635175093,77620254,21.538461820215613,-0.10502999999999998,-41.18339018938948
2021-06-30,3,11958000000,2049000000,1368000000,1142000000,0.39,11514276923,1241253768,809003946,704178740,0.31389,443723077,3.853677308330619,807746232,65.07502759097365,558996054,69.09682663031164,437821260,62.17473421591796,0.07611000000000001,24.24734779699895
2021-09-30,4,13757000000,2769000000,2008000000,1618000000,0.54,14004561429,2264754716,1663698112,1343245282,0.53864,-247561429,-1.76771996934771,504245284,22.26489608069327,344301888,20.694973776588622,274754718,20.454545545911696,0.0013600000000000279,0.25248774691816944
2021-12-31,5,17719000000,3554000000,2706000000,2321000000,0.77,17131882446,3262610169,9637262711,2143974576,0.78761,587117554,3.427046361370999,291389831,8.931187481994266,-6931262711,-71.92148765529278,177025424,8.25688074763812,-0.017610000000000015,-2.2358781630502422
2022-03-31,6,18756000000,4567000000,3687000000,3318000000,1.07,17868578587,2913783185,2279774336,2099442477,0.70654,887421413,4.966379439076532,1653216815,56.73781163645503,1407225664,61.726533270352604,1218557523,58.04195810790962,0.3634600000000001,51.44223964672915
2022-06-30,7,16934000000,3440000000,2518000000,2259000000,0.73,16539370385,1570186016,1023389992,890786105,0.60223,394629615,2.38600143665626,1869813984,119.08232304623965,1494610008,146.04500920309957,1368213895,153.59623228519038,0.12776999999999994,21.216146654932487
2022-09-30,8,21454000000,4645000000,3689000000,3292000000,1.05,21982042234,2491230188,1830067923,1477569810,1.00108,-528042234,-2.4021527589609852,2153769812,86.45406684514695,1858932077,101.57721763423314,1814430190,122.79827171076269,0.048920000000000075,4.886722339872945
2022-12-31,9,24318000000,5005000000,4016000000,3714000000,1.18,24669077753,3588871185,10600988982,2358372033,1.1286,-351077753,-1.4231490796501525,1416128815,39.4588922811951,-6584988982,-62.11674206228318,1355627967,57.48151470722601,0.05139999999999989,4.55431508063086
2023-03-31,10,23329000000,3875000000,2829000000,2513000000,0.8,23595966054,3205161503,2507751769,2309386725,0.84591,-266966054,-1.1314054842638823,669838497,20.8987439906862,321248231,12.81020852905637,203613275,8.816768226638178,-0.045910000000000006,-5.4272913194075025
2023-06-30,11,24927000000,4119000000,2965000000,2703000000,0.85,24217323560,1986285310,1294588339,1126844423,0.79282,709676440,2.9304495116552842,2132714690,107.37202149473684,1670411661,129.03033425206837,1576155577,139.87339732345643,0.05718000000000001,7.2122297621149825
2023-09-30,12,23350000000,3318000000,2083000000,1853000000,0.58,24187528377,2740353206,2013074715,1625326790,0.72909,-837528377,-3.462645558263855,577646794,21.07928250764329,69925285,3.4735563702115253,227673210,14.007842078330599,-0.14909000000000006,-20.44877861443718
2023-12-31,13,25167000000,3484000000,2252000000,7930000000,2.49,25595010373,3947758303,11661087879,2594209236,0.73047,-428010373,-1.6722414516053692,-463758303,-11.747383385846558,-9409087879,-80.68790816630805,5335790764,205.6808174897732,1.7595300000000003,240.8764220296522
2024-03-31,14,21301000000,2875000000,1629000000,1390000000,0.45,22220029354,3525677653,2758526945,2540325397,0.49204,-919029354,-4.136040233603735,-650677653,-18.455392609314078,-1129526945,-40.94674322639252,-1150325397,-45.282600345549355,-0.042039999999999966,-8.544020811316146
2024-06-30,15,25500000000,3251000000,1973000000,1400000000,0.44,24521972714,4036745997,2721921774,2170787210,0.61339,978027286,3.988371153523175,-785745997,-19.464836221648454,-748921774,-27.514448841026834,-770787210,-35.50726696975518,-0.17339,-28.26749702473141
2024-09-30,16,25182000000,4224000000,2876000000,2167000000,0.68,25468371161,4192539749,2826971338,2099971820,0.59338,-286371161,-1.1244188298878073,31460251,0.7503864693830002,49028662,1.734317619034877,67028180,3.191860926971868,0.08662000000000003,14.59772826856315
2024-12-31,17,25707000000,4358000000,2862000000,2314000000,0.7202,27258924570,4487296186,3025721510,2740424650,0.77435,-1551924570,-5.6932714495566765,-129296186,-2.881382922825411,-163721510,-5.410990716062298,-426424650,-15.560531832174258,-0.05415000000000003,-6.9929618389617145
2025-03-31,18,19335000000,2127000000,680000000,409000000,0.1271,21269497845,3501331694,2360899344,1463765790,0.41361,-1934497845,-9.095174033244788,-1374331694,-39.25168519038345,-1680899344,-71.19741670782555,-1054765790,-72.05837144205974,-0.28651,-69.270568893402
2025-06-30,19,22496000000,3068000000,1635000000,1172000000,0.3636,22279678348,3667625090,2473028672,1405832360,0.39724,216321652,0.970937051339517,-599625090,-16.349138073979095,-838028672,-33.88673497757166,-233832360,-16.63301874769763,-0.03364,-8.468432182056189
2025-09-30,20,28095000000,3660000000,2035000000,1373000000,0.43,26540367719,4369009149,2945962204,1975399020,0.55818,1554632281,5.8576139466487245,-709009149,-16.228145211421253,-910962204,-30.9223995733246,-602399020,-30.495055120559893,-0.12818000000000002,-22.963918449245764
