symbol,date,fiscalYear,period,reportedCurrency,growthRevenue,growthCostOfRevenue,growthGrossProfit,growthGrossProfitRatio,growthResearchAndDevelopmentExpenses,growthGeneralAndAdministrativeExpenses,growthSellingAndMarketingExpenses,growthOtherExpenses,growthOperatingExpenses,growthCostAndExpenses,growthInterestIncome,growthInterestExpense,growthDepreciationAndAmortization,growthEBITDA,growthOperatingIncome,growthIncomeBeforeTax,growthIncomeTaxExpense,growthNetIncome,growthEPS,growthEPSDiluted,growthWeightedAverageShsOut,growthWeightedAverageShsOutDil,growthEBIT,growthNonOperatingIncomeExcludingInterest,growthNetInterestIncome,growthTotalOtherIncomeExpensesNet,growthNetIncomeFromContinuingOperations,growthOtherAdjustmentsToNetIncome,growthNetIncomeDeductions
TSLA,2020-12-31,2020,Q4,USD,0.22494584425949152,0.29367918902802626,0.001454192922927775,-0.18245023032843705,0.4262295081967213,0.09121621621621621,0,0.0,0.18899521531100477,0.27719166038683746,0.0,0.50920245398773,0.05821917808219178,-0.04531490015360983,-0.2892459826946848,-0.3171171171171171,-0.553763440860215,-0.20333333333333334,-0.2381818181818182,-0.21657458563535903,0.014941302027748132,0.017194570135746608,-0.12952646239554316,-1.5494505494505495,-0.5286624203821656,0.2283464566929134,-0.1978319783197832,0,0.0
TSLA,2021-03-31,2021,Q1,USD,-0.03304169769173492,-0.05807789813321042,0.07212003872216845,0.10875519303517549,0.27586206896551724,0.08978328173374613,0,0.0,0.08718980549966465,-0.03677844429147409,0.6666666666666666,-0.5975609756097561,0.0048543689320388345,0.008045052292839904,0.03304347826086956,0.40633245382585753,-0.1686746987951807,0.8326359832635983,0.7899761336515513,0.8335684062059238,0.010515247108307046,0.00800711743772242,0.0112,0.24,0.6291666666666667,0.6887755102040817,0.5675675675675675,0,0.0
TSLA,2021-06-30,2021,Q2,USD,0.15102512272596014,0.1101052116466846,0.30203160270880364,0.13119303539225696,-0.13513513513513514,-0.07859848484848485,0,1.2277227722772277,-0.030228254164096236,0.08688106176620725,0.1,-0.24242424242424243,0.0966183574879227,0.6352753391859537,1.2087542087542087,1.425891181988743,0.6666666666666666,1.6073059360730593,1.6,1.6153846153846154,0.01040582726326743,-0.01235657546337158,1.1645569620253164,-0.47368421052631576,0.2808988764044944,0.6885245901639344,1.5387931034482758,0,0.0
TSLA,2021-09-30,2021,Q3,USD,0.15044321792941964,0.11273969583425171,0.26907073509015256,0.10311462181184718,0.06076388888888889,0.02158273381294964,0,1.2173913043478262,0.05343511450381679,0.10398271651324441,-0.09090909090909091,0.68,0.11747430249632893,0.3513909224011713,0.5274390243902439,0.45552977571539055,0.9391304347826087,0.4168126094570928,0.38461538461538464,0.4117647058823528,0.027806385169927908,0.0035746201966041107,0.4678362573099415,0.9285714285714286,-0.8125,-5.421052631578948,0.4083191850594228,0,0.5
TSLA,2021-12-31,2021,Q4,USD,0.28799883695573164,0.2748341091413291,0.32431693989071037,0.028197310188961357,0.21112929623567922,0.5030181086519114,0,-1.0,0.34903381642512077,0.285288862418106,1.5,-0.4365079365079365,0.11432325886990802,0.28349584687612855,0.30389221556886226,0.40010626992561105,0.3094170403587444,0.43448702101359704,0.4259259259259259,0.1250000000000001,0.017034068136272545,0.2778272484416741,0.34760956175298807,-22.25,0.603448275862069,1.180327868852459,0.41229656419529837,0,-13.0
TSLA,2022-03-31,2022,Q1,USD,0.05852474744624415,0.032939714108141706,0.12646998143181348,0.06418861178952175,0.16891891891891891,-0.3360107095046854,0,0.0,-0.16875559534467324,0.003111346484840461,0.12,-0.14084507042253522,0.03773584905660377,0.28503095104108045,0.3788748564867968,0.3760910815939279,0.18493150684931506,0.42955622576475655,0.3896103896103897,0.7592592592592591,0.01904761904761905,-0.19349593495934958,0.3625277161862528,0.0967741935483871,0.2826086956521739,0.045454545454545456,0.3999146393512591,0,1.0
TSLA,2022-06-30,2022,Q2,USD,-0.09714224781403284,-0.04482551143200963,-0.22454212454212455,-0.14110736313024225,-0.22890173410404624,-0.03125,0,0.0,-0.046849757673667204,-0.045073582788886686,-0.07142857142857142,-0.2786885245901639,0.04772727272727273,-0.24677030873658856,-0.3161254510130447,-0.3177054605626034,-0.407514450867052,-0.3191681735985534,-0.31775700934579443,-0.31578947368421045,0.002578150177247825,-0.002304147465437788,-0.3170599403308923,0.35714285714285715,0.45454545454545453,-0.5652173913043478,-0.30823170731707317,0,0.0
TSLA,2022-09-30,2022,Q3,USD,0.2669186252509744,0.26551181102362204,0.27113840340103923,0.0033307414207860773,0.09895052473763119,0.0,0,-1.0,-0.04293785310734463,0.2277816171389081,2.3076923076923075,0.20454545454545456,0.0368763557483731,0.3502906976744186,0.4967532467532468,0.4696847210994341,0.4878048780487805,0.4572819831783975,0.43835616438356173,0.4615384615384614,0.011250401800064288,0.0011547344110854503,0.46505162827640983,0.9814814814814815,2.8333333333333335,-6.2,0.46804759806081975,0,0.0
TSLA,2022-12-31,2022,Q4,USD,0.13349491936235666,0.15362120457939274,0.07339279078409514,-0.053023730008296584,0.10504774897680765,0.07388137356919876,0,0.0,0.10743801652892562,0.14921760666441516,0.8255813953488372,-0.37735849056603776,0.034518828451882845,0.077502691065662,0.05775488069414317,0.09543454345434543,-0.09508196721311475,0.12818955042527339,0.1238095238095237,0.12631578947368433,0.004450095359186269,0.002018454440599769,0.08864190837625373,-114.0,2.757575757575758,2.576923076923077,0.1128790153107175,0,0.0
TSLA,2023-03-31,2023,Q1,USD,-0.0406694629492557,0.014939863006310339,-0.21914488488835035,-0.18604163537018575,-0.04814814814814815,0.04263565891472868,0,-1.0,-0.015458422174840085,0.012146740461380222,0.35668789808917195,-0.12121212121212122,0.057633973710819006,-0.22577422577422576,-0.317098179953858,-0.29701230228471004,-0.05434782608695652,-0.32337102854065697,-0.32203389830508466,-0.31775700934579443,0.0018987341772151898,-0.002014388489208633,-0.29556772908366535,-0.43478260869565216,0.4838709677419355,0.6585365853658537,-0.31507957917453466,0,1.0
