period_end,quarter_rank,actual_revenue,actual_ebitda,actual_ebit,actual_netIncome,actual_eps,est_revenue,est_ebitda,est_ebit,est_netIncome,est_eps,surprise_revenue,surprise_revenue_pct,surprise_ebitda,surprise_ebitda_pct,surprise_ebit,surprise_ebit_pct,surprise_netIncome,surprise_netIncome_pct,surprise_eps,surprise_eps_pct
2020-12-26,1,3244000000,656000000,555000000,1781000000,1.48,3017992615,588893616,509361701,1591531914,0.47286,226007385,7.488665938965526,67106384,11.395332225846374,45638299,8.95989999059627,189468086,11.90476196759445,1.00714,212.98904538341156
2021-03-27,2,3445000000,758000000,651000000,555000000,0.46,3184473961,621818181,541636363,454090908,0.43775,260526039,8.181132651440763,136181819,21.900584955717147,109363637,20.19133951684112,100909092,22.222222515849182,0.022250000000000048,5.082809822958321
2021-06-26,3,3850000000,941000000,831000000,710000000,0.58,3619646232,746541666,657875000,562083333,0.54151,230353768,6.363985683560028,194458334,26.047887593724745,173125000,26.31578947368421,147916667,26.3157895485935,0.03848999999999991,7.107901977802794
2021-09-25,4,4313000000,1122000000,1010000000,923000000,0.76,4112482696,1031868851,870295081,847344261,0.66261,200517304,4.875821220963017,90131149,8.734748501483741,139704919,16.05259205182156,75655739,8.928571595057985,0.09738999999999998,14.697936946318343
2021-12-25,5,4826000000,1345000000,1211000000,974000000,0.81,4522709249,1061842105,952894736,768947368,0.75939,303290751,6.705952876963284,283157895,26.666666698058656,258105264,27.08644032219735,205052632,26.66666673602555,0.050610000000000044,6.664559712400749
2022-03-26,6,5887000000,1537000000,909000000,786000000,0.56,5006769973,1167692307,721087911,595978021,0.91057,880230027,17.58079623683163,369307693,31.62714105300687,187912089,26.059525632513342,190021979,31.884058187441113,-0.35056999999999994,-38.50006040172638
2022-06-25,7,6550000000,1723000000,522000000,447000000,0.28,6529838164,1119825242,515786407,438320388,1.02766,20161836,0.30876471198253114,603174758,53.86329360845038,6213593,1.2046833564576664,8679612,1.980198101120498,-0.74766,-72.75363447054472
2022-09-24,8,5565000000,1146000000,-42000000,66000000,0.0409,5650883725,1305314096,1100923277,1071890490,0.68915,-85883725,-1.5198282105866547,-159314096,-12.205039115734792,-1142923277,-103.81497974268011,-1005890490,-93.84265457938712,-0.64825,-94.06515272437059
2022-12-31,9,5599000000,1128000000,-117000000,21000000,0.013,5511663759,1168026315,1048184209,845842104,0.67068,87336241,1.5845712804484595,-40026315,-3.426833324384477,-1165184209,-111.16216014278841,-824842104,-97.51726712341573,-0.65768,-98.06166875410031
2023-04-01,10,5353000000,904000000,-102000000,-139000000,-0.09,5304954153,1284461537,793196702,655575823,0.56317,48045847,0.9056788355622194,-380461537,-29.620313729954844,-895196702,-112.8593575518926,-794575823,-121.20273431743074,-0.6531699999999999,-115.98096489514711
2023-07-01,11,5359000000,899000000,26000000,27000000,0.0167,5315152637,1231807766,567365047,482152426,0.57225,43847363,0.8249502129961127,-332807766,-27.01783307315177,-541365047,-95.4174124512115,-455152426,-94.40011113829799,-0.55555,-97.08169506334643
2023-09-30,12,5800000000,1131000000,283000000,299000000,0.18,5694344766,1651222331,1392667945,1355941470,0.67549,105655234,1.8554414659057896,-520222331,-31.50528679471935,-1109667945,-79.67929103157465,-1056941470,-77.948900699969,-0.49549000000000004,-73.35267731572637
2023-12-30,13,6168000000,1215000000,391000000,667000000,0.41,6125512754,1284828946,1153002630,930426314,0.77388,42487246,0.6936112568250804,-69828946,-5.43488269138046,-762002630,-66.08854222648218,-263426314,-28.312431627981667,-0.36388000000000004,-47.02020985165659
2024-03-30,14,5473000000,873000000,89000000,123000000,0.0761,5476961340,1412907691,872516372,721133404,0.61588,-3961340,-0.07232733178284585,-539907691,-38.21252403388609,-783516372,-89.79961833885221,-598133404,-82.9435165091867,-0.5397799999999999,-87.64369682405663
2024-06-29,15,5835000000,1093000000,324000000,265000000,0.16,5727762965,1242761129,583767383,1118170410,0.67809,107237035,1.8722324170061044,-149761129,-12.050676956762139,-259767383,-44.49844074279155,-853170410,-76.300571216153,-0.5180899999999999,-76.40431211196153
2024-09-28,16,6819000000,1598000000,760000000,771000000,0.48,6714743758,1456907799,684359394,1520889190,0.92231,104256242,1.552646619996307,141092201,9.684360334733851,75640606,11.05276067855072,-749889190,-49.30597146265468,-0.44231,-47.95676074204985
2024-12-28,17,7658000000,1694000000,908000000,482000000,0.3,7532859637,1634415601,767740876,1782569001,1.081,125140363,1.6612597211467197,59584399,3.645608801307569,140259124,18.26907077434288,-1300569001,-72.9603734986077,-0.7809999999999999,-72.24791859389454
2025-03-29,18,7438000000,1587000000,845000000,709000000,0.44,7124413064,1545794349,726112445,1557447520,0.94448,313586936,4.401582743490405,41205651,2.6656618991172154,118887555,16.373160358104037,-848447520,-54.47679675267646,-0.50448,-53.41351854988989
2025-06-28,19,7685000000,721000000,-36000000,872000000,0.54,7414245177,1608679647,755651819,789409280,0.47872,270754823,3.6518191203053068,-887679647,-55.18063516595234,-791651819,-104.76409890042228,82590720,10.46234470413117,0.06128000000000006,12.800802139037446
2025-09-27,20,9246000000,2116000000,1362000000,1243000000,0.76,8756463065,1899902631,892449209,1932430121,1.17188,489536935,5.590578426085099,216097369,11.374128625015837,469550791,52.613727063093854,-689430121,-35.67684613833444,-0.41188,-35.14694337304161
