date_x,symbol,date_y,revenueLow,revenueHigh,revenueAvg,ebitdaLow,ebitdaHigh,ebitdaAvg,ebitLow,ebitHigh,ebitAvg,netIncomeLow,netIncomeHigh,netIncomeAvg,sgaExpenseLow,sgaExpenseHigh,sgaExpenseAvg,epsAvg,epsHigh,epsLow,numAnalystsRevenue,numAnalystsEps
2020-12-26,AMD,2020-12-26,2879024072,3146903847,3017992615,471114893,706672340,588893616,407489361,611234042,509361701,1273225531,1909838296,1591531914,220187234,330280851,275234042,0.47286,0.49912,0.44455,4,3
2021-03-27,AMD,2021-03-26,3037839505,3320496315,3184473961,497454545,746181818,621818181,433309090,649963636,541636363,363272727,544909090,454090908,208800000,313199999,260999999,0.43775,0.46206,0.41155,4,3
2021-06-26,AMD,2021-06-26,3452973537,3774256635,3619646232,597233333,895849999,746541666,526300000,789450000,657875000,449666666,674500000,562083333,215966666,323950000,269958333,0.54151,0.57158,0.50909,14,16
2021-09-25,AMD,2021-09-26,3923116518,4288144229,4112482696,825495081,1238242622,1031868851,696236065,1044354098,870295081,677875409,1016813114,847344261,276144262,414216393,345180327,0.66261,0.6994,0.62295,15,16
2021-12-25,AMD,2021-12-26,4314453500,4715893294,4522709249,849473684,1274210526,1061842105,762315789,1143473684,952894736,615157894,922736842,768947368,260210526,390315789,325263157,0.75939,0.80156,0.71393,25,16
2022-03-26,AMD,2022-03-26,4776224834,5220630299,5006769973,934153846,1401230769,1167692307,576870329,865305494,721087911,476782417,715173626,595978021,362136263,543204395,452670329,0.91057,0.96113,0.85606,18,27
2022-06-25,AMD,2022-06-26,6229160791,6808755176,6529838164,895860193,1343790291,1119825242,412629126,618943689,515786407,350656310,525984466,438320388,464403883,696605825,580504854,1.02766,1.08472,0.96614,13,27
2022-09-24,AMD,2022-09-26,5390679286,5892256875,5650883725,1044251277,1566376916,1305314096,880738622,1321107933,1100923277,857512392,1286268589,1071890490,349322491,523983737,436653114,0.68915,0.72742,0.6479,13,27
2022-12-31,AMD,2022-12-26,5257869937,5747090235,5511663759,934421052,1401631578,1168026315,838547366,1257821052,1048184209,676673683,1015010526,845842104,286231578,429347367,357789472,0.67068,0.70792,0.63053,19,27
2023-04-01,AMD,2023-03-26,5060678623,5531551187,5304954153,1027569229,1541353845,1284461537,634557361,951836043,793196702,524460658,786690988,655575823,398349889,597524834,497937361,0.56317,0.59444,0.52946,14,14
2023-07-01,AMD,2023-06-26,5070407500,5542185291,5315152637,985446213,1478169320,1231807766,453892038,680838057,567365047,385721941,578582912,482152426,510844271,766266407,638555339,0.57225,0.60403,0.53799,24,14
2023-09-30,AMD,2023-09-26,5467467244,5731491386,5694344766,1320977865,1981466798,1651222331,1114134356,1671201535,1392667945,1084753175,1627129765,1355941470,441892951,662839427,552366189,0.67549,0.70715,0.56994,29,30
2023-12-30,AMD,2023-12-27,5867902542,6536916455,6125512754,1027863157,1541794734,1284828946,922402103,1383603157,1153002630,744341051,1116511578,930426314,314854735,472282103,393568419,0.77388,0.94171,0.69929,29,30
2024-03-30,AMD,2024-03-27,5456751150,5527486813,5476961340,1130326153,1695489229,1412907691,698013097,1047019646,872516372,576906723,865360085,721133404,438184877,657277316,547731097,0.61588,0.698,0.58509,22,23
2024-06-29,AMD,2024-06-27,5717731856,5757856290,5727762965,1196724127,1205122191,1198823643,596592079,600778690,597638732,1062924930,1179173370,1112745690,572503841,576521412,573508234,0.67809,0.71857,0.64773,23,24
2024-09-28,AMD,2024-09-27,6704736688,6754772036,6714743758,1403304730,1413777153,1405399215,699576843,704797566,700620988,1446984570,1546773780,1513510710,671330452,676340380,672332437,0.92231,0.94258,0.88177,24,24
2024-12-28,AMD,2024-12-27,7512825435,7623013542,7532859637,1572438108,1595500533,1576631276,783893380,795390483,785983762,1691034091,1840233811,1773921001,752242590,763275482,754248571,1.081,1.12141,1.03049,24,26
2025-03-29,AMD,2025-03-27,7064121839,7184704288,7124413064,1478524221,1503762188,1491143205,737075338,749656993,743366165,1467447840,1615843470,1549891680,707314892,719388546,713351719,0.94448,0.98467,0.89424,21,25
2025-06-28,AMD,2025-06-27,7178247983,7591243072,7414245177,1502410880,1588850958,1551805210,748983338,792075530,773607448,741928920,836499750,785579520,718742090,760094375,742371967,0.47872,0.50975,0.45212,24,25
2025-09-27,AMD,2025-09-27,8686170356,8856881219,8756463065,1818019784,1853749653,1832732083,906320997,924133086,913655387,1758692521,2120286871,1923055081,869727021,886819922,876765275,1.17188,1.29207,1.07172,23,24
