earnings_date,fiscalYear,period,transcript_dir,symbol,fiscal_period_end,calendarYear,revenuePerShare,netIncomePerShare,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,bookValuePerShare,tangibleBookValuePerShare,shareholdersEquityPerShare,interestDebtPerShare,marketCap,enterpriseValue,peRatio,priceToSalesRatio,pocfratio,pfcfRatio,pbRatio,ptbRatio,evToSales,enterpriseValueOverEBITDA,evToOperatingCashFlow,evToFreeCashFlow,earningsYield,freeCashFlowYield,debtToEquity,debtToAssets,netDebtToEBITDA,currentRatio,interestCoverage,incomeQuality,dividendYield,payoutRatio,salesGeneralAndAdministrativeToRevenue,researchAndDdevelopementToRevenue,intangiblesToTotalAssets,capexToOperatingCashFlow,capexToRevenue,capexToDepreciation,stockBasedCompensationToRevenue,grahamNumber,roic,returnOnTangibleAssets,grahamNetNet,workingCapital,tangibleAssetValue,netCurrentAssetValue,investedCapital,averageReceivables,averagePayables,averageInventory,daysSalesOutstanding,daysPayablesOutstanding,daysOfInventoryOnHand,receivablesTurnover,payablesTurnover,inventoryTurnover,roe,capexPerShare
2021-10-26,2021,Q3,data/AMD/transcripts/2021-10-26,AMD,2021-09-25,2021,3.5527182866556837,0.7602965403624382,0.699341021416804,0.6293245469522241,2.971993410214168,5.878088962108731,5.472817133443163,5.878088962108731,0.48517298187808894,128441200000.0,126583200000.0,34.78905742145179,29.780013911430558,151.28527679623085,168.11675392670156,17.999047085201795,17.999047085201795,29.349223278460467,112.81925133689839,149.09681978798588,165.6848167539267,0.007186167678283915,0.005948247135654292,0.08155829596412556,0.05218326907558504,-1.6559714795008913,2.2413019079685745,135.42857142857142,0.9198266522210184,0.0,0.0,0,0.17737073962439137,0.04411369138348426,0.10011778563015312,0.019707859958265708,0.7589285714285714,0.02295386042198006,10.027688706340202,0.110195006488882,0.0865772441609605,1.823517298187809,4424000000,6644000000,3971000000,5917000000,2127500000,942000000,1833500000,46.512868073266866,42.35294117647059,76.86573866187696,1.9349484073575594,2.125,1.1708727655099895,0.12934417040358745,0.0700164744645799
2022-02-01,2021,Q4,data/AMD/transcripts/2022-02-01,AMD,2021-12-25,2021,3.9950331125827816,0.8062913907284768,0.6804635761589404,0.609271523178808,2.986754966887417,6.20612582781457,5.699503311258278,6.20612582781457,0.5538079470198676,176537119999.99997,174663119999.99997,45.312402464065705,36.5804227103191,214.76535279805353,239.8602173913043,23.547701747365608,23.547701747365608,36.192109407376705,129.86105576208178,212.48554744525543,237.3140217391304,0.005517253255292711,0.004169094862315643,0.08816860077364279,0.05322489733472904,-1.3933085501858735,2.024292452830189,150.875,0.8439425051334702,0.0,0.0,0,0.16804807293825114,0.0492793300587809,0.10462287104622871,0.017820140903439703,0.6417910447761194,0.023207625362619146,10.610786071576031,0.1150911047274837,0.08249343609723046,1.4027317880794703,4343000000,6885000000,3661000000,6024000000,2468500000,1184500000,1928500000,50.50145047658516,49.537499999999994,73.3125,1.7821270310192023,1.8168054504163513,1.227621483375959,0.1299186341203148,0.07119205298013245
2022-05-03,2022,Q1,data/AMD/transcripts/2022-05-03,AMD,2022-03-26,2022,4.226130653266332,0.5642498205312275,0.7142857142857143,0.6633165829145728,4.6891600861450105,39.722182340272795,3.519023689877961,39.722182340272795,1.5577889447236182,166700310000.0,164117310000.0,53.02172709923665,28.316682520808563,167.538,180.4115909090909,3.0126743534599605,3.0126743534599605,27.877919143876337,106.7776903057905,164.9420201005025,177.61613636363637,0.004715048220366236,0.005542881114018325,0.03898216254314785,0.03223492490472988,-1.6805465191932336,2.3954488442931376,73.15384615384616,1.2659033078880406,0.0,0.0,0,0.1800577543740445,0.7536576253455877,0.07135678391959799,0.012060472226940717,0.11305732484076433,0.03380329539663666,22.456575223610376,0.013487717754936263,0.04768260131036156,-0.7708183776022972,7788000000,4902000000,1787000000,60041000000,3194500000,1398500000,2193000000,56.27484287412944,43.28445747800586,71.29032258064517,1.5992936701983156,2.0792682926829267,1.262443438914027,0.01420490484882439,0.050969131371141424
2022-08-02,2022,Q2,data/AMD/transcripts/2022-08-02,AMD,2022-06-25,2022,4.048207663782447,0.2762669962917182,0.6415327564894932,0.5599505562422744,3.703337453646477,34.097033374536466,2.665018541409147,34.097033374536466,1.9925834363411619,140895440000.0,139130440000.0,78.80058165548098,21.510754198473283,135.73741811175339,155.5137306843267,2.5538878718120683,2.5538878718120683,21.24128854961832,80.7489495066744,134.03703275529864,153.56560706401766,0.0031725654144662174,0.006430300370260386,0.057985462850513876,0.04739118840923232,-1.024376088218224,2.4374434184320117,21.04,2.3221476510067114,0.0,0.0,0,0.1984732824427481,0.7534147136381144,0.12716763005780346,0.02015267175572519,0.10990840965861781,0.044580152671755725,14.558413798863436,0.007534080191705975,0.02685491138480024,-1.2220333745364649,7939000000,4312000000,1129000000,60719000000,3867000000,1497000000,2539500000,55.69007633587786,38.79045996592845,67.66609880749574,1.616086849247471,2.3201581027667983,1.3300604229607251,0.0081023763345357,0.0815822002472188
2022-11-01,2022,Q3,data/AMD/transcripts/2022-11-01,AMD,2022-09-24,2022,3.4458204334365323,0.04086687306501548,0.5975232198142415,0.5213622291021672,3.461919504643963,33.77213622291022,2.873684210526316,33.77213622291022,1.8086687306501548,109755399999.99998,109247399999.99998,415.7401515151515,19.72244384546271,113.73616580310879,130.35083135391923,2.0123097796193754,2.0123097796193754,19.63115902964959,95.32931937172773,113.20974093264248,129.74750593824226,0.0006013371551650306,0.007671604312862968,0.05298668915697994,0.04261845423308903,-0.4432809773123909,2.155133761769541,-2.064516129032258,14.621212121212121,0.0,0.0,0,0.2298292902066487,0.7358835587146628,0.12746113989637306,0.022102425876010783,0.10353535353535354,0.04941599281221923,5.572578944574215,0.0010015934441156386,0.0036850921273031824,-1.6956656346749226,7729000000,4641000000,1151000000,59606000000,4196500000,1927500000,3008500000,70.18867924528301,65.50295857988166,94.4285269386484,1.282258064516129,1.3739837398373984,0.9531018106262986,0.0012100766381870852,0.0761609907120743
2023-01-31,2022,Q4,data/AMD/transcripts/2023-01-31,AMD,2022-12-31,2022,3.471171729696218,0.013019218846869188,0.35151890886546805,0.27464352138871667,3.629882207067576,33.942963422194666,4.001859888406695,33.942963422194666,1.7867327960322381,104474010000.0,102502010000.0,1243.738214285714,18.659405250937667,184.25751322751321,235.83297968397292,1.908201095890411,1.908201095890411,18.3071994999107,90.87057624113476,180.7795590828924,231.38151241534987,0.00020100692985748324,0.004240289044136432,0.05229223744292238,0.042364604912696065,-1.74822695035461,2.358140995446695,-7.842105263157895,27.0,0.0,0.0,0,0.2439721378817646,0.7146345072506659,0.21869488536155202,0.02214681193070191,0.09959839357429719,0.05626004643686373,3.1532514258870377,0.0003843478425360424,0.001088929219600726,-1.235895846249225,8650000000,6455000000,2189000000,58918000000,4234000000,2415000000,3570000000,66.35470619753528,70.20337922403003,106.19211514392991,1.3563468992248062,1.2819895707982352,0.8475205515778308,0.0003835616438356164,0.07687538747675139
2023-05-02,2023,Q1,data/AMD/transcripts/2023-05-02,AMD,2023-04-01,2023,3.3227808814400994,-0.08628181253879579,0.3016759776536313,0.20360024829298573,3.6865301055245188,33.95034140285537,4.485412787088765,33.95034140285537,1.7833643699565487,157894110000.0,156917110000.0,-283.9822122302158,29.496377732112833,324.885,481.3844817073171,2.886863458514645,2.886863458514645,29.313863254249952,173.58087389380532,322.8747119341564,478.4058231707317,-0.0008803368282705416,0.0020773415803794076,0.052071525213003254,0.04210899843274093,-1.0807522123893805,2.380720693325224,-5.8,-3.4964028776978417,0.0,0.0,0,0.26359050999439565,0.7018363544962593,0.32510288065843623,0.02951615916308612,0.15705765407554673,0.05772464038856716,,-0.0023748300768134693,-0.006892789844292374,-1.1495965238981998,9081000000,7226000000,2718000000,58496000000,4085000000,2505500000,4003000000,67.95815430599664,75.69138276553106,127.30460921843687,1.3243443839683324,1.1890389197776012,0.706965761511216,-0.0025414122207189087,0.09807572936064556
2023-08-01,2023,Q2,data/AMD/transcripts/2023-08-01,AMD,2023-07-01,2023,3.324441687344913,0.016749379652605458,0.23511166253101737,0.1575682382133995,3.8988833746898264,34.20347394540943,5.1867245657568235,34.20347394540943,1.7915632754342432,183622920000.0,182641920000.0,1700.2122222222224,34.26440007464079,484.4931926121372,722.9248818897638,3.330363464886825,3.330363464886825,34.08134353424146,203.16120133481647,481.90480211081797,719.0626771653543,0.0001470404674971948,0.0013832695831217585,0.051871735345327914,0.042079244339164594,-1.0912124582869855,2.179741151611199,-0.7142857142857143,14.037037037037036,0.0,0.0,0,0.2692666542265348,0.6882016272602881,0.32981530343007914,0.023325247247620823,0.143184421534937,0.06493748833737638,3.5902586031325634,-0.000327075292732387,0.001274065685164213,-0.6370967741935484,8933000000,8361000000,3674000000,57710000000,4178000000,2648500000,4401000000,72.45008397089009,85.77160493827161,140.95679012345678,1.242234585071859,1.0492983087441525,0.6384935406174732,0.0004896982008125363,0.07754342431761786
2023-10-31,2023,Q3,data/AMD/transcripts/2023-10-31,AMD,2023-09-30,2023,3.589108910891089,0.18502475247524752,0.26051980198019803,0.18378712871287128,3.579826732673267,34.01608910891089,5.466584158415841,34.01608910891089,1.7871287128712872,166157120000.0,165458120000.0,138.92735785953175,28.647779310344827,394.6724940617577,559.4515824915825,3.022687283973076,3.022687283973076,28.527262068965516,146.2936516357206,393.01216152019003,557.0980471380471,0.0017995015801910868,0.0017874647803235878,0.05206476259778061,0.04232100079850945,-0.6180371352785146,2.1880162580306806,8.615384615384615,1.4080267558528428,0.0,0.0,0,0.25982758620689655,0.682222813710703,0.29453681710213775,0.021379310344827585,0.14622641509433962,0.06086206896551724,11.900038467161545,0.003687182103998288,0.013913448115402512,-0.5304764851485149,9061000000,8834000000,4032000000,57270000000,4684500000,2512000000,4506000000,78.4396551724138,66.18080576482149,131.03504749426793,1.1473788328387735,1.3599109131403118,0.6868391451068616,0.005439330543933054,0.07673267326732673
2024-01-30,2023,Q4,data/AMD/transcripts/2024-01-30,AMD,2023-12-30,2023,3.8168316831683167,0.4127475247524752,0.23576732673267325,0.14975247524752475,3.57240099009901,34.586633663366335,6.353341584158416,34.586633663366335,1.875,238214560000.0,237284560000.0,89.28581709145428,38.62103761348897,625.2350656167979,984.3576859504133,4.262051098547198,4.262051098547198,38.470259403372246,195.2959341563786,622.7941207349081,980.5147107438016,0.002799996776015706,0.0010158908842515756,0.05372861948042654,0.04423657656330559,-0.7654320987654321,2.506802212587831,12.666666666666666,0.5712143928035982,0.0,0.0,0,0.2449740596627756,0.6720925093908816,0.3648293963254593,0.022535667963683528,0.16868932038834952,0.060635538261997406,17.922048355773665,0.005520848467238123,0.029964061096136568,-0.0035581683168316833,10079000000,10267000000,4775000000,57926000000,5220000000,2150000000,4398000000,78.57490272373542,56.785385323917716,120.23027325759902,1.1454038997214484,1.5849148418491483,0.748563548609515,0.011933729335146354,0.08601485148514851
