date,symbol,reportedCurrency,cik,filingDate,acceptedDate,fiscalYear,period,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,netInterestIncome,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebit,nonOperatingIncomeExcludingInterest,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncomeFromContinuingOperations,netIncomeFromDiscontinuedOperations,otherAdjustmentsToNetIncome,netIncome,netIncomeDeductions,bottomLineNetIncome,eps,epsDiluted,weightedAverageShsOut,weightedAverageShsOutDil
2021-01-31,WMT,USD,0000104169,2021-03-19,2021-03-19 16:40:44,2021,Q4,152079000000,115261000000,36818000000,0,31331000000,0,31331000000,0,31331000000,146592000000,-494000000,30000000,524000000,2819000000,2750000000,-69000000,5556000000,5487000000,-6080000000,-593000000,1415000000,-2008000000,0,0,-2091000000,0,-2091000000,-0.25,-0.25,8478000000,8478000000
2021-04-30,WMT,USD,0000104169,2021-06-04,2021-06-04 17:11:17,2022,Q1,138310000000,103272000000,35038000000,0,28129000000,0,28129000000,0,28129000000,131401000000,-536000000,30000000,566000000,2661000000,7071000000,4410000000,2499000000,6909000000,-3065000000,3844000000,1033000000,2811000000,0,0,2730000000,0,2730000000,0.32,0.32,8445000000,8487000000
2021-07-31,WMT,USD,0000104169,2021-09-02,2021-09-02 17:13:23,2022,Q2,141048000000,105183000000,35865000000,0,28511000000,0,28511000000,0,28511000000,133694000000,-478000000,37000000,515000000,2641000000,9079000000,6438000000,916000000,7354000000,-1431000000,5923000000,1559000000,4364000000,0,0,4276000000,0,4276000000,0.51,0.51,8397000000,8436000000
2021-10-31,WMT,USD,0000104169,2021-12-01,2021-12-01 17:02:58,2022,Q3,140525000000,105023000000,35502000000,0,29710000000,0,29710000000,0,29710000000,134733000000,-442000000,44000000,486000000,2650000000,7283000000,4633000000,1159000000,5792000000,-1645000000,4147000000,1015000000,3132000000,0,0,3105000000,0,3105000000,0.37,0.37,8355000000,8391000000
2022-01-31,WMT,USD,0000104169,2022-02-17,2022-03-18 17:03:00,2022,Q4,152871000000,115522000000,37349000000,0,31462000000,0,31462000000,0,31462000000,146984000000,-380000000,47000000,427000000,2706000000,7915000000,5209000000,678000000,5887000000,-1105000000,4782000000,1149000000,3633000000,0,0,3562000000,0,3562000000,0.43,0.43,8307000000,8346000000
2022-04-30,WMT,USD,0000104169,2022-06-03,2022-06-03 17:04:10,2023,Q1,141569000000,106847000000,34722000000,0,29404000000,0,29404000000,0,29404000000,136251000000,-419000000,36000000,455000000,2680000000,6036000000,3356000000,1962000000,5318000000,-2417000000,2901000000,798000000,2103000000,0,0,2054000000,0,2054000000,0.25,0.25,8262000000,8295000000
2022-07-31,WMT,USD,0000104169,2022-09-02,2022-09-02 17:01:12,2023,Q2,152859000000,115838000000,37021000000,0,30167000000,0,30167000000,0,30167000000,146005000000,-448000000,31000000,479000000,2699000000,9822000000,7123000000,-269000000,6854000000,-210000000,6644000000,1497000000,5147000000,0,0,5149000000,0,5149000000,0.63,0.63,8216052000,8235000000
2022-10-31,WMT,USD,0000104169,2022-12-01,2022-12-01 17:02:02,2023,Q3,152813000000,115613000000,37200000000,0,34505000000,0,34505000000,0,34505000000,150118000000,-500000000,84000000,584000000,2755000000,1908000000,-847000000,3542000000,2695000000,-4126000000,-1431000000,336000000,-1767000000,0,0,-1798000000,0,-1798000000,-0.22,-0.22,8133000000,8133000000
2023-01-31,WMT,USD,0000104169,2023-02-21,2023-03-17 17:02:59,2023,Q4,164048000000,125423000000,38625000000,0,33064000000,0,33064000000,0,33064000000,158487000000,-507000000,103000000,610000000,2811000000,12323000000,9512000000,-3951000000,5561000000,3341000000,8902000000,3093000000,5809000000,0,0,6275000000,0,6275000000,0.78,0.77,8088000000,8121000000
2023-04-30,WMT,USD,0000104169,2023-06-02,2023-06-02 16:25:13,2024,Q1,152301000000,115284000000,37017000000,0,30777000000,0,30777000000,0,30777000000,146061000000,-557000000,107000000,664000000,2845000000,6197000000,3352000000,2888000000,6240000000,-3552000000,2688000000,792000000,1896000000,0,0,1673000000,0,1673000000,0.21,0.21,8082000000,8112000000
2023-07-31,WMT,USD,0000104169,2023-09-01,2023-09-01 16:46:53,2024,Q2,161632000000,121850000000,39782000000,0,32466000000,0,32466000000,0,32466000000,154316000000,-494000000,148000000,642000000,2905000000,14274000000,11369000000,-4053000000,7316000000,3411000000,10727000000,2674000000,8053000000,0,0,7891000000,0,7891000000,0.98,0.97,8079000000,8109000000
2023-10-31,WMT,USD,0000104169,2023-11-30,2023-11-30 17:21:40,2024,Q3,160804000000,121183000000,39621000000,0,33419000000,0,33419000000,0,33419000000,154602000000,-537000000,145000000,682000000,2986000000,4583000000,1597000000,4605000000,6202000000,-5287000000,915000000,272000000,643000000,0,0,453000000,0,453000000,0.0561,0.0559,8078999838,8108999837
2024-01-31,WMT,USD,0000104169,2024-03-15,2024-03-15 16:54:48,2024,Q4,173388000000,131825000000,41563000000,0,34309000000,0,34309000000,0,34309000000,166134000000,-549000000,146000000,695000000,3117000000,11330000000,8213000000,-959000000,7254000000,264000000,7518000000,1840000000,5678000000,0,0,5494000000,0,5494000000,0.68,0.68,8070000000,8103000000
2024-04-30,WMT,USD,0000104169,2024-06-07,2024-06-07 16:45:14,2025,Q1,161508000000,121431000000,40077000000,0,33236000000,0,33236000000,0,33236000000,154667000000,-600000000,114000000,714000000,3128000000,10877000000,7749000000,-908000000,6841000000,194000000,7035000000,1728000000,5307000000,0,0,5104000000,0,5104000000,0.63,0.63,8053000000,8084000000
2024-07-31,WMT,USD,0000104169,2024-08-30,2024-08-30 16:50:41,2025,Q2,169335000000,126810000000,42525000000,0,34585000000,0,34585000000,0,34585000000,161395000000,-565000000,114000000,679000000,3211000000,10103000000,6892000000,1048000000,7940000000,-1727000000,6213000000,1502000000,4711000000,0,0,4501000000,0,4501000000,0.56,0.56,8044000000,8081000000
2024-10-31,WMT,USD,0000104169,2024-12-06,2024-12-06 16:15:42,2025,Q3,169588000000,127340000000,42248000000,0,35540000000,0,35540000000,0,35540000000,162880000000,-478000000,140000000,618000000,3260000000,9976000000,6716000000,-8000000,6708000000,-610000000,6098000000,1384000000,4714000000,0,0,4577000000,0,4577000000,0.57,0.57,8038000000,8082000000
2025-01-31,WMT,USD,0000104169,2025-03-14,2025-03-14 16:40:52,2025,Q4,180554000000,136172000000,44382000000,0,36523000000,0,36523000000,0,36523000000,172695000000,-602000000,115000000,717000000,3374000000,11054000000,7680000000,179000000,7859000000,-896000000,6963000000,1538000000,5425000000,0,0,5254000000,0,5254000000,0.65,0.65,8029000000,8078000000
2025-04-30,WMT,USD,0000104169,2025-06-06,2025-06-06 16:36:50,2026,Q1,165609000000,124303000000,41306000000,0,34171000000,0,34171000000,0,34171000000,158474000000,-544000000,93000000,637000000,3369000000,10000000000,6631000000,504000000,7135000000,-1141000000,5994000000,1355000000,4639000000,0,0,4487000000,0,4487000000,0.56,0.56,8011000000,8051000000
2025-07-31,WMT,USD,0000104169,2025-08-29,2025-08-29 16:13:07,2026,Q2,177402000000,132771000000,44631000000,0,0,0,37345000000,0,37345000000,170116000000,-675000000,94000000,769000000,3487000000,13575000000,10088000000,-2802000000,7286000000,2033000000,9319000000,2168000000,7151000000,0,0,7026000000,0,7026000000,0.88,0.88,7978000000,8016000000
2025-10-31,WMT,USD,0000104169,2025-12-03,2025-12-03 16:45:34,2026,Q3,179496000000,134706000000,44790000000,0,0,0,38094000000,0,38094000000,172800000000,-591000000,93000000,684000000,3606000000,12476000000,8870000000,-2174000000,6696000000,1490000000,8186000000,2098000000,6088000000,0,0,6143000000,0,6143000000,0.77,0.77,7974000000,8011000000
