date_x,symbol,date_y,revenueLow,revenueHigh,revenueAvg,ebitdaLow,ebitdaHigh,ebitdaAvg,ebitLow,ebitHigh,ebitAvg,netIncomeLow,netIncomeHigh,netIncomeAvg,sgaExpenseLow,sgaExpenseHigh,sgaExpenseAvg,epsAvg,epsHigh,epsLow,numAnalystsRevenue,numAnalystsEps
2021-01-31,WMT,2021-01-30,147049502232,150227512472,148494808216,7164894915,10747342372,8956118643,3995633898,5993450847,4994542372,3550983050,5326474576,4438728813,19771403389,29657105083,24714254236,0.50217,0.50979,0.49582,11,10
2021-04-30,WMT,2021-04-29,130869274308,133697600058,132155549626,2303157615,3454736423,2878947019,4738442384,7107663576,5923052980,-2708606622,-1805737748,-2257172185,27056704635,40585056953,33820880794,0.40403,0.41016,0.39892,10,9
2021-07-31,WMT,2021-07-30,135683183636,138615546823,137016773443,3373685950,5060528925,4217107437,3334591735,5001887603,4168239669,1317619834,1976429752,1647024793,13576310743,20364466115,16970388429,0.52422,0.53217,0.51759,21,21
2021-10-31,WMT,2021-10-30,134109148248,137007493634,135427267327,6178430769,9267646153,7723038461,5053517948,7580276923,6316897435,2938379487,4407569230,3672974358,19592174358,29388261538,24490217948,0.46646,0.47354,0.46056,13,13
2022-01-31,WMT,2022-01-30,150243338748,153490373670,151720036005,5597485714,8396228570,6996857142,4468114285,6702171428,5585142856,2395285714,3592928571,2994107142,22919142857,34378714285,28648928571,0.49857,0.50613,0.49226,12,26
2022-04-30,WMT,2022-04-29,137452408686,140423008081,138803387682,6149696000,9224544000,7687120000,4615408000,6923112000,5769260000,2792608000,4188912000,3490760000,24666208000,36999312000,30832760000,0.49261,0.50008,0.48638,21,14
2022-07-31,WMT,2022-07-30,149524602047,152756103747,150994235054,3711054545,5566581817,4638818181,3668050908,5502076363,4585063635,1449381817,2174072727,1811727272,14933941817,22400912726,18667427271,0.53975,0.54794,0.53292,12,17
2022-10-31,WMT,2022-10-30,146230544927,149390855993,147667801623,6796273845,10194410768,8495342306,5558869742,8338304615,6948587178,3232217435,4848326153,4040271794,21551391793,32327087691,26939239742,0.44025,0.44693,0.43468,24,27
2023-01-31,WMT,2023-01-30,158204435052,161623523909,159759379565,6157234285,9235851428,7696542856,4914925713,7372388570,6143657141,2634814285,3952221428,3293517856,25211057141,37816585713,31513821427,0.50789,0.51559,0.50146,25,20
2023-04-30,WMT,2023-04-29,147486120392,150673566754,148935717767,6764665600,10146998400,8455832000,5076948800,7615423200,6346186000,3071868800,4607803200,3839836000,27132828800,40699243200,33916036000,0.43949,0.44616,0.43393,13,13
2023-07-31,WMT,2023-07-30,158664889608,162093929736,160224359793,4082159999,6123239998,5102699998,4034855997,6052283999,5043569998,1594319998,2391479999,1992899998,16427335998,24641003998,20534169998,0.56872,0.57735,0.56152,13,13
2023-10-31,WMT,2023-10-30,157740130039,161901337430,159650768926,7475901228,11213851844,9344876536,6114756715,9172135076,7643445896,3555439178,5333158768,4444298973,23706530972,35559796460,29633163716,0.50739,0.54338,0.493,26,29
2024-01-31,WMT,2024-01-31,168754532037,173612410972,170853615528,9539476046,9814085677,9658134528,6373771502,6557251080,6453052801,4217711390,4555134710,4386423050,34734544264,35734435697,35166596118,0.54755,0.56861,0.52649,26,29
2024-04-30,WMT,2024-04-30,158277287160,161208533297,159567835801,7441132160,11161698240,9301415200,5584643680,8376965520,6980804600,3379055680,5068583520,4223819600,29846111680,44769167520,37307639600,0.52475,0.54493,0.51466,18,20
2024-07-31,WMT,2024-07-31,166873868124,169194756405,168564515191,9433164540,9564361362,9528734639,6302739797,6390398549,6366594663,5098761170,5258019850,5178390510,34347449452,34825155121,34695433323,0.64641,0.65635,0.63647,19,21
2024-10-31,WMT,2024-10-31,166597807721,168930016878,167688841190,9417559202,9549395978,9479233917,6292313138,6380399473,6333520909,4187429810,4428961460,4267940360,34290628268,34770664100,34515194387,0.53276,0.55286,0.52271,16,24
2025-01-31,WMT,2025-01-31,177946618779,181559748094,180074350487,10059092854,10263338394,10179370783,6720951869,6857417897,6801315197,5012642920,5497708970,5174304900,36626540526,37370226628,37064489008,0.6459,0.68627,0.62572,17,24
2025-04-30,WMT,2025-04-30,161352257105,168071132616,165619785126,9121034991,9500844358,9362272846,6094191401,6347959858,6255373730,4326340550,4893679570,4610010060,33210942834,34593880975,34089323042,0.57546,0.61087,0.54005,16,22
2025-07-31,WMT,2025-07-31,174421450053,177869782169,175935107465,9859819612,10054749379,9945384714,6587808068,6718049790,6644978126,5628929150,6191782010,5870140360,35900959247,36610725338,36212513549,0.73276,0.77291,0.70265,13,21
2025-10-31,WMT,2025-10-31,176352534947,178355971867,177444408069,9968981351,10082233056,10030703530,6660744147,6736412924,6701983630,4656153420,5050695170,4813970120,36298432150,36710797185,36523171094,0.60092,0.63047,0.58122,13,22
