ticker,earnings_date,px_-10,px_-5,px_-1,px_+0,px_+1,px_+5,px_+10,pct_m10_p10,logpct_m10_p10,pct_m5_p5,logpct_m5_p5,pct_m1_p1,logpct_m1_p1,pct_p0_p1,logpct_p0_p1,pct_p0_p5,logpct_p0_p5,pct_p0_p10,logpct_p0_p10,car_simple_m10_p10_pct,car_mm_1y_m10_p10_pct,car_mm_1q_m10_p10_pct,car_simple_m5_p5_pct,car_mm_1y_m5_p5_pct,car_mm_1q_m5_p5_pct,car_simple_m1_p1_pct,car_mm_1y_m1_p1_pct,car_mm_1q_m1_p1_pct,car_simple_p0_p1_pct,car_mm_1y_p0_p1_pct,car_mm_1q_p0_p1_pct,car_simple_p0_p5_pct,car_mm_1y_p0_p5_pct,car_mm_1q_p0_p5_pct,car_simple_p0_p10_pct,car_mm_1y_p0_p10_pct,car_mm_1q_p0_p10_pct,announce_timing,pre_close_date,day0_date,dt_m10,dt_m5,dt_m1,dt_p1,dt_p5,dt_p10,path_start,path_end,pre_bdays,post_bdays,event_date_dt,sur_period_end,sur_quarter_rank,sur_actual_revenue,sur_actual_ebitda,sur_actual_ebit,sur_actual_netIncome,sur_actual_eps,sur_est_revenue,sur_est_ebitda,sur_est_ebit,sur_est_netIncome,sur_est_eps,sur_surprise_revenue,sur_surprise_revenue_pct,sur_surprise_ebitda,sur_surprise_ebitda_pct,sur_surprise_ebit,sur_surprise_ebit_pct,sur_surprise_netIncome,sur_surprise_netIncome_pct,sur_surprise_eps,sur_surprise_eps_pct,sur_period_end_dt,gro_symbol,gro_date,gro_fiscalYear,gro_period,gro_reportedCurrency,gro_growthRevenue,gro_growthCostOfRevenue,gro_growthGrossProfit,gro_growthGrossProfitRatio,gro_growthResearchAndDevelopmentExpenses,gro_growthGeneralAndAdministrativeExpenses,gro_growthSellingAndMarketingExpenses,gro_growthOtherExpenses,gro_growthOperatingExpenses,gro_growthCostAndExpenses,gro_growthInterestIncome,gro_growthInterestExpense,gro_growthDepreciationAndAmortization,gro_growthEBITDA,gro_growthOperatingIncome,gro_growthIncomeBeforeTax,gro_growthIncomeTaxExpense,gro_growthNetIncome,gro_growthEPS,gro_growthEPSDiluted,gro_growthWeightedAverageShsOut,gro_growthWeightedAverageShsOutDil,gro_growthEBIT,gro_growthNonOperatingIncomeExcludingInterest,gro_growthNetInterestIncome,gro_growthTotalOtherIncomeExpensesNet,gro_growthNetIncomeFromContinuingOperations,gro_growthOtherAdjustmentsToNetIncome,gro_growthNetIncomeDeductions,gro_period_end_dt,gro_period_end,est_date_x,est_symbol,est_estimate_date_raw,est_revenueLow,est_revenueHigh,est_revenueAvg,est_ebitdaLow,est_ebitdaHigh,est_ebitdaAvg,est_ebitLow,est_ebitHigh,est_ebitAvg,est_netIncomeLow,est_netIncomeHigh,est_netIncomeAvg,est_sgaExpenseLow,est_sgaExpenseHigh,est_sgaExpenseAvg,est_epsAvg,est_epsHigh,est_epsLow,est_numAnalystsRevenue,est_numAnalystsEps,est_period_end_dt,est_period_end
BAC,2021-01-19,26.6136531829834,29.307804107666016,29.25463104248047,29.04193687438965,28.66085433959961,27.420127868652344,27.499887466430664,3.3299986189566644,3.2757550872805457,-6.440865484425407,-6.65764948966166,-2.029684469507198,-2.050565595189678,-1.3121801635967767,-1.3208653076626256,-5.584369295862912,-5.746354705042997,-5.309733350873113,-5.455897197460848,0.3373349354573049,-0.135058673882079,-7.996253683420633,-7.870984726246904,-7.9482182121661165,-11.978343291746826,-4.246425096160954,-5.029363494884994,-5.354858861932271,-2.705742705791396,-3.2117987864708715,-3.3028031615861493,-7.046209879749145,-7.351264141074074,-9.199509076337048,-6.056090873257805,-5.929290812167336,-10.0871621181962,bmo,2021-01-15,2021-01-19,2021-01-04,2021-01-11,2021-01-15,2021-01-20,2021-01-26,2021-02-02,2021-01-04,2021-02-02,10,10,2021-01-19,2020-12-31,1,21307000000,6606000000,6119000000,5470000000,0.6,20576704287,7245709090,4735454697,5072181817,0.54884,730295713,3.549138398520836,-639709090,-8.828798976802421,1383545303,29.21673612201384,397818183,7.843137280029408,0.0511599999999999,9.321478026382914,2020-12-31,BAC,2020-12-31,2020,Q4,USD,-0.0177937583552297,-0.5407865986890021,0.0580039056314983,0.0771708229150015,0,-0.0808808182007931,0.1130856219709208,0.0449595085171739,-0.0329143809457676,-0.1142473902140316,-0.0021765627720703,-0.109801031687546,0.0231092436974789,0.3154121863799283,0.3460184777826661,0.3460184777826661,2.937313432835821,0.1206719934439664,0.176470588235294,0.1568627450980391,-0.0009160759885032,0.0008544574195385,0.3460184777826661,0,0.0122420772040675,0,0.1206719934439664,0,0,2020-12-31,2020-12-31,2020-12-31,BAC,2020-12-29,20069739942,21162881308,20576704287,5796567272,8694850909,7245709090,4618783599,4870355539,4735454697,4057745454,6086618181,5072181817,7555418181,11333127272,9444272726,0.54884,0.56917,0.53126,14,13,2020-12-31,2020-12-31
BAC,2021-04-15,34.458763122558594,35.35830307006836,35.518619537353516,34.5032844543457,34.86845397949219,34.16484451293945,36.61409759521485,6.254822510577163,6.067000912125942,-3.375327585048038,-3.43360693584183,-1.830492193474964,-1.8474529981418493,1.0583616340342106,1.052800192983328,-0.9808919549501692,-0.9857343921583522,6.1177165427892755,5.937882536042945,0.4204244643680611,-2.314471782912393,-1.601280575403722,-4.240496475736057,-5.017105254664246,-5.956813739570518,-3.27053888108921,-3.804757885239846,-3.161397373534939,0.6974796784832366,0.5409946633330096,0.6199643143646738,-0.0819258486231239,-0.0825912689286353,-1.402927093459488,5.06811569154971,4.274111359979496,3.372568793128931,bmo,2021-04-14,2021-04-15,2021-03-31,2021-04-08,2021-04-14,2021-04-16,2021-04-22,2021-04-29,2021-03-31,2021-04-29,10,10,2021-04-15,2021-03-31,2,24019000000,9627000000,9166000000,8050000000,0.87,21901005533,7544696969,5040225008,5610606060,0.65795,2117994467,9.670763581191046,2082303031,27.599558200360637,4125774992,81.85696046211119,2439393940,43.47826088506381,0.2120499999999999,32.22889277300706,2021-03-31,BAC,2021-03-31,2021,Q1,USD,0.127282113859295,-1.5249801744647105,0.2312181981442682,0.092200597341373,0,0.1932553650505279,-0.0217706821480406,-0.0224478888295029,0.114023120557191,-0.0220568870160653,-0.0057586598028095,-0.0082781456953642,-0.0533880903490759,0.4573115349682107,0.4979571825461676,0.4979571825461676,0.7195685670261941,0.4716636197440585,0.45,0.4576271186440678,-0.0028424394548934,-0.0033466135458167,0.4979571825461676,0,-0.0054618160538379,0,0.4716636197440585,0,0,2021-03-31,2021-03-31,2021-03-31,BAC,2021-03-29,21361413343,22524908467,21901005533,6035757574,9053636363,7544696969,4916045045,5183807967,5040225008,4488484848,6732727272,5610606060,6611175757,9916763636,8263969696,0.65795,0.68232,0.63688,10,9,2021-03-31,2021-03-31
BAC,2021-07-14,36.57146453857422,35.55186462402344,35.65025329589844,34.7558479309082,34.729026794433594,34.39810562133789,34.10295486450195,-6.749824501746637,-6.988424544713462,-3.2452840797158045,-3.2991111904008705,-2.584067198116735,-2.618040758937086,-0.0771701399083335,-0.0771999313885382,-1.029301055412246,-1.034634991803131,-1.8785128410739649,-1.8963810180598748,-9.23187663089938,-11.101536041678449,-8.276687091969212,-3.107141230918649,-4.226673424996401,-2.6273453895111003,-2.376272640259092,-2.633484130066594,-2.2799165806644153,0.2490539455089071,0.0870484961103733,0.2976299945910544,-0.6039257222354152,-1.2171231722691207,-0.3633910680866279,-2.4113425888019844,-3.4429179770665828,-1.9325949154987148,bmo,2021-07-13,2021-07-14,2021-06-29,2021-07-07,2021-07-13,2021-07-15,2021-07-21,2021-07-28,2021-06-29,2021-07-28,10,10,2021-07-14,2021-06-30,3,22620000000,8511000000,8042000000,9224000000,1.04,21797713840,6401493506,5016453799,6109402596,0.77059,822286160,3.772350467740611,2109506494,32.953348964937625,3025546201,60.31245023333265,3114597404,50.980392191524835,0.26941,34.961522988878656,2021-06-30,BAC,2021-06-30,2021,Q2,USD,-0.0582455556018152,0.2945619335347432,-0.0645840930270248,-0.0067305628004924,0,-0.084023218193929,0.3249258160237389,-0.0068343357025697,-0.0302932645826619,-0.0185147781592944,-0.0007020623080298,-0.0367278797996661,0.0173535791757049,-0.1159239638516671,-0.1226271001527383,-0.1226271001527383,-2.0591397849462365,0.1458385093167702,0.1954022988505747,0.1976744186046512,-0.0091148377604855,-0.0022956736260222,-0.1226271001527383,0,0.0035304501323918,0,0.1458385093167702,0,0,2021-06-30,2021-06-30,2021-06-30,BAC,2021-06-29,21260666529,22418674261,21797713840,5121194805,7681792206,6401493506,4892859507,5159359578,5016453799,4887522077,7331283116,6109402596,6046877922,9070316883,7558597402,0.77059,0.79913,0.74591,6,10,2021-06-30,2021-06-30
BAC,2021-10-14,38.16127014160156,39.66254425048828,38.78155517578125,40.51655960083008,41.68522262573242,42.098758697509766,42.95277404785156,12.555934035923343,11.828010352810711,6.142355446578529,5.961098304952278,7.487238293539322,7.220194098414368,2.884408341715172,2.843592293891782,3.905067735927093,3.830748605685333,6.012885770714771,5.839046461035437,5.525257045830687,2.5110497841938506,0.7687251018755867,2.7475662789878603,1.2418415739576891,0.3514417447823619,4.9058647571081835,4.628354657073594,4.1205434077798095,2.1383873039439094,1.9932453394897145,1.82844399513667,1.393929171724262,0.6517077211897809,0.0580558550335655,2.422685920840228,0.918801959270064,0.0027217921428174,bmo,2021-10-13,2021-10-14,2021-09-30,2021-10-07,2021-10-13,2021-10-15,2021-10-21,2021-10-28,2021-09-30,2021-10-28,10,10,2021-10-14,2021-09-30,4,24008000000,9423000000,8950000000,7691000000,0.86,21675664035,8562042253,4988365661,6174464788,0.7088,2332335965,10.760159233110205,860957747,10.055518549891932,3961634339,79.41748075873461,1516535212,24.561403523546986,0.1512,21.331828442437924,2021-09-30,BAC,2021-09-30,2021,Q3,USD,0.0613616268788682,2.3233404710920773,0.0131242690691731,-0.0454485601822552,0,-0.0139206316226885,-0.2530795072788354,-0.0052298375997797,-0.0402126952475905,0.032926327342571,0.0833406516202687,0.0762564991334488,0.0085287846481876,0.1071554458935495,0.1129072370057199,0.1129072370057199,2.0651438240270727,-0.1661968777103209,-0.1730769230769231,-0.1747572815533981,-0.0220513177431328,-0.0277831835613302,0.1129072370057199,0,0.0841395485194957,0,-0.1661968777103209,0,0,2021-09-30,2021-09-30,2021-09-30,BAC,2021-09-29,21141623760,22293147573,21675664035,6849633802,10274450704,8562042253,4865463397,5130471281,4988365661,4939571830,7409357746,6174464788,6953036619,10429554929,8691295774,0.7088,0.73505,0.6861,4,11,2021-09-30,2021-09-30
BAC,2022-01-19,43.34920883178711,44.451229095458984,41.78650665283203,41.94908905029297,41.32582473754883,41.46131134033203,42.355587005615234,-2.292133704279442,-2.318811538294744,-6.726288149886939,-6.963187721356184,-1.1024657292140083,-1.1085879209290777,-1.4857636407715646,-1.4969116687957724,-1.1627849877172247,-1.1695981991861335,0.9690268955183212,0.964361942121659,2.110769334750988,0.0232725560129288,1.7622049378967777,1.1254186526484689,-0.4173860132540756,0.1600475177142063,0.9760070969146634,0.6263163661647592,0.7177351570687831,-0.382025791356728,-0.5626212727185118,-0.5202766714705833,2.971090500232939,2.190449173174247,2.473759558353122,-0.2835474198856827,-1.0343917869413706,0.0064729912446518,bmo,2022-01-18,2022-01-19,2022-01-04,2022-01-11,2022-01-18,2022-01-20,2022-01-26,2022-02-02,2022-01-04,2022-02-02,10,10,2022-01-19,2021-12-31,5,23204000000,8313000000,7818000000,7013000000,0.82,22180430958,8710394736,5104531052,6459342105,0.7652,1023569042,4.61473919933382,-397394736,-4.562304557307494,2713468948,53.15804567271344,553657895,8.571428575851844,0.0547999999999999,7.161526398327229,2021-12-31,BAC,2021-12-31,2021,Q4,USD,-0.0334888370543152,0.0598705501618122,-0.0359555365540829,-0.002552168643692,0,0.0115887062789717,0.0134932533733133,0.0451023796347537,0.0201523545706371,0.0217824412272546,0.0176718547341115,-0.0789049919484702,0.0465116279069767,-0.1177968799745304,-0.1264804469273743,-0.1264804469273743,-0.3606036536934074,-0.0881549863476791,-0.0465116279069767,-0.0352941176470588,-0.0242210018147959,-0.0221481725697061,-0.1264804469273743,0,0.0284838651523345,0,-0.0881549863476791,0,0,2021-12-31,2021-12-31,2021-12-31,BAC,2021-12-29,21633954346,22812293999,22180430958,6968315788,10452473684,8710394736,4978766731,5249945923,5104531052,5167473684,7751210526,6459342105,8071368421,12107052631,10089210526,0.7652,0.79354,0.74069,6,5,2021-12-31,2021-12-31
BAC,2022-04-18,37.1254768371582,36.00898361206055,34.102787017822266,35.26465606689453,35.918209075927734,33.848628997802734,32.80476379394531,-11.63813481013224,-12.372969867449653,-5.99948789872048,-6.18699558469748,5.323383268225901,5.186527182540957,1.853280541836155,1.836316570784486,-4.015428553749945,-4.098272153771214,-6.975517550158372,-7.230747533076758,-3.3010476253592427,-2.5928945823722684,2.7136399381357403,-1.685318906166158,-1.3343870202514627,1.3216876699919369,3.674969094304552,3.652691533000808,4.266455315690109,0.2475201062834334,0.2055903669845146,0.5399614406340805,-1.8631325697722432,-1.6878810134217173,-0.3596522707996601,-1.709117356448561,-1.3186462745946204,1.3021290871081292,bmo,2022-04-14,2022-04-18,2022-04-01,2022-04-08,2022-04-14,2022-04-19,2022-04-25,2022-05-02,2022-04-01,2022-05-02,10,10,2022-04-18,2022-03-31,6,24550000000,8373000000,7879000000,7067000000,0.81,23131431330,9048666666,3653066666,6595866666,0.74848,1418568670,6.132645445767147,-675666666,-7.467030126535551,4225933334,115.6818016307179,471133334,7.142857153686435,0.06152,8.21932449764857,2022-03-31,BAC,2022-03-31,2022,Q1,USD,0.0580072401310119,1.0641221374045802,0.0287817641580557,-0.0276231342417918,0,0.0663403457612997,-0.0162721893491124,-0.0071485305798252,0.0399158237729957,0.0835174834264916,0.0270830014338059,0.1555944055944056,-0.002020202020202,0.0072176109707686,0.0078025070350473,0.0078025070350473,0.008695652173913,0.0076999857407671,-0.0121951219512193,-0.0243902439024389,-0.0109037865434875,-0.0123544498898214,0.0078025070350473,0,0.0141980718667835,0,0.0076999857407671,0,0,2022-03-31,2022-03-31,2022-03-31,BAC,2022-03-29,22561524179,23790385909,23131431330,7238933333,10858399999,9048666666,2922453333,4383680000,3653066666,5276693333,7915039999,6595866666,8638186666,12957279999,10797733332,0.74848,0.7762,0.72451,3,6,2022-03-31,2022-03-31
BAC,2022-07-18,28.81243324279785,28.72113609313965,29.442358016967773,29.451488494873047,30.446598052978516,30.793514251708984,30.77524757385254,6.812386564211215,6.590371287859931,7.2155159595665985,6.967079060380736,3.410868230839381,3.353987917818181,3.378809048237752,3.3229813576452454,4.556733209153618,4.455963962206055,4.494710273166436,4.396626474003298,-0.504105445214231,-0.1993839501331056,1.1272967707291468,4.360007371955072,4.497276091642605,5.135450049636615,1.483348409428595,1.5354142427536588,1.7040904207305856,0.6159798836417908,0.6751567883674724,0.8147634569060882,0.9848846727122608,1.091486602311869,1.4738856258757058,-2.8393635390964445,-2.621071083828343,-1.847787652380113,bmo,2022-07-15,2022-07-18,2022-07-01,2022-07-11,2022-07-15,2022-07-19,2022-07-25,2022-08-01,2022-07-01,2022-08-01,10,10,2022-07-18,2022-06-30,7,25219000000,7383000000,6892000000,6247000000,0.73,22696657312,16947935064,4522324675,13090441558,0.74994,2522342688,11.113278282905592,-9564935064,-56.43717082865973,2369675325,52.39949573058905,-6843441558,-52.278156757957085,-0.01994,-2.658879377016837,2022-06-30,BAC,2022-06-30,2022,Q2,USD,0.0272505091649694,1.2588757396449703,-0.0445297008362789,-0.069876052044027,0,-0.0150405313018849,0.0428571428571428,0.0136,-0.0030028069717344,0.0993341731149901,0.1613928959205832,0.9145234493192134,-0.0060728744939271,-0.1182371909709781,-0.1252697042771925,-0.1252697042771925,-0.2056650246305418,-0.1160322626291212,-0.0987654320987655,-0.0875,-0.0018680562383246,-0.0047548798478438,-0.1252697042771925,0,0.0753543034911856,0,-0.1160322626291212,0,0,2022-06-30,2022-06-30,2022-06-30,BAC,2022-06-29,22137462028,23343226305,22696657312,13558348051,20337522077,16947935064,3617859740,5426789610,4522324675,10472353246,15708529870,13090441558,7971241558,11956862337,9964051947,0.74994,0.77771,0.72592,5,6,2022-06-30,2022-06-30
BAC,2022-10-17,28.57036399841309,28.175209045410156,29.130922317504883,30.89532470703125,32.05320358276367,32.22780227661133,33.11919403076172,15.921498349132987,14.774303765795752,14.383542726052468,13.438702531940262,10.031543915459128,9.559690156352271,3.747747876781205,3.679226567536395,4.3128776998314855,4.22246362766006,7.198077200413278,6.95081259244392,10.078015172640264,11.0272839914898,7.953256082764293,8.877427826855035,9.428133579141978,7.746657228671491,6.013788036859919,6.210442460307884,5.709855168525879,2.604990910132328,2.679753066476493,2.474210364061637,1.1582703626249258,1.4546612128710603,0.5739711183745864,1.9033351361679365,2.4571569726461053,0.7697630588488688,bmo,2022-10-14,2022-10-17,2022-10-03,2022-10-10,2022-10-14,2022-10-18,2022-10-24,2022-10-31,2022-10-03,2022-10-31,10,10,2022-10-17,2022-09-30,8,30358000000,8792000000,8301000000,7082000000,0.81,23515260897,9418246478,5411724401,6791911266,0.77767,6842739103,29.099141757227855,-626246478,-6.64928954092297,2889275599,53.38918586589716,290088734,4.271091341433906,0.03233,4.15729036737949,2022-09-30,BAC,2022-09-30,2022,Q3,USD,0.203774931599191,1.211525867714473,0.0649221745995939,-0.1153477724556842,0,-0.0026772434308378,0.0072098053352559,0.0123651670612996,0.0019642506383814,0.2035248540404867,0.3102504173622704,1.3137099960489924,0.0,0.1908438304212379,0.2044399303540336,0.2044399303540336,0.889922480620155,0.1336641587962221,0.1095890410958905,0.1095890410958905,-0.0017114854215918,-0.000281755705553,0.2044399303540336,0,0.1061555769848923,0,0.1336641587962221,0,0,2022-09-30,2022-09-30,2022-09-30,BAC,2022-09-29,22935897037,24185149786,23515260897,7534597182,11301895773,9418246478,5278391517,5565890415,5411724401,5433529013,8150293520,6791911266,7648340280,11472510421,9560425350,0.77767,0.80647,0.75276,3,6,2022-09-30,2022-09-30
BAC,2023-01-13,30.63227081298828,31.80615997314453,31.86162567138672,32.56412124633789,31.9078426361084,31.722978591918945,32.628814697265625,6.517779554987468,6.3141729406045926,-0.2615260103571715,-0.2618685870427501,0.14505526239732,0.1449501588780881,-2.0153426074818293,-2.035927679308246,-2.5830350159181337,-2.616981202557912,0.1986648140705149,0.1984677365014575,2.0992534898743376,3.467424384330216,0.6979584636445029,-3.3396988378950603,-2.613350665484216,-3.9497703408582536,-0.0071465201163637,0.1195433459435672,-0.1689803374568248,-1.8122934885812976,-1.7615544191362045,-1.920226847873044,-3.0885454742322,-2.76909194279802,-3.487281605792478,-0.2204011452160408,0.3937115120944102,-1.0710119203421449,bmo,2023-01-12,2023-01-13,2022-12-29,2023-01-06,2023-01-12,2023-01-17,2023-01-23,2023-01-30,2022-12-29,2023-01-30,10,10,2023-01-13,2022-12-31,9,34926000000,8399000000,7897000000,7132000000,0.85,24172670626,9581434209,5563018502,7105276315,0.77119,10753329374,44.4854833806976,-1182434209,-12.34088950784967,2333981498,41.95530712617428,26723685,0.3761104257632238,0.0788099999999999,10.21927151545014,2022-12-31,BAC,2022-12-31,2022,Q4,USD,0.1504710455234205,0.7006218537163162,-0.0069479749195051,-0.1368300584801817,0,0.0027838536488367,-0.0236220472440944,0.0636694386694386,0.015683199372672,0.2254159677199982,0.2779674838183579,0.774931693989071,0.0224032586558044,-0.0446997270245677,-0.0486688350801108,-0.0486688350801108,-0.3724364232977851,0.0070601524992939,0.0493827160493826,0.0493827160493826,-0.0023927871036175,-0.0006249387314969,-0.0486688350801108,0,0.0665455866327642,0,0.0070601524992939,0,0,2022-12-31,2022-12-31,2022-12-31,BAC,2022-12-29,23577109648,24861287416,24172670626,7665147367,11497721052,9581434209,5425958068,5721494494,5563018502,5684221052,8526331578,7105276315,8878505263,13317757893,11098131578,0.77119,0.79975,0.74649,5,6,2022-12-31,2022-12-31
BAC,2023-04-18,26.59796905517578,26.70960807800293,28.25394630432129,28.43070602416992,27.96554374694824,26.830547332763672,26.19793128967285,-1.5040162076776498,-1.5154412323323936,0.4527930713455363,0.4517710474591825,-1.0207514174009114,-1.0259968101582717,-1.6361263657196146,-1.649658720449314,-5.628276308178548,-5.7928694869761115,-7.853391796175968,-8.178930988744078,-1.1347686555862495,-0.1018478118518632,4.483804650696788,1.5050593296292758,2.002288771984472,4.45090419386151,-1.087611465121207,-0.9824478812584336,-0.5390435575387397,-1.6277001659498036,-1.576173473610364,-1.3459240034175153,-3.719103094921453,-3.5056545801217407,-1.9964672131698145,-7.22437745784755,-6.725382588495236,-4.291068801268561,bmo,2023-04-17,2023-04-18,2023-04-03,2023-04-11,2023-04-17,2023-04-19,2023-04-25,2023-05-02,2023-04-03,2023-05-02,10,10,2023-04-18,2023-03-31,10,40465000000,9592000000,9089000000,8161000000,0.95,25161251035,9953533332,4018373333,7255453332,0.80749,15303748965,60.8226870107216,-361533332,-3.6322109942375183,5070626667,126.18605208626592,905546668,12.480910930900878,0.1425099999999999,17.64851577109313,2023-03-31,BAC,2023-03-31,2023,Q1,USD,0.1585924526140983,0.3179522897440362,0.0805034129692832,-0.0673999209312311,0,0.0764425936942296,-0.0117302052785923,-0.0146591741998534,0.0447146625490574,0.1608272596100484,0.1427716849451645,0.3668462574562247,0.0019920318725099,0.1420407191332301,0.1509433962264151,0.1509433962264151,0.2130718954248366,0.1442793045429052,0.1176470588235293,0.1058823529411764,-0.0027694323899954,0.0032615226160844,0.1509433962264151,0,-0.015870853484095,0,0.1442793045429052,0,0,2023-03-31,2023-03-31,2023-03-31,BAC,2023-03-29,24541333629,25878029921,25161251035,7962826666,11944239998,9953533332,3214698666,4822048000,4018373333,5804362666,8706543998,7255453332,9502005332,14253007998,11877506665,0.80749,0.83739,0.78163,4,5,2023-03-31,2023-03-31
