ticker,earnings_date,announce_timing,eps_est,eps_actual,revenue_est,revenue_actual,event_datetime_et_placeholder
JNJ,2021-01-26,bmo,1.81,1.86,,22475000000.0,2021-01-26T08:00:00-05:00
JNJ,2021-04-20,bmo,2.34,2.59,,22321000000.0,2021-04-20T08:00:00-04:00
JNJ,2021-07-21,bmo,2.27,2.48,23808600000.0,23312000000.0,2021-07-21T08:00:00-04:00
JNJ,2021-10-19,bmo,2.37,2.6,23703300000.0,23338000000.0,2021-10-19T08:00:00-04:00
JNJ,2022-01-25,bmo,2.12,2.13,23805800000.0,24804000000.0,2022-01-25T08:00:00-05:00
JNJ,2022-04-19,bmo,2.6,2.67,23624077068.0,23426000000.0,2022-04-19T08:00:00-04:00
JNJ,2022-07-19,bmo,2.57,2.59,23771477198.0,24020000000.0,2022-07-19T08:00:00-04:00
JNJ,2022-10-18,bmo,2.49,2.55,23357438093.0,19996000000.0,2022-10-18T08:00:00-04:00
JNJ,2023-01-24,bmo,2.22,2.35,23879587094.0,23706000000.0,2023-01-24T08:00:00-05:00
JNJ,2023-04-18,bmo,2.51,2.68,23687800000.0,20894000000.0,2023-04-18T08:00:00-04:00
JNJ,2023-07-20,bmo,2.61,2.8,24625300000.0,21519000000.0,2023-07-20T08:00:00-04:00
JNJ,2023-10-17,bmo,2.52,2.66,19829500000.0,21351000000.0,2023-10-17T08:00:00-04:00
JNJ,2024-01-23,bmo,2.27,2.29,20990000000.0,21395000000.0,2024-01-23T08:00:00-05:00
JNJ,2024-04-16,bmo,2.64,2.71,21400951140.0,21383000000.0,2024-04-16T08:00:00-04:00
JNJ,2024-07-17,bmo,2.71,2.82,22330379614.0,22447000000.0,2024-07-17T08:00:00-04:00
JNJ,2024-10-15,bmo,2.21,2.42,22171805511.0,22471000000.0,2024-10-15T08:00:00-04:00
JNJ,2025-01-22,bmo,1.99,2.04,22431222793.0,22520000000.0,2025-01-22T08:00:00-05:00
JNJ,2025-04-15,bmo,2.58,2.77,21558624324.0,21893000000.0,2025-04-15T08:00:00-04:00
JNJ,2025-07-16,bmo,2.68,2.77,22853974217.0,23743000000.0,2025-07-16T08:00:00-04:00
JNJ,2025-10-14,bmo,2.76,2.8,23755362271.0,23993000000.0,2025-10-14T08:00:00-04:00
