ticker,earnings_date,announce_timing,pre_date,react_date,d5,d10,d20,pre_adj_close,react_adj_close,adj_close_p5,adj_close_p10,adj_close_p20
MU,2021-01-07,amc,2021-01-07,2021-01-08,2021-01-15,2021-01-25,2021-02-08,77.18739318847656,75.53844451904297,78.75826263427734,79.30464935302734,81.96829223632812
MU,2021-03-31,amc,2021-03-31,2021-04-01,2021-04-09,2021-04-16,2021-04-30,86.06621551513672,90.1641616821289,92.98391723632812,88.45668029785156,83.97824096679688
MU,2021-06-30,amc,2021-06-30,2021-07-01,2021-07-09,2021-07-16,2021-07-30,82.91471099853516,78.1630859375,76.82640075683594,73.18701934814453,75.69456481933594
MU,2021-09-28,amc,2021-09-28,2021-09-29,2021-10-06,2021-10-13,2021-10-27,71.32344818115234,69.89892578125,68.33563232421875,64.8572998046875,66.67462158203125
MU,2021-12-20,amc,2021-12-20,2021-12-21,2021-12-29,2022-01-05,2022-01-20,80.14827728271484,88.599853515625,93.9639129638672,92.33287811279295,83.20718383789062
MU,2022-03-29,amc,2022-03-29,2022-03-30,2022-04-06,2022-04-13,2022-04-28,80.25331115722656,77.42660522460938,72.16439819335938,70.89179992675781,68.7370376586914
MU,2022-06-30,amc,2022-06-30,2022-07-01,2022-07-11,2022-07-18,2022-08-01,54.14339065551758,52.546905517578125,56.732234954833984,59.32301330566406,61.374046325683594
MU,2022-09-29,amc,2022-09-29,2022-09-30,2022-10-07,2022-10-14,2022-10-28,49.07764434814453,49.16597366333008,52.03314208984375,51.84628677368164,53.1444206237793
MU,2022-12-21,amc,2022-12-21,2022-12-22,2022-12-30,2023-01-09,2023-01-24,50.34164047241211,48.610816955566406,49.263545989990234,55.55208969116211,60.38185501098633
MU,2023-03-28,amc,2023-03-28,2023-03-29,2023-04-05,2023-04-13,2023-04-27,58.43024063110352,62.629173278808594,56.202632904052734,62.222408294677734,61.135986328125
MU,2023-06-28,amc,2023-06-28,2023-06-29,2023-07-07,2023-07-14,2023-07-28,66.24217987060547,63.53599548339844,60.01412582397461,63.408172607421875,70.4535140991211
MU,2023-09-27,amc,2023-09-27,2023-09-28,2023-10-05,2023-10-12,2023-10-26,67.49486541748047,64.51641845703125,68.32606506347656,69.13385772705078,63.9599609375
MU,2023-12-20,amc,2023-12-20,2023-12-21,2023-12-29,2024-01-08,2024-01-23,77.99488067626953,84.72490692138672,84.69939422607422,84.31231689453125,86.87296295166016
MU,2024-03-20,amc,2024-03-20,2024-03-21,2024-03-28,2024-04-05,2024-04-19,95.52750396728516,109.0254135131836,117.1180191040039,122.77076721191406,106.0708236694336
MU,2024-06-26,amc,2024-06-26,2024-06-27,2024-07-05,2024-07-12,2024-07-26,141.4278106689453,131.36410522460938,130.73825073242188,132.79151916503906,108.78861236572266
MU,2024-09-25,amc,2024-09-25,2024-09-26,2024-10-03,2024-10-10,2024-10-24,95.22608184814452,109.25593566894533,101.24171447753906,105.20806121826172,106.3627700805664
MU,2024-12-18,amc,2024-12-18,2024-12-19,2024-12-27,2025-01-06,2025-01-22,103.42623138427734,86.69287872314453,88.22584533691406,98.93575286865234,108.8731918334961
MU,2025-03-20,amc,2025-03-20,2025-03-21,2025-03-28,2025-04-04,2025-04-21,102.6635284423828,94.41059112548828,88.1511001586914,64.59258270263672,66.60860443115234
MU,2025-06-25,amc,2025-06-25,2025-06-26,2025-07-03,2025-07-11,2025-07-25,126.9994659423828,125.7519302368164,122.04923248291016,124.4018096923828,111.14546966552734
MU,2025-09-23,amc,2025-09-23,2025-09-24,2025-10-01,2025-10-08,2025-10-22,166.2386932373047,161.5435333251953,181.9624786376953,196.46063232421875,198.38986206054688
MU,2025-12-17,amc,2025-12-17,2025-12-18,2025-12-26,2025-12-31,2025-12-31,225.4289398193359,248.4496307373047,284.6750183105469,285.4100036621094,285.4100036621094
