ticker,event_seq,event_date,units_news__news_chars__post,units_news__news_chars__pre,units_news__news_lines__post,units_news__news_lines__pre,units_news__news_tokens__post,units_news__news_tokens__pre,units_news__news_unique_publishers_units__post,units_news__news_unique_publishers_units__pre,units_news__news_units__post,units_news__news_units__pre,units_tr__tr_chars__prepared,units_tr__tr_chars__qa,units_tr__tr_lines__prepared,units_tr__tr_lines__qa,units_tr__tr_tokens__prepared,units_tr__tr_tokens__qa,units_tr__tr_units__prepared,units_tr__tr_units__qa,lm_news__day0_date,lm_news__nw_lm_constr_prop__all,lm_news__nw_lm_constr_prop__post,lm_news__nw_lm_constr_prop__pre,lm_news__nw_lm_lit_prop__all,lm_news__nw_lm_lit_prop__post,lm_news__nw_lm_lit_prop__pre,lm_news__nw_lm_neg_prop__all,lm_news__nw_lm_neg_prop__post,lm_news__nw_lm_neg_prop__pre,lm_news__nw_lm_pos_prop__all,lm_news__nw_lm_pos_prop__post,lm_news__nw_lm_pos_prop__pre,lm_news__nw_lm_tone__all,lm_news__nw_lm_tone__post,lm_news__nw_lm_tone__pre,lm_news__nw_lm_unc_prop__all,lm_news__nw_lm_unc_prop__post,lm_news__nw_lm_unc_prop__pre,lm_news__nw_n_tokens__all,lm_news__nw_n_tokens__post,lm_news__nw_n_tokens__pre,lm_news__nw_lm_pos_prop__post_minus_pre,lm_news__nw_lm_neg_prop__post_minus_pre,lm_news__nw_lm_unc_prop__post_minus_pre,lm_news__nw_lm_lit_prop__post_minus_pre,lm_news__nw_lm_constr_prop__post_minus_pre,lm_news__nw_lm_tone__post_minus_pre,lm_tr__day0_date,lm_tr__tr_lm_constr_prop__all__all,lm_tr__tr_lm_constr_prop__prepared__all,lm_tr__tr_lm_constr_prop__qa__all,lm_tr__tr_lm_lit_prop__all__all,lm_tr__tr_lm_lit_prop__prepared__all,lm_tr__tr_lm_lit_prop__qa__all,lm_tr__tr_lm_neg_prop__all__all,lm_tr__tr_lm_neg_prop__prepared__all,lm_tr__tr_lm_neg_prop__qa__all,lm_tr__tr_lm_pos_prop__all__all,lm_tr__tr_lm_pos_prop__prepared__all,lm_tr__tr_lm_pos_prop__qa__all,lm_tr__tr_lm_tone__all__all,lm_tr__tr_lm_tone__prepared__all,lm_tr__tr_lm_tone__qa__all,lm_tr__tr_lm_unc_prop__all__all,lm_tr__tr_lm_unc_prop__prepared__all,lm_tr__tr_lm_unc_prop__qa__all,lm_tr__tr_n_tokens__all__all,lm_tr__tr_n_tokens__prepared__all,lm_tr__tr_n_tokens__qa__all
AAPL,1,2021-01-27,54126,92986,438,402,10968,18724,27,26,219,201,19773,27229,4,48,3906,5973,4,48,2021-01-28,0.0031455814410694,0.0019908987485779,0.0037554453958239,0.0066843605622726,0.007679180887372,0.0061589304491512,0.0202496805268848,0.0238907849829351,0.0183265735316208,0.0230020642878207,0.0244596131968145,0.0222322367432777,0.0027523837609358,0.0005688282138794,0.0039056632116569,0.0199547822667846,0.0190557451649601,0.0204296229532822,10173.0,3516.0,6657.0,0.0022273764535368,0.0055642114513143,-0.001373877788322,0.0015202504382207,-0.001764546647246,-0.0033368349977774,2021-01-28,0.0033810143042912,0.0039840637450199,0.0028735632183908,0.000520156046814,0.0011383039271485,0.0,0.0137841352405721,0.0119521912350597,0.0153256704980842,0.035370611183355,0.0369948776323278,0.0340038314176245,0.0215864759427828,0.025042686397268,0.0186781609195402,0.0189856957087126,0.0130904951622083,0.0239463601532567,7690.0,3514.0,4176.0
AAPL,2,2021-04-28,53382,187534,399,420,10705,37627,34,28,200,210,20127,26773,5,52,3968,5809,5,52,2021-04-29,0.0045760707491387,0.0042565266742338,0.0046467817896389,0.0081238109928531,0.0269580022701475,0.0039560439560439,0.0174816185922155,0.0419977298524404,0.0120565149136577,0.0261195948377808,0.0181611804767309,0.0278806907378335,0.0086379762455653,-0.0238365493757094,0.0158241758241758,0.0114144686102113,0.014188422247446,0.010800627943485,19449.0,3524.0,15925.0,-0.0097195102611026,0.0299412149387826,0.0033877943039609,0.0230019583141036,-0.0003902551154051,-0.0396607251998852,2021-04-29,0.0054305663304887,0.0038188761593016,0.0068829891838741,0.0007757951900698,0.0,0.0014749262536873,0.012929919834497,0.0049099836333878,0.0201573254670599,0.0359451771399017,0.0403709765411893,0.0319567354965585,0.0230152573054047,0.0354609929078014,0.0117994100294985,0.0149987070080165,0.0130932896890343,0.0167158308751229,7734.0,3666.0,4068.0
AAPL,3,2021-07-27,39076,66461,268,348,7874,13922,25,32,134,174,19957,27855,5,67,3910,6061,5,67,2021-07-28,0.0031373618878734,0.0019179133103183,0.0038103302286198,0.0070931660073659,0.0057537399309551,0.0078323454699407,0.0184149502114309,0.0161104718066743,0.0196867061812023,0.0210066839448915,0.0283851169927119,0.016934801016088,0.0025917337334606,0.0122746451860375,-0.0027519051651143,0.0208702769062883,0.0099731492136555,0.0268839966130397,7331.0,2607.0,4724.0,0.0114503159766238,-0.003576234374528,-0.0169108473993842,-0.0020786055389856,-0.0018924169183014,0.0150265503511519,2021-07-28,0.0057441253263707,0.0044642857142857,0.0068694798822374,0.0013054830287206,0.0005580357142857,0.0019627085377821,0.0133159268929503,0.0066964285714285,0.0191364082433758,0.0483028720626631,0.0530133928571428,0.0441609421000981,0.0349869451697127,0.0463169642857142,0.0250245338567222,0.0172323759791122,0.0111607142857142,0.0225711481844946,7660.0,3584.0,4076.0
AAPL,4,2021-10-28,46883,146831,294,344,9286,29602,33,28,147,172,21179,26855,5,55,4193,5872,5,55,2021-10-29,0.0035360232367241,0.0036599099099099,0.0035002035002035,0.0062511839363515,0.0081644144144144,0.0056980056980056,0.024247016480394,0.0484234234234234,0.0172568172568172,0.0238681568478878,0.0225225225225225,0.0242572242572242,-0.0003788596325061,-0.0259009009009009,0.007000407000407,0.0104186398939193,0.0078828828828828,0.0111518111518111,15837.0,3552.0,12285.0,-0.0017347017347017,0.0311666061666061,-0.0032689282689282,0.0024664087164087,0.0001597064097064,-0.0329013079013079,2021-10-29,0.0072501294665976,0.0075187969924812,0.007,0.0018125323666494,0.0010741138560687,0.0025,0.0134645261522527,0.0064446831364124,0.02,0.0315898498187467,0.0451127819548872,0.019,0.018125323666494,0.0386680988184747,-0.001,0.016053858104609,0.0096670247046186,0.022,7724.0,3724.0,4000.0
AAPL,5,2022-01-27,53207,63061,340,322,10547,12763,34,28,170,161,19590,24411,5,50,3876,5358,5,50,2022-01-28,0.0045019046519681,0.0033003300330033,0.0055038103302286,0.0135057139559044,0.0099009900990099,0.0165114309906858,0.0267805610065797,0.0248794110180248,0.0283657917019475,0.02401015814383,0.0319878141660319,0.0173581710414902,-0.0027704028627496,0.0071084031480071,-0.0110076206604572,0.0171995844395705,0.0109164762630109,0.0224386113463166,8663.0,3939.0,4724.0,0.0146296431245417,-0.0034863806839226,-0.0115221350833057,-0.0066104408916759,-0.0022034802972253,0.0181160238084643,2022-01-28,0.008245663918112,0.0081395348837209,0.008347245409015,0.0014216661927779,0.0023255813953488,0.0005564830272676,0.0142166619277793,0.0098837209302325,0.018363939899833,0.0389536536821154,0.0459302325581395,0.0322760155815247,0.024736991754336,0.0360465116279069,0.0139120756816917,0.0181973272675575,0.0110465116279069,0.025041736227045,7034.0,3440.0,3594.0
AAPL,6,2022-04-28,37292,70934,310,281,7438,14450,27,29,155,141,19256,26838,5,66,3735,5703,5,66,2022-04-29,0.0054040467512881,0.0042834890965732,0.0059380218964557,0.0092999874324494,0.0120716510903426,0.0079792169233624,0.0300364458966947,0.0459501557632398,0.0224531452959732,0.016840517783084,0.0167445482866043,0.016886249768046,-0.0131959281136106,-0.0292056074766355,-0.0055668955279272,0.0193540278999623,0.0179127725856697,0.0200408239005381,7957.0,2568.0,5389.0,-0.0001417014814416,0.0234970104672665,-0.0021280513148683,0.0040924341669802,-0.0016545327998825,-0.0236387119487082,2022-04-29,0.0107933081489476,0.0093348891481913,0.0120481927710843,0.0013491635186184,0.0017502917152858,0.001004016064257,0.019158121964382,0.0122520420070011,0.0251004016064257,0.0350782514840798,0.0466744457409568,0.0251004016064257,0.0159201295196977,0.0344224037339556,0.0,0.0186184565569347,0.014002333722287,0.0225903614457831,7412.0,3428.0,3984.0
AAPL,7,2022-07-28,37157,63790,254,278,7476,13303,30,29,127,139,18900,26703,5,53,3638,5658,5,53,2022-07-29,0.0033417992247025,0.0034897246994959,0.0032639738882088,0.0241946263868466,0.0302442807289647,0.0210118319053447,0.038898542975538,0.0473051570376114,0.0344757241942064,0.0243282983558347,0.029081039162466,0.0218278253773969,-0.0145702446197032,-0.0182241178751454,-0.0126478988168094,0.0157732923405961,0.0155098875533152,0.0159118727050183,7481.0,2579.0,4902.0,0.007253213785069,0.012829432843405,-0.0004019851517031,0.0092324488236199,0.000225750811287,-0.0055762190583359,2022-07-29,0.0073911853271283,0.0091407678244972,0.0059642147117296,0.0013687380235422,0.0018281535648994,0.0009940357852882,0.0208048179578428,0.0158439975624619,0.0248508946322067,0.0312072269367643,0.0475319926873857,0.0178926441351888,0.0104024089789214,0.0316879951249238,-0.0069582504970178,0.0205310703531344,0.0140158439975624,0.025844930417495,7306.0,3282.0,4024.0
AAPL,8,2022-10-27,40027,101644,312,367,7897,21097,32,29,156,184,22828,23359,5,50,4401,5145,5,50,2022-10-28,0.0058518802762854,0.0082704063286587,0.0049718696846787,0.0037413660782808,0.0068320747932398,0.0026167735182519,0.021968534151957,0.0485436893203883,0.0122988355357843,0.0260936300844205,0.0244516361021215,0.0266910898861703,0.0041250959324635,-0.0240920532182668,0.0143922543503859,0.0121834228702993,0.0172599784250269,0.0103362553970953,10424.0,2781.0,7643.0,-0.0022394537840488,0.0362448537846039,0.0069237230279315,0.0042153012749878,0.0032985366439799,-0.0384843075686527,2022-10-28,0.0029031406703615,0.0014655593551538,0.0045924225028702,0.0015835312747426,0.0019540791402051,0.0011481056257175,0.0160992346265505,0.0131900341963849,0.0195177956371986,0.0419635787806809,0.0468978993649242,0.0361653272101033,0.0258643441541303,0.0337078651685393,0.0166475315729047,0.0168910002639218,0.0087933561309233,0.026406429391504,7578.0,4094.0,3484.0
AAPL,9,2023-02-02,79257,62422,372,316,16316,12573,35,27,186,158,22860,21973,5,49,4468,4781,5,49,2023-02-03,0.0027346420548881,0.0035536602700781,0.0017349815658208,0.0077155972262916,0.0097725657427149,0.0052049446974625,0.0292997363023732,0.0355366027007818,0.0216872695727607,0.0227561285281765,0.0167022032693674,0.0301453047061374,-0.0065436077741966,-0.0188343994314143,0.0084580351333767,0.0150405313018849,0.01545842217484,0.0145304706137497,10239.0,5628.0,4611.0,-0.01344310143677,0.013849333128021,0.0009279515610903,0.0045676210452524,0.0018186787042573,-0.027292434564791,2023-02-03,0.0038867295946696,0.0056036678553234,0.0018303843807199,0.0008328706274292,0.0010188487009679,0.0006101281269066,0.0180455302609661,0.0157921548650025,0.0207443563148261,0.0333148250971682,0.0397350993377483,0.0256253813300793,0.0152692948362021,0.0239429444727457,0.0048810250152532,0.0116601887840088,0.0091696383087111,0.0146430750457596,7204.0,3926.0,3278.0
AAPL,10,2023-05-04,69881,58364,356,358,13646,11890,33,31,179,179,19876,25773,4,58,3916,5535,4,58,2023-05-05,0.0028688524590163,0.0025906735751295,0.0032139577594123,0.0089139344262295,0.0038860103626943,0.0151515151515151,0.0262295081967213,0.0240562546262028,0.0289256198347107,0.0256147540983606,0.0281273131014063,0.0224977043158861,-0.0006147540983606,0.0040710584752035,-0.0064279155188246,0.0154713114754098,0.0127683197631384,0.0188246097337006,9760.0,5404.0,4356.0,0.0056296087855202,-0.0048693652085079,-0.0060562899705622,-0.0112655047888208,-0.0006232841842827,0.0104989739940281,2023-05-05,0.0018587360594795,0.0022446689113355,0.0015120967741935,0.0002655337227827,0.0005611672278338,0.0,0.0167286245353159,0.0106621773288439,0.0221774193548387,0.0358470525756771,0.0387205387205387,0.033266129032258,0.0191184280403611,0.0280583613916947,0.0110887096774193,0.0169941582580987,0.0101010101010101,0.0231854838709677,7532.0,3564.0,3968.0
