ticker,event_seq,event_date,units_news__news_chars__post,units_news__news_chars__pre,units_news__news_lines__post,units_news__news_lines__pre,units_news__news_tokens__post,units_news__news_tokens__pre,units_news__news_unique_publishers_units__post,units_news__news_unique_publishers_units__pre,units_news__news_units__post,units_news__news_units__pre,units_tr__tr_chars__prepared,units_tr__tr_chars__qa,units_tr__tr_lines__prepared,units_tr__tr_lines__qa,units_tr__tr_tokens__prepared,units_tr__tr_tokens__qa,units_tr__tr_units__prepared,units_tr__tr_units__qa,lm_news__day0_date,lm_news__nw_lm_constr_prop__all,lm_news__nw_lm_constr_prop__post,lm_news__nw_lm_constr_prop__pre,lm_news__nw_lm_lit_prop__all,lm_news__nw_lm_lit_prop__post,lm_news__nw_lm_lit_prop__pre,lm_news__nw_lm_neg_prop__all,lm_news__nw_lm_neg_prop__post,lm_news__nw_lm_neg_prop__pre,lm_news__nw_lm_pos_prop__all,lm_news__nw_lm_pos_prop__post,lm_news__nw_lm_pos_prop__pre,lm_news__nw_lm_tone__all,lm_news__nw_lm_tone__post,lm_news__nw_lm_tone__pre,lm_news__nw_lm_unc_prop__all,lm_news__nw_lm_unc_prop__post,lm_news__nw_lm_unc_prop__pre,lm_news__nw_n_tokens__all,lm_news__nw_n_tokens__post,lm_news__nw_n_tokens__pre,lm_news__nw_lm_pos_prop__post_minus_pre,lm_news__nw_lm_neg_prop__post_minus_pre,lm_news__nw_lm_unc_prop__post_minus_pre,lm_news__nw_lm_lit_prop__post_minus_pre,lm_news__nw_lm_constr_prop__post_minus_pre,lm_news__nw_lm_tone__post_minus_pre,lm_tr__day0_date,lm_tr__tr_lm_constr_prop__all__all,lm_tr__tr_lm_constr_prop__prepared__all,lm_tr__tr_lm_constr_prop__qa__all,lm_tr__tr_lm_lit_prop__all__all,lm_tr__tr_lm_lit_prop__prepared__all,lm_tr__tr_lm_lit_prop__qa__all,lm_tr__tr_lm_neg_prop__all__all,lm_tr__tr_lm_neg_prop__prepared__all,lm_tr__tr_lm_neg_prop__qa__all,lm_tr__tr_lm_pos_prop__all__all,lm_tr__tr_lm_pos_prop__prepared__all,lm_tr__tr_lm_pos_prop__qa__all,lm_tr__tr_lm_tone__all__all,lm_tr__tr_lm_tone__prepared__all,lm_tr__tr_lm_tone__qa__all,lm_tr__tr_lm_unc_prop__all__all,lm_tr__tr_lm_unc_prop__prepared__all,lm_tr__tr_lm_unc_prop__qa__all,lm_tr__tr_n_tokens__all__all,lm_tr__tr_n_tokens__prepared__all,lm_tr__tr_n_tokens__qa__all
AAPL,11,2023-08-03,54970,47361,409,362,10922,9511,33,31,205,181,19804,26172,5,58,3964,5643,5,58,2023-08-04,0.0013315579227696,0.0009332711152589,0.0018610421836228,0.0057256990679094,0.0083994400373308,0.0021712158808933,0.0249001331557922,0.0254316378908072,0.0241935483870967,0.0263648468708388,0.0272981801213252,0.0251240694789081,0.0014647137150466,0.0018665422305179,0.0009305210918114,0.0155792276964047,0.0139990667288847,0.0176799007444168,7510.0,4286.0,3224.0,0.002174110642417,0.0012380895037105,-0.0036808340155321,0.0062282241564375,-0.0009277710683638,0.0009360211387065,2023-08-04,0.0019162332329592,0.0028785261945883,0.0010438413361169,0.0008212428141253,0.001727115716753,0.0,0.0147823706542567,0.0115141047783534,0.0177453027139874,0.0405146454968519,0.0466321243523316,0.0349686847599164,0.0257322748425951,0.0351180195739781,0.017223382045929,0.0169723514919244,0.0103626943005181,0.022964509394572,7306.0,3474.0,3832.0
AAPL,12,2023-11-02,44936,55250,330,414,8864,11174,34,29,165,208,20393,27584,5,68,4093,6080,5,68,2023-11-03,0.0012109795479009,0.0014692918013517,0.0009928021841648,0.0088805166846071,0.0105789009697325,0.007446016381236,0.0271797631862217,0.0264472524243314,0.0277984611566145,0.0243541442411194,0.0273288275051425,0.0218416480516257,-0.0028256189451022,0.000881575080811,-0.0059568131049888,0.0153390742734122,0.0161622098148692,0.0146438322164308,7432.0,3403.0,4029.0,0.0054871794535168,-0.001351208732283,0.0015183775984383,0.0031328845884965,0.0004764896171869,0.0068383881857998,2023-11-03,0.0023504831548707,0.0016638935108153,0.0029615004935834,0.0007834943849569,0.0011092623405435,0.0004935834155972,0.0159310524941237,0.0133111480865224,0.0182625863770977,0.036563071297989,0.043261231281198,0.0306021717670286,0.0206320188038652,0.0299500831946755,0.0123395853899308,0.0138417341342387,0.0099833610648918,0.0172754195459032,7658.0,3606.0,4052.0
AAPL,13,2024-02-01,49952,63088,370,469,9944,12795,33,35,185,235,20233,23698,5,54,4120,5181,5,54,2024-02-02,0.0029267150550222,0.0013178703215603,0.004212299915754,0.008428939358464,0.0055350553505535,0.0107413647851727,0.0268087099040037,0.0234580917237743,0.029486099410278,0.0269257785062046,0.0279388508170796,0.0261162594776748,0.0001170686022008,0.0044807590933052,-0.0033698399326032,0.0158042612971201,0.0139694254085398,0.0172704296545914,8542.0,3794.0,4748.0,0.0018225913394047,-0.0060280076865036,-0.0033010042460516,-0.0052063094346191,-0.0028944295941936,0.0078505990259084,2024-02-02,0.0022484541877459,0.0027870680044593,0.0017006802721088,0.0014052838673412,0.0016722408026755,0.0011337868480725,0.0148960089938167,0.0105908584169453,0.0192743764172335,0.0418774592467678,0.0462653288740245,0.0374149659863945,0.026981450252951,0.0356744704570791,0.0181405895691609,0.0120854412591343,0.0083612040133779,0.0158730158730158,7116.0,3588.0,3528.0
AAPL,14,2024-05-02,78388,62984,572,476,15558,12627,33,32,286,238,18370,27275,3,72,3756,6036,3,72,2024-05-03,0.0008283479061205,0.0004914809960681,0.0012602394454946,0.0044178554993097,0.0022935779816513,0.0071413568578029,0.0289001380579843,0.0275229357798165,0.0306658265070363,0.0219052001840773,0.0250655307994757,0.0178533921445074,-0.006994937873907,-0.0024574049803407,-0.0128124343625288,0.0176714219972388,0.0181847968545216,0.0170132325141776,10865.0,6104.0,4761.0,0.0072121386549682,-0.0031428907272198,0.0011715643403439,-0.0048477788761516,-0.0007687584494264,0.0103550293821881,2024-05-03,0.0011108025548458,0.0024721878862793,0.0,0.0002777006387114,0.0,0.0005042864346949,0.0141627325742849,0.0117428924598269,0.016137165910237,0.0369341849486253,0.0451174289245982,0.0302571860816944,0.0227714523743404,0.0333745364647713,0.0141200201714573,0.0161066370452652,0.0123609394313967,0.0191628845184064,7202.0,3236.0,3966.0
AAPL,15,2024-08-01,65325,53060,478,386,12832,10598,34,27,239,193,18283,26782,4,66,3649,5715,4,66,2024-08-02,0.0021798990362551,0.0012719949120203,0.0032508127031757,0.0081459385039008,0.0105999576001696,0.005251312828207,0.0331574116567232,0.0413398346406614,0.0235058764691172,0.0293712712253327,0.0288318846724613,0.0300075018754688,-0.0037861404313905,-0.0125079499682001,0.0065016254063515,0.0228315741165672,0.0252278990884036,0.0200050012503125,8716.0,4717.0,3999.0,-0.0011756172030075,0.0178339581715441,0.005222897838091,0.0053486447719625,-0.0019788177911554,-0.0190095753745517,2024-08-02,0.0050279329608938,0.0024968789013732,0.0070778564206268,0.0016759776536312,0.0006242197253433,0.0025278058645096,0.0103351955307262,0.0093632958801498,0.0111223458038422,0.0374301675977653,0.0461922596754057,0.0303336703741152,0.0270949720670391,0.0368289637952559,0.019211324570273,0.014804469273743,0.0093632958801498,0.019211324570273,7160.0,3204.0,3956.0
AAPL,16,2024-10-31,78838,68445,450,512,15887,13912,36,37,225,256,19146,25705,3,74,3901,5761,3,74,2024-11-01,0.0019642506383814,0.0026647717178895,0.0010981770261366,0.0055981143193871,0.0074613608100906,0.0032945310784098,0.0249459831074445,0.0241605969088648,0.025916977816824,0.024258495384011,0.026647717178895,0.0213046343070502,-0.0006874877234335,0.0024871202700302,-0.0046123435097737,0.0132586918090748,0.0179427962337893,0.0074676037777289,10182.0,5629.0,4553.0,0.0053430828718447,-0.0017563809079592,0.0104751924560603,0.0041668297316807,0.0015665946917528,0.0070994637798039,2024-11-01,0.0019818799546998,0.0005871990604815,0.0032804811372334,0.0005662514156285,0.0005871990604815,0.0005467468562055,0.0096262740656851,0.0064591896652965,0.0125751776927282,0.0342582106455266,0.0399295361127422,0.0289775833788955,0.0246319365798414,0.0334703464474456,0.0164024056861673,0.0167044167610419,0.008220786846741,0.0246036085292509,7064.0,3406.0,3658.0
AAPL,17,2025-01-30,98042,66201,492,434,19103,13322,35,34,246,217,18711,25664,3,75,3800,5640,3,75,2025-01-31,0.0024160425223483,0.0022579359808739,0.0026595744680851,0.0068454538133204,0.0074379067605259,0.0059328968903436,0.0384956108560844,0.0351972373489175,0.0435761047463175,0.0302005315293549,0.0317439234958161,0.027823240589198,-0.0082950793267294,-0.0034533138531013,-0.0157528641571194,0.0147378593863252,0.0151414530482135,0.0141162029459901,12417.0,7529.0,4888.0,0.0039206829066181,-0.0083788673973999,0.0010252501022233,0.0015050098701822,-0.0004016384872111,0.0122995503040181,2025-01-31,0.0019886363636363,0.0012121212121212,0.0026737967914438,0.0008522727272727,0.0006060606060606,0.0010695187165775,0.0113636363636363,0.009090909090909,0.0133689839572192,0.0411931818181818,0.0503030303030303,0.0331550802139037,0.0298295454545454,0.0412121212121212,0.0197860962566844,0.0125,0.0066666666666666,0.0176470588235294,7040.0,3300.0,3740.0
AAPL,18,2025-05-01,126609,112364,580,510,26258,23532,34,39,290,255,19146,26224,3,71,3903,5706,3,71,2025-05-02,0.0023324521847302,0.0023278370514064,0.0023377490815985,0.0133208935883481,0.0112512124151309,0.0156963152621618,0.037163738143368,0.0292919495635305,0.0461983747077813,0.0232726895765303,0.0235693501454898,0.0229322052766336,-0.0138910485668377,-0.0057225994180407,-0.0232661694311477,0.0202664178717669,0.0223084384093113,0.0179227429589224,19293.0,10310.0,8983.0,0.0006371448688561,-0.0169064251442508,0.0043856954503889,-0.0044451028470309,-9.91203019217379e-06,0.0175435700131069,2025-05-02,0.0008505812305075,0.0005906674542232,0.0010905125408942,0.0019846895378508,0.0005906674542232,0.0032715376226826,0.0153104621491352,0.0076786769049025,0.0223555070883315,0.0300538701445988,0.0360307147076196,0.0245365321701199,0.0147434079954635,0.028352037802717,0.0021810250817884,0.0212645307626878,0.0106320141760189,0.0310796074154852,7054.0,3386.0,3668.0
AAPL,19,2025-07-31,175565,98487,714,440,37271,20874,37,32,357,220,20757,24736,3,55,4193,5382,3,55,2025-08-01,0.00375,0.0051579626047711,0.0011778563015312,0.0181018518518518,0.0154738878143133,0.0229027614186624,0.0299074074074074,0.0300881151944981,0.0295772804606726,0.0266203703703703,0.0293000931298803,0.0217249051171312,-0.003287037037037,-0.0007880220646178,-0.0078523753435414,0.0133333333333333,0.0108890321656279,0.0177987174453605,21600.0,13959.0,7641.0,0.007575188012749,0.0005108347338254,-0.0069096852797326,-0.0074288736043491,0.0039801063032399,0.0070643532789236,2025-08-01,0.0019130910084722,0.0016322089227421,0.0021965952773201,0.0016397922929762,0.0016322089227421,0.0016474464579901,0.0101120524733533,0.0048966267682263,0.015376166941241,0.0336157420060125,0.0489662676822633,0.0181219110378912,0.0235036895326591,0.044069640914037,0.0027457440966501,0.0155780267832741,0.0087051142546245,0.0225151015925315,7318.0,3676.0,3642.0
AAPL,20,2025-10-30,113659,79949,680,536,23125,16343,30,32,340,268,22039,22998,3,73,4427,4971,3,73,2025-10-31,0.001359989120087,0.0008150908244061,0.0021248774109186,0.0047599619203046,0.0027945971122496,0.0075187969924812,0.0172718618251054,0.0123428039124359,0.0241909120627656,0.0219638242894056,0.0199115044247787,0.0248447204968944,0.0046919624643002,0.0075687005123428,0.0006538084341288,0.0150278797769617,0.0161853749417792,0.0134030728996404,14706.0,8588.0,6118.0,-0.0049332160721156,-0.0118481081503296,0.0027823020421388,-0.0047241998802315,-0.0013097865865124,0.006914892078214,2025-10-31,0.0053310886644219,0.0025367833587011,0.0087884494664155,0.0014029180695847,0.0015220700152207,0.0012554927809165,0.0092592592592592,0.0060882800608828,0.0131826741996233,0.0401234567901234,0.0502283105022831,0.0276208411801632,0.0308641975308641,0.0441400304414003,0.0144381669805398,0.0145903479236812,0.0076103500761035,0.0232266164469554,7128.0,3942.0,3186.0
ABBV,1,2021-02-03,5425,5552,54,46,1122,1104,10,8,27,23,30113,45906,6,68,5623,9865,6,68,2021-02-03,0.0036496350364963,0.0,0.0053763440860215,0.0,0.0,0.0,0.0237226277372262,0.0113636363636363,0.0295698924731182,0.0310218978102189,0.034090909090909,0.0295698924731182,0.0072992700729927,0.0227272727272727,0.0,0.0200729927007299,0.0113636363636363,0.0241935483870967,548.0,176.0,372.0,0.0045210166177908,-0.0182062561094819,-0.0128299120234604,0.0,-0.0053763440860215,0.0227272727272727,2021-02-03,0.0021739130434782,0.003193612774451,0.0014388489208633,0.0046822742474916,0.0079840319361277,0.0023021582733812,0.0160535117056856,0.0107784431137724,0.0198561151079136,0.0339464882943143,0.0403193612774451,0.0293525179856115,0.0178929765886287,0.0295409181636726,0.0094964028776978,0.0275919732441471,0.0319361277445109,0.0244604316546762,11960.0,5010.0,6950.0
ABBV,2,2021-04-30,8610,7414,70,58,1753,1532,10,10,35,29,24055,44441,7,75,4472,9339,7,75,2021-04-30,0.0011627906976744,0.0,0.0025510204081632,0.0116279069767441,0.0192307692307692,0.0025510204081632,0.027906976744186,0.032051282051282,0.0229591836734693,0.0244186046511627,0.0299145299145299,0.0178571428571428,-0.0034883720930232,-0.0021367521367521,-0.0051020408163265,0.0220930232558139,0.0235042735042735,0.0204081632653061,860.0,468.0,392.0,0.012057387057387,0.0090920983778126,0.0030961102389673,0.0166797488226059,-0.0025510204081632,0.0029652886795743,2021-04-30,0.0020298948145414,0.0024764735017335,0.0017647058823529,0.004982469090238,0.008420009905894,0.0029411764705882,0.0188226610075659,0.0118870728083209,0.0229411764705882,0.0308174940025835,0.033680039623576,0.0291176470588235,0.0119948329950175,0.021792966815255,0.0061764705882352,0.0225133788521867,0.0237741456166419,0.0217647058823529,10838.0,4038.0,6800.0
ABBV,3,2021-07-30,6855,9976,54,76,1340,2042,8,11,27,38,26436,46323,7,66,4914,9855,7,66,2021-07-30,0.0010928961748633,0.0,0.0017793594306049,0.0,0.0,0.0,0.0229508196721311,0.0283286118980169,0.0195729537366548,0.0306010928961748,0.0396600566572237,0.0249110320284697,0.0076502732240437,0.0113314447592068,0.0053380782918149,0.0131147540983606,0.0113314447592068,0.0142348754448398,915.0,353.0,562.0,0.014749024628754,0.0087556581613621,-0.002903430685633,0.0,-0.0017793594306049,0.0059933664673918,2021-07-30,0.0023251654444643,0.0032302722658052,0.0017523364485981,0.0060812019316759,0.0078449469312413,0.004964953271028,0.017528170273654,0.0092293493308721,0.0227803738317757,0.0377392237524593,0.042455006922012,0.0347546728971962,0.0202110534788052,0.0332256575911398,0.0119742990654205,0.029332856376319,0.0276880479926165,0.0303738317757009,11182.0,4334.0,6848.0
ABBV,4,2021-10-29,7664,8382,48,70,1537,1736,9,8,24,35,26270,46866,7,65,4957,9912,7,65,2021-10-29,0.0,0.0,0.0,0.0010460251046025,0.0,0.0021978021978021,0.0261506276150627,0.0279441117764471,0.0241758241758241,0.0271966527196652,0.0279441117764471,0.0263736263736263,0.0010460251046025,0.0,0.0021978021978021,0.0146443514644351,0.0099800399201596,0.0197802197802197,956.0,501.0,455.0,0.0015704854028207,0.0037682876006229,-0.00980017986006,-0.0021978021978021,0.0,-0.0021978021978021,2021-10-29,0.0035714285714285,0.0036714089031665,0.0035077462730195,0.00625,0.0064249655805415,0.0061385559777842,0.0196428571428571,0.0137677833868747,0.0233849751534639,0.0380357142857142,0.0435979807251032,0.0344928383513592,0.0183928571428571,0.0298301973382285,0.0111078631978953,0.0221428571428571,0.0243230839834786,0.0207541654486992,11200.0,4358.0,6842.0
