ticker,earnings_date,announce_timing,pre_date,react_date,d5,d10,d20,pre_adj_close,react_adj_close,adj_close_p5,adj_close_p10,adj_close_p20,delta_react_vs_pre,delta_p5_vs_pre,delta_p10_vs_pre,delta_p20_vs_pre,delta_drift_5_vs_react,delta_drift_10_vs_react,delta_drift_20_vs_react,retpct_react_vs_pre,retpct_p5_vs_pre,retpct_p10_vs_pre,retpct_p20_vs_pre,retpct_drift_5_vs_react,retpct_drift_10_vs_react,retpct_drift_20_vs_react
MSFT,2021-01-26,amc,2021-01-26,2021-01-27,2021-02-03,2021-02-10,2021-02-25,222.92987060546875,223.476806640625,233.16818237304688,232.9954376220703,220.23106384277344,0.54693603515625,10.238311767578125,10.065567016601562,-2.6988067626953125,9.691375732421875,9.518630981445312,-3.2457427978515625,0.2453399509320109,4.592615489243901,4.515127106683314,-1.2106079617619003,4.336636037585162,4.259337299710175,-1.4523846329480894
MSFT,2021-04-27,amc,2021-04-27,2021-04-28,2021-05-05,2021-05-12,2021-05-26,251.9495849609375,244.8230133056641,237.04248046875,229.85818481445312,242.4289703369141,-7.126571655273409,-14.9071044921875,-22.091400146484375,-9.520614624023409,-7.780532836914091,-14.964828491210966,-2.39404296875,-2.8285705080158485,-5.9167013490015075,-8.768182789389966,-3.7787776572442033,-3.1780234757587955,-6.112508905577119,-0.9778668011740432
MSFT,2021-07-27,amc,2021-07-27,2021-07-28,2021-08-04,2021-08-11,2021-08-25,276.2160949707031,275.9076232910156,276.1872253417969,276.61138916015625,291.6861572265625,-0.3084716796875,-0.02886962890625,0.395294189453125,15.470062255859375,0.27960205078125,0.703765869140625,15.778533935546875,-0.11167766299795545,-0.010451827185997686,0.14311048365776013,5.600709928760739,0.10133900884874425,0.25507300622800155,5.718774185120767
MSFT,2021-10-26,amc,2021-10-26,2021-10-27,2021-11-03,2021-11-10,2021-11-24,299.5091552734375,312.1227111816406,322.5825500488281,319.4918518066406,326.9559020996094,12.613555908203125,23.073394775390625,19.982696533203125,27.446746826171875,10.4598388671875,7.369140625,14.83319091796875,4.211409129276045,7.7037360525175735,6.671814928314923,9.163909130294968,3.3511944156797924,2.360975462856185,4.752358731542783
MSFT,2022-01-25,amc,2022-01-25,2022-01-26,2022-02-02,2022-02-09,2022-02-24,279.137939453125,287.0914611816406,303.29852294921875,301.12139892578125,285.6296691894531,7.953521728515625,24.16058349609375,21.98345947265625,6.491729736328125,16.207061767578125,14.029937744140625,-1.4617919921875,2.8493159131638635,8.655428045155066,7.875482464234462,2.3256350423186634,5.6452608171874585,4.8869226853333725,-0.5091729256491706
MSFT,2022-04-26,amc,2022-04-26,2022-04-27,2022-05-04,2022-05-11,2022-05-25,262.0008850097656,274.60552978515625,281.1598815917969,252.62503051757812,255.1279296875,12.604644775390625,19.15899658203125,-9.3758544921875,-6.872955322265625,6.554351806640625,-21.980499267578125,-19.47760009765625,4.810916869582638,7.312569414151837,-3.5785583288537537,-2.6232565290798315,2.3868244065472943,-8.004390619801082,-7.0929380456740905
MSFT,2022-07-26,amc,2022-07-26,2022-07-27,2022-08-03,2022-08-10,2022-08-24,244.8069610595703,261.1727600097656,274.51617431640625,281.017822265625,268.5931396484375,16.365798950195312,29.709213256835938,36.21086120605469,23.786178588867188,13.343414306640625,19.845062255859375,7.420379638671875,6.685185290222573,12.135771437318986,14.791597857073713,9.716299931144178,5.10903752219094,7.598442599878075,2.8411767132201726
MSFT,2022-10-25,amc,2022-10-25,2022-10-26,2022-11-02,2022-11-09,2022-11-23,244.1189727783203,225.28363037109375,214.35646057128903,218.6513214111328,241.79884338378903,-18.835342407226562,-29.76251220703128,-25.4676513671875,-2.3201293945312784,-10.927169799804716,-6.6323089599609375,16.515213012695284,-7.7156405308695835,-12.191806260817772,-10.432475230146975,-0.9504092894238703,-4.8504055895251525,-2.9439817482681763,7.330853549142002
MSFT,2023-01-24,amc,2023-01-24,2023-01-25,2023-02-01,2023-02-08,2023-02-23,236.38818359375,234.9915771484375,246.8480682373047,260.5017395019531,249.44419860839844,-1.3966064453125,10.459884643554688,24.113555908203125,13.056015014648438,11.856491088867188,25.510162353515625,14.452621459960938,-0.5908105997855961,4.424876271112921,10.200829644532483,5.523125063258716,5.045496197243615,10.855777327457815,6.150272122660638
MSFT,2023-04-25,amc,2023-04-25,2023-04-26,2023-05-03,2023-05-10,2023-05-24,269.6625061035156,289.1954345703125,298.03662109375,305.7813415527344,307.9609069824219,19.532928466796875,28.374114990234375,36.11883544921875,38.29840087890625,8.8411865234375,16.585906982421875,18.765472412109375,7.24347212708123,10.522083844812435,13.394088770855594,14.202345528971904,3.0571666999424707,5.735189771258065,6.488854998693583
MSFT,2023-07-25,amc,2023-07-25,2023-07-26,2023-08-02,2023-08-09,2023-08-23,344.39422607421875,331.43206787109375,321.3547668457031,316.1836853027344,321.54351806640625,-12.962158203125,-23.039459228515625,-28.210540771484375,-22.8507080078125,-10.077301025390625,-15.248382568359375,-9.8885498046875,-3.76375595807219,-6.689850608456627,-8.191351258428137,-6.63504387639996,-3.0405328881181304,-4.600756549088681,-2.9835826895704964
MSFT,2023-10-24,amc,2023-10-24,2023-10-25,2023-11-01,2023-11-08,2023-11-22,325.01458740234375,334.98541259765625,340.2952880859375,357.1394958496094,372.299072265625,9.9708251953125,15.28070068359375,32.124908447265625,47.28448486328125,5.30987548828125,22.154083251953125,37.31365966796875,3.0678085174587366,4.701543030952449,9.884143571530647,14.548419269793133,1.5851064818332317,6.613447158835517,11.13889090829916
MSFT,2024-01-30,amc,2024-01-30,2024-01-31,2024-02-07,2024-02-14,2024-02-29,402.5874938964844,391.7392272949219,407.96728515625,404.2203674316406,408.3170166015625,-10.8482666015625,5.379791259765625,1.63287353515625,5.729522705078125,16.228057861328125,12.48114013671875,16.577789306640625,-2.6946357663936493,1.3363036212816093,0.4055946992670645,1.423174537694738,4.142566465295738,3.1860838198167762,4.231843060781859
MSFT,2024-04-25,amc,2024-04-25,2024-04-26,2024-05-03,2024-05-10,2024-05-24,393.9048767089844,401.0911865234375,401.4267883300781,409.4028015136719,425.3902893066406,7.186309814453125,7.52191162109375,15.4979248046875,31.48541259765625,0.335601806640625,8.311614990234375,24.299102783203125,1.824376959862395,1.9095756528678232,3.934433341920096,7.993151255377207,0.08367219672651416,2.0722507174185223,6.058248996648841
MSFT,2024-07-30,amc,2024-07-30,2024-07-31,2024-08-07,2024-08-14,2024-08-28,418.2306213378906,413.7112731933594,394.0121154785156,412.2377624511719,406.7790222167969,-4.51934814453125,-24.218505859375,-5.99285888671875,-11.45159912109375,-19.69915771484375,-1.4735107421875,-6.9322509765625,-1.0805875787081698,-5.790706042016169,-1.4329077262559164,-2.7381063310144227,-4.7615714125432635,-0.35616886405190895,-1.6756253517226538
MSFT,2024-10-30,amc,2024-10-30,2024-10-31,2024-11-07,2024-11-14,2024-11-29,428.5049743652344,402.5686340332031,421.4710388183594,422.9174499511719,420.359130859375,-25.93634033203125,-7.033935546875,-5.5875244140625,-8.145843505859375,18.90240478515625,20.34881591796875,17.790496826171875,-6.052751282631441,-1.6415061592446434,-1.303957888082763,-1.9009915854363735,4.695448971217475,5.054744507564002,4.419245644633252
MSFT,2025-01-29,amc,2025-01-29,2025-01-30,2025-02-06,2025-02-13,2025-02-28,439.0909118652344,411.95111083984375,412.7750244140625,407.5337219238281,394.87310791015625,-27.139801025390625,-26.315887451171875,-31.55718994140625,-44.217803955078125,0.82391357421875,-4.417388916015625,-17.0780029296875,-6.180907026770887,-5.993266255360064,-7.186937622405576,-10.070307255334276,0.20000275579765692,-1.072309019147899,-4.145638276073738
MSFT,2025-04-30,amc,2025-04-30,2025-05-01,2025-05-08,2025-05-15,2025-05-30,393.15234375,423.1316223144531,435.8335876464844,451.5411987304687,458.7458190917969,29.979278564453125,42.681243896484375,58.38885498046869,65.59347534179688,12.70196533203125,28.409576416015568,35.61419677734375,7.625359238228668,10.856159088199346,14.85145794211451,16.683984309020627,3.0018946025716087,6.714122726309224,8.416812854246292
MSFT,2025-07-30,amc,2025-07-30,2025-07-31,2025-08-07,2025-08-14,2025-08-28,511.4404296875,531.62939453125,519.0138549804688,520.6480102539062,508.68792724609375,20.18896484375,7.57342529296875,9.20758056640625,-2.75250244140625,-12.61553955078125,-10.98138427734375,-22.94146728515625,3.947471430071703,1.4808030130891714,1.8003231719542212,-0.5381863227136852,-2.3729951128651727,-2.0656089355304164,-4.315312042778274
MSFT,2025-10-29,amc,2025-10-29,2025-10-30,2025-11-06,2025-11-13,2025-11-28,540.538330078125,524.77783203125,496.1713562011719,502.3497924804687,492.010009765625,-15.760498046875,-44.366973876953125,-38.18853759765631,-48.5283203125,-28.606475830078125,-22.428039550781307,-32.767822265625,-2.9157040620222285,-8.207923732354129,-7.0649083464879965,-8.977775971129764,-5.451159344774803,-4.273816114520201,-6.244132329064101
