ticker,earnings_date,announce_timing,pre_date,react_date,d5,d10,d20,pre_adj_close,react_adj_close,adj_close_p5,adj_close_p10,adj_close_p20
MSFT,2021-01-26,amc,2021-01-26,2021-01-27,2021-02-03,2021-02-10,2021-02-25,222.92987060546875,223.476806640625,233.16818237304688,232.9954376220703,220.23106384277344
MSFT,2021-04-27,amc,2021-04-27,2021-04-28,2021-05-05,2021-05-12,2021-05-26,251.9495849609375,244.8230133056641,237.04248046875,229.85818481445312,242.4289703369141
MSFT,2021-07-27,amc,2021-07-27,2021-07-28,2021-08-04,2021-08-11,2021-08-25,276.2160949707031,275.9076232910156,276.1872253417969,276.61138916015625,291.6861572265625
MSFT,2021-10-26,amc,2021-10-26,2021-10-27,2021-11-03,2021-11-10,2021-11-24,299.5091552734375,312.1227111816406,322.5825500488281,319.4918518066406,326.9559020996094
MSFT,2022-01-25,amc,2022-01-25,2022-01-26,2022-02-02,2022-02-09,2022-02-24,279.137939453125,287.0914611816406,303.29852294921875,301.12139892578125,285.6296691894531
MSFT,2022-04-26,amc,2022-04-26,2022-04-27,2022-05-04,2022-05-11,2022-05-25,262.0008850097656,274.60552978515625,281.1598815917969,252.62503051757812,255.1279296875
MSFT,2022-07-26,amc,2022-07-26,2022-07-27,2022-08-03,2022-08-10,2022-08-24,244.8069610595703,261.1727600097656,274.51617431640625,281.017822265625,268.5931396484375
MSFT,2022-10-25,amc,2022-10-25,2022-10-26,2022-11-02,2022-11-09,2022-11-23,244.1189727783203,225.28363037109375,214.35646057128903,218.6513214111328,241.79884338378903
MSFT,2023-01-24,amc,2023-01-24,2023-01-25,2023-02-01,2023-02-08,2023-02-23,236.38818359375,234.9915771484375,246.8480682373047,260.5017395019531,249.44419860839844
MSFT,2023-04-25,amc,2023-04-25,2023-04-26,2023-05-03,2023-05-10,2023-05-24,269.6625061035156,289.1954345703125,298.03662109375,305.7813415527344,307.9609069824219
MSFT,2023-07-25,amc,2023-07-25,2023-07-26,2023-08-02,2023-08-09,2023-08-23,344.39422607421875,331.43206787109375,321.3547668457031,316.1836853027344,321.54351806640625
MSFT,2023-10-24,amc,2023-10-24,2023-10-25,2023-11-01,2023-11-08,2023-11-22,325.01458740234375,334.98541259765625,340.2952880859375,357.1394958496094,372.299072265625
MSFT,2024-01-30,amc,2024-01-30,2024-01-31,2024-02-07,2024-02-14,2024-02-29,402.5874938964844,391.7392272949219,407.96728515625,404.2203674316406,408.3170166015625
MSFT,2024-04-25,amc,2024-04-25,2024-04-26,2024-05-03,2024-05-10,2024-05-24,393.9048767089844,401.0911865234375,401.4267883300781,409.4028015136719,425.3902893066406
MSFT,2024-07-30,amc,2024-07-30,2024-07-31,2024-08-07,2024-08-14,2024-08-28,418.2306213378906,413.7112731933594,394.0121154785156,412.2377624511719,406.7790222167969
MSFT,2024-10-30,amc,2024-10-30,2024-10-31,2024-11-07,2024-11-14,2024-11-29,428.5049743652344,402.5686340332031,421.4710388183594,422.9174499511719,420.359130859375
MSFT,2025-01-29,amc,2025-01-29,2025-01-30,2025-02-06,2025-02-13,2025-02-28,439.0909118652344,411.95111083984375,412.7750244140625,407.5337219238281,394.87310791015625
MSFT,2025-04-30,amc,2025-04-30,2025-05-01,2025-05-08,2025-05-15,2025-05-30,393.15234375,423.1316223144531,435.8335876464844,451.5411987304687,458.7458190917969
MSFT,2025-07-30,amc,2025-07-30,2025-07-31,2025-08-07,2025-08-14,2025-08-28,511.4404296875,531.62939453125,519.0138549804688,520.6480102539062,508.68792724609375
MSFT,2025-10-29,amc,2025-10-29,2025-10-30,2025-11-06,2025-11-13,2025-11-28,540.538330078125,524.77783203125,496.1713562011719,502.3497924804687,492.010009765625
