ticker,earnings_date,announce_timing,day0_date,date,offset,open,high,low,close,adj_close,volume
MSFT,2021-01-26,amc,2021-01-27,2021-01-20,-5,217.6999969482422,225.7899932861328,217.2899932861328,224.33999633789065,215.2631072998047,37777300.0
MSFT,2021-01-26,amc,2021-01-27,2021-01-21,-4,224.6999969482422,226.3000030517578,222.4199981689453,224.97000122070312,215.86767578125,30709400.0
MSFT,2021-01-26,amc,2021-01-27,2021-01-22,-3,227.0800018310547,230.07000732421875,225.8000030517578,225.9499969482422,216.80799865722656,30172700.0
MSFT,2021-01-26,amc,2021-01-27,2021-01-25,-2,229.1199951171875,229.77999877929688,224.22000122070312,229.52999877929688,220.24319458007812,33152100.0
MSFT,2021-01-26,amc,2021-01-27,2021-01-26,-1,231.86000061035156,234.17999267578125,230.0800018310547,232.3300018310547,222.92987060546875,49169600.0
MSFT,2021-01-26,amc,2021-01-27,2021-01-27,0,238.0,240.44000244140625,230.13999938964844,232.8999938964844,223.476806640625,69870600.0
MSFT,2021-01-26,amc,2021-01-27,2021-01-28,1,235.61000061035156,242.63999938964844,235.08999633789065,238.92999267578125,229.2628173828125,49111200.0
MSFT,2021-01-26,amc,2021-01-27,2021-01-29,2,235.9900054931641,238.02000427246097,231.3500061035156,231.9600067138672,222.5748748779297,42503100.0
MSFT,2021-01-26,amc,2021-01-27,2021-02-01,3,235.05999755859375,242.5,232.42999267578125,239.6499938964844,229.95372009277344,33314200.0
MSFT,2021-01-26,amc,2021-01-27,2021-02-02,4,241.3000030517578,242.30999755859375,238.69000244140625,239.5099945068359,229.81936645507812,25916300.0
MSFT,2021-01-26,amc,2021-01-27,2021-02-03,5,239.57000732421875,245.08999633789065,239.2599945068359,243.0,233.1681671142578,27158100.0
MSFT,2021-01-26,amc,2021-01-27,2021-02-04,6,242.66000366210935,243.2400054931641,240.3699951171875,242.0099945068359,232.2182159423828,25296100.0
MSFT,2021-01-26,amc,2021-01-27,2021-02-05,7,242.22999572753903,243.27999877929688,240.4199981689453,242.1999969482422,232.40054321289065,18054800.0
MSFT,2021-01-26,amc,2021-01-27,2021-02-08,8,243.1499938964844,243.67999267578125,240.80999755859375,242.47000122070312,232.6595916748047,22211900.0
MSFT,2021-01-26,amc,2021-01-27,2021-02-09,9,241.8699951171875,244.7599945068359,241.3800048828125,243.77000427246097,233.906982421875,23565000.0
MSFT,2021-01-26,amc,2021-01-27,2021-02-10,10,245.0,245.9199981689453,240.88999938964844,242.82000732421875,232.99546813964844,22186700.0
MSFT,2021-04-27,amc,2021-04-28,2021-04-21,-5,258.94000244140625,260.67999267578125,257.25,260.5799865722656,250.6127471923828,24030400.0
MSFT,2021-04-27,amc,2021-04-28,2021-04-22,-4,260.2099914550781,261.7799987792969,255.63999938964844,257.1700134277344,247.33314514160156,25606200.0
MSFT,2021-04-27,amc,2021-04-28,2021-04-23,-3,257.8800048828125,261.510009765625,257.2699890136719,261.1499938964844,251.16099548339844,21462600.0
