ticker,t_earnings_date,announce_timing,pre_date,post_date,d5,d10,d20,pre_adj_close,post_adj_close,adj_close_5,adj_close_10,adj_close_20,post_minus_pre,r_post_pre,drift_5,drift_10,drift_20,r_5_post,r_10_post,r_20_post,eps_est,eps_actual,revenue_est,revenue_actual,eps_surprise,revenue_surprise,news_tminus1_date,news_tplus1_date,news_tminus1_k,news_tminus1_pos,news_tminus1_neu,news_tminus1_neg,news_tminus1_pos_share,news_tminus1_neu_share,news_tminus1_neg_share,news_tplus1_k,news_tplus1_pos,news_tplus1_neu,news_tplus1_neg,news_tplus1_pos_share,news_tplus1_neu_share,news_tplus1_neg_share,transcript_date_used,transcript_sentence_k,transcript_pos,transcript_neu,transcript_neg,transcript_pos_share,transcript_neu_share,transcript_neg_share
MSFT,2021-01-26,amc,2021-01-26,2021-01-27,2021-02-03,2021-02-10,2021-02-25,222.92990112304688,223.47683715820312,233.16815185546875,232.99546813964844,220.2310485839844,0.54693603515625,0.0024533991734665417,9.691314697265625,9.518630981445312,-3.2457885742187216,0.04336608133757047,0.04259336718063045,-0.014524049183320842,1.64,2.03,40189600000.0,43076000000.0,0.23780487804878045,0.07181957521348807,2021-01-25,2021-01-27,14,5,9,0,0.35714285714285715,0.6428571428571429,0.0,20,9,10,1,0.45,0.5,0.05,2021-01-26,421,152,258,11,0.36104513064133015,0.6128266033254157,0.026128266033254157
MSFT,2021-04-27,amc,2021-04-27,2021-04-28,2021-05-05,2021-05-12,2021-05-26,251.94960021972656,244.82302856445312,237.04246520996097,229.8582000732422,242.428955078125,-7.1265716552734375,-0.02828570336709535,-7.780563354492159,-14.964828491210938,-2.394073486328125,-0.03178035742844276,-0.061125085246101496,-0.009778792053860452,1.78,1.95,41032800000.0,41706000000.0,0.09550561797752805,0.016406387085453587,2021-04-26,2021-04-28,12,2,10,0,0.16666666666666666,0.8333333333333334,0.0,23,6,8,9,0.2608695652173913,0.34782608695652173,0.391304347826087,2021-04-27,502,145,344,13,0.28884462151394424,0.6852589641434262,0.025896414342629483
MSFT,2021-07-27,amc,2021-07-27,2021-07-28,2021-08-04,2021-08-11,2021-08-25,276.21612548828125,275.9076232910156,276.18719482421875,276.61138916015625,291.68603515625,-0.308502197265625,-0.0011168869910120893,0.279571533203125,0.703765869140625,15.778411865234375,0.0010132794805319811,0.0025507300622800155,0.05718729941938561,1.92,2.17,43962700000.0,46152000000.0,0.13020833333333334,0.049799034181249105,2021-07-26,2021-07-28,16,5,9,2,0.3125,0.5625,0.125,15,9,5,1,0.6,0.3333333333333333,0.06666666666666667,2021-07-27,437,152,270,15,0.34782608695652173,0.6178489702517163,0.034324942791762014
MSFT,2021-10-26,amc,2021-10-26,2021-10-27,2021-11-03,2021-11-10,2021-11-24,299.5091857910156,312.1228332519531,322.5824890136719,319.4919128417969,326.95599365234375,12.6136474609375,0.04211439267755468,10.45965576171875,7.36907958984375,14.833160400390625,0.03351134440483383,0.023609549846342892,0.04752347095483689,2.07,2.27,44002200000.0,45317000000.0,0.0966183574879228,0.0298803241656099,2021-10-25,2021-10-27,9,0,9,0,0.0,1.0,0.0,17,13,3,1,0.7647058823529411,0.17647058823529413,0.058823529411764705,2021-10-26,465,152,295,18,0.32688172043010755,0.6344086021505376,0.03870967741935484
MSFT,2022-01-25,amc,2022-01-25,2022-01-26,2022-02-02,2022-02-09,2022-02-24,279.1380310058594,287.09149169921875,303.29852294921875,301.1214599609375,285.629638671875,7.953460693359375,0.02849293113052176,16.20703125,14.02996826171875,-1.46185302734375,0.056452495871873065,0.048869327957715036,-0.00509194131352142,2.31,2.48,50738946323.0,51728000000.0,0.07359307359307356,0.01949298810234972,2022-01-24,2022-01-26,24,6,15,3,0.25,0.625,0.125,28,16,8,4,0.5714285714285714,0.2857142857142857,0.14285714285714285,2022-01-25,465,167,284,14,0.35913978494623655,0.610752688172043,0.030107526881720432
MSFT,2022-04-26,amc,2022-04-26,2022-04-27,2022-05-04,2022-05-11,2022-05-25,262.0008544921875,274.60546875,281.159912109375,252.62501525878903,255.12791442871097,12.6046142578125,0.048109057820604706,6.554443359375,-21.980453491210966,-19.477554321289034,0.0238685827678915,-0.08004375729028868,-0.07092922952317948,2.19,2.22,49022594536.0,49360000000.0,0.013698630136986415,0.006882652115693806,2022-04-25,2022-04-27,7,1,4,2,0.14285714285714285,0.5714285714285714,0.2857142857142857,25,19,4,2,0.76,0.16,0.08,2022-04-26,523,153,335,35,0.2925430210325048,0.6405353728489483,0.06692160611854685
MSFT,2022-07-26,amc,2022-07-26,2022-07-27,2022-08-03,2022-08-10,2022-08-24,244.8069610595703,261.17279052734375,274.5161437988281,281.0177307128906,268.5932312011719,16.365829467773438,0.06685197756199024,13.343353271484375,19.844940185546875,7.420440673828125,0.0510901355556308,0.07598394972721789,0.02841199750879575,2.29,2.23,52384293387.0,51865000000.0,-0.026200873362445438,-0.009913150553804567,2022-07-25,2022-07-27,11,4,5,2,0.36363636363636365,0.45454545454545453,0.18181818181818182,23,14,3,6,0.6086956521739131,0.13043478260869565,0.2608695652173913,2022-07-26,465,143,276,46,0.30752688172043013,0.5935483870967742,0.0989247311827957
MSFT,2022-10-25,amc,2022-10-25,2022-10-26,2022-11-02,2022-11-09,2022-11-23,244.1189422607422,225.2836456298828,214.35643005371097,218.6513671875,241.79884338378903,-18.835296630859375,-0.07715622743744932,-10.927215576171847,-6.6322784423828125,16.51519775390622,-0.04850425580436546,-0.029439680025770465,0.0733084627946714,2.3,2.35,49609203885.0,50122000000.0,0.021739130434782726,0.010336713247580469,2022-10-24,2022-10-26,14,4,5,5,0.2857142857142857,0.35714285714285715,0.35714285714285715,20,3,6,11,0.15,0.3,0.55,2022-10-25,531,152,333,46,0.2862523540489642,0.6271186440677966,0.08662900188323917
MSFT,2023-01-24,amc,2023-01-24,2023-01-25,2023-02-01,2023-02-08,2023-02-23,236.38818359375,234.99156188964844,246.8480987548828,260.501708984375,249.44419860839844,-1.3966217041015625,-0.005908170547567426,11.856536865234375,25.510147094726562,14.45263671875,0.050455160048692216,0.10855771539024905,0.061502790153532994,2.29,2.32,52986736747.0,52747000000.0,0.013100436681222622,-0.0045244670972037805,2023-01-23,2023-01-25,30,12,14,4,0.4,0.4666666666666667,0.13333333333333333,27,3,6,18,0.1111111111111111,0.2222222222222222,0.6666666666666666,2023-01-24,499,134,311,54,0.2685370741482966,0.6232464929859719,0.10821643286573146
MSFT,2023-04-25,amc,2023-04-25,2023-04-26,2023-05-03,2023-05-10,2023-05-24,269.66253662109375,289.1954040527344,298.03668212890625,305.7813720703125,307.9609069824219,19.532867431640625,0.07243448673438269,8.841278076171875,16.585968017578125,18.7655029296875,0.030571986802942597,0.057352114816298094,0.06488866236015856,2.23,2.45,51017600000.0,52857000000.0,0.09865470852017946,0.036054224424512324,2023-04-24,2023-04-26,15,2,10,3,0.13333333333333333,0.6666666666666666,0.2,51,25,12,14,0.49019607843137253,0.23529411764705882,0.27450980392156865,2023-04-25,479,155,300,24,0.3235908141962422,0.6263048016701461,0.05010438413361169
MSFT,2023-07-25,amc,2023-07-25,2023-07-26,2023-08-02,2023-08-09,2023-08-23,344.39422607421875,331.4320983886719,321.3547668457031,316.18365478515625,321.5434875488281,-12.962127685546875,-0.037637470968382214,-10.07733154296875,-15.248443603515625,-9.88861083984375,-0.030405418159441533,-0.04600774541044517,-0.029836008304323425,2.55,2.69,55470200000.0,56189000000.0,0.05490196078431378,0.01295830914617218,2023-07-24,2023-07-26,20,8,10,2,0.4,0.5,0.1,46,12,17,17,0.2608695652173913,0.3695652173913043,0.3695652173913043,2023-07-25,499,150,322,27,0.30060120240480964,0.6452905811623246,0.05410821643286573
MSFT,2023-10-24,amc,2023-10-24,2023-10-25,2023-11-01,2023-11-08,2023-11-22,325.01458740234375,334.98541259765625,340.29534912109375,357.1394348144531,372.2991333007813,9.9708251953125,0.030678085174587366,5.3099365234375,22.154022216796875,37.31372070312506,0.01585124702076257,0.06613428938592492,0.11138909128542185,2.65,2.99,54489000000.0,56517000000.0,0.12830188679245294,0.03721852116941034,2023-10-23,2023-10-25,31,9,17,5,0.2903225806451613,0.5483870967741935,0.16129032258064516,33,17,9,7,0.5151515151515151,0.2727272727272727,0.21212121212121213,2023-10-24,469,166,289,14,0.35394456289978676,0.6162046908315565,0.029850746268656716
MSFT,2024-01-30,amc,2024-01-30,2024-01-31,2024-02-07,2024-02-14,2024-02-29,402.58746337890625,391.7392578125,407.96728515625,404.2203369140625,408.31695556640625,-10.84820556640625,-0.02694620809937187,16.22802734375,12.4810791015625,16.57769775390625,0.04142558352300063,0.03186067991055519,0.04231819360274813,2.78,2.93,56239300000.0,62020000000.0,0.05395683453237423,0.10278755247664889,2024-01-29,2024-01-31,23,8,13,2,0.34782608695652173,0.5652173913043478,0.08695652173913043,27,12,9,6,0.4444444444444444,0.3333333333333333,0.2222222222222222,2024-01-30,494,154,319,21,0.3117408906882591,0.645748987854251,0.04251012145748988
MSFT,2024-04-25,amc,2024-04-25,2024-04-26,2024-05-03,2024-05-10,2024-05-24,393.9048767089844,401.0911560058594,401.4267578125,409.4028015136719,425.3902893066406,7.186279296875,0.018243692124137345,0.335601806640625,8.3116455078125,24.29913330078125,0.0008367220309284384,0.020722584837275848,0.060582570662381485,2.82,2.94,60861823613.0,61858000000.0,0.04255319148936174,0.016367836648049732,2024-04-24,2024-04-26,20,7,9,4,0.35,0.45,0.2,24,14,4,6,0.5833333333333334,0.16666666666666666,0.25,2024-04-25,520,158,337,25,0.3038461538461538,0.6480769230769231,0.04807692307692308
MSFT,2024-07-30,amc,2024-07-30,2024-07-31,2024-08-07,2024-08-14,2024-08-28,418.2305908203125,413.7112731933594,394.0121154785156,412.2377624511719,406.779052734375,-4.519317626953125,-0.010805803607261244,-19.69915771484375,-1.4735107421875,-6.932220458984375,-0.04761571412543264,-0.0035616886405190895,-0.016756179751825195,2.93,2.95,64382224966.0,64727000000.0,0.006825938566552906,0.005355127664228354,2024-07-29,2024-07-31,19,4,11,4,0.21052631578947367,0.5789473684210527,0.21052631578947367,34,7,11,16,0.20588235294117646,0.3235294117647059,0.47058823529411764,2024-07-30,531,169,334,28,0.3182674199623352,0.6290018832391714,0.05273069679849341
MSFT,2024-10-30,amc,2024-10-30,2024-10-31,2024-11-07,2024-11-14,2024-11-29,428.50494384765625,402.568603515625,421.4710388183594,422.91748046875,420.359130859375,-25.93634033203125,-0.06052751713700699,18.902435302734375,20.348876953125,17.79052734375,0.046954569078809794,0.050547600521795744,0.044192535603585714,3.1,3.3,64562402034.0,65585000000.0,0.06451612903225798,0.015838908308607805,2024-10-29,2024-10-31,15,3,11,1,0.2,0.7333333333333333,0.06666666666666667,48,9,18,21,0.1875,0.375,0.4375,2024-10-30,490,149,321,20,0.3040816326530612,0.6551020408163265,0.04081632653061224
