ticker,earnings_date,announce_timing,pre_date,react_date,d5,d10,d20
MSFT,2021-01-26,amc,2021-01-26,2021-01-27,2021-02-03,2021-02-10,2021-02-25
MSFT,2021-04-27,amc,2021-04-27,2021-04-28,2021-05-05,2021-05-12,2021-05-26
MSFT,2021-07-27,amc,2021-07-27,2021-07-28,2021-08-04,2021-08-11,2021-08-25
MSFT,2021-10-26,amc,2021-10-26,2021-10-27,2021-11-03,2021-11-10,2021-11-24
MSFT,2022-01-25,amc,2022-01-25,2022-01-26,2022-02-02,2022-02-09,2022-02-24
MSFT,2022-04-26,amc,2022-04-26,2022-04-27,2022-05-04,2022-05-11,2022-05-25
MSFT,2022-07-26,amc,2022-07-26,2022-07-27,2022-08-03,2022-08-10,2022-08-24
MSFT,2022-10-25,amc,2022-10-25,2022-10-26,2022-11-02,2022-11-09,2022-11-23
MSFT,2023-01-24,amc,2023-01-24,2023-01-25,2023-02-01,2023-02-08,2023-02-23
MSFT,2023-04-25,amc,2023-04-25,2023-04-26,2023-05-03,2023-05-10,2023-05-24
MSFT,2023-07-25,amc,2023-07-25,2023-07-26,2023-08-02,2023-08-09,2023-08-23
MSFT,2023-10-24,amc,2023-10-24,2023-10-25,2023-11-01,2023-11-08,2023-11-22
MSFT,2024-01-30,amc,2024-01-30,2024-01-31,2024-02-07,2024-02-14,2024-02-29
MSFT,2024-04-25,amc,2024-04-25,2024-04-26,2024-05-03,2024-05-10,2024-05-24
MSFT,2024-07-30,amc,2024-07-30,2024-07-31,2024-08-07,2024-08-14,2024-08-28
MSFT,2024-10-30,amc,2024-10-30,2024-10-31,2024-11-07,2024-11-14,2024-11-29
MSFT,2025-01-29,amc,2025-01-29,2025-01-30,2025-02-06,2025-02-13,2025-02-28
MSFT,2025-04-30,amc,2025-04-30,2025-05-01,2025-05-08,2025-05-15,2025-05-30
MSFT,2025-07-30,amc,2025-07-30,2025-07-31,2025-08-07,2025-08-14,2025-08-28
MSFT,2025-10-29,amc,2025-10-29,2025-10-30,2025-11-06,2025-11-13,2025-11-28
