ticker,earnings_date,announce_timing,pre_date,react_date,d5,d10,d20,pre_adj_close,react_adj_close,adj_close_p5,adj_close_p10,adj_close_p20,delta_react_vs_pre,delta_p5_vs_pre,delta_p10_vs_pre,delta_p20_vs_pre,delta_drift_5_vs_react,delta_drift_10_vs_react,delta_drift_20_vs_react,retpct_react_vs_pre,retpct_p5_vs_pre,retpct_p10_vs_pre,retpct_p20_vs_pre,retpct_drift_5_vs_react,retpct_drift_10_vs_react,retpct_drift_20_vs_react,eps_est,eps_actual,revenue_est,revenue_actual,eps_surprise_pct,revenue_surprise_pct,km_freeCashFlowYield,km_earningsYield,km_enterpriseValueOverEBITDA,km_peRatio,km_pfcfRatio,km_pocfratio,km_priceToSalesRatio,km_evToSales,km_pbRatio,km_roic,km_incomeQuality,km_netDebtToEBITDA,km_debtToEquity,km_capexToRevenue,km_researchAndDdevelopementToRevenue,km_freeCashFlowPerShare,km_operatingCashFlowPerShare,km_revenuePerShare,km_cashPerShare,km_bookValuePerShare,km_enterpriseValue,km_marketCap,rt_operatingProfitMargin,rt_netProfitMargin,rt_grossProfitMargin,rt_returnOnEquity,rt_returnOnAssets,rt_returnOnCapitalEmployed,rt_ebitPerRevenue,rt_interestCoverage,rt_debtEquityRatio,rt_debtRatio,rt_cashFlowToDebtRatio,rt_operatingCashFlowSalesRatio,rt_enterpriseValueMultiple,rt_effectiveTaxRate,rt_priceEarningsRatio,rt_currentRatio,rt_priceToFreeCashFlowsRatio,rt_quickRatio,rt_cashRatio,rt_priceToOperatingCashFlowsRatio,rt_cashConversionCycle,rt_daysOfSalesOutstanding,rt_daysOfInventoryOutstanding,rt_priceFairValue,rt_daysOfPayablesOutstanding,rt_receivablesTurnover,rt_inventoryTurnover,rt_assetTurnover,rt_dividendYield,rt_payoutRatio
ORCL,2021-03-10,amc,2021-03-10,2021-03-11,2021-03-18,2021-03-25,2021-04-09,67.34898376464844,62.950584411621094,62.32490921020508,64.0898666381836,70.88546752929688,-4.398399353027344,-5.024074554443359,-3.259117126464844,3.5364837646484375,-0.6256752014160156,1.1392822265625,7.934883117675781,-6.530758308688944,-7.459762974301187,-4.839148186487641,5.2509831135785445,-0.9939148417191012,1.809804050607311,12.604939559879536,1.11,1.16,10067800000.0,10085000000.0,4.504504504504489,0.1708416933192952,0.0170684576407313,0.0260488528310371,52.19490746788591,9.597351623182634,58.587601823708205,52.0392035637149,19.112861675756072,23.77106693108577,21.657664044943814,0.0374262910526265,0.73770165305716,10.22817330720662,7.7864044943820225,0.0410510659395141,0.1607337630143777,1.1294198420871953,1.2715413662890491,3.4620665980089256,12.311706144867834,3.308273257809818,239731210000.0,192753210000.0,0.3845314823996034,0.4978681209717402,0.8101140307387209,0.5641573033707865,0.0425115782878527,0.0396284450076129,0.3845314823996034,6.6290598290598295,7.7864044943820225,0.5867376745209933,0.0534495447264751,0.3672781358453148,52.19490746788591,-0.5326617826617827,9.597351623182634,2.1601975308641976,58.587601823708205,2.1601975308641976,1.1022716049382717,52.0392035637149,3.219379400422774,41.38125929598414,0.0,21.657664044943814,38.16187989556136,2.1748975630795773,0.0,0.0853872270529765,0.0036263987510246,0.1392152957578171
ORCL,2021-06-15,amc,2021-06-15,2021-06-16,2021-06-23,2021-06-30,2021-07-15,76.5690689086914,72.29232025146484,73.24895477294922,73.00509643554688,81.18169403076172,-4.2767486572265625,-3.3201141357421875,-3.5639724731445312,4.6126251220703125,0.956634521484375,0.7127761840820312,8.889373779296875,-5.585478207037598,-4.33610357689137,-4.654585100668484,6.024136361865473,1.3232865097658753,0.9859639054365266,12.296428926856516,1.31,1.54,11049400000.0,11227000000.0,17.557251908396946,1.6073270946838742,0.0182090432597868,0.0178029264161746,50.07721498661909,14.042635135135134,54.91776727272727,46.7855824039653,20.17776699029126,25.000693863008816,43.24852806414662,0.0382446241808334,1.2008928571428572,9.660481712756468,16.083428789614356,0.0638638995279237,0.1527567471274606,1.4488935721812437,1.7007376185458378,3.943449244819108,16.351949420442573,2.090621707060063,280682790000.0,226535789999.99997,0.4044713636768504,0.3592233009708738,0.8109913601140109,0.7699503627338679,0.0307611340355587,0.0424618722123,0.4044713636768504,6.51506456241033,16.083428789614356,0.6425667584492056,0.0574752210813698,0.4312817315400374,50.07721498661909,0.0298363811357074,14.042635135135134,2.299577884456216,54.91776727272727,2.293701373944711,1.245571925177951,46.7855824039653,17.785719124834287,43.360648436804134,6.022620169651272,43.24852806414662,31.59754948162111,2.075614716213718,14.943661971830986,0.0856323460989878,0.0040479254955695,0.2273741631539796
ORCL,2021-09-13,amc,2021-09-13,2021-09-14,2021-09-21,2021-09-28,2021-10-12,83.67628479003906,81.32291412353516,81.82183074951172,85.18243408203125,90.27742767333984,-2.3533706665039062,-1.854454040527344,1.5061492919921875,6.601142883300781,0.4989166259765625,3.8595199584960938,8.954513549804688,-2.812470310326276,-2.2162241609800737,1.799971516148724,7.888905321100714,0.613500673646139,4.745919400567988,11.011058379194536,0.97,1.03,9499105882.0,9728000000.0,6.185567010309284,2.409638558021918,0.0175404496992049,0.009955390369819,73.9705454984311,25.11202380952381,57.01108108108108,45.780183639399,25.37016550164474,31.502875205592105,-160.1563724853991,0.0294619282959518,2.1941391941391943,14.39995172580256,-53.678131083711875,0.1091694078947368,0.1731085526315789,1.5633802816901408,1.9469122426868903,3.5131816540267247,14.196460816179126,-0.4080895630191405,306459970000.0,246800970000.0,0.3522820723684211,0.2525699013157895,0.7838199013157895,-1.594419208306295,0.0199879600403501,0.0343204510630627,0.3522820723684211,4.8609929078014185,-53.678131083711875,0.6729198529172497,0.0651732391982398,0.5541735197368421,73.9705454984311,0.0835509138381201,25.11202380952381,2.0422608469507173,57.01108108108108,2.0422608469507173,0.999479866499068,45.780183639399,9.411663436631883,41.465871710526315,0.0,-160.1563724853991,32.05420827389444,2.170459616242749,0.0,0.0791383293742475,0.0035939891160071,0.361009361009361
ORCL,2021-12-09,amc,2021-12-09,2021-12-10,2021-12-17,2021-12-27,2022-01-10,83.85400390625,96.94646453857422,91.26930236816406,84.58138275146484,84.64905548095703,13.09246063232422,7.4152984619140625,0.7273788452148438,0.7950515747070312,-5.677162170410156,-12.365081787109377,-12.297409057617188,15.613399506792526,8.843106013404523,0.8674348407120336,0.948137879731914,-5.855976489118131,-12.754546383885312,-12.684742157589612,1.11,1.21,10509700000.0,10360000000.0,9.009009009008997,-1.4243984128947542,-0.0188461153930423,-0.0051011734089697,-5257.699310344828,-49.0083319967923,-53.061332754504015,-66.391515480717,23.595903474903476,29.43499613899614,-24.20092664092664,-0.0073843751196559,2.9503205128205128,-1042.9827586206898,-7.764676764676764,0.0892857142857142,0.1693050193050193,-1.7100965107646622,-1.3667409057164068,3.84558277654046,8.47735708982925,-3.585003711952487,304946560000.0,244453560000.0,-0.0795366795366795,-0.1203667953667953,0.7916023166023166,0.1234531234531234,-0.0116654349514018,-0.0093619341937829,-0.0795366795366795,-1.2135493372606774,-7.764676764676764,0.7337062780059309,-0.0469457229921842,-0.3554054054054054,-5257.699310344828,0.1664438502673796,-49.0083319967923,1.6459933266246491,-53.061332754504015,1.6459933266246491,0.9500556114612574,-66.391515480717,-4.340740296970033,38.762548262548265,0.0,-24.20092664092664,43.1032885595183,2.321828776333483,0.0,0.0969157226114858,0.0035221413834185,-0.6904570970328789
ORCL,2022-03-10,amc,2022-03-10,2022-03-11,2022-03-18,2022-03-25,2022-04-08,72.67417907714844,73.78350067138672,77.44327545166016,77.49068450927734,77.0418701171875,1.1093215942382812,4.769096374511719,4.816505432128906,4.3676910400390625,3.6597747802734375,3.707183837890625,3.2583694458007812,1.5264315446352097,6.562298239996633,6.627533318286094,6.0099626793203464,4.960153349965268,5.024407630645622,4.416122054594207,1.17,1.13,10505668224.0,10513000000.0,-3.4188034188034218,0.06978876396696687,0.0135380512981629,0.0114412321284401,60.35006071929005,21.850793445450623,73.86587463556852,52.71468400520156,19.279745077523067,24.58089603348235,-23.308183072677092,0.0331797213286416,1.658042259594653,13.015179822512843,-9.017134314627414,0.1047274802625321,0.1727385142204889,1.0284857571214392,1.4411544227886055,3.9404047976011993,8.766491754122939,-3.0775862068965516,258418960000.0,202687960000.0,0.3635498906116237,0.2205840388090935,0.789023114239513,-0.2666743330266789,0.0213449431169691,0.0435252986527883,0.3635498906116237,5.730134932533733,-9.017134314627414,0.7217425720702478,0.0490352365041511,0.365737658137544,60.35006071929005,0.1834507042253521,21.850793445450623,1.5204243267892286,73.86587463556852,1.5204243267892286,1.0887534200547209,52.71468400520156,-6.331570934075614,39.27708551317416,0.0,-23.308183072677092,45.60865644724977,2.2914123801220576,0.0,0.096765583005044,0.0042183068002657,0.3686934023285899
ORCL,2022-06-13,amc,2022-06-13,2022-06-14,2022-06-22,2022-06-29,2022-07-14,60.96530532836914,67.31407165527344,63.32585906982422,65.87680053710938,66.40087127685547,6.348766326904297,2.360553741455078,4.911495208740234,5.435565948486328,-3.988212585449219,-1.4372711181640625,-0.9132003784179688,10.413736620703862,3.8719624690481735,8.056213582932315,8.915834865764193,-5.924782868392686,-2.135171863506591,-1.3566262684192143,1.37,1.54,11609519992.0,11840000000.0,12.408759124087585,1.9852673336952897,0.0133569232655706,0.0166257721678004,47.73922077922078,15.036895578551272,74.86754098360656,48.13315934755333,16.200222972972973,20.801236486486488,-30.837723472668813,0.0423637236760542,1.2496080275948571,10.559410738515217,-12.1959807073955,0.1201858108108108,0.1659628378378378,0.9606299212598424,1.494188226471691,4.439445069366329,8.212223472065991,-2.1627296587926508,246286640000.0,191810640000.0,0.3803209459459459,0.2693412162162162,0.7976351351351352,-0.5127009646302251,0.0291773790680439,0.0501525850355289,0.3803209459459459,6.396306818181818,-12.1959807073955,0.6940629660466435,0.0525316705994015,0.3365709459459459,47.73922077922078,0.1200331125827814,15.036895578551272,1.6212905540464353,74.86754098360656,1.6212905540464353,1.095945876684947,48.13315934755333,-4.198467044954846,45.2508445945946,0.0,-30.837723472668813,49.449311639549435,1.9889131530320847,0.0,0.108328682397504,0.0044523077551902,0.2677955471934776
ORCL,2022-09-12,amc,2022-09-12,2022-09-13,2022-09-20,2022-09-27,2022-10-11,73.69591522216797,72.70155334472656,65.11970520019531,59.67951965332031,59.976707458496094,-0.9943618774414062,-8.576210021972656,-14.016395568847656,-13.719207763671877,-7.58184814453125,-13.02203369140625,-12.724845886230469,-1.3492767875176614,-11.637293595063335,-19.01922993505545,-18.6159676860151,-10.42872923028295,-17.911630621783413,-17.502852828870775,1.07,1.03,11330148798.0,11445000000.0,-3.738317757009349,1.0136777905359333,0.0234815180361916,0.0077752705711282,71.68630084420568,32.15322189922481,42.586684491978616,31.13743353143572,17.395609436435127,24.484207077326342,-33.888127659574465,0.0219733013936094,4.130490956072351,20.7544128933231,-15.587574468085108,0.1501965923984272,0.182874617737003,1.7411545623836129,2.3813780260707635,4.262569832402234,4.17877094972067,-2.0294227188081937,280221750000.0,199092750000.00003,0.2291830493665356,0.1352555701179554,0.7346439493228484,-0.2634893617021276,0.0118794557551665,0.0274688449052256,0.2291830493665356,3.3329097839898347,-15.587574468085108,0.7027680359760262,0.0698210249298404,0.5586719091306247,71.68630084420568,0.0652173913043478,32.15322189922481,0.6032338665671042,42.586684491978616,0.6032338665671042,0.3000660558890261,31.13743353143572,3.390746973435107,46.686762778505894,0.0,-33.888127659574465,43.296015805070795,1.9277412834765033,0.0,0.0878296971045745,0.0043195947617379,0.5555555555555556
ORCL,2022-12-12,amc,2022-12-12,2022-12-13,2022-12-20,2022-12-28,2023-01-12,78.1109848022461,77.41905975341797,77.78424835205078,77.19803619384766,85.63849639892578,-0.691925048828125,-0.3267364501953125,-0.9129486083984376,7.527511596679688,0.3651885986328125,-0.2210235595703125,8.219436645507812,-0.8858229742972457,-0.4182976965692031,-1.168783892188474,9.63694365874035,0.4717037378081601,-0.2854898525948002,10.616812799957742,1.17,1.21,11959280734.0,12275000000.0,3.4188034188034218,2.639951958836591,-0.0070877660733306,0.0077804544348478,68.44638728323699,32.131799253302695,-141.08817780580077,263.5640164899882,18.22939714867617,25.081209775967412,-52.700388601036266,0.0224442226156028,0.4876507754164273,18.69853268119164,-21.412859161563823,0.1983706720977597,0.1758044806517311,-0.5884972170686457,0.3150278293135436,4.554730983302412,2.727272727272727,-1.401113172541744,307871850000.0,223765850000.0,0.250183299389002,0.1418329938900203,0.7264358452138493,-0.410032972209138,0.0135519074640574,0.0302970511922496,0.250183299389002,3.5876168224299065,-21.412859161563823,0.7077115880095587,0.0093379821599445,0.0691649694501018,68.44638728323699,0.1879664179104477,32.131799253302695,0.6478639415627536,-141.08817780580077,0.6478639415627536,0.2513465653360879,263.5640164899882,1.2939059109231152,45.43625254582485,0.0,-52.700388601036266,44.14234663490173,1.9807971599160883,0.0,0.0955483424016688,0.0038567100386408,0.4956921309592188
ORCL,2023-03-09,amc,2023-03-09,2023-03-10,2023-03-17,2023-03-24,2023-04-10,83.79607391357422,81.09515380859375,82.24305725097656,84.8957290649414,90.82100677490234,-2.7009201049804688,-1.5530166625976562,1.0996551513671875,7.024932861328125,1.1479034423828125,3.800575256347656,9.725852966308594,-3.223206027249137,-1.8533286705047949,1.312299132894168,8.383367541268715,1.4155018992777046,4.686562732611654,11.99313708592773,1.2,1.22,13756200000.0,12398000000.0,1.6666666666666683,-9.873366191244676,0.0069845787963963,0.0080405351535928,68.18898377455166,31.092457805907173,143.17255616272013,55.15911111111111,19.0196160671076,25.76199386997903,-97.39991738950847,0.0244117803064577,2.255936675461742,17.846285226302307,-37.92275919041718,0.211969672527827,0.1730924342635909,0.6104521868050408,1.5845070422535212,4.595255744996294,3.2501853224610824,-0.7086730911786508,319397200000.0,235805200000.00003,0.2629456363929666,0.1529278915954186,0.722616551056622,-0.7831474597273854,0.0144051056070506,0.0299797682545521,0.2629456363929666,3.594266813671444,-37.92275919041718,0.6975459656587145,0.0465630480007842,0.3448136796257461,68.18898377455166,0.145175834084761,31.092457805907173,0.8171328671328671,143.17255616272013,0.8171328671328671,0.3592220279720279,55.15911111111111,2.9672879167399415,45.10162929504759,0.0,-97.39991738950847,42.134341378307646,1.995493320457106,0.0,0.094195411031758,0.0036598005472313,0.455168776371308
ORCL,2023-06-12,amc,2023-06-12,2023-06-13,2023-06-21,2023-06-28,2023-07-13,112.7803955078125,113.02255249023438,118.27266693115234,112.87725067138672,114.16767120361328,0.242156982421875,5.492271423339844,0.0968551635742187,1.3872756958007812,5.250114440917969,-0.1453018188476562,1.1451187133789062,0.2147154931772643,4.869881328762848,0.0858794324475553,1.2300681244770797,4.645191888912259,-0.1285600224434913,1.0131771829147596,1.58,1.67,13730300000.0,13836000000.0,5.69620253164556,0.7698302294924364,0.0130204528509317,0.0115733484232036,65.04346548672567,21.601354323591444,76.80224424209962,50.78441296263503,20.727058398381036,26.56082538305869,267.26894687791236,0.0358892115643015,1.701416089183489,14.286017699115044,84.32525629077354,0.1382625036137612,0.1608846487424111,1.379386775027706,2.0860731437015145,5.111193202807536,3.763206501662357,0.5748060583671961,367495580000.0,286779580000.0,0.2992194275802255,0.2398814686325527,0.7304134142815842,3.093196644920783,0.0246978807000833,0.0371987708232249,0.2992194275802255,4.335078534031414,84.32525629077354,0.6733018811763305,0.0624108928946408,0.4081381902283897,65.04346548672567,-0.0675458346735284,21.601354323591444,0.9096578605456908,76.80224424209962,0.9096578605456908,0.4229103508012126,50.78441296263503,15.929547351704027,44.980485689505635,0.0,267.26894687791236,29.050938337801608,2.000867678958785,0.0,0.1029586855578045,0.0037729325079561,0.3260018077734257
