ticker,earnings_date,date,offset,ret,ret_pct
ORCL,2021-03-10,2021-03-04,-5,,
ORCL,2021-03-10,2021-03-05,-4,0.06645312045788088,6.645312045788088
ORCL,2021-03-10,2021-03-08,-3,0.03129955102538373,3.129955102538373
ORCL,2021-03-10,2021-03-09,-2,0.006651709726366306,0.6651709726366306
ORCL,2021-03-10,2021-03-10,-1,-0.007158637563339232,-0.7158637563339232
ORCL,2021-03-10,2021-03-11,0,-0.06530785149431872,-6.530785149431873
ORCL,2021-03-10,2021-03-12,1,-0.00370879687739456,-0.370879687739456
ORCL,2021-03-10,2021-03-15,2,0.00848754515716088,0.8487545157160881
ORCL,2021-03-10,2021-03-16,3,-0.012993067682030679,-1.299306768203068
ORCL,2021-03-10,2021-03-17,4,-0.00942406079892566,-0.942406079892566
ORCL,2021-03-10,2021-03-18,5,0.007852665639409118,0.7852665639409118
ORCL,2021-03-10,2021-03-19,6,-0.007192085199140941,-0.7192085199140941
ORCL,2021-03-10,2021-03-22,7,0.0009055771940287283,0.09055771940287283
ORCL,2021-03-10,2021-03-23,8,0.014324480823648011,1.4324480823648011
ORCL,2021-03-10,2021-03-24,9,-0.006540867976350229,-0.6540867976350229
ORCL,2021-03-10,2021-03-25,10,0.02693419753179227,2.693419753179227
ORCL,2021-06-15,2021-06-09,-5,,
ORCL,2021-06-15,2021-06-10,-4,-0.02626586847094836,-2.626586847094836
ORCL,2021-06-15,2021-06-11,-3,0.007290558301979999,0.7290558301979999
ORCL,2021-06-15,2021-06-14,-2,-0.0033774067297912547,-0.33774067297912547
ORCL,2021-06-15,2021-06-15,-1,-0.011861622899776103,-1.1861622899776103
ORCL,2021-06-15,2021-06-16,0,-0.05585516950222413,-5.585516950222413
ORCL,2021-06-15,2021-06-17,1,0.006227325068014933,0.6227325068014933
ORCL,2021-06-15,2021-06-18,2,-0.017147824365064013,-1.7147824365064013
ORCL,2021-06-15,2021-06-21,3,0.023087911140402317,2.3087911140402317
ORCL,2021-06-15,2021-06-22,4,0.008847269296621052,0.8847269296621052
ORCL,2021-06-15,2021-06-23,5,-0.007371755736318986,-0.7371755736318986
ORCL,2021-06-15,2021-06-24,6,-0.004609470417626049,-0.4609470417626049
ORCL,2021-06-15,2021-06-25,7,0.009261736693610967,0.9261736693610967
ORCL,2021-06-15,2021-06-28,8,0.0005098939963765758,0.050989399637657584
ORCL,2021-06-15,2021-06-29,9,-0.005095719612106087,-0.5095719612106087
ORCL,2021-06-15,2021-06-30,10,-0.0033288594406808425,-0.33288594406808425
ORCL,2021-09-13,2021-09-07,-5,,
ORCL,2021-09-13,2021-09-08,-4,0.008453826155438993,0.8453826155438993
ORCL,2021-09-13,2021-09-09,-3,0.0007824855138722775,0.07824855138722775
ORCL,2021-09-13,2021-09-10,-2,0.0015633853556629163,0.15633853556629163
ORCL,2021-09-13,2021-09-13,-1,-0.008809054637774372,-0.8809054637774372
ORCL,2021-09-13,2021-09-14,0,-0.028124791716415354,-2.8124791716415354
ORCL,2021-09-13,2021-09-15,1,0.015511076532600088,1.5511076532600088
ORCL,2021-09-13,2021-09-16,2,-0.005471388403261779,-0.5471388403261779
ORCL,2021-09-13,2021-09-17,3,-0.00985669932756894,-0.9856699327568941
ORCL,2021-09-13,2021-09-20,4,-0.0025465428457428496,-0.25465428457428496
ORCL,2021-09-13,2021-09-21,5,0.00870371396272751,0.8703713962727511
ORCL,2021-09-13,2021-09-22,6,0.01748725890715619,1.748725890715619
ORCL,2021-09-13,2021-09-23,7,0.011081007916537322,1.1081007916537322
ORCL,2021-09-13,2021-09-24,8,0.00581518499347089,0.581518499347089
ORCL,2021-09-13,2021-09-27,9,0.012230415502330727,1.2230415502330727
ORCL,2021-09-13,2021-09-28,10,-0.006041275386492129,-0.6041275386492129
ORCL,2021-12-09,2021-12-03,-5,,
ORCL,2021-12-09,2021-12-06,-4,0.007932785686643351,0.7932785686643351
ORCL,2021-12-09,2021-12-07,-3,0.012480611989146295,1.2480611989146295
ORCL,2021-12-09,2021-12-08,-2,-0.01232676640061936,-1.232676640061936
ORCL,2021-12-09,2021-12-09,-1,-0.001911376358068817,-0.1911376358068817
ORCL,2021-12-09,2021-12-10,0,0.15613390408366468,15.613390408366467
ORCL,2021-12-09,2021-12-13,1,-0.01695408644360885,-1.6954086443608851
ORCL,2021-12-09,2021-12-14,2,-0.009911915521003789,-0.9911915521003789
