ticker,earnings_date,day0_date,section,speaker_type,n_tokens,n_tokens_raw,lm_pos,lm_neg,lm_unc,lm_lit,lm_constr,lm_strong,lm_weak,lm_complex,lm_pos_prop,lm_neg_prop,lm_unc_prop,lm_lit_prop,lm_constr_prop,lm_tone
ORCL,2021-03-10,2021-03-11,all,all,5078.0,10670.0,74.0,48.0,58.0,6.0,16.0,56.0,30.0,6.0,0.0145726664040961,0.009452540370224497,0.011421819614021268,0.0011815675462780622,0.0031508467900748325,0.005120126033871603
ORCL,2021-03-10,2021-03-11,prepared,all,3338.0,6774.0,24.0,14.0,50.0,6.0,12.0,24.0,26.0,6.0,0.007189934092270821,0.004194128220491312,0.014979029358897543,0.0017974835230677051,0.0035949670461354103,0.0029958058717795086
ORCL,2021-03-10,2021-03-11,qa,all,1740.0,3896.0,50.0,34.0,8.0,0.0,4.0,32.0,4.0,0.0,0.028735632183908046,0.01954022988505747,0.004597701149425287,0.0,0.0022988505747126436,0.009195402298850575
ORCL,2021-06-15,2021-06-16,all,all,4300.0,8782.0,134.0,64.0,94.0,4.0,14.0,42.0,44.0,12.0,0.031162790697674417,0.014883720930232559,0.02186046511627907,0.0009302325581395349,0.0032558139534883722,0.01627906976744186
ORCL,2021-06-15,2021-06-16,prepared,all,2442.0,4664.0,70.0,34.0,54.0,2.0,10.0,30.0,24.0,2.0,0.028665028665028666,0.013923013923013924,0.022113022113022112,0.000819000819000819,0.004095004095004095,0.014742014742014743
ORCL,2021-06-15,2021-06-16,qa,all,1858.0,4118.0,64.0,30.0,40.0,2.0,4.0,12.0,20.0,10.0,0.03444564047362755,0.016146393972012917,0.021528525296017224,0.001076426264800861,0.002152852529601722,0.01829924650161464
ORCL,2021-09-13,2021-09-14,all,all,4170.0,8998.0,106.0,64.0,76.0,2.0,8.0,42.0,36.0,16.0,0.02541966426858513,0.015347721822541967,0.018225419664268584,0.00047961630695443646,0.0019184652278177458,0.010071942446043165
ORCL,2021-09-13,2021-09-14,prepared,all,2064.0,4126.0,50.0,16.0,42.0,2.0,6.0,24.0,14.0,10.0,0.02422480620155039,0.007751937984496124,0.020348837209302327,0.0009689922480620155,0.0029069767441860465,0.016472868217054265
ORCL,2021-09-13,2021-09-14,qa,all,2106.0,4872.0,56.0,48.0,34.0,0.0,2.0,18.0,22.0,6.0,0.026590693257359924,0.022792022792022793,0.016144349477682812,0.0,0.000949667616334283,0.003798670465337132
ORCL,2021-12-09,2021-12-10,all,all,6834.0,14902.0,164.0,98.0,104.0,10.0,26.0,66.0,60.0,12.0,0.02399765876499854,0.01434006438396254,0.015218027509511267,0.0014632718759145448,0.0038045068773778167,0.009657594381035996
ORCL,2021-12-09,2021-12-10,prepared,all,3974.0,8330.0,88.0,64.0,68.0,6.0,18.0,50.0,40.0,6.0,0.02214393558127831,0.01610468042274786,0.017111222949169603,0.001509813789632612,0.004529441368897836,0.006039255158530448
ORCL,2021-12-09,2021-12-10,qa,all,2860.0,6572.0,76.0,34.0,36.0,4.0,8.0,16.0,20.0,6.0,0.026573426573426574,0.011888111888111888,0.012587412587412588,0.0013986013986013986,0.002797202797202797,0.014685314685314685
ORCL,2022-03-10,2022-03-11,all,all,6036.0,13338.0,204.0,58.0,58.0,6.0,12.0,66.0,28.0,16.0,0.033797216699801194,0.009609012591119947,0.009609012591119947,0.0009940357852882703,0.0019880715705765406,0.024188204108681246
ORCL,2022-03-10,2022-03-11,prepared,all,3794.0,8148.0,152.0,38.0,44.0,4.0,6.0,52.0,18.0,8.0,0.040063257775434895,0.010015814443858724,0.011597258829731154,0.0010542962572482868,0.0015814443858724301,0.030047443331576173
ORCL,2022-03-10,2022-03-11,qa,all,2242.0,5190.0,52.0,20.0,14.0,2.0,6.0,14.0,10.0,8.0,0.0231935771632471,0.008920606601248885,0.006244424620874219,0.0008920606601248885,0.0026761819803746653,0.014272970561998216
