ticker,earnings_date,day0_date,tr_lm_constr_prop__all__all,tr_lm_constr_prop__prepared__all,tr_lm_constr_prop__qa__all,tr_lm_lit_prop__all__all,tr_lm_lit_prop__prepared__all,tr_lm_lit_prop__qa__all,tr_lm_neg_prop__all__all,tr_lm_neg_prop__prepared__all,tr_lm_neg_prop__qa__all,tr_lm_pos_prop__all__all,tr_lm_pos_prop__prepared__all,tr_lm_pos_prop__qa__all,tr_lm_tone__all__all,tr_lm_tone__prepared__all,tr_lm_tone__qa__all,tr_lm_unc_prop__all__all,tr_lm_unc_prop__prepared__all,tr_lm_unc_prop__qa__all,tr_n_tokens__all__all,tr_n_tokens__prepared__all,tr_n_tokens__qa__all
ORCL,2021-03-10,2021-03-11,0.0031508467900748325,0.0035949670461354103,0.0022988505747126436,0.0011815675462780622,0.0017974835230677051,0.0,0.009452540370224497,0.004194128220491312,0.01954022988505747,0.0145726664040961,0.007189934092270821,0.028735632183908046,0.005120126033871603,0.0029958058717795086,0.009195402298850575,0.011421819614021268,0.014979029358897543,0.004597701149425287,5078.0,3338.0,1740.0
ORCL,2021-06-15,2021-06-16,0.0032558139534883722,0.004095004095004095,0.002152852529601722,0.0009302325581395349,0.000819000819000819,0.001076426264800861,0.014883720930232559,0.013923013923013924,0.016146393972012917,0.031162790697674417,0.028665028665028666,0.03444564047362755,0.01627906976744186,0.014742014742014743,0.01829924650161464,0.02186046511627907,0.022113022113022112,0.021528525296017224,4300.0,2442.0,1858.0
ORCL,2021-09-13,2021-09-14,0.0019184652278177458,0.0029069767441860465,0.000949667616334283,0.00047961630695443646,0.0009689922480620155,0.0,0.015347721822541967,0.007751937984496124,0.022792022792022793,0.02541966426858513,0.02422480620155039,0.026590693257359924,0.010071942446043165,0.016472868217054265,0.003798670465337132,0.018225419664268584,0.020348837209302327,0.016144349477682812,4170.0,2064.0,2106.0
ORCL,2021-12-09,2021-12-10,0.0038045068773778167,0.004529441368897836,0.002797202797202797,0.0014632718759145448,0.001509813789632612,0.0013986013986013986,0.01434006438396254,0.01610468042274786,0.011888111888111888,0.02399765876499854,0.02214393558127831,0.026573426573426574,0.009657594381035996,0.006039255158530448,0.014685314685314685,0.015218027509511267,0.017111222949169603,0.012587412587412588,6834.0,3974.0,2860.0
ORCL,2022-03-10,2022-03-11,0.0019880715705765406,0.0015814443858724301,0.0026761819803746653,0.0009940357852882703,0.0010542962572482868,0.0008920606601248885,0.009609012591119947,0.010015814443858724,0.008920606601248885,0.033797216699801194,0.040063257775434895,0.0231935771632471,0.024188204108681246,0.030047443331576173,0.014272970561998216,0.009609012591119947,0.011597258829731154,0.006244424620874219,6036.0,3794.0,2242.0
ORCL,2022-06-13,2022-06-14,0.0024263431542461003,0.0018028846153846155,0.003276003276003276,0.0013864818024263432,0.002403846153846154,0.0,0.01074523396880416,0.006610576923076923,0.01638001638001638,0.02703639514731369,0.025240384615384616,0.029484029484029485,0.016291161178509532,0.018629807692307692,0.013104013104013105,0.009705372616984401,0.013221153846153846,0.004914004914004914,5770.0,3328.0,2442.0
ORCL,2022-09-12,2022-09-13,0.0018726591760299626,0.002126151665485471,0.0015885623510722795,0.0018726591760299626,0.0007087172218284905,0.003177124702144559,0.012359550561797753,0.007087172218284904,0.018268467037331215,0.022097378277153558,0.01630049610205528,0.028594122319301033,0.009737827715355805,0.009213323883770375,0.010325655281969817,0.012734082397003745,0.01559177888022679,0.009531374106433678,5340.0,2822.0,2518.0
ORCL,2022-12-12,2022-12-13,0.002175940317065589,0.0013761467889908258,0.003857280617164899,0.0024867889337892445,0.001834862385321101,0.003857280617164899,0.010879701585327946,0.0045871559633027525,0.024108003857280617,0.021759403170655892,0.01926605504587156,0.02700096432015429,0.010879701585327946,0.014678899082568808,0.0028929604628736743,0.008082064034815045,0.00871559633027523,0.006750241080038573,6434.0,4360.0,2074.0
ORCL,2023-03-09,2023-03-10,0.004765146358066712,0.0017311021350259665,0.009128630705394191,0.002722940776038121,0.0017311021350259665,0.004149377593360996,0.009189925119128658,0.006924408540103866,0.012448132780082987,0.024166099387338325,0.02192729371032891,0.027385892116182572,0.014976174268209666,0.015002885170225043,0.014937759336099586,0.008849557522123894,0.010963646855164455,0.005809128630705394,5876.0,3466.0,2410.0
ORCL,2023-06-12,2023-06-13,0.0028680688336520078,0.0043343653250774,0.0013131976362442547,0.0025493945188017845,0.001238390092879257,0.003939592908732764,0.007329509241555131,0.004953560371517028,0.00984898227183191,0.026449968132568516,0.02476780185758514,0.028233749179251477,0.019120458891013385,0.019814241486068113,0.018384766907419567,0.014340344168260038,0.013622291021671827,0.015101772816808929,6276.0,3230.0,3046.0
