ticker,earnings_date,announce_timing,pre_date,react_date,d5,d10,d20,pre_adj_close,react_adj_close,adj_close_p5,adj_close_p10,adj_close_p20
ORCL,2021-03-10,amc,2021-03-10,2021-03-11,2021-03-18,2021-03-25,2021-04-09,67.34898376464844,62.950584411621094,62.32490921020508,64.0898666381836,70.88546752929688
ORCL,2021-06-15,amc,2021-06-15,2021-06-16,2021-06-23,2021-06-30,2021-07-15,76.5690689086914,72.29232025146484,73.24895477294922,73.00509643554688,81.18169403076172
ORCL,2021-09-13,amc,2021-09-13,2021-09-14,2021-09-21,2021-09-28,2021-10-12,83.67628479003906,81.32291412353516,81.82183074951172,85.18243408203125,90.27742767333984
ORCL,2021-12-09,amc,2021-12-09,2021-12-10,2021-12-17,2021-12-27,2022-01-10,83.85400390625,96.94646453857422,91.26930236816406,84.58138275146484,84.64905548095703
ORCL,2022-03-10,amc,2022-03-10,2022-03-11,2022-03-18,2022-03-25,2022-04-08,72.67417907714844,73.78350067138672,77.44327545166016,77.49068450927734,77.0418701171875
ORCL,2022-06-13,amc,2022-06-13,2022-06-14,2022-06-22,2022-06-29,2022-07-14,60.96530532836914,67.31407165527344,63.32585906982422,65.87680053710938,66.40087127685547
ORCL,2022-09-12,amc,2022-09-12,2022-09-13,2022-09-20,2022-09-27,2022-10-11,73.69591522216797,72.70155334472656,65.11970520019531,59.67951965332031,59.976707458496094
ORCL,2022-12-12,amc,2022-12-12,2022-12-13,2022-12-20,2022-12-28,2023-01-12,78.1109848022461,77.41905975341797,77.78424835205078,77.19803619384766,85.63849639892578
ORCL,2023-03-09,amc,2023-03-09,2023-03-10,2023-03-17,2023-03-24,2023-04-10,83.79607391357422,81.09515380859375,82.24305725097656,84.8957290649414,90.82100677490234
ORCL,2023-06-12,amc,2023-06-12,2023-06-13,2023-06-21,2023-06-28,2023-07-13,112.7803955078125,113.02255249023438,118.27266693115234,112.87725067138672,114.16767120361328
ORCL,2023-09-11,amc,2023-09-11,2023-09-12,2023-09-19,2023-09-26,2023-10-10,123.1688995361328,106.54676818847656,109.61846923828124,101.94895935058594,106.64397430419922
ORCL,2023-12-11,amc,2023-12-11,2023-12-12,2023-12-19,2023-12-27,2024-01-11,112.32203674316406,98.3512954711914,103.65861511230467,103.3561782836914,102.61076354980467
ORCL,2024-03-11,amc,2024-03-11,2024-03-12,2024-03-19,2024-03-26,2024-04-10,111.77787017822266,124.91150665283205,126.52749633789062,123.8635482788086,119.62564086914062
ORCL,2024-06-11,amc,2024-06-11,2024-06-12,2024-06-20,2024-06-27,2024-07-12,121.71846771240234,137.9305877685547,140.4164276123047,137.73403930664062,142.6455841064453
ORCL,2024-09-09,amc,2024-09-09,2024-09-10,2024-09-17,2024-09-24,2024-10-08,137.8372039794922,153.6024169921875,165.01248168945312,163.3669891357422,171.8112030029297
ORCL,2024-12-09,amc,2024-12-09,2024-12-10,2024-12-17,2024-12-24,2025-01-10,188.07720947265625,175.52557373046875,167.5956268310547,169.27444458007812,152.9501190185547
ORCL,2025-03-10,amc,2025-03-10,2025-03-11,2025-03-18,2025-03-25,2025-04-08,147.2974090576172,142.733642578125,147.95079040527344,152.38583374023438,123.2510757446289
ORCL,2025-06-11,amc,2025-06-11,2025-06-12,2025-06-20,2025-06-27,2025-07-14,175.23788452148438,198.5658416748047,203.84146118164065,208.8786163330078,228.2793731689453
ORCL,2025-09-09,amc,2025-09-09,2025-09-10,2025-09-17,2025-09-24,2025-10-08,240.45599365234375,326.8970947265625,300.0945739746094,307.1138000488281,287.370361328125
ORCL,2025-12-10,amc,2025-12-10,2025-12-11,2025-12-18,2025-12-26,2025-12-31,222.4220428466797,198.32574462890625,179.55535888671875,197.468017578125,194.39613342285156
