,abs_corr_with_target
rt_priceFairValue,0.45888442726399964
km_pbRatio,0.45888442726399964
rt_inventoryTurnover,0.4574044337565666
km_priceToSalesRatio,0.4503118138164156
km_evToSales,0.4489167872404873
rt_daysOfInventoryOutstanding,0.4470119125399354
km_marketCap,0.43835146550921983
km_enterpriseValue,0.43540068698306383
rt_daysOfPayablesOutstanding,0.3752420142602107
rt_enterpriseValueMultiple,0.3467118149754499
km_enterpriseValueOverEBITDA,0.3467118149754499
rt_cashRatio,0.33220995148720056
km_netDebtToEBITDA,0.31177228970217885
rt_operatingCashFlowSalesRatio,0.30671903179394105
km_freeCashFlowPerShare,0.28110239314018914
km_incomeQuality,0.2593044137661868
km_earningsYield,0.2388988530593866
km_debtToEquity,0.22626270251381184
rt_debtEquityRatio,0.22626270251381184
km_peRatio,0.2133519438717117
rt_priceEarningsRatio,0.2133519438717117
km_operatingCashFlowPerShare,0.21227826404384711
rt_cashFlowToDebtRatio,0.210620790059541
rt_debtRatio,0.21032588998475577
km_capexToRevenue,0.20257039321668452
km_bookValuePerShare,0.20256471479652982
rt_cashConversionCycle,0.19588895152314562
rt_assetTurnover,0.18802088388568322
rt_quickRatio,0.18171977247070692
km_freeCashFlowYield,0.11301212867145058
km_pfcfRatio,0.11156774487275449
rt_priceToFreeCashFlowsRatio,0.11156774487275449
km_researchAndDdevelopementToRevenue,0.09211091446342697
km_cashPerShare,0.0880202514669003
rt_interestCoverage,0.08286340924102618
km_revenuePerShare,0.06797861927340533
rt_currentRatio,0.06271588147175587
rt_priceToOperatingCashFlowsRatio,0.05826122681278293
km_pocfratio,0.05826122681278293
eps_surprise_pct,0.04647343959223855
revenue_surprise_pct,0.04256988453928866
rt_returnOnCapitalEmployed,0.04022996239347756
rt_returnOnAssets,0.03855345669135433
rt_returnOnEquity,0.037877568357919
km_roic,0.03620133606518434
rt_receivablesTurnover,0.0342680887625242
rt_daysOfSalesOutstanding,0.014792503140813191
rt_ebitPerRevenue,0.009880133900936741
rt_operatingProfitMargin,0.009880133900936741
rt_effectiveTaxRate,0.0036779131898790848
rt_grossProfitMargin,0.003479861201268412
rt_netProfitMargin,0.003364404883128622
