date,ret_1d,logret_1d,ret_5d,ret_20d,sma_5,ema_5,sma_20,ema_20,sma_50,ema_50,macd_12_26,macd_signal_9,macd_hist,rsi_14,roc_10,mom_10,vol_20,vol_60,atr_14,bb_mid_20,bb_upper_20_2,bb_lower_20_2,bb_width_20_2,obv,cmf_20,mfi_14,hl_range,oc_gap
2021-10-12,-0.003808982755225121,-0.0038162554035083528,0.008011123724182223,-0.001330063281970384,223.04920043945313,223.10870099523487,221.09797897338868,224.26464414674803,238.11879608154297,228.75181835261472,-3.4206756224426726,-4.850954403254111,1.430278780811438,46.33500654555982,0.05045102670019275,10.7354736328125,0.01627016151080704,0.01693331277786457,5.832140241350457,221.09797897338868,227.18195886550555,215.0139990812718,0.055034242469028986,77572100.0,-0.21749329860548416,54.47126894382912,0.013274386170993215,0.008248123459978617
2021-10-13,0.015723022070159853,0.015600695917096351,0.037700159965475155,0.011594733392314094,224.6988952636719,224.41912158634148,221.22809371948242,224.5289602059677,237.75916351318358,228.68468676108296,-2.804130976595161,-4.441589717922321,1.6374587413271602,51.11815233814497,0.026393645823927336,5.838317871093722,0.016636917495122177,0.01618769505673998,5.7778549194336035,221.22809371948242,227.71103337944828,214.74515405951655,0.05860864731028459,79677800.0,-0.16411370011771387,54.74568679944493,0.021654521503637354,-0.01002366390084446
2021-10-14,0.0010573084429894575,0.0010567498860942599,0.01505274211355645,0.0244544710989425,225.37298583984375,225.37275240358963,221.49936065673828,224.7909653328361,237.28028503417968,228.62960155625956,-2.2699778795543466,-4.007267350248727,1.73728947069438,51.436541154615306,0.024410012614081822,5.415710449218722,0.01638924166429821,0.015734903154606576,5.7978548322405254,221.49936065673828,228.52408131519834,214.4746399982782,0.06342881205283848,81502500.0,-0.13525459902092804,54.996060495543695,0.018293978564331632,0.0013519458453209263
2021-10-15,0.0050276525252763715,0.005015056083033519,0.016841841425380144,0.03381128804406974,226.12965393066406,226.3894012605962,221.87289428710938,225.13684472729068,236.79133392333983,228.62148772952818,-1.734458815659508,-3.5527056433308832,1.8182468276713752,53.005684775496505,0.036107848885980065,7.960418701171847,0.016361004893074918,0.015719567407606282,5.612855093819767,221.87289428710938,229.54017703839057,214.20561153582818,0.06911419059021717,84100800.0,-0.1686343657556622,62.08573251215283,0.014629206558379813,-0.001933776292352953
2021-10-18,0.004624209497585685,0.004613550687263729,0.02272414453447591,0.03168689079205533,227.14942321777343,227.41925863662144,222.22530136108398,225.55038079027938,236.33786529541015,228.65511461812207,-1.2108654782592794,-3.0843376103165627,1.8734721320572834,54.470166929330915,0.06284180830049513,13.568222045898438,0.016334309778195468,0.015747077837012704,5.595712934221548,222.22530136108398,230.61447543418558,213.83612728798238,0.07550152049941788,86646800.0,-0.21336392762743672,70.48440182576427,0.0249393540062749,-0.004309979068169152
2021-10-19,0.013934113493502931,0.013837926227040739,0.04093982066309798,0.05274345366913269,228.97964172363282,229.17169224049505,222.80816726684571,226.2290644719901,235.8771368408203,228.81281833695033,-0.5317656510055144,-2.5738232184543532,2.042057567448839,58.66914242140212,0.04927891835585818,10.927551269531222,0.016442726764970307,0.015743304965865727,5.147856576102129,222.80816726684571,232.38089397807974,213.2354405556117,0.08592796959520134,88220000.0,-0.1562060518759782,68.5626778752966,0.014403060246493267,-0.013412570809069102
2021-10-20,0.005819122441395264,0.005802256745802902,0.030790042348119995,0.06754281589764366,230.37775573730468,230.79130577263473,223.54851608276368,226.97206145912574,235.39965057373047,229.01743459185087,0.11436189879967174,-2.0361861950035482,2.15054809380322,60.33717119297002,0.06965099183546308,15.239044189453125,0.016258635664635198,0.015711091170297297,4.918570382254477,223.54851608276368,234.18515521020018,212.9118769553272,0.09516179587162658,89757500.0,-0.14602038591584882,66.471308353273,0.0117347800591946,4.10081519196221e-05
2021-10-21,-0.01046270804910232,-0.010517826978231198,0.01892786603954888,0.0387200728865178,231.23814086914064,231.05485041417836,223.9801467895508,227.41109748180574,234.97560760498047,229.1180034195142,0.4239545503411648,-1.5441580459346058,1.9681125962757706,55.940287310424324,0.03426552443935882,7.672378540039034,0.016206844221774923,0.015543711390872881,4.839284624372222,223.9801467895508,235.19908473537487,212.7612088437267,0.10017796761572148,88039800.0,-0.17137759618091808,67.2798694647539,0.02122981778853281,0.015673586300103945
2021-10-22,0.010697732891593592,0.010640916988804261,0.024676367459791182,0.05209784262270811,232.36546936035157,232.0563474196736,224.5596549987793,228.0442635721732,234.5968881225586,229.31178138073577,0.8593089933830527,-1.0634646380710742,1.9227736314541268,59.18132061094394,0.04193380435288363,9.419982910156278,0.016290702732100853,0.015638590073948928,4.732855660574789,224.5596549987793,236.61607710367397,212.50323289388464,0.10737834545533304,90000500.0,-0.1093504353555931,80.06613878306742,0.01837946965144231,-0.011446126302083333
2021-10-25,0.005333289698176147,0.0053191180739280645,0.02539960080148229,0.08237639715185874,233.5312042236328,233.14011418147513,225.45508270263673,228.73601444197368,234.22892364501953,229.54691339345507,1.2901859493562142,-0.5927345205856165,1.8829204699418307,60.74811410605643,0.04870092953568905,10.927520751953125,0.015139395092078817,0.01565693087862466,4.592856270926349,225.45508270263673,237.92531786672455,212.9848475385489,0.11062279026581452,92763600.0,-0.03860191064769501,80.15195519333838,0.02346459876919701,-0.0015915094257970398
