ticker,earnings_date,announce_timing,eps_est,eps_actual,revenue_est,revenue_actual,event_datetime_et_placeholder
MA,2021-01-28,bmo,1.51,1.64,4016520000.0,4120000000.0,2021-01-28T08:00:00-05:00
MA,2021-04-29,bmo,1.57,1.74,3975080000.0,4155000000.0,2021-04-29T08:00:00-04:00
MA,2021-07-29,bmo,1.75,1.95,4528000000.0,4528000000.0,2021-07-29T08:00:00-04:00
MA,2021-10-28,bmo,2.19,2.37,4957750000.0,4985000000.0,2021-10-28T08:00:00-04:00
MA,2022-01-27,bmo,2.21,2.35,5174416559.0,5216000000.0,2022-01-27T08:00:00-05:00
MA,2022-04-28,bmo,2.17,2.76,4908521235.0,5167000000.0,2022-04-28T08:00:00-04:00
MA,2022-07-28,bmo,2.36,2.56,5266730496.0,5497000000.0,2022-07-28T08:00:00-04:00
MA,2022-10-27,bmo,2.56,2.68,5653090751.0,5756000000.0,2022-10-27T08:00:00-04:00
MA,2023-01-26,bmo,2.58,2.65,5792990479.0,5817000000.0,2023-01-26T08:00:00-05:00
MA,2023-04-27,bmo,2.72,2.8,5642980000.0,5748000000.0,2023-04-27T08:00:00-04:00
MA,2023-07-27,bmo,2.82,2.89,5583590000.0,6269000000.0,2023-07-27T08:00:00-04:00
MA,2023-10-26,bmo,3.21,3.39,6519430000.0,6533000000.0,2023-10-26T08:00:00-04:00
MA,2024-01-31,bmo,3.08,3.18,5958210000.0,6548000000.0,2024-01-31T08:00:00-05:00
MA,2024-05-01,bmo,3.24,3.31,6338410406.0,6348000000.0,2024-05-01T08:00:00-04:00
MA,2024-07-31,bmo,3.51,3.59,6851770003.0,6961000000.0,2024-07-31T08:00:00-04:00
MA,2024-10-31,bmo,3.74,3.89,7265622455.0,7369000000.0,2024-10-31T08:00:00-04:00
MA,2025-01-30,bmo,3.71,3.82,7385341101.0,7489000000.0,2025-01-30T08:00:00-05:00
MA,2025-05-01,bmo,3.58,3.73,7130327275.0,7250000000.0,2025-05-01T08:00:00-04:00
MA,2025-07-31,bmo,4.03,4.15,7929589164.0,8133000000.0,2025-07-31T08:00:00-04:00
MA,2025-10-30,bmo,4.32,4.38,8534549338.0,8602000000.0,2025-10-30T08:00:00-04:00
