ticker,earnings_date,announce_timing,pre_date,react_date,d5,d10,d20,pre_adj_close,react_adj_close,adj_close_p5,adj_close_p10,adj_close_p20
GOOGL,2021-02-02,amc,2021-02-02,2021-02-03,2021-02-10,2021-02-18,2021-03-04,95.2364273071289,102.1720199584961,103.54167175292967,104.50092315673828,100.93387603759766
GOOGL,2021-04-27,amc,2021-04-27,2021-04-28,2021-05-05,2021-05-12,2021-05-26,113.6899871826172,117.06746673583984,114.87057495117188,109.18750762939452,118.12299346923828
GOOGL,2021-07-27,amc,2021-07-27,2021-07-28,2021-08-04,2021-08-11,2021-08-25,130.91087341308594,135.07342529296875,134.11216735839844,135.25704956054688,141.01353454589844
GOOGL,2021-10-26,amc,2021-10-26,2021-10-27,2021-11-03,2021-11-10,2021-11-24,138.26380920410156,145.12100219726562,145.4986572265625,144.7994384765625,145.0242462158203
GOOGL,2022-02-01,amc,2022-02-01,2022-02-02,2022-02-09,2022-02-16,2022-03-03,136.61180114746094,146.89013671875,140.5301971435547,136.70510864257812,132.89540100097656
GOOGL,2022-04-26,amc,2022-04-26,2022-04-27,2022-05-04,2022-05-11,2022-05-25,117.7602310180664,113.4374008178711,121.34416198730467,112.7505874633789,105.01156616210938
GOOGL,2022-07-26,amc,2022-07-26,2022-07-27,2022-08-03,2022-08-10,2022-08-24,104.2324447631836,112.21214294433594,117.19451141357422,118.80236053466795,112.83743286132812
GOOGL,2022-10-25,amc,2022-10-25,2022-10-26,2022-11-02,2022-11-09,2022-11-23,103.69650268554688,94.21810913085938,86.31781005859375,86.66519165039062,97.72164916992188
GOOGL,2023-02-02,amc,2023-02-02,2023-02-03,2023-02-10,2023-02-17,2023-03-06,106.93204498291016,103.99425506591795,93.86080932617188,93.6424560546875,94.41661834716795
GOOGL,2023-04-25,amc,2023-04-25,2023-04-26,2023-05-03,2023-05-10,2023-05-24,103.07122039794922,102.93225860595705,104.6195297241211,110.91197967529295,119.99337005615234
GOOGL,2023-07-25,amc,2023-07-25,2023-07-26,2023-08-02,2023-08-09,2023-08-23,121.29354095458984,128.30059814453125,127.4172821044922,128.6876678466797,131.3773193359375
GOOGL,2023-10-24,amc,2023-10-24,2023-10-25,2023-11-01,2023-11-08,2023-11-22,137.76905822753906,124.66804504394533,125.50174713134766,130.851318359375,137.45147705078125
GOOGL,2024-01-30,amc,2024-01-30,2024-01-31,2024-02-07,2024-02-14,2024-02-29,150.32418823242188,139.0493927001953,144.44857788085938,144.8455810546875,137.4216766357422
GOOGL,2024-04-25,amc,2024-04-25,2024-04-26,2024-05-03,2024-05-10,2024-05-24,154.8301544189453,170.6605224609375,165.98587036132812,167.38526916503906,173.677734375
GOOGL,2024-07-23,amc,2024-07-23,2024-07-24,2024-07-31,2024-08-07,2024-08-21,180.63381958007812,171.53207397460938,170.44900512695312,157.9291534423828,164.79519653320312
GOOGL,2024-10-29,amc,2024-10-29,2024-10-30,2024-11-06,2024-11-13,2024-11-27,168.82455444335938,173.58047485351562,175.62013244628906,177.9781951904297,168.3768310546875
GOOGL,2025-02-04,amc,2025-02-04,2025-02-05,2025-02-12,2025-02-20,2025-03-06,205.57489013671875,190.5835876464844,182.89370727539065,183.8400115966797,171.67764282226562
GOOGL,2025-04-24,amc,2025-04-24,2025-04-25,2025-05-02,2025-05-09,2025-05-23,158.8413543701172,161.51397705078125,163.57826232910156,152.32933044433594,168.00604248046875
GOOGL,2025-07-23,amc,2025-07-23,2025-07-24,2025-07-31,2025-08-07,2025-08-21,189.9357757568359,191.87277221679688,191.60317993164065,196.2160491943359,199.4410400390625
GOOGL,2025-10-29,amc,2025-10-29,2025-10-30,2025-11-06,2025-11-13,2025-11-28,274.3905334472656,281.2960205078125,284.5638732910156,278.3879089355469,319.970703125
