ticker,earnings_date,day0_date,phase,n_tokens,n_tokens_raw,lm_pos,lm_neg,lm_unc,lm_lit,lm_constr,lm_strong,lm_weak,lm_complex,lm_pos_prop,lm_neg_prop,lm_unc_prop,lm_lit_prop,lm_constr_prop,lm_tone
NVDA,2021-02-24,2021-02-25,post,568.0,1007.0,22.0,19.0,6.0,1.0,0.0,1.0,6.0,3.0,0.03873239436619718,0.03345070422535211,0.01056338028169014,0.0017605633802816902,0.0,0.00528169014084507
NVDA,2021-02-24,2021-02-25,pre,503.0,888.0,12.0,6.0,7.0,0.0,0.0,8.0,6.0,0.0,0.02385685884691849,0.011928429423459244,0.013916500994035786,0.0,0.0,0.011928429423459244
NVDA,2021-05-26,2021-05-27,post,675.0,1199.0,23.0,9.0,8.0,9.0,0.0,7.0,6.0,2.0,0.034074074074074076,0.013333333333333334,0.011851851851851851,0.013333333333333334,0.0,0.02074074074074074
NVDA,2021-05-26,2021-05-27,pre,679.0,1208.0,13.0,8.0,14.0,2.0,1.0,8.0,8.0,1.0,0.01914580265095729,0.011782032400589101,0.020618556701030927,0.0029455081001472753,0.0014727540500736377,0.007363770250368188
NVDA,2021-08-18,2021-08-19,post,1290.0,2358.0,42.0,40.0,19.0,6.0,1.0,12.0,13.0,4.0,0.03255813953488372,0.031007751937984496,0.014728682170542635,0.004651162790697674,0.0007751937984496124,0.0015503875968992248
NVDA,2021-08-18,2021-08-19,pre,662.0,1253.0,23.0,13.0,12.0,0.0,0.0,8.0,8.0,2.0,0.03474320241691843,0.019637462235649546,0.01812688821752266,0.0,0.0,0.015105740181268883
NVDA,2021-11-17,2021-11-18,post,750.0,1304.0,28.0,22.0,12.0,6.0,0.0,6.0,12.0,0.0,0.037333333333333336,0.029333333333333333,0.016,0.008,0.0,0.008
NVDA,2021-11-17,2021-11-18,pre,1672.0,3032.0,52.0,34.0,18.0,10.0,1.0,12.0,12.0,8.0,0.03110047846889952,0.02033492822966507,0.01076555023923445,0.005980861244019139,0.0005980861244019139,0.01076555023923445
NVDA,2022-02-16,2022-02-17,post,829.0,1482.0,26.0,36.0,13.0,3.0,0.0,4.0,12.0,0.0,0.031363088057901084,0.04342581423401689,0.015681544028950542,0.0036188178528347406,0.0,-0.012062726176115802
NVDA,2022-02-16,2022-02-17,pre,1279.0,2267.0,39.0,37.0,21.0,9.0,1.0,17.0,17.0,3.0,0.03049257232212666,0.028928850664581705,0.01641907740422205,0.007036747458952306,0.0007818608287724785,0.001563721657544957
NVDA,2022-05-25,2022-05-26,post,969.0,1709.0,22.0,28.0,21.0,0.0,0.0,6.0,18.0,3.0,0.022703818369453045,0.02889576883384933,0.021671826625386997,0.0,0.0,-0.006191950464396285
