ticker,earnings_date,announce_timing,pre_date,react_date,d5,d10,d20,pre_adj_close,react_adj_close,adj_close_p5,adj_close_p10,adj_close_p20,delta_react_vs_pre,delta_p5_vs_pre,delta_p10_vs_pre,delta_p20_vs_pre,delta_drift_5_vs_react,delta_drift_10_vs_react,delta_drift_20_vs_react,retpct_react_vs_pre,retpct_p5_vs_pre,retpct_p10_vs_pre,retpct_p20_vs_pre,retpct_drift_5_vs_react,retpct_drift_10_vs_react,retpct_drift_20_vs_react
NVDA,2021-02-24,amc,2021-02-24,2021-02-25,2021-03-04,2021-03-11,2021-03-25,14.458340644836426,13.270179748535156,12.33556079864502,12.961535453796388,12.504411697387695,-1.1881608963012695,-2.1227798461914062,-1.4968051910400373,-1.9539289474487305,-0.9346189498901367,-0.30864429473876775,-0.7657680511474609,-8.217823369140243,-14.682043384760924,-10.352537872833967,-13.514199142531247,-7.0430014332948705,-2.325848636472594,-5.770592905736571
NVDA,2021-05-26,amc,2021-05-26,2021-05-27,2021-06-04,2021-06-11,2021-06-25,15.661375999450684,15.449898719787598,17.53500747680664,17.78547477722168,18.988534927368164,-0.21147727966308594,1.873631477355957,2.124098777770996,3.3271589279174805,2.085108757019043,2.335576057434082,3.5386362075805664,-1.3503109795110158,11.963389918112387,13.562657443672244,21.24435891223211,13.495938030639131,15.11709623340618,22.903944367275543
NVDA,2021-08-18,amc,2021-08-18,2021-08-19,2021-08-26,2021-09-02,2021-09-17,18.99751091003418,19.753816604614254,22.01875114440918,22.349964141845703,21.854982376098633,0.7563056945800746,3.021240234375,3.3524532318115234,2.857471466064453,2.2649345397949254,2.596147537231449,2.1011657714843786,3.981077827309498,15.903347805312906,17.646802508431847,15.04129398633578,11.465807267168127,13.142511086313412,10.636758523887346
NVDA,2021-11-17,amc,2021-11-17,2021-11-18,2021-11-26,2021-12-03,2021-12-17,29.200849533081055,31.609893798828125,31.438247680664062,30.63365936279297,27.747249603271484,2.4090442657470703,2.237398147583008,1.432809829711914,-1.4535999298095703,-0.1716461181640625,-0.9762344360351562,-3.8626441955566406,8.249911575407797,7.66209950518153,4.906740223734629,-4.977937125297727,-0.5430139033571368,-3.0883825243074647,-12.219731645222554
NVDA,2022-02-16,amc,2022-02-16,2022-02-17,2022-02-25,2022-03-04,2022-03-18,26.459741592407227,24.45961570739746,24.11029815673828,22.89556121826172,26.406354904174805,-2.0001258850097656,-2.3494434356689453,-3.564180374145508,-0.053386688232421875,-0.3493175506591797,-1.5640544891357422,1.9467391967773438,-7.559128565275608,-8.879313607292117,-13.470200990807369,-0.20176572037173823,-1.4281399791311267,-6.394436069012799,7.958993387572244
NVDA,2022-05-25,amc,2022-05-25,2022-05-26,2022-06-03,2022-06-10,2022-06-27,16.945072174072266,17.81952476501465,18.68699073791504,16.947656631469727,16.842819213867188,0.8744525909423828,1.7419185638427734,0.0025844573974609375,-0.10225296020507812,0.8674659729003906,-0.8718681335449219,-0.9767055511474609,5.1605126372986865,10.279794302133993,0.015251970430751882,-0.6034377378547617,4.86806457714013,-4.892768718819451,-5.481097638838506
NVDA,2022-08-24,amc,2022-08-24,2022-08-25,2022-09-01,2022-09-09,2022-09-23,17.195268630981445,17.885194778442383,13.915366172790527,14.368935585021973,12.500285148620604,0.6899261474609375,-3.279902458190918,-2.8263330459594727,-4.694983482360842,-3.9698286056518555,-3.51625919342041,-5.384909629821779,4.012302234219645,-19.074447329548427,-16.43669026994523,-27.303926348098393,-22.196172056436424,-19.660167177260345,-30.108196732150716
NVDA,2022-11-16,amc,2022-11-16,2022-11-17,2022-11-25,2022-12-02,2022-12-16,15.890024185180664,15.657316207885742,16.249568939208984,16.859119415283203,16.554428100585938,-0.23270797729492188,0.3595447540283203,0.9690952301025391,0.6644039154052734,0.5922527313232422,1.201803207397461,0.8971118927001953,-1.4644910201706884,2.2627074058429564,6.098764978635685,4.18126434335393,3.7825941780811556,7.675665429763612,5.729665804720541
NVDA,2023-02-22,amc,2023-02-22,2023-02-23,2023-03-02,2023-03-09,2023-03-23,20.73324203491211,23.640331268310547,23.29068374633789,23.41653823852539,27.16842269897461,2.9070892333984375,2.5574417114257812,2.6832962036132812,6.4351806640625,-0.34964752197265625,-0.22379302978515625,3.5280914306640625,14.021392450361958,12.334982185223996,12.942000093834615,31.03798553659136,-1.4790297056511803,-0.9466577572250334,14.924035499423848
NVDA,2023-05-24,amc,2023-05-24,2023-05-25,2023-06-02,2023-06-09,2023-06-26,30.51264190673828,37.94845199584961,39.294342041015625,38.74181365966797,40.60245895385742,7.435810089111328,8.781700134277344,8.229171752929688,10.08981704711914,1.3458900451660156,0.7933616638183594,2.6540069580078125,24.369604283492862,28.780530250768056,26.969712350972763,33.06766119419817,3.546627001578906,2.090629846785652,6.9937159974221785
