ticker,earnings_date,announce_timing,pre_date,react_date,d5,d10,d20
NVDA,2021-02-24,amc,2021-02-24,2021-02-25,2021-03-04,2021-03-11,2021-03-25
NVDA,2021-05-26,amc,2021-05-26,2021-05-27,2021-06-04,2021-06-11,2021-06-25
NVDA,2021-08-18,amc,2021-08-18,2021-08-19,2021-08-26,2021-09-02,2021-09-17
NVDA,2021-11-17,amc,2021-11-17,2021-11-18,2021-11-26,2021-12-03,2021-12-17
NVDA,2022-02-16,amc,2022-02-16,2022-02-17,2022-02-25,2022-03-04,2022-03-18
NVDA,2022-05-25,amc,2022-05-25,2022-05-26,2022-06-03,2022-06-10,2022-06-27
NVDA,2022-08-24,amc,2022-08-24,2022-08-25,2022-09-01,2022-09-09,2022-09-23
NVDA,2022-11-16,amc,2022-11-16,2022-11-17,2022-11-25,2022-12-02,2022-12-16
NVDA,2023-02-22,amc,2023-02-22,2023-02-23,2023-03-02,2023-03-09,2023-03-23
NVDA,2023-05-24,amc,2023-05-24,2023-05-25,2023-06-02,2023-06-09,2023-06-26
NVDA,2023-08-23,amc,2023-08-23,2023-08-24,2023-08-31,2023-09-08,2023-09-22
NVDA,2023-11-21,amc,2023-11-21,2023-11-22,2023-11-30,2023-12-07,2023-12-21
NVDA,2024-02-21,amc,2024-02-21,2024-02-22,2024-02-29,2024-03-07,2024-03-21
NVDA,2024-05-22,amc,2024-05-22,2024-05-23,2024-05-31,2024-06-07,2024-06-24
NVDA,2024-08-28,amc,2024-08-28,2024-08-29,2024-09-06,2024-09-13,2024-09-27
NVDA,2024-11-20,amc,2024-11-20,2024-11-21,2024-11-29,2024-12-06,2024-12-20
NVDA,2025-02-26,amc,2025-02-26,2025-02-27,2025-03-06,2025-03-13,2025-03-27
NVDA,2025-05-28,amc,2025-05-28,2025-05-29,2025-06-05,2025-06-12,2025-06-27
NVDA,2025-08-27,amc,2025-08-27,2025-08-28,2025-09-05,2025-09-12,2025-09-26
NVDA,2025-11-19,amc,2025-11-19,2025-11-20,2025-11-28,2025-12-05,2025-12-19
