ticker,t_earnings_date,announce_timing,pre_date,post_date,d5,d10,d20,pre_adj_close,post_adj_close,adj_close_5,adj_close_10,adj_close_20,post_minus_pre,r_post_pre,drift_5,drift_10,drift_20,r_5_post,r_10_post,r_20_post,eps_est,eps_actual,revenue_est,revenue_actual,eps_surprise,revenue_surprise,news_tminus1_date,news_tplus1_date,news_tminus1_k,news_tminus1_pos,news_tminus1_neu,news_tminus1_neg,news_tminus1_pos_share,news_tminus1_neu_share,news_tminus1_neg_share,news_tplus1_k,news_tplus1_pos,news_tplus1_neu,news_tplus1_neg,news_tplus1_pos_share,news_tplus1_neu_share,news_tplus1_neg_share,transcript_date_used,transcript_sentence_k,transcript_pos,transcript_neu,transcript_neg,transcript_pos_share,transcript_neu_share,transcript_neg_share
NVDA,2021-02-24,amc,2021-02-24,2021-02-25,2021-03-04,2021-03-11,2021-03-25,14.458341598510742,13.270182609558104,12.33556079864502,12.961535453796388,12.504411697387695,-1.1881589889526385,-0.08217809635062312,-0.9346218109130842,-0.3086471557617152,-0.7657709121704084,-0.07043021474624656,-0.02325869694810423,-0.05770613221394916,0.07,0.08,4814350000.0,5003000000.0,0.14285714285714277,0.039184936699658314,2021-02-23,2021-02-25,6,2,3,1,0.3333333333333333,0.5,0.16666666666666666,14,5,3,6,0.35714285714285715,0.21428571428571427,0.42857142857142855,2021-02-24,488,100,374,14,0.20491803278688525,0.7663934426229508,0.028688524590163935
NVDA,2021-05-26,amc,2021-05-26,2021-05-27,2021-06-04,2021-06-11,2021-06-25,15.661378860473633,15.44989776611328,17.53500747680664,17.785470962524414,18.988536834716797,-0.21148109436035334,-0.013503350901885924,2.085109710693361,2.3355731964111346,3.5386390686035174,0.13495945036391732,0.15117078648467275,0.22903964299135482,0.08,0.09,5318430000.0,5661000000.0,0.12499999999999993,0.0644118659077961,2021-05-25,2021-05-27,7,3,3,1,0.42857142857142855,0.42857142857142855,0.14285714285714285,12,7,4,1,0.5833333333333334,0.3333333333333333,0.08333333333333333,2021-05-26,453,94,356,3,0.20750551876379691,0.7858719646799117,0.006622516556291391
NVDA,2021-08-18,amc,2021-08-18,2021-08-19,2021-08-26,2021-09-02,2021-09-17,18.99751091003418,19.75382423400879,22.01875686645508,22.349964141845703,21.854982376098633,0.7563133239746094,0.03981117987278737,2.2649326324462926,2.596139907836914,2.1011581420898438,0.11465793183210149,0.13142467387997314,0.10636715793352192,0.1,0.1,6816700000.0,6507000000.0,0.0,-0.045432540672172755,2021-08-17,2021-08-19,10,2,3,5,0.2,0.3,0.5,16,11,3,2,0.6875,0.1875,0.125,2021-08-18,488,75,404,9,0.15368852459016394,0.8278688524590164,0.018442622950819672
NVDA,2021-11-17,amc,2021-11-17,2021-11-18,2021-11-26,2021-12-03,2021-12-17,29.200855255126953,31.60989570617676,31.43824577331543,30.6336612701416,27.747249603271484,2.4090404510498082,0.08249896895149456,-0.17164993286133168,-0.9762344360351598,-3.862646102905277,-0.005430259386391745,-0.030883823379537323,-0.12219736941904846,0.11,0.12,7413390000.0,7103000000.0,0.09090909090909087,-0.041868834635706474,2021-11-16,2021-11-18,19,5,11,3,0.2631578947368421,0.5789473684210527,0.15789473684210525,20,13,5,2,0.65,0.25,0.1,2021-11-18,419,73,339,7,0.17422434367541767,0.8090692124105012,0.016706443914081145
NVDA,2022-02-16,amc,2022-02-16,2022-02-17,2022-02-25,2022-03-04,2022-03-18,26.45974349975586,24.45962142944336,24.11029815673828,22.895557403564453,26.406352996826172,-2.0001220703125,-0.07559113603391332,-0.3493232727050781,-1.5640640258789062,1.9467315673828125,-0.01428163038879171,-0.06394473562849823,0.07958960333864473,0.12,0.13,7420320441.0,7643000000.0,0.08333333333333341,0.030009426246555813,2022-02-15,2022-02-17,9,3,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,23,6,4,13,0.2608695652173913,0.17391304347826086,0.5652173913043478,2022-02-16,455,106,339,10,0.23296703296703297,0.7450549450549451,0.02197802197802198
NVDA,2022-05-25,amc,2022-05-25,2022-05-26,2022-06-03,2022-06-10,2022-06-27,16.945066452026367,17.81952667236328,18.686992645263672,16.947650909423828,16.84281349182129,0.8744602203369141,0.05160559404193665,0.8674659729003906,-0.8718757629394531,-0.9767131805419922,0.04868064056077115,-0.04892811009911202,-0.054811398669572964,0.13,0.14,8123361361.0,8288000000.0,0.07692307692307698,0.020267304590243257,2022-05-24,2022-05-26,9,4,2,3,0.4444444444444444,0.2222222222222222,0.3333333333333333,16,4,5,7,0.25,0.3125,0.4375,2022-05-25,501,104,374,23,0.20758483033932135,0.7465069860279441,0.04590818363273453
NVDA,2022-08-24,amc,2022-08-24,2022-08-25,2022-09-01,2022-09-09,2022-09-23,17.195270538330078,17.885194778442383,13.915365219116213,14.368935585021973,12.500285148620604,0.6899242401123047,0.040122906968773187,-3.96982955932617,-3.51625919342041,-5.384909629821779,-0.22196177388636196,-0.19660167177260346,-0.30108196732150716,0.06,0.05,6699486570.0,6704000000.0,-0.1666666666666666,0.00067369789503138,2022-08-23,2022-08-25,5,2,0,3,0.4,0.0,0.6,10,3,2,5,0.3,0.2,0.5,2022-08-24,479,80,357,42,0.16701461377870563,0.7453027139874739,0.08768267223382047
NVDA,2022-11-16,amc,2022-11-16,2022-11-17,2022-11-25,2022-12-02,2022-12-16,15.890024185180664,15.657316207885742,16.249568939208984,16.859121322631836,16.554428100585938,-0.23270797729492188,-0.014644910201706884,0.5922527313232422,1.2018051147460938,0.8971118927001953,0.037825941780811556,0.07675677611599929,0.05729665804720541,0.07,0.06,5780771964.0,5931000000.0,-0.14285714285714296,0.02598753885044271,2022-11-15,2022-11-17,5,2,2,1,0.4,0.4,0.2,14,4,4,6,0.2857142857142857,0.2857142857142857,0.42857142857142855,2022-11-16,487,78,388,21,0.1601642710472279,0.7967145790554415,0.043121149897330596
NVDA,2023-02-22,amc,2023-02-22,2023-02-23,2023-03-02,2023-03-09,2023-03-23,20.733245849609375,23.64033317565918,23.29068374633789,23.41653823852539,27.168418884277344,2.9070873260498047,0.14021380671104988,-0.34964942932128906,-0.22379493713378906,3.528085708618164,-0.01479037654517068,-0.009466657490437402,0.1492401009073252,0.08,0.09,6015051686.0,6051000000.0,0.12499999999999993,0.00597639320102095,2023-02-21,2023-02-23,16,7,6,3,0.4375,0.375,0.1875,24,11,9,4,0.4583333333333333,0.375,0.16666666666666666,2023-02-22,450,85,351,14,0.18888888888888888,0.78,0.03111111111111111
NVDA,2023-05-24,amc,2023-05-24,2023-05-25,2023-06-02,2023-06-09,2023-06-26,30.51263999938965,37.948463439941406,39.294342041015625,38.74181365966797,40.60246276855469,7.435823440551758,0.2436964956392007,1.3458786010742188,0.7933502197265625,2.6539993286132812,0.03546595775094441,0.02090599059385223,0.06993693783711685,0.09,0.11,6516830000.0,7192000000.0,0.22222222222222227,0.10360405289074597,2023-05-23,2023-05-25,15,2,12,1,0.13333333333333333,0.8,0.06666666666666667,75,39,22,14,0.52,0.29333333333333333,0.18666666666666668,2023-05-24,455,58,390,7,0.12747252747252746,0.8571428571428571,0.015384615384615385
