ticker,t_earnings_date,announce_timing,pre_date,post_date,d5,d10,d20,pre_adj_close,post_adj_close,adj_close_5,adj_close_10,adj_close_20,post_minus_pre,r_post_pre,drift_5,drift_10,drift_20,r_5_post,r_10_post,r_20_post,eps_est,eps_actual,revenue_est,revenue_actual,eps_surprise,revenue_surprise,news_tminus1_date,news_tplus1_date,news_tminus1_k,news_tminus1_pos,news_tminus1_neu,news_tminus1_neg,news_tminus1_pos_share,news_tminus1_neu_share,news_tminus1_neg_share,news_tplus1_k,news_tplus1_pos,news_tplus1_neu,news_tplus1_neg,news_tplus1_pos_share,news_tplus1_neu_share,news_tplus1_neg_share,transcript_date_used,transcript_sentence_k,transcript_pos,transcript_neu,transcript_neg,transcript_pos_share,transcript_neu_share,transcript_neg_share
TSLA,2023-07-19,amc,2023-07-19,2023-07-20,2023-07-27,2023-08-03,2023-08-17,291.260009765625,262.8999938964844,255.7100067138672,259.32000732421875,219.22000122070312,-28.360015869140625,-0.09737009860008494,-7.1899871826171875,-3.579986572265625,-43.67999267578125,-0.027348753706887496,-0.013617294238794209,-0.16614679988535885,0.82,0.91,24477100000.0,24927000000.0,0.10975609756097571,0.018380445395900658,2023-07-18,2023-07-20,31,10,16,5,0.3225806451612903,0.5161290322580645,0.16129032258064516,59,7,18,34,0.11864406779661017,0.3050847457627119,0.576271186440678,2023-07-19,569,80,473,16,0.140597539543058,0.8312829525483304,0.028119507908611598
TSLA,2023-10-18,amc,2023-10-18,2023-10-19,2023-10-26,2023-11-02,2023-11-16,242.67999267578125,220.11000061035156,205.7599945068359,218.5099945068359,233.58999633789065,-22.569992065429688,-0.09300310180733784,-14.350006103515653,-1.6000061035156534,13.479995727539091,-0.0651947029381853,-0.007269120435595577,0.06124208663922537,0.72,0.66,24096100000.0,23350000000.0,-0.08333333333333326,-0.030963516917675474,2023-10-17,2023-10-19,26,6,10,10,0.23076923076923078,0.38461538461538464,0.38461538461538464,55,7,11,37,0.12727272727272726,0.2,0.6727272727272727,2023-10-18,492,53,415,24,0.10772357723577236,0.8434959349593496,0.04878048780487805
TSLA,2024-01-24,amc,2024-01-24,2024-01-25,2024-02-01,2024-02-08,2024-02-23,207.8300018310547,182.6300048828125,188.86000061035156,189.55999755859375,191.97000122070312,-25.199996948242188,-0.12125293136804816,6.2299957275390625,6.92999267578125,9.339996337890625,0.034112662547080674,0.03794553189782812,0.05114163110209513,0.75,0.71,25547500000.0,25167000000.0,-0.05333333333333338,-0.014893825227517369,2024-01-23,2024-01-25,21,2,13,6,0.09523809523809523,0.6190476190476191,0.2857142857142857,42,4,11,27,0.09523809523809523,0.2619047619047619,0.6428571428571429,2024-01-24,598,73,517,8,0.12207357859531773,0.8645484949832776,0.013377926421404682
TSLA,2024-04-23,amc,2024-04-23,2024-04-24,2024-05-01,2024-05-08,2024-05-22,144.67999267578125,162.1300048828125,179.99000549316406,174.72000122070312,180.11000061035156,17.45001220703125,0.12061109407252757,17.860000610351562,12.589996337890625,17.979995727539062,0.11015851521907227,0.07765370973121644,0.11089863187591331,0.51,0.45,22220029354.0,21301000000.0,-0.11764705882352941,-0.04136040233603735,2024-04-22,2024-04-24,56,4,14,38,0.07142857142857142,0.25,0.6785714285714286,69,31,16,22,0.4492753623188406,0.2318840579710145,0.3188405797101449,2024-04-23,648,74,553,21,0.11419753086419752,0.8533950617283951,0.032407407407407406
TSLA,2024-07-23,amc,2024-07-23,2024-07-24,2024-07-31,2024-08-07,2024-08-21,246.3800048828125,215.9900054931641,232.07000732421875,191.7599945068359,223.27000427246097,-30.38999938964841,-0.12334604589403686,16.08000183105466,-24.230010986328182,7.279998779296875,0.07444789769017146,-0.11218116750821161,0.033705257623725116,0.62,0.52,24539747788.0,25500000000.0,-0.16129032258064513,0.039130484155569266,2024-07-22,2024-07-24,35,9,20,6,0.2571428571428571,0.5714285714285714,0.17142857142857143,57,8,9,40,0.14035087719298245,0.15789473684210525,0.7017543859649122,2024-07-24,511,69,429,13,0.1350293542074364,0.8395303326810176,0.025440313111545987
TSLA,2024-10-23,amc,2024-10-23,2024-10-24,2024-10-31,2024-11-07,2024-11-21,213.6499938964844,260.4800109863281,249.8500061035156,296.9100036621094,339.6400146484375,46.83001708984372,0.21919035070290405,-10.630004882812528,36.42999267578125,79.16000366210938,-0.04080929220849294,0.13985715271523613,0.30390049264188757,0.58,0.72,25468371161.0,25182000000.0,0.24137931034482762,-0.011244188298878074,2024-10-22,2024-10-24,19,4,7,8,0.21052631578947367,0.3684210526315789,0.42105263157894735,64,35,21,8,0.546875,0.328125,0.125,2024-10-23,689,77,600,12,0.11175616835994194,0.8708272859216255,0.01741654571843251
TSLA,2025-01-29,amc,2025-01-29,2025-01-30,2025-02-06,2025-02-13,2025-02-28,389.1000061035156,400.2799987792969,374.3200073242187,355.94000244140625,292.9800109863281,11.17999267578125,0.028732954254456988,-25.959991455078182,-44.339996337890625,-107.29998779296875,-0.06485458062917548,-0.11077245046744999,-0.26806232667181296,0.774,0.73,27258924570.0,25707000000.0,-0.05684754521963829,-0.056932714495566764,2025-01-28,2025-01-30,16,3,10,3,0.1875,0.625,0.1875,35,11,15,9,0.3142857142857143,0.42857142857142855,0.2571428571428571,2025-01-29,612,56,539,17,0.0915032679738562,0.880718954248366,0.027777777777777776
TSLA,2025-04-22,amc,2025-04-22,2025-04-23,2025-04-30,2025-05-07,2025-05-21,237.97000122070312,250.7400054931641,282.1600036621094,276.2200012207031,334.6199951171875,12.770004272460966,0.05366224400956132,31.419998168945284,25.479995727539034,83.87998962402341,0.1253090750602297,0.10161918788118429,0.3345297431059928,0.4136,0.27,21269497845.0,19335000000.0,-0.3471953578336557,-0.09095174033244789,2025-04-21,2025-04-23,47,6,15,26,0.1276595744680851,0.3191489361702128,0.5531914893617021,67,11,29,27,0.16417910447761194,0.43283582089552236,0.40298507462686567,2025-04-22,749,77,648,24,0.102803738317757,0.8651535380507344,0.03204272363150868
TSLA,2025-07-23,amc,2025-07-23,2025-07-24,2025-07-31,2025-08-07,2025-08-21,332.55999755859375,305.29998779296875,308.2699890136719,322.2699890136719,320.1099853515625,-27.260009765625,-0.08197020076301287,2.970001220703125,16.970001220703125,14.80999755859375,0.009728140646756867,0.055584677036446095,0.048509656569776016,0.3972,0.4,22279678348.0,22496000000.0,0.007049345417925541,0.00970937051339517,2025-07-22,2025-07-24,20,3,12,5,0.15,0.6,0.25,62,8,21,33,0.12903225806451613,0.3387096774193548,0.532258064516129,2025-07-23,530,86,432,12,0.16226415094339622,0.8150943396226416,0.022641509433962263
TSLA,2025-10-22,amc,2025-10-22,2025-10-23,2025-10-30,2025-11-06,2025-11-20,438.9700012207031,448.9800109863281,440.1000061035156,445.9100036621094,395.2300109863281,10.010009765625,0.022803402824313368,-8.8800048828125,-3.07000732421875,-53.75,-0.019778174229415524,-0.006837737202318839,-0.11971579732897453,0.558,0.5,26540367719.0,28095000000.0,-0.10394265232974918,0.058576139466487244,2025-10-21,2025-10-23,18,5,6,7,0.2777777777777778,0.3333333333333333,0.3888888888888889,51,14,21,16,0.27450980392156865,0.4117647058823529,0.3137254901960784,2025-10-22,584,72,500,12,0.1232876712328767,0.8561643835616438,0.02054794520547945
