symbol,date,fiscalYear,period,reportedCurrency,growthRevenue,growthCostOfRevenue,growthGrossProfit,growthGrossProfitRatio,growthResearchAndDevelopmentExpenses,growthGeneralAndAdministrativeExpenses,growthSellingAndMarketingExpenses,growthOtherExpenses,growthOperatingExpenses,growthCostAndExpenses,growthInterestIncome,growthInterestExpense,growthDepreciationAndAmortization,growthEBITDA,growthOperatingIncome,growthIncomeBeforeTax,growthIncomeTaxExpense,growthNetIncome,growthEPS,growthEPSDiluted,growthWeightedAverageShsOut,growthWeightedAverageShsOutDil,growthEBIT,growthNonOperatingIncomeExcludingInterest,growthNetInterestIncome,growthTotalOtherIncomeExpensesNet,growthNetIncomeFromContinuingOperations,growthOtherAdjustmentsToNetIncome,growthNetIncomeDeductions
GOOGL,2020-12-31,2020,Q4,USD,0.23227860437918263,0.23502391438177772,0.22996487867177523,-0.001877599540613835,0.024212368728121353,0.027213352685050797,0.25596785629874735,0.0,0.09564400780177706,0.17983409610983983,-0.1608695652173913,0.10416666666666667,0.07101782633697527,0.330589280426414,0.3957906001962008,0.39898195972752454,0.6392045454545454,0.3538721436827598,0.36144578313253006,0.3658536585365856,-0.005691426136368769,-0.004202128673507805,0.3979264563287835,-0.4088422971741112,-0.19174757281553398,0.41565703634669154,0.3538721436827598,0.0,0
GOOGL,2021-03-31,2021,Q1,USD,-0.027839291363492565,-0.07580521472392639,0.012752287624115776,0.04175398009370439,0.06593563087439476,-0.020487460261391734,-0.15016936394429808,0.0,-0.025911518428166413,-0.05745872427085606,-0.10621761658031088,0.4339622641509434,-0.26093959731543626,0.07321849824186585,0.0502204331991566,0.13879822355396224,-0.03148469093009821,0.17751362710973928,0.17699115044247804,0.16964285714285707,-0.0034962446646494287,-0.0013148473856329408,0.13963291004161776,-0.5923649304432222,-0.1921921921921922,0.5951283739302172,0.17751362710973928,0.0,0
GOOGL,2021-06-30,2021,Q2,USD,0.11870412553783852,0.08812181056300046,0.14232161737848836,0.021111472901994825,0.025384101536406144,0.20483231157591056,0.1682905225863596,0.0,0.10274807093542711,0.09368006790647426,0.12753623188405797,0.0,0.06974209952778787,0.03707697412076974,0.17789134270243961,0.03298407179438989,0.03191172084700268,0.03318460680423871,0.03759398496240588,0.038167938931297746,-0.006330767012129566,-0.003605187959336263,0.032866707242848445,0.45144250304754163,0.16356877323420074,-0.4585224927775485,0.03318460680423871,0.0,0
GOOGL,2021-09-30,2021,Q3,USD,0.05232708468002586,0.05315133259617951,0.051720752811825095,-0.0005761818921669732,0.00247557003257329,-0.025441484585453457,0.045489006823351025,0.0,0.010680088386938374,0.03687763117665044,-0.005141388174807198,0.013157894736842105,0.12190152801358234,0.057546188914660484,0.08625587521305718,0.04907891744371162,0.1930635838150289,0.022186234817813764,0.02898550724637684,0.029411764705882214,-0.00478356045531728,-0.0045511347877030366,0.04895516975658402,0.21851851851851853,-0.009584664536741214,-0.22522865853658536,0.022186234817813764,0.0,0
GOOGL,2021-12-31,2021,Q4,USD,0.15674621456432938,0.19430867817964592,0.12907699282609275,-0.02391987220253243,0.13179100597868468,0.2714987714987715,0.378535170413343,0.0,0.24207457791813433,0.2121487059677456,-0.023255813953488372,0.5194805194805194,0.040859564164648914,0.057213083758744565,0.04060672340830203,0.05801248699271592,-0.08914728682170543,0.0900929446556823,0.09859154929577474,0.09285714285714294,-0.004648836353136382,-0.005951052389951945,0.059547988418823736,-0.24834123222748816,-0.15806451612903225,0.23807181505164782,0.0900929446556823,0.0,0
GOOGL,2022-03-31,2022,Q1,USD,-0.09709923664122137,-0.10273432763429126,-0.09270850556251034,0.004862916490294004,0.04719797887000459,-0.185024154589372,-0.23395581273014204,0.0,-0.10434187365538823,-0.1033495508982036,0.09523809523809523,-0.2905982905982906,0.0997382960162838,-0.18452679018527793,-0.0818368745716244,-0.2240799934431604,-0.33563829787234045,-0.20375932564673965,-0.20512820512820515,-0.19607843137254904,-0.003791826208378279,-0.007348775339084357,-0.22439740609323383,1.4088838268792712,0.2681992337164751,-1.460866110448947,-0.20375932564673965,0.0,0
GOOGL,2022-06-30,2022,Q2,USD,0.02461366543647351,0.01706138720902733,0.030433197958971155,0.00567973349168327,0.0791753481741419,0.08387670420865441,0.13819742489270387,0.0,0.09880991374604214,0.04831270738986163,0.17391304347826086,0.0,0.030936012691697514,0.008640729856572656,-0.03190006967253907,0.004225203337910637,0.20576461168935148,-0.026405451448040886,-0.01612903225806453,-0.016260162601626032,-0.002650912671362569,-0.00839037020462438,0.0042067623705105955,-0.669452181987001,0.2175226586102719,0.621551724137931,-0.026405451448040886,0.0,0
GOOGL,2022-09-30,2022,Q3,USD,-0.008509722321877017,0.035011958543715124,-0.04161087390414593,-0.03338525075047152,0.0438979778477797,-0.016406890894175553,0.045098039215686274,0.0,0.03333664546899841,0.034340659340659344,0.2654320987654321,0.21686746987951808,0.03770197486535009,-0.11375891459384241,-0.11915899861203927,-0.14626065004733355,-0.22875166002656042,-0.1307336582927134,-0.12295081967213108,-0.12396694214876026,-0.01275820170109356,-0.01072544043373171,-0.1446824108498717,1.25,0.27543424317617865,-1.0546697038724373,-0.1307336582927134,0.0,0
GOOGL,2022-12-31,2022,Q4,USD,0.10067735772593064,0.13428333012388471,0.0730742869193863,-0.025078258069026953,-0.000584055290567507,0.41673616902974703,0.036657526338576996,0.0,0.08399442280878888,0.11415208730296207,0.07154471544715447,-0.10891089108910891,0.03830944142362828,0.05191364082433759,0.059819083746717246,0.05630505759871866,0.5165733964700818,-0.020560747663551402,-0.009345794392523372,-0.009433962264150952,-0.007923076923076923,-0.011453004504848438,0.05528345781804824,0.1523096129837703,0.10700389105058365,-0.12305986696230599,-0.020560747663551402,0.0,0
GOOGL,2023-03-31,2023,Q1,USD,-0.0823295813170629,-0.13383509705166657,-0.037611162973517416,0.04873036908411189,0.1169767215350151,-0.2623626373626374,-0.09049143811777809,0.0,-0.034862059788876076,-0.09528745163073521,0.2094081942336874,-0.1111111111111111,-0.37276838847893357,-0.024162701744565723,-0.04102422907488987,0.061701755409109466,-0.1047402781720125,0.10474163241338814,0.11320754716981121,0.11428571428571417,-0.0057377684732883615,-0.009577508303081794,0.06079944305853687,-1.942578548212351,0.2601054481546573,1.7798617966436328,0.10474163241338814,0.0,0
