ticker,earnings_date,announce_timing,pre_date,react_date,d5,d10,d20,pre_adj_close,react_adj_close,adj_close_p5,adj_close_p10,adj_close_p20
AMZN,2021-02-02,amc,2021-02-02,2021-02-03,2021-02-10,2021-02-18,2021-03-04,169.0,165.62649536132812,164.32899475097656,166.4114990234375,148.8784942626953
AMZN,2021-04-29,amc,2021-04-29,2021-04-30,2021-05-07,2021-05-14,2021-05-28,173.5655059814453,173.37100219726562,164.58050537109375,161.14500427246094,161.15350341796875
AMZN,2021-07-29,amc,2021-07-29,2021-07-30,2021-08-06,2021-08-13,2021-08-27,179.99600219726562,166.37950134277344,167.2469940185547,164.69850158691406,167.48150634765625
AMZN,2021-10-28,amc,2021-10-28,2021-10-29,2021-11-05,2021-11-12,2021-11-29,172.32850646972656,168.6215057373047,175.94949340820312,176.25750732421875,178.07850646972656
AMZN,2022-02-03,amc,2022-02-03,2022-02-04,2022-02-11,2022-02-18,2022-03-07,138.8455047607422,157.63949584960938,153.2935028076172,152.60150146484375,137.4530029296875
AMZN,2022-04-28,amc,2022-04-28,2022-04-29,2022-05-06,2022-05-13,2022-05-27,144.59649658203125,124.28150177001952,114.77249908447266,113.05500030517578,115.14649963378906
AMZN,2022-07-28,amc,2022-07-28,2022-07-29,2022-08-05,2022-08-12,2022-08-26,122.27999877929688,134.9499969482422,140.8000030517578,143.5500030517578,130.75
AMZN,2022-10-27,amc,2022-10-27,2022-10-28,2022-11-04,2022-11-11,2022-11-28,110.95999908447266,103.41000366210938,90.9800033569336,100.79000091552734,93.9499969482422
AMZN,2023-02-02,amc,2023-02-02,2023-02-03,2023-02-10,2023-02-17,2023-03-06,112.91000366210938,103.38999938964844,97.61000061035156,97.1999969482422,93.75
AMZN,2023-04-27,amc,2023-04-27,2023-04-28,2023-05-05,2023-05-12,2023-05-26,109.81999969482422,105.4499969482422,105.66000366210938,110.26000213623048,120.11000061035156
AMZN,2023-08-03,amc,2023-08-03,2023-08-04,2023-08-11,2023-08-18,2023-09-01,128.91000366210938,139.57000732421875,138.41000366210938,133.22000122070312,138.1199951171875
AMZN,2023-10-26,amc,2023-10-26,2023-10-27,2023-11-03,2023-11-10,2023-11-27,119.56999969482422,127.73999786376952,138.60000610351562,143.55999755859375,147.72999572753906
AMZN,2024-02-01,amc,2024-02-01,2024-02-02,2024-02-09,2024-02-16,2024-03-04,159.27999877929688,171.80999755859375,174.4499969482422,169.50999450683594,177.5800018310547
AMZN,2024-04-30,amc,2024-04-30,2024-05-01,2024-05-08,2024-05-15,2024-05-30,175.0,179.0,188.0,185.9900054931641,179.32000732421875
AMZN,2024-08-01,amc,2024-08-01,2024-08-02,2024-08-09,2024-08-16,2024-08-30,184.07000732421875,167.89999389648438,166.94000244140625,177.05999755859375,178.5
AMZN,2024-10-31,amc,2024-10-31,2024-11-01,2024-11-08,2024-11-15,2024-12-02,186.3999938964844,197.92999267578125,208.17999267578125,202.61000061035156,210.7100067138672
AMZN,2025-02-06,amc,2025-02-06,2025-02-07,2025-02-14,2025-02-24,2025-03-10,238.8300018310547,229.1499938964844,228.67999267578125,212.7100067138672,194.5399932861328
AMZN,2025-05-01,amc,2025-05-01,2025-05-02,2025-05-09,2025-05-16,2025-06-02,190.1999969482422,189.97999572753903,193.05999755859375,205.58999633789065,206.6499938964844
AMZN,2025-07-31,amc,2025-07-31,2025-08-01,2025-08-08,2025-08-15,2025-08-29,234.11000061035156,214.75,222.69000244140625,231.02999877929688,229.0
AMZN,2025-10-30,amc,2025-10-30,2025-10-31,2025-11-07,2025-11-14,2025-12-01,222.86000061035156,244.22000122070312,244.41000366210935,234.69000244140625,233.8800048828125
