date,symbol,reportedCurrency,cik,filingDate,acceptedDate,fiscalYear,period,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,netInterestIncome,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebit,nonOperatingIncomeExcludingInterest,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncomeFromContinuingOperations,netIncomeFromDiscontinuedOperations,otherAdjustmentsToNetIncome,netIncome,netIncomeDeductions,bottomLineNetIncome,eps,epsDiluted,weightedAverageShsOut,weightedAverageShsOutDil
2021-01-31,NVDA,USD,0001045810,2021-02-26,2021-02-26 17:03:14,2021,Q4,5003000000,1847000000,3156000000,1146000000,0,0,503000000,0,1649000000,3496000000,-46000000,7000000,53000000,288000000,1811000000,1523000000,-16000000,1507000000,-37000000,1470000000,13000000,1457000000,0,0,1457000000,0,1457000000,0.059,0.058,24760000000,25240000000
2021-05-02,NVDA,USD,0001045810,2021-05-26,2021-05-26 16:35:56,2022,Q1,5661000000,2032000000,3629000000,1153000000,0,0,520000000,0,1673000000,3705000000,-47000000,6000000,53000000,281000000,2378000000,2097000000,-141000000,1956000000,88000000,2044000000,132000000,1912000000,0,0,1912000000,0,1912000000,0.077,0.076,24840000000,25280000000
2021-08-01,NVDA,USD,0001045810,2021-08-20,2021-08-20 16:32:40,2022,Q2,6507000000,2292000000,4215000000,1245000000,0,0,526000000,0,1771000000,4063000000,-54000000,6000000,60000000,286000000,2740000000,2454000000,-10000000,2444000000,-50000000,2394000000,20000000,2374000000,0,0,2374000000,0,2374000000,0.095,0.094,24930000000,25320000000
2021-10-31,NVDA,USD,0001045810,2021-11-22,2021-11-19 21:16:20,2022,Q3,7103000000,2472000000,4631000000,1403000000,0,0,557000000,0,1960000000,4432000000,-55000000,7000000,62000000,298000000,2998000000,2700000000,-29000000,2671000000,-33000000,2638000000,174000000,2464000000,0,0,2464000000,0,2464000000,0.099,0.097,24990000000,25380000000
2022-01-30,NVDA,USD,0001045810,2022-03-18,2022-03-17 20:33:34,2022,Q4,7643000000,2644000000,4999000000,1466000000,0,0,563000000,0,2029000000,4673000000,-52000000,9000000,61000000,309000000,3235000000,2926000000,44000000,2970000000,-105000000,2865000000,-138000000,3003000000,0,0,3003000000,0,3003000000,0.12,0.12,25040000000,25450000000
2022-05-01,NVDA,USD,0001045810,2022-05-27,2022-05-27 16:21:55,2023,Q1,8288000000,2857000000,5431000000,1618000000,0,0,592000000,1353000000,3563000000,6420000000,-50000000,18000000,68000000,334000000,2207000000,1873000000,-5000000,1868000000,-63000000,1805000000,187000000,1618000000,0,0,1618000000,0,1618000000,0.065,0.064,25060000000,25370000000
2022-07-31,NVDA,USD,0001045810,2022-08-31,2022-08-31 17:01:35,2023,Q2,6704000000,3789000000,2915000000,1824000000,0,0,592000000,0,2416000000,6205000000,-19000000,46000000,65000000,378000000,918000000,540000000,-41000000,499000000,-24000000,475000000,-181000000,656000000,0,0,656000000,0,656000000,0.026,0.026,24950000000,25160000000
2022-10-30,NVDA,USD,0001045810,2022-11-18,2022-11-18 16:35:31,2023,Q3,5931000000,2754000000,3177000000,1945000000,0,0,631000000,0,2576000000,5330000000,23000000,88000000,65000000,406000000,1084000000,678000000,-77000000,601000000,12000000,613000000,-67000000,680000000,0,0,680000000,0,680000000,0.027,0.027,24830000000,24990000000
2023-01-29,NVDA,USD,0001045810,2023-02-24,2023-02-24 17:23:43,2023,Q4,6051000000,2218000000,3833000000,1952000000,0,0,625000000,0,2577000000,4795000000,51000000,115000000,64000000,426000000,1778000000,1352000000,-96000000,1256000000,32000000,1288000000,-126000000,1414000000,0,0,1414000000,0,1414000000,0.0574,0.0571,24640000000,24770000000
2023-04-30,NVDA,USD,0001045810,2023-05-26,2023-05-26 16:17:32,2024,Q1,7192000000,2544000000,4648000000,1875000000,0,0,633000000,0,2508000000,5052000000,84000000,150000000,66000000,384000000,2659000000,2275000000,-135000000,2140000000,69000000,2209000000,166000000,2043000000,0,0,2043000000,0,2043000000,0.083,0.082,24700000000,24900000000
2023-07-30,NVDA,USD,0001045810,2023-08-28,2023-08-25 19:36:34,2024,Q2,13507000000,4045000000,9462000000,2040000000,0,0,622000000,0,2662000000,6707000000,122000000,187000000,65000000,365000000,7411000000,7046000000,-246000000,6800000000,181000000,6981000000,793000000,6188000000,0,0,6188000000,0,6188000000,0.25,0.25,24730000000,24990000000
