date_x,symbol,date_y,revenueLow,revenueHigh,revenueAvg,ebitdaLow,ebitdaHigh,ebitdaAvg,ebitLow,ebitHigh,ebitAvg,netIncomeLow,netIncomeHigh,netIncomeAvg,sgaExpenseLow,sgaExpenseHigh,sgaExpenseAvg,epsAvg,epsHigh,epsLow,numAnalystsRevenue,numAnalystsEps
2021-01-31,NVDA,2021-01-25,4538492191,5102131465,4819120511,1180077821,1770116731,1475097276,970440466,1455660699,1213050583,927402334,1391103500,1159252917,357494163,536241245,446867704,0.07032,0.07568856,0.06499664,6,5
2021-05-02,NVDA,2021-04-25,5084005706,5715392776,5398364731,1299279715,1948919572,1624099643,1081178647,1621767971,1351473309,1045306761,1567960142,1306633451,360871174,541306761,451088967,0.082203,0.08847876,0.07598007,10,10
2021-08-01,NVDA,2021-07-25,5957751565,6697649890,6326136866,2656086055,2985947682,2820319667,2410975164,2710396257,2560052849,2301202953,2679664350,2489676270,426090458,479007001,452436885,0.10169,0.10945,0.09399187,11,10
2021-10-31,NVDA,2021-10-25,6423642008,7221399671,6820834686,2863789430,3219445919,3040865953,2599511104,2922346638,2760246521,2505100560,2917149450,2710268100,459410322,516464888,487817014,0.1107,0.11915,0.10232,17,10
2022-01-30,NVDA,2022-01-25,6988218348,7856091235,7420320441,2268756756,3403135135,2835945945,2021297297,3031945945,2526621621,1864648648,2796972972,2330810810,421513513,632270270,526891891,0.12256,0.13192,0.11328,9,21
2022-05-01,NVDA,2022-04-25,7650319600,8600419415,8123361361,2254891089,3382336633,2818613861,2070178217,3105267326,2587722771,2093180198,3139770297,2616475247,392427722,588641584,490534653,0.12987,0.13978,0.12004,9,22
2022-07-31,NVDA,2022-07-25,6309360269,7092925183,6699486570,1053042887,1579564330,1316303608,923423052,1385134579,1154278815,867601372,1301402058,1084501715,277216141,415824211,346520176,0.049912,0.05372252,0.04613356,14,11
2022-10-30,NVDA,2022-10-25,5444144498,6120257517,5780771964,838867816,1258301724,1048584770,511811572,767717360,639764466,489011979,733517968,611264973,492942943,739414415,616178679,0.070524,0.07590813,0.0651852,9,11
2023-01-29,NVDA,2023-01-25,5664781580,6368295709,6015051686,2121287566,3181931351,2651609458,1889912972,2834869458,2362391215,1743446484,2615169728,2179308106,394115134,591172702,492643918,0.081085,0.08727541,0.07494671,10,15
2023-04-30,NVDA,2023-04-25,6152058512,6916087985,6532458383,2480380197,3720570296,3100475246,2277196038,3415794058,2846495048,2302498217,3453747326,2878122771,431670494,647505742,539588118,0.09236,0.0994112,0.08536817,13,16
2023-07-30,NVDA,2023-07-25,10538711890,11847523644,11190351441,1332099252,1998148877,1665124064,1168130160,1752195242,1460162701,1097515735,1646273603,1371894669,350678418,526017626,438348022,0.20819,0.22408,0.19243,19,17
2023-10-29,NVDA,2023-10-25,16172850956,17203870205,16294147339,922754597,1384131896,1153443246,562992729,844489096,703740912,537913176,806869764,672391470,542237237,813355856,677796546,0.33934,0.36525,0.30892,21,23
2024-01-28,NVDA,2024-01-26,19011892458,23961036695,20395321881,8475885893,10682314417,9092646689,7693707945,9696521206,8253552366,10060064700,13584392550,11245531560,1359705233,1713661438,1458646263,0.45932,0.55485,0.4109,31,32
2024-04-28,NVDA,2024-04-26,24286160171,25399275846,24620094874,2728418216,4092627324,3410522770,2504915641,3757373463,3131144552,2532748038,3799122057,3165935048,474837543,712256316,593546929,0.56057,0.58405,0.54321,24,24
2024-07-28,NVDA,2024-07-26,28354192698,30369365679,28779505589,12640872150,13539276992,12830485232,11474337871,12289835455,11646452939,15303833640,17525176230,15797410920,2027854106,2171976594,2058271918,0.64524,0.71581,0.62508,25,26
2024-10-27,NVDA,2024-10-26,32452425113,34460100535,33171592429,14467946987,15363009265,14788566311,13132805241,13945268723,13423836936,17585404410,19539392640,18318180600,2320954231,2464540504,2372388120,0.7482,0.79808,0.71827,28,29
2025-01-26,NVDA,2025-01-26,37879124366,39394289341,38101348563,16887279189,17562770356,16986351227,15328874846,15942029840,15418804245,20512591890,21748248900,20759625360,2709064536,2817427117,2724957715,0.84792,0.8883,0.83783,26,28
2025-04-27,NVDA,2025-04-26,39966765679,44775826215,43334160366,17817991878,19961968257,19319244485,16173698821,18119823192,17536411729,17444382330,18847992720,18045929640,2858369863,3202307469,3099201447,0.73708,0.76984,0.71251,26,13
2025-07-27,NVDA,2025-07-26,44916284171,52522108291,46054163371,20024587253,23415417361,20531876797,18176663535,21254578561,18637139012,24199976520,27410187481,24693798631,3212352835,3756311248,3293732440,1.00861,1.11956,0.98844,26,27
2025-10-26,NVDA,2025-10-26,54277623676,56287906034,54961119678,24198061599,25094286103,24502777930,21964998247,22778516700,22241594521,28382652241,32615028451,30872328511,3881863371,4025636088,3930746095,1.26097,1.33215,1.15928,26,26
