period_end,quarter_rank,actual_revenue,actual_ebitda,actual_ebit,actual_netIncome,actual_eps,est_revenue,est_ebitda,est_ebit,est_netIncome,est_eps,surprise_revenue,surprise_revenue_pct,surprise_ebitda,surprise_ebitda_pct,surprise_ebit,surprise_ebit_pct,surprise_netIncome,surprise_netIncome_pct,surprise_eps,surprise_eps_pct
2021-01-31,1,5003000000,1811000000,1523000000,1457000000,0.059,4819120511,1475097276,1213050583,1159252917,0.07032,183879489,3.8156233814921503,335902724,22.7715642530954,309949417,25.551235978425808,297747083,25.68439368438527,-0.011319999999999997,-16.097838452787254
2021-05-02,2,5661000000,2378000000,2097000000,1912000000,0.077,5398364731,1624099643,1351473309,1306633451,0.082203,262635269,4.865089375896043,753900357,46.4195876311759,745526691,55.16399665722144,605366549,46.330250349606274,-0.005202999999999999,-6.329452696373611
2021-08-01,3,6507000000,2740000000,2454000000,2374000000,0.095,6326136866,2820319667,2560052849,2489676270,0.10169,180863134,2.8589823114965154,-80319667,-2.847892313052469,-106052849,-4.142603893565167,-115676270,-4.64623740017412,-0.0066900000000000015,-6.578817976202185
2021-10-31,4,7103000000,2998000000,2700000000,2464000000,0.099,6820834686,3040865953,2760246521,2710268100,0.1107,282165314,4.136815023228083,-42865953,-1.4096626968285175,-60246521,-2.1826500112089082,-246268100,-9.08648483889841,-0.011700000000000002,-10.569105691056912
2022-01-30,5,7643000000,3235000000,2926000000,3003000000,0.12,7420320441,2835945945,2526621621,2330810810,0.12256,222679559,3.0009426246555813,399054055,14.071285657033211,399378379,15.806813955859836,672189190,28.839285759104577,-0.0025600000000000067,-2.088772845953008
2022-05-01,6,8288000000,2207000000,1873000000,1618000000,0.065,8123361361,2818613861,2587722771,2616475247,0.12987,164638639,2.026730459024326,-611613861,-21.699100733968894,-714722771,-27.61975815221514,-998475247,-38.1610813304973,-0.06487000000000001,-49.94994994994995
2022-07-31,7,6704000000,918000000,540000000,656000000,0.026,6699486570,1316303608,1154278815,1084501715,0.049912,4513430,0.067369789503138,-398303608,-30.25925064546355,-614278815,-53.21754215856418,-428501715,-39.51139118300057,-0.023912,-47.90831864080782
2022-10-30,8,5931000000,1084000000,678000000,680000000,0.027,5780771964,1048584770,639764466,611264973,0.070524,150228036,2.598753885044271,35415230,3.3774312781598,38235534,5.976501670850847,68735027,11.244718744909992,-0.04352400000000001,-61.71516079632467
2023-01-29,9,6051000000,1778000000,1352000000,1414000000,0.0574,6015051686,2651609458,2362391215,2179308106,0.081085,35948314,0.597639320102095,-873609458,-32.946384897077856,-1010391215,-42.76985152097257,-765308106,-35.11702195265455,-0.023685000000000005,-29.21008817907135
2023-04-30,10,7192000000,2659000000,2275000000,2043000000,0.083,6532458383,3100475246,2846495048,2878122771,0.09236,659541617,10.096376866577277,-441475246,-14.238954062592764,-571495048,-20.077148857207497,-835122771,-29.01623167068157,-0.009359999999999993,-10.1342572542226
2023-07-30,11,13507000000,7411000000,7046000000,6188000000,0.25,11190351441,1665124064,1460162701,1371894669,0.20819,2316648559,20.702196630859145,5745875936,345.07194149828825,5585837299,382.54896493209355,4816105331,351.0550365000361,0.041810000000000014,20.082616840386194
2023-10-29,12,18120000000,10957000000,10585000000,9243000000,0.38,16294147339,1153443246,703740912,672391470,0.33934,1825852661,11.205573529029202,9803556754,849.9383726071945,9881259088,1404.1046810704677,8570608530,1274.6456361202797,0.04066000000000003,11.982082866741331
2024-01-28,13,22103000000,14556000000,14169000000,12285000000,0.5,20395321881,9092646689,8253552366,11245531560,0.45932,1707678119,8.372891239293699,5463353311,60.085401950230775,5915447634,71.67153453061401,1039468440,9.243390892230977,0.040679999999999994,8.856570582600366
2024-04-28,14,26044000000,17753000000,17343000000,14881000000,0.6,24620094874,3410522770,3131144552,3165935048,0.56057,1423905126,5.783507875526962,14342477230,420.5360350079117,14211855448,453.8869161732652,11715064952,370.0349114679626,0.039429999999999965,7.03391191109049
2024-07-28,15,30040000000,19708000000,19275000000,16599000000,0.68,28779505589,12830485232,11646452939,15797410920,0.64524,1260494411,4.379833444678013,6877514768,53.602920260934994,7628547061,65.50103367055729,801589080,5.074180092290718,0.03476000000000001,5.387142768582235
2024-10-27,16,35082000000,22855000000,22377000000,19309000000,0.79,33171592429,14788566311,13423836936,18318180600,0.7482,1910407571,5.759167501798441,8066433689,54.545068936128324,8953163064,66.69600581924114,990819400,5.408940012306681,0.04180000000000006,5.586741512964457
2025-01-26,17,39331000000,25821000000,25278000000,22091000000,0.9,38101348563,16986351227,15418804245,20759625360,0.84792,1229651437,3.2273173611343178,8834648773,52.01027963531818,9859195755,63.94267414217373,1331374640,6.413288375450721,0.052080000000000015,6.142088876309088
2025-04-27,18,44062000000,22584000000,21973000000,18775000000,0.77,43334160366,19319244485,17536411729,18045929640,0.73708,727839634,1.679597868869898,3264755515,16.898981311276675,4436588271,25.299293490373547,729070360,4.040082027051503,0.03292000000000006,4.466272317794549
2025-07-27,19,46743000000,31937000000,31268000000,26422000000,1.08,46054163371,20531876797,18637139012,24693798631,1.00861,688836629,1.4957097873017835,11405123203,55.54837151889812,12630860988,67.77253193136187,1728201369,6.998523778477961,0.07139000000000006,7.078057921297634
2025-10-26,20,57006000000,38748000000,37997000000,31910000000,1.31,54961119678,24502777930,22241594521,30872328511,1.26097,2044880322,3.7205943655811855,14245222070,58.13717167374255,15755405479,70.83757175828428,1037671489,3.361170145071083,0.04903000000000013,3.8882764855627125
