date,symbol,reportedCurrency,cik,filingDate,acceptedDate,fiscalYear,period,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,netInterestIncome,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebit,nonOperatingIncomeExcludingInterest,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncomeFromContinuingOperations,netIncomeFromDiscontinuedOperations,otherAdjustmentsToNetIncome,netIncome,netIncomeDeductions,bottomLineNetIncome,eps,epsDiluted,weightedAverageShsOut,weightedAverageShsOutDil
2023-06-30,MSFT,USD,0000789019,2023-07-27,2023-07-27 16:01:56,2023,Q4,56189000000,16795000000,39394000000,6739000000,2197000000,6204000000,8401000000,0,15140000000,31935000000,423000000,905000000,482000000,3874000000,29083000000,25209000000,-955000000,24254000000,473000000,24727000000,4646000000,20081000000,0,0,20081000000,0,20081000000,2.7,2.69,7434000000,7467000000
2023-09-30,MSFT,USD,0000789019,2023-10-24,2023-10-24 16:07:40,2024,Q1,56517000000,16302000000,40215000000,6659000000,1474000000,5187000000,6661000000,0,13320000000,29622000000,641000000,1166000000,525000000,3921000000,31730000000,27809000000,-914000000,26895000000,389000000,27284000000,4993000000,22291000000,0,0,22291000000,0,22291000000,3.0,2.99,7429000000,7462000000
2023-12-31,MSFT,USD,0000789019,2024-01-30,2024-01-30 16:05:46,2024,Q2,62020000000,19623000000,42397000000,7142000000,1977000000,6246000000,8223000000,0,15365000000,34988000000,-175000000,734000000,909000000,5959000000,33394000000,27435000000,-403000000,27032000000,-506000000,26526000000,4656000000,21870000000,0,0,21870000000,0,21870000000,2.94,2.93,7432000000,7468000000
2024-03-31,MSFT,USD,0000789019,2024-04-25,2024-04-25 16:06:24,2024,Q3,61858000000,18505000000,43353000000,7653000000,1912000000,6207000000,8119000000,0,15772000000,34277000000,-181000000,619000000,800000000,6027000000,33554000000,27527000000,54000000,27581000000,-854000000,26727000000,4788000000,21939000000,0,0,21939000000,0,21939000000,2.95,2.94,7431000000,7472000000
2024-06-30,MSFT,USD,0000789019,2024-07-30,2024-07-30 16:06:22,2024,Q4,64727000000,19684000000,45043000000,8056000000,2246000000,6816000000,9062000000,0,17118000000,36802000000,-63000000,638000000,701000000,6380000000,34331000000,27951000000,-26000000,27925000000,-675000000,27250000000,5214000000,22036000000,0,0,22036000000,0,22036000000,2.96,2.95,7433000000,7472000000
2024-09-30,MSFT,USD,0000789019,2024-10-30,2024-10-30 16:07:17,2025,Q1,65585000000,20099000000,45486000000,7544000000,1673000000,5717000000,7390000000,0,14934000000,35033000000,99000000,681000000,582000000,7383000000,38234000000,30851000000,-299000000,30552000000,-283000000,30269000000,5602000000,24667000000,0,0,24667000000,0,24667000000,3.32,3.3,7433000000,7470000000
2024-12-31,MSFT,USD,0000789019,2025-01-29,2025-01-29 16:11:54,2025,Q2,69632000000,21799000000,47833000000,7917000000,1823000000,6440000000,8263000000,0,16180000000,37979000000,6000000,600000000,594000000,6827000000,36786000000,29959000000,1694000000,31653000000,-2288000000,29365000000,5257000000,24108000000,0,0,24108000000,0,24108000000,3.24,3.23,7435000000,7468000000
2025-03-31,MSFT,USD,0000789019,2025-04-30,2025-04-30 16:08:52,2025,Q3,70066000000,21919000000,48147000000,8198000000,1737000000,6212000000,7949000000,0,16147000000,38066000000,3000000,597000000,594000000,8740000000,40711000000,31971000000,29000000,32000000000,-623000000,31377000000,5553000000,25824000000,0,0,25824000000,0,25824000000,3.47,3.46,7434000000,7461000000
2025-06-30,MSFT,USD,0000789019,2025-07-30,2025-07-30 16:11:40,2025,Q4,76441000000,24014000000,52427000000,8829000000,1990000000,7285000000,9275000000,0,18104000000,42118000000,154000000,769000000,615000000,11203000000,44434000000,33231000000,1092000000,34323000000,-1707000000,32616000000,5383000000,27233000000,0,0,27233000000,0,27233000000,3.66,3.65,7432000000,7461000000
2025-09-30,MSFT,USD,0000789019,2025-10-29,2025-10-29 16:10:48,2026,Q1,77673000000,24043000000,53630000000,8146000000,1806000000,5717000000,7523000000,0,15669000000,39712000000,278000000,976000000,698000000,13061000000,48060000000,34999000000,2962000000,37961000000,-3660000000,34301000000,6554000000,27747000000,0,0,27747000000,0,27747000000,3.73,3.72,7433000000,7466000000
