ticker,earnings_date,car_simple_m10_p10_pct,car_mm_1y_m10_p10_pct,car_mm_1q_m10_p10_pct,car_simple_m5_p5_pct,car_mm_1y_m5_p5_pct,car_mm_1q_m5_p5_pct,car_simple_m1_p1_pct,car_mm_1y_m1_p1_pct,car_mm_1q_m1_p1_pct,car_simple_p0_p1_pct,car_mm_1y_p0_p1_pct,car_mm_1q_p0_p1_pct,car_simple_p0_p5_pct,car_mm_1y_p0_p5_pct,car_mm_1q_p0_p5_pct,car_simple_p0_p10_pct,car_mm_1y_p0_p10_pct,car_mm_1q_p0_p10_pct
HD,2021-02-23,-4.357087697071284,-4.383664411795301,-4.506611374127554,-3.955647434522532,-3.8827471614943114,-4.578706799082695,-7.102447590290834,-7.214035650400286,-6.42442847986779,-3.8555682915937544,-3.9520428547747177,-3.2577654875535726,-2.3473910435618994,-2.3548647618232095,-2.379494764458067,-0.6574447914115475,-0.7044315094795304,-0.5178311639093651
HD,2021-05-18,-6.427240277693842,-6.447830194059392,-9.874365939636352,-5.077090137599834,-5.008885006534691,-6.729023452945418,-0.598801351765179,-0.8708788837400904,-1.189899590124767,-0.43182297610476433,-0.508001214392589,-0.6727507484134736,-1.4553603810071938,-1.206263251545377,-2.0851494722090953,-2.520858728262555,-2.234185694150466,-3.9734451355353695
HD,2021-08-17,-3.8309771079436965,-3.264849040255862,-3.1810503604404663,-2.9848825572098487,-2.7018481660824087,-2.659930136937923,-2.2377084687578033,-2.6598016065286583,-2.3496056497179785,1.3242591352402238,1.0692132405838648,1.2520520577374523,0.44364245697588023,0.6576978047168481,0.6329227279732121,0.03276089780166976,0.4487249972212784,0.40683306932726643
HD,2021-11-16,11.820900503835071,10.22275670817398,7.624965537522327,9.779405540338706,9.317923594047423,8.008397208228448,6.242460656951171,6.175076226480704,5.912386464877846,0.90246700402252,0.7893558753935896,0.6605119180344061,4.2652177115541114,3.9662221385409255,3.3136083017678493,6.560997600046363,5.082421567575361,3.8049237544779317
HD,2022-02-22,-4.467456579792166,-7.030919699411579,-3.320684398586662,-6.762377618220045,-7.7960234267262045,-5.846355815292235,-8.436769069256481,-9.068503262741313,-8.840546834979055,-0.6005121555707846,-0.9884305680045116,-0.901912412004039,1.2402228903876884,0.922372184258563,1.9730378887368976,3.3152903038115995,2.1167270598503656,4.003541657710954
HD,2022-05-17,0.04717700080074591,-0.07937625703198417,2.233737546008759,0.4677299959250852,0.3283960755470904,1.4894841640656846,-1.5417643353922883,-1.7817699125792081,-1.536913920267452,-1.2005251898262306,-1.6863089090750432,-1.542089158764738,-0.7117448448904196,-1.131595880576086,-0.5301892799545793,-0.8356629239242002,-0.7577517362257093,0.39039376401204495
HD,2022-08-16,0.1806230181304132,-0.39655944687089945,-1.040475328979158,0.5029198138144668,0.449789969343326,0.2380396297084064,4.100370102148821,3.9949563499998377,3.908240900879055,0.22893394133811007,0.10190409016315669,0.023759529065750257,-2.2451691179509488,-2.9670447272926053,-3.398359765227627,-3.325593648380884,-4.653028359566802,-5.461216544118596
HD,2022-11-15,4.320497207556437,4.722238005457996,2.383471384155298,6.758163192141692,7.091125337455955,5.6038687058022365,2.541581401144033,2.5390508729796584,2.4079410825603333,1.7805390258599674,1.71336733012614,1.8064135351462642,3.807256849664184,3.816165484301433,3.451728719428787,2.278317205615975,2.4237889153660466,1.3877202575995902
HD,2023-02-21,-9.052586994154305,-9.507752458672195,-8.6307299191569,-4.3340341098567015,-4.697471449956132,-4.072811720226787,-4.628667222959353,-4.771850768014815,-4.550324850154304,0.4280681073995534,0.40489230803716914,0.44931553078900627,1.035639592025103,0.9256493954696138,1.139696654471198,-1.3186843280975413,-1.4804135880116094,-1.1321349769443532
HD,2023-05-16,-4.306833629303143,-4.175270024347168,-1.052633464745504,0.9492679362009611,1.0122559743154296,2.57635410290138,0.8596895790477087,0.884492346393443,1.1851676055811011,2.3741530576100756,2.4131514494533906,2.5370245490332115,3.575094256470689,3.6226591594384865,4.388717387962374,-0.4503230043128262,-0.35643644779697925,1.1769170661172272
