ticker,earnings_date,announce_timing,eps_est,eps_actual,revenue_est,revenue_actual,event_datetime_et_placeholder
BAC,2021-01-19,bmo,0.55,0.59,19181563636.0,20099000000.0,2021-01-19T08:00:00-05:00
BAC,2021-04-15,bmo,0.66,0.86,15906242424.0,22821000000.0,2021-04-15T08:00:00-04:00
BAC,2021-07-14,bmo,0.77,0.8,22071800000.0,22620000000.0,2021-07-14T08:00:00-04:00
BAC,2021-10-14,bmo,0.71,0.85,21606300000.0,22766000000.0,2021-10-14T08:00:00-04:00
BAC,2022-01-19,bmo,0.76,0.82,23568200000.0,23204000000.0,2022-01-19T08:00:00-05:00
BAC,2022-04-18,bmo,0.75,0.8,23131431330.0,23228000000.0,2022-04-18T08:00:00-04:00
BAC,2022-07-18,bmo,0.75,0.78,22696657312.0,22688000000.0,2022-07-18T08:00:00-04:00
BAC,2022-10-17,bmo,0.77,0.81,23515260897.0,24502000000.0,2022-10-17T08:00:00-04:00
BAC,2023-01-13,bmo,0.77,0.85,24172670626.0,24532000000.0,2023-01-13T08:00:00-05:00
BAC,2023-04-18,bmo,0.82,0.94,25131300000.0,26258000000.0,2023-04-18T08:00:00-04:00
BAC,2023-07-18,bmo,0.84,0.88,25047900000.0,25197000000.0,2023-07-18T08:00:00-04:00
BAC,2023-10-17,bmo,0.82,0.9,25137400000.0,25167000000.0,2023-10-17T08:00:00-04:00
BAC,2024-01-12,bmo,0.69,0.7,22907700000.0,21959000000.0,2024-01-12T08:00:00-05:00
BAC,2024-04-16,bmo,0.76,0.83,25486967758.0,25818000000.0,2024-04-16T08:00:00-04:00
BAC,2024-07-16,bmo,0.8,0.83,25223110865.0,25377000000.0,2024-07-16T08:00:00-04:00
BAC,2024-10-15,bmo,0.77,0.81,25253225013.0,25345000000.0,2024-10-15T08:00:00-04:00
BAC,2025-01-16,bmo,0.78,0.82,25116644360.0,25347000000.0,2025-01-16T08:00:00-05:00
BAC,2025-04-15,bmo,0.817,0.9,26975807666.0,27366000000.0,2025-04-15T08:00:00-04:00
BAC,2025-07-16,bmo,0.86,0.89,26721976331.0,26463000000.0,2025-07-16T08:00:00-04:00
BAC,2025-10-15,bmo,0.952,1.06,27515189028.0,28088000000.0,2025-10-15T08:00:00-04:00
