,abs_corr_with_target
rt_assetTurnover,0.6162892201987067
rt_returnOnCapitalEmployed,0.460696372751568
km_pbRatio,0.42529489803514653
rt_priceFairValue,0.42529489803514653
km_researchAndDdevelopementToRevenue,0.3787253527207315
rt_cashFlowToDebtRatio,0.37804142198233653
rt_operatingCashFlowSalesRatio,0.34841484437404013
km_freeCashFlowPerShare,0.34380015274322234
rt_priceToFreeCashFlowsRatio,0.33350378160512995
km_pfcfRatio,0.33350378160512995
km_priceToSalesRatio,0.31945904842010214
km_marketCap,0.3181402692886944
km_evToSales,0.3156238981796427
km_enterpriseValue,0.3135927620572343
rt_operatingProfitMargin,0.2898837131984905
rt_ebitPerRevenue,0.2898837131984905
rt_enterpriseValueMultiple,0.28848157774929917
km_enterpriseValueOverEBITDA,0.28848157774929917
km_operatingCashFlowPerShare,0.24514362229547274
km_roic,0.23324542927323394
km_earningsYield,0.22916082342555147
rt_grossProfitMargin,0.2244188018285577
rt_returnOnAssets,0.21745431633369916
rt_priceToOperatingCashFlowsRatio,0.21744810772897136
km_pocfratio,0.21744810772897136
revenue_surprise_pct,0.1895402416534029
km_revenuePerShare,0.18790399041150357
rt_returnOnEquity,0.18484850846478007
km_netDebtToEBITDA,0.17844023730124822
rt_priceEarningsRatio,0.1750602300004777
km_peRatio,0.1750602300004777
rt_payoutRatio,0.16733971757663704
km_capexToRevenue,0.13908813030317227
rt_debtRatio,0.13289174143258442
rt_effectiveTaxRate,0.12790179938675675
km_incomeQuality,0.1236835808410699
km_freeCashFlowYield,0.12047890286160355
rt_debtEquityRatio,0.11114361481205248
km_debtToEquity,0.11114361481205248
rt_netProfitMargin,0.09480410503143864
km_bookValuePerShare,0.07556547348520885
rt_daysOfPayablesOutstanding,0.07463241566364946
rt_dividendYield,0.07209912779898464
rt_cashConversionCycle,0.06956068363217914
km_cashPerShare,0.0548802128172428
rt_cashRatio,0.04377617838715462
rt_interestCoverage,0.02096323662971784
rt_quickRatio,0.02000497907807965
rt_currentRatio,0.02000497907807965
eps_surprise_pct,0.01027478159164618
rt_daysOfSalesOutstanding,0.008348071349379423
rt_receivablesTurnover,0.003400971508665192
