date_x,symbol,date_y,revenueLow,revenueHigh,revenueAvg,ebitdaLow,ebitdaHigh,ebitdaAvg,ebitLow,ebitHigh,ebitAvg,netIncomeLow,netIncomeHigh,netIncomeAvg,sgaExpenseLow,sgaExpenseHigh,sgaExpenseAvg,epsAvg,epsHigh,epsLow,numAnalystsRevenue,numAnalystsEps
2020-12-31,ABBV,2020-12-29,13494260613,14125337563,13696773451,924715788,1387073684,1155894736,2928656842,4392985263,3660821052,28092631,42138947,35115789,2521313684,3781970526,3151642105,2.85251,2.96854,2.79768,10,9
2021-03-31,ABBV,2021-03-29,12578879941,13167147903,12767655358,5141913780,7712870671,6427392225,3143216961,4714825441,3929021201,2721874204,4082811307,3402342755,2177192932,3265789399,2721491165,2.8069,2.92107,2.75295,10,9
2021-06-30,ABBV,2021-06-29,13430449074,14058541793,13632004271,3180000000,4770000000,3975000000,3552800000,5329200000,4441000000,612800000,919200000,766000000,2531200000,3796800000,3164000000,3.0815,3.20684,3.02227,7,9
2021-09-30,ABBV,2021-09-29,14086918276,14745711646,14298325324,4952819875,7429229813,6191024844,3327120496,4990680745,4158900620,2456320496,3684480744,3070400620,2382144099,3573216149,2977680124,3.21369,3.34441,3.15192,7,7
2021-12-31,ABBV,2021-12-29,14730070379,15418941607,14951129423,5429989057,8144983586,6787486321,4034524012,6051786018,5043155015,3215533130,4823299696,4019416413,2592145896,3888218844,3240182370,3.28337,3.41693,3.22026,7,14
2022-03-31,ABBV,2022-03-29,13411585510,14038796049,13612857615,5983245859,8974868789,7479057324,3749564331,5624346496,4686955413,3569121019,5353681528,4461401273,2485666242,3728499363,3107082802,3.14163,3.26942,3.08124,6,8
2022-06-30,ABBV,2022-06-29,14448051287,15123733520,14664877978,3498000000,5247000000,4372500000,3908080000,5862120000,4885100000,674080000,1011120000,842600000,2784320000,4176480000,3480400000,3.32048,3.45554,3.25666,6,14
2022-09-30,ABBV,2022-09-29,14738846745,15428128412,14960037499,5448101862,8172152794,6810127328,3659832545,5489748819,4574790682,2701952545,4052928818,3377440682,2620358508,3930537763,3275448135,3.57319,3.71853,3.50451,6,8
2022-12-31,ABBV,2022-12-29,15104536130,15810919745,15331214906,5972987962,8959481944,7466234953,4437976413,6656964619,5547470516,3537086443,5305629665,4421358054,2851360485,4277040727,3564200606,3.56101,3.70586,3.49256,6,8
2023-03-31,ABBV,2023-03-29,11986983082,12547570204,12166875707,6581570444,9872355667,8226963055,4124520763,6186781145,5155650954,3926033120,5889049680,4907541400,2734232866,4101349299,3417791082,2.5088,2.61085,2.46058,10,7
2023-06-30,ABBV,2023-06-29,13338459741,13962250457,13538634424,3847800000,5771700000,4809750000,4298888000,6448332000,5373610000,741488000,1112232000,926860000,3062752000,4594128000,3828440000,2.83205,2.94725,2.77761,10,7
2023-09-30,ABBV,2023-09-29,13647015641,13828239770,13717934047,5992912048,8989368073,7491140060,4025815799,6038723700,5032269749,2972147799,4458221700,3715184749,2882394358,4323591539,3602992948,2.86772,2.93145,2.80399,15,17
2023-12-31,ABBV,2023-12-30,13771924402,14574746793,14025003265,6570286758,9855430138,8212858448,4881774054,7322661079,6102217567,3890795087,5836192631,4863493859,3136496533,4704744800,3920620666,2.79297,2.96097,2.65647,13,16
2024-03-31,ABBV,2024-03-31,11820275732,12467007990,11929722730,7239727488,10859591233,9049659360,4536972840,6805459259,5671216049,4318636432,6477954648,5398295540,3007656152,4511484228,3759570190,2.25451,2.40415,2.19466,12,10
2024-06-30,ABBV,2024-06-30,13882072325,14191449926,14021791242,4698053101,4802754500,4745337604,2622007576,2680441965,2648397300,4498260842,4675359262,4551392142,3409788545,3485779519,3444107049,2.56561,2.63549,2.53566,14,13
2024-09-30,ABBV,2024-09-30,14182311132,14472358398,14282327431,4799661695,4897821208,4833509803,2678715855,2733499183,2697606658,5108960342,5250880342,5179920342,3483534800,3554777754,3508101336,2.91991,2.95991,2.87991,13,14
2024-12-31,ABBV,2024-12-31,14731718896,14981070942,14831459715,4985595523,5069982719,5019350402,2782486480,2829583407,2801325251,3664303442,3910942662,3752382542,3618483261,3679730439,3642982132,2.11521,2.20459,2.06556,13,13
2025-03-31,ABBV,2025-03-31,12757439304,13166395529,12927006520,4317448136,4455849523,4374834077,2409589989,2486832514,2441617378,4121214882,4486800802,4220913682,3133550192,3234000198,3175200195,2.37932,2.5292,2.32312,12,13
2025-06-30,ABBV,2025-06-30,14641222441,15488066666,15028934255,4954969177,5241563214,5086180905,2765393759,2925343363,2838623698,4860476162,5507418483,5109297402,3596255040,3804261429,3691486881,2.8801,3.10452,2.73984,13,14
2025-09-30,ABBV,2025-09-30,15495860492,15765788385,15585836457,5244200846,5335551442,5274651045,2926815439,2977798676,2943809852,2955413041,3327048301,3132387281,3806175790,3872476917,3828276166,1.76572,1.87545,1.66596,14,13
