date,symbol,reportedCurrency,cik,filingDate,acceptedDate,fiscalYear,period,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,netInterestIncome,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebit,nonOperatingIncomeExcludingInterest,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncomeFromContinuingOperations,netIncomeFromDiscontinuedOperations,otherAdjustmentsToNetIncome,netIncome,netIncomeDeductions,bottomLineNetIncome,eps,epsDiluted,weightedAverageShsOut,weightedAverageShsOutDil
2020-12-31,ABBV,USD,0001551152,2021-02-19,2021-02-19 14:05:43,2020,Q4,13858000000,4684000000,9174000000,2190000000,0,0,3231000000,0,5421000000,10105000000,-618000000,11000000,629000000,2065000000,1187000000,-878000000,4631000000,3753000000,-5260000000,-1507000000,-1545000000,38000000,0,0,36000000,0,20000000,0.0113,0.0113,1769000000,1781000000
2021-03-31,ABBV,USD,0001551152,2021-05-07,2021-05-07 10:14:00,2021,Q1,13010000000,4213000000,8797000000,1852000000,0,0,2842000000,0,4694000000,8907000000,-622000000,10000000,632000000,2215000000,6714000000,4499000000,-396000000,4103000000,-236000000,3867000000,312000000,3555000000,0,0,3553000000,7000000,3529000000,2.0,1.99,1769000000,1775000000
2021-06-30,ABBV,USD,0001551152,2021-08-02,2021-08-02 13:28:20,2021,Q2,13959000000,4523000000,9436000000,1899000000,0,0,3164000000,-68000000,4995000000,9518000000,-606000000,9000000,615000000,2200000000,3978000000,1778000000,2663000000,4441000000,-3278000000,1163000000,394000000,769000000,0,0,766000000,2000000,749000000,0.42,0.42,1769000000,1776000000
2021-09-30,ABBV,USD,0001551152,2021-11-02,2021-11-02 12:52:31,2021,Q3,14342000000,4390000000,9952000000,2063000000,0,0,3083000000,500000000,5646000000,10036000000,-585000000,11000000,596000000,2127000000,6411000000,4284000000,22000000,4306000000,-618000000,3688000000,508000000,3180000000,0,0,3179000000,0,3158000000,1.78,1.78,1770000000,1777000000
2021-12-31,ABBV,USD,0001551152,2022-02-18,2022-02-18 12:41:31,2021,Q4,14886000000,4320000000,10566000000,2232000000,0,0,3260000000,0,5492000000,9812000000,-571000000,9000000,580000000,1979000000,6830000000,4851000000,223000000,5074000000,-803000000,4271000000,226000000,4045000000,0,0,4044000000,0,4023000000,2.29,2.26,1768338000,1778000000
2022-03-31,ABBV,USD,0001551152,2022-05-06,2022-05-06 12:51:05,2022,Q1,13538000000,4052000000,9486000000,1642000000,0,0,3127000000,0,4769000000,8821000000,-539000000,9000000,548000000,2053000000,7530000000,5477000000,-760000000,4717000000,212000000,4929000000,436000000,4493000000,0,0,4490000000,0,4475000000,2.54,2.53,1771000000,1778000000
2022-06-30,ABBV,USD,0001551152,2022-08-04,2022-08-04 15:57:33,2022,Q2,14583000000,4170000000,10413000000,1878000000,0,0,5412000000,-172000000,7118000000,11288000000,-532000000,24000000,556000000,2052000000,3791000000,1739000000,1556000000,3295000000,-2112000000,1183000000,255000000,928000000,0,0,924000000,0,913000000,0.52,0.51,1770000000,1776000000
2022-09-30,ABBV,USD,0001551152,2022-11-04,2022-11-04 13:07:23,2022,Q3,14812000000,5022000000,9790000000,1654000000,0,0,3304000000,229000000,5187000000,10209000000,-497000000,63000000,560000000,2205000000,7165000000,4960000000,-357000000,4603000000,-203000000,4400000000,448000000,3952000000,0,0,3949000000,0,3931000000,2.23,2.22,1771000000,1776000000
2022-12-31,ABBV,USD,0001551152,2023-02-17,2023-02-17 12:54:29,2022,Q4,15121000000,4170000000,10951000000,2033000000,0,0,3417000000,-1000000,5449000000,9619000000,-476000000,90000000,566000000,2157000000,5688000000,3531000000,1971000000,5502000000,-2537000000,2965000000,493000000,2472000000,0,0,2473000000,0,2462000000,1.4,1.39,1769181000,1778000000
2023-03-31,ABBV,USD,0001551152,2023-05-05,2023-05-05 12:54:58,2023,Q1,12225000000,3986000000,8239000000,2292000000,0,0,3039000000,140000000,5471000000,9457000000,-454000000,99000000,553000000,2127000000,3155000000,1028000000,1740000000,2768000000,-2293000000,475000000,234000000,241000000,0,0,239000000,0,228000000,0.13,0.13,1770000000,1776000000
2023-06-30,ABBV,USD,0001551152,2023-08-07,2023-08-07 13:10:46,2023,Q2,13865000000,4240000000,9625000000,1733000000,0,0,3268000000,111000000,5112000000,9352000000,-454000000,98000000,552000000,2260000000,5422000000,3162000000,1351000000,4513000000,-1903000000,2610000000,583000000,2027000000,0,0,2024000000,0,2013000000,1.14,1.14,1767000000,1771000000
