period_end,quarter_rank,actual_revenue,actual_ebitda,actual_ebit,actual_netIncome,actual_eps,est_revenue,est_ebitda,est_ebit,est_netIncome,est_eps,surprise_revenue,surprise_revenue_pct,surprise_ebitda,surprise_ebitda_pct,surprise_ebit,surprise_ebit_pct,surprise_netIncome,surprise_netIncome_pct,surprise_eps,surprise_eps_pct
2020-12-31,1,13858000000,1187000000,-878000000,36000000,0.0113,13696773451,1155894736,3660821052,35115789,2.85251,161226549,1.1771133513800571,31105264,2.69101182237757,-4538821052,-123.98369074938329,884211,2.5179869943973068,-2.8412100000000002,-99.6038576551879
2021-03-31,2,13010000000,6714000000,4499000000,3553000000,2.0,12767655358,6427392225,3929021201,3402342755,2.8069,242344642,1.898113907407055,286607775,4.459161118022481,569978799,14.506890389263644,150657245,4.428044316775486,-0.8069000000000002,-28.747016281306788
2021-06-30,3,13959000000,3978000000,1778000000,766000000,0.42,13632004271,3975000000,4441000000,766000000,3.0815,326995729,2.3987355234008643,3000000,0.07547169811320754,-2663000000,-59.963972078360726,0,0.0,-2.6615,-86.37027421710206
2021-09-30,4,14342000000,6411000000,4284000000,3179000000,1.78,14298325324,6191024844,4158900620,3070400620,3.21369,43674676,0.3054530863603394,219975156,3.553129918598014,125099380,3.007991568694902,108599380,3.536977529661911,-1.4336900000000001,-44.61195697158096
2021-12-31,5,14886000000,6830000000,4851000000,4044000000,2.29,14951129423,6787486321,5043155015,4019416413,3.28337,-65129423,-0.4356154050797557,42513679,0.6263538074244909,-192155015,-3.8102143286983616,24583587,0.6116208044652776,-0.9933700000000001,-30.254585989395043
2022-03-31,6,13538000000,7530000000,5477000000,4490000000,2.54,13612857615,7479057324,4686955413,4461401273,3.14163,-74857615,-0.5499037536212414,50942676,0.6811376593748916,790044587,16.856242856688766,28598727,0.6410256609975195,-0.6016300000000001,-19.150250029443317
2022-06-30,7,14583000000,3791000000,1739000000,924000000,0.52,14664877978,4372500000,4885100000,842600000,3.32048,-81877978,-0.5583270322660164,-581500000,-13.299028016009148,-3146100000,-64.40195697119813,81400000,9.660574412532636,-2.80048,-84.33961354984821
2022-09-30,8,14812000000,7165000000,4960000000,3949000000,2.23,14960037499,6810127328,4574790682,3377440682,3.57319,-148037499,-0.9895529941679326,354872672,5.210955021955796,385209318,8.420261051847618,571559318,16.92285288816806,-1.3431899999999999,-37.59078022719194
2022-12-31,9,15121000000,5688000000,3531000000,2473000000,1.4,15331214906,7466234953,5547470516,4421358054,3.56101,-210214906,-1.3711562148785132,-1778234953,-23.817023763570276,-2016470516,-36.3493687831977,-1948358054,-44.066959296303125,-2.16101,-60.685311189802896
2023-03-31,10,12225000000,3155000000,1028000000,239000000,0.13,12166875707,8226963055,5155650954,4907541400,2.5088,58124293,0.47772570707333845,-5071963055,-61.65049023670376,-4127650954,-80.06071378431024,-4668541400,-95.12994429349084,-2.3788,-94.81823979591837
2023-06-30,11,13865000000,5422000000,3162000000,2024000000,1.14,13538634424,4809750000,5373610000,926860000,2.83205,326365576,2.410624039167866,612250000,12.729351837413589,-2211610000,-41.15687591767917,1097140000,118.37170662235937,-1.6920500000000003,-59.746473402658864
2023-09-30,12,13927000000,4743000000,2508000000,1778000000,1.0,13717934047,7491140060,5032269749,3715184749,2.86772,209065953,1.5240338106576699,-2748140060,-36.685204628252535,-2524269749,-50.16165418202425,-1937184749,-52.142353069290124,-1.8677199999999998,-65.12909210104195
2023-12-31,13,14301000000,3852000000,1776000000,822000000,0.46,14025003265,8212858448,6102217567,4863493859,2.79297,275996735,1.9678907005231276,-4360858448,-53.09793752821782,-4326217567,-70.89582630412299,-4041493859,-83.09857020835194,-2.33297,-83.53007730122415
2024-03-31,14,12310000000,4489000000,2415000000,1369000000,0.77,11929722730,9049659360,5671216049,5398295540,2.25451,380277270,3.1876455019671694,-4560659360,-50.39592296875139,-3256216049,-57.416540312798794,-4029295540,-74.64014354427138,-1.4845099999999998,-65.84623709808339
2024-06-30,15,14462000000,5003000000,2872000000,1370000000,0.77,14021791242,4745337604,2648397300,4551392142,2.56561,440208758,3.1394616451101207,257662396,5.429801154354285,223602700,8.442943964638538,-3181392142,-69.89931965304167,-1.79561,-69.98764426393723
2024-09-30,16,14460000000,4883000000,2804000000,1561000000,0.88,14282327431,4833509803,2697606658,5179920342,2.91991,177672569,1.244002910998659,49490197,1.0238977268502294,106393342,3.943990191619701,-3618920342,-69.86440143986292,-2.03991,-69.86208479028463
2024-12-31,17,15102000000,535000000,-1567000000,-22000000,-0.0181,14831459715,5019350402,2801325251,3752382542,2.11521,270540285,1.8240974941015775,-4484350402,-89.34125021861743,-4368325251,-155.93781012899598,-3774382542,-100.5862941678722,-2.13331,-100.85570699835951
2025-03-31,18,13343000000,4400000000,2361000000,1286000000,0.72,12927006520,4374834077,2441617378,4220913682,2.37932,415993480,3.2180186445825356,25165923,0.5752429133782666,-80617378,-3.3018022695282436,-2934913682,-69.53266290461896,-1.65932,-69.73925323201587
2025-06-30,19,15423000000,4344000000,2294000000,938000000,0.53,15028934255,5086180905,2838623698,5109297402,2.8801,394065745,2.6220471679081143,-742180905,-14.592105921171516,-544623698,-19.18618865838835,-4171297402,-81.64131139375786,-2.3501000000000003,-81.59786118537552
2025-09-30,20,15776000000,3516000000,1453000000,186000000,0.0995,15585836457,5274651045,2943809852,3132387281,1.76572,190163543,1.2201048273837922,-1758651045,-33.34156193454879,-1490809852,-50.64219249715317,-2946387281,-94.06203692856842,-1.66622,-94.3649049679451
